line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__aig_not_429 /1 undetected,output,,__aig_not_429,__aig_not_429,1,undetected,__aig_not_429,__aig_not_429,__aig_not_429,sa1,1
2,C_19 /1 undetected,output,,C_19,C_19,1,undetected,C_19,C_19,C_19,sa1,1
3,__tpi_not_test_en->__tpi_cp_11_II1492 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_11_II1492,__tpi_cp_11_II1492,1,undetected,__tpi_cp_11_II1492,__tpi_cp_11_II1492,__tpi_cp_11_II1492,sa1,1
4,II1492 /1 undetected,output,,II1492,II1492,1,undetected,II1492,II1492,II1492,sa1,1
5,__buf_split_285 /1 undetected,output,,__buf_split_285,__buf_split_285,1,undetected,__buf_split_285,__buf_split_285,__buf_split_285,sa1,1
6,test_en->__tpi_cp_2___aig_not_383 /0 undetected,input_edge,test_en,__tpi_cp_2___aig_not_383,__tpi_cp_2___aig_not_383,0,undetected,__tpi_cp_2___aig_not_383,__tpi_cp_2___aig_not_383,__tpi_cp_2___aig_not_383,sa0,1
7,__aig_not_383 /0 undetected,output,,__aig_not_383,__aig_not_383,0,undetected,__aig_not_383,__aig_not_383,__aig_not_383,sa0,1
8,II1528->__tpi_cp_27_II1528 /1 undetected,input_edge,II1528,__tpi_cp_27_II1528,__tpi_cp_27_II1528,1,undetected,__tpi_cp_27_II1528,__tpi_cp_27_II1528,__tpi_cp_27_II1528,sa1,1
9,__tpi_not_test_en->__tpi_cp_27_II1528 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_27_II1528,__tpi_cp_27_II1528,1,undetected,__tpi_cp_27_II1528,__tpi_cp_27_II1528,__tpi_cp_27_II1528,sa1,1
10,__aig_not_382 /1 undetected,output,,__aig_not_382,__aig_not_382,1,undetected,__aig_not_382,__aig_not_382,__aig_not_382,sa1,1
11,__buf_split_364 /1 undetected,output,,__buf_split_364,__buf_split_364,1,undetected,__buf_split_364,__buf_split_364,__buf_split_364,sa1,1
12,test_en->__tpi_cp_3_II1533 /0 undetected,input_edge,test_en,__tpi_cp_3_II1533,__tpi_cp_3_II1533,0,undetected,__tpi_cp_3_II1533,__tpi_cp_3_II1533,__tpi_cp_3_II1533,sa0,1
13,II1533 /0 undetected,output,,II1533,II1533,0,undetected,II1533,II1533,II1533,sa0,1
14,__buf_split_289 /1 undetected,output,,__buf_split_289,__buf_split_289,1,undetected,__buf_split_289,__buf_split_289,__buf_split_289,sa1,1
15,II1484 /1 undetected,output,,II1484,II1484,1,undetected,II1484,II1484,II1484,sa1,1
16,__buf_split_78 /1 undetected,output,,__buf_split_78,__buf_split_78,1,undetected,__buf_split_78,__buf_split_78,__buf_split_78,sa1,1
17,test_en->__tpi_cp_6_II1219_4 /0 undetected,input_edge,test_en,__tpi_cp_6_II1219_4,__tpi_cp_6_II1219_4,0,undetected,__tpi_cp_6_II1219_4,__tpi_cp_6_II1219_4,__tpi_cp_6_II1219_4,sa0,1
18,II1219_4 /0 undetected,output,,II1219_4,II1219_4,0,undetected,II1219_4,II1219_4,II1219_4,sa0,1
19,__tpi_not_test_en->__tpi_cp_29___buf_split_69 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_29___buf_split_69,__tpi_cp_29___buf_split_69,1,undetected,__tpi_cp_29___buf_split_69,__tpi_cp_29___buf_split_69,__tpi_cp_29___buf_split_69,sa1,1
20,__buf_split_69 /1 undetected,output,,__buf_split_69,__buf_split_69,1,undetected,__buf_split_69,__buf_split_69,__buf_split_69,sa1,1
21,__buf_split_283 /0 undetected,output,,__buf_split_283,__buf_split_283,0,undetected,__buf_split_283,__buf_split_283,__buf_split_283,sa0,1
22,__buf_split_74 /1 undetected,output,,__buf_split_74,__buf_split_74,1,undetected,__buf_split_74,__buf_split_74,__buf_split_74,sa1,1
23,__tpi_not_test_en->__tpi_cp_13_II1416 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_13_II1416,__tpi_cp_13_II1416,1,undetected,__tpi_cp_13_II1416,__tpi_cp_13_II1416,__tpi_cp_13_II1416,sa1,1
24,test_en->__tpi_cp_9_II1389 /0 undetected,input_edge,test_en,__tpi_cp_9_II1389,__tpi_cp_9_II1389,0,undetected,__tpi_cp_9_II1389,__tpi_cp_9_II1389,__tpi_cp_9_II1389,sa0,1
25,__tpi_not_test_en->__tpi_cp_15___buf_split_279 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15___buf_split_279,__tpi_cp_15___buf_split_279,1,undetected,__tpi_cp_15___buf_split_279,__tpi_cp_15___buf_split_279,__tpi_cp_15___buf_split_279,sa1,1
26,__tpi_not_test_en->__tpi_cp_16_II1348 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16_II1348,__tpi_cp_16_II1348,1,undetected,__tpi_cp_16_II1348,__tpi_cp_16_II1348,__tpi_cp_16_II1348,sa1,1
27,__tpi_not_test_en->__tpi_cp_23___buf_split_57 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_23___buf_split_57,__tpi_cp_23___buf_split_57,1,undetected,__tpi_cp_23___buf_split_57,__tpi_cp_23___buf_split_57,__tpi_cp_23___buf_split_57,sa1,1
28,__tpi_not_test_en->__tpi_cp_7___buf_split_345 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_7___buf_split_345,__tpi_cp_7___buf_split_345,1,undetected,__tpi_cp_7___buf_split_345,__tpi_cp_7___buf_split_345,__tpi_cp_7___buf_split_345,sa1,1
