benchmark_id,net,fault_count,hard_fault_count,hard_fault_ratio,status_counts,source_fault_csv_count,source_label_count
iscas99__b20,N16596,3,3,1.0,"{""UNDETECTED"": 3}",1,1
iscas99__b20,N10041,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10042,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10043,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10077,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10083,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10097,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10106,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10174,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10175,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10176,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10179,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N10183,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12247,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12248,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12249,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12250,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12251,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12252,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12283,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12286,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12302,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12356,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12358,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12369,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12372,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12373,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12374,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12375,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12376,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12377,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12444,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12445,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12489,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12554,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12560,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12561,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12562,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N12563,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1396,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1397,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1398,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1399,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1400,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1401,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1402,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1405,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1416,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14210,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14214,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14216,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1422,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1423,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1424,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1425,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1426,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1427,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14300,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14301,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N1437,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14374,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14381,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N14384,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N16593,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N16595,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N16597,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N16686,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N16692,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20724,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20727,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20729,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20732,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20733,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20736,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20738,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N20897,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N21661,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N21670,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N21768,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N22837,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N22863,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N4800,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N4804,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8532,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8669,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8678,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8680,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8682,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8684,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8688,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8690,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N8692,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N914,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N915,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N916,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N917,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N918,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N919,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N920,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N921,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N922,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N923,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N924,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N925,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N926,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N927,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N946,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N947,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N948,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N949,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N950,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N951,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N952,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N953,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N954,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N955,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N956,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N957,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N958,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N959,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N960,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,N961,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,__tpi_cp_10_N1665,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b20,__tpi_cp_115_N8766,2,2,1.0,"{""UNDETECTED"": 2}",1,1
