[typed-five-r2/b22_C] [gmean] 2026-07-20T19:29:00 out_dir=autoresearch/loop-260720-0945/typed_winner_round2_five/b22_C
[typed-five-r2/b22_C] [gmean] 2026-07-20T19:29:00 budgets=iscas99__b22:915
[typed-five-r2/b22_C] [gmean] 2026-07-20T19:29:00 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r2/b22_C] [gmean] 2026-07-20T19:29:00 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_typed_residual_context
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] torch_deterministic=true
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b22_C/exact_candidate_nodes.txt nodes=28412
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.953114
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=1 node=N1180 type=control1 q_typed_residual_context=2.943162 sequence=2.943162
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=2 node=N2081 type=observe q_typed_residual_context=2.287799 sequence=5.230961
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=3 node=N2076 type=observe q_typed_residual_context=2.857273 sequence=8.088235
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=4 node=N3861 type=control0 q_typed_residual_context=1.338928 sequence=9.427162
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=5 node=N2075 type=observe q_typed_residual_context=1.596278 sequence=11.023440
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=6 node=N3076 type=control0 q_typed_residual_context=1.181895 sequence=12.205336
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=7 node=N2078 type=observe q_typed_residual_context=1.096331 sequence=13.301667
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=8 node=N3865 type=control0 q_typed_residual_context=1.093634 sequence=14.395301
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=9 node=N5343 type=control0 q_typed_residual_context=1.141941 sequence=15.537242
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=10 node=N6272 type=control0 q_typed_residual_context=1.256374 sequence=16.793616
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=11 node=N2079 type=observe q_typed_residual_context=1.798393 sequence=18.592009
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=12 node=N4430 type=control0 q_typed_residual_context=1.596697 sequence=20.188706
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=13 node=N2077 type=observe q_typed_residual_context=1.623265 sequence=21.811971
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=14 node=N2080 type=observe q_typed_residual_context=1.422293 sequence=23.234264
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=15 node=N2092 type=observe q_typed_residual_context=1.569931 sequence=24.804195
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=16 node=N5214 type=control1 q_typed_residual_context=1.137981 sequence=25.942176
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=17 node=N3886 type=control1 q_typed_residual_context=1.104324 sequence=27.046500
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=18 node=N3819 type=control0 q_typed_residual_context=2.746980 sequence=29.793481
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=19 node=N1169 type=observe q_typed_residual_context=1.691365 sequence=31.484846
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=20 node=N1253 type=observe q_typed_residual_context=2.085364 sequence=33.570210
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=21 node=N1254 type=observe q_typed_residual_context=2.807980 sequence=36.378190
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=22 node=N1252 type=observe q_typed_residual_context=3.294681 sequence=39.672871
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=23 node=N3849 type=control0 q_typed_residual_context=2.571186 sequence=42.244057
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=24 node=N6279 type=control0 q_typed_residual_context=1.980378 sequence=44.224435
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=25 node=N6885 type=control0 q_typed_residual_context=1.713254 sequence=45.937689
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=26 node=N1257 type=observe q_typed_residual_context=0.780702 sequence=46.718392
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=27 node=N2102 type=observe q_typed_residual_context=2.428697 sequence=49.147089
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=28 node=N3736 type=control0 q_typed_residual_context=1.068271 sequence=50.215360
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=29 node=N1256 type=observe q_typed_residual_context=1.132776 sequence=51.348136
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=30 node=N7064 type=control0 q_typed_residual_context=1.368717 sequence=52.716853
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=31 node=N1258 type=observe q_typed_residual_context=0.994423 sequence=53.711276
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=32 node=N6887 type=control0 q_typed_residual_context=1.533538 sequence=55.244814
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=33 node=N2101 type=observe q_typed_residual_context=1.448318 sequence=56.693132
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=34 node=N2104 type=observe q_typed_residual_context=1.189235 sequence=57.882367
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=35 node=N3068 type=control0 q_typed_residual_context=0.881929 sequence=58.764295
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=36 node=N7010 type=control0 q_typed_residual_context=1.135260 sequence=59.899555
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=37 node=N3289 type=control0 q_typed_residual_context=0.953149 sequence=60.852704
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=38 node=N7022 type=control0 q_typed_residual_context=1.510408 sequence=62.363112
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=39 node=N7028 type=control0 q_typed_residual_context=1.338239 sequence=63.701351
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=40 node=N6964 type=control0 q_typed_residual_context=1.943545 sequence=65.644896
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=41 node=N6967 type=control0 q_typed_residual_context=2.566454 sequence=68.211350
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=42 node=N7031 type=control0 q_typed_residual_context=1.580425 sequence=69.791776
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=43 node=N7025 type=control0 q_typed_residual_context=1.697013 sequence=71.488789
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=44 node=N7037 type=control0 q_typed_residual_context=1.795112 sequence=73.283900
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=45 node=N7040 type=control0 q_typed_residual_context=1.697299 sequence=74.981199
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=46 node=N7043 type=control0 q_typed_residual_context=1.738773 sequence=76.719972
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=47 node=N2100 type=observe q_typed_residual_context=1.808159 sequence=78.528131
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=48 node=N7049 type=control0 q_typed_residual_context=1.361246 sequence=79.889377
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=49 node=N7046 type=control0 q_typed_residual_context=1.376936 sequence=81.266313
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=50 node=N7034 type=control0 q_typed_residual_context=1.459726 sequence=82.726039
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=51 node=N6907 type=control0 q_typed_residual_context=1.559737 sequence=84.285776
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=52 node=N7055 type=control0 q_typed_residual_context=1.747224 sequence=86.033000
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=53 node=N3822 type=control0 q_typed_residual_context=1.120123 sequence=87.153123
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=54 node=N3739 type=control0 q_typed_residual_context=1.139256 sequence=88.292379
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=55 node=N3718 type=control0 q_typed_residual_context=1.103823 sequence=89.396202
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=56 node=N3853 type=control0 q_typed_residual_context=1.023751 sequence=90.419953
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=57 node=N3857 type=control0 q_typed_residual_context=1.076498 sequence=91.496451
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=58 node=N6985 type=control0 q_typed_residual_context=1.311028 sequence=92.807480
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=59 node=N6970 type=control0 q_typed_residual_context=2.086409 sequence=94.893888
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=60 node=N6973 type=control0 q_typed_residual_context=1.885036 sequence=96.778925
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=61 node=N6976 type=control0 q_typed_residual_context=1.717188 sequence=98.496113
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=62 node=N7051 type=control0 q_typed_residual_context=1.727192 sequence=100.223304
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=63 node=N7019 type=control0 q_typed_residual_context=2.200107 sequence=102.423412
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=64 node=N6979 type=control0 q_typed_residual_context=2.054614 sequence=104.478026
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=65 node=N1270 type=control0 q_typed_residual_context=1.371875 sequence=105.849901
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=66 node=N3980 type=control0 q_typed_residual_context=1.129115 sequence=106.979016
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=67 node=N7119 type=control0 q_typed_residual_context=1.166887 sequence=108.145903
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=68 node=N3715 type=control0 q_typed_residual_context=1.326207 sequence=109.472111
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=69 node=N5519 type=control0 q_typed_residual_context=1.490668 sequence=110.962779
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=70 node=N12848 type=control0 q_typed_residual_context=1.837217 sequence=112.799996
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=71 node=N1572 type=control0 q_typed_residual_context=1.798448 sequence=114.598443
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=72 node=N3938 type=control0 q_typed_residual_context=1.659834 sequence=116.258277
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=73 node=N7123 type=control0 q_typed_residual_context=1.907845 sequence=118.166122
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=74 node=N12847 type=control0 q_typed_residual_context=2.193836 sequence=120.359958
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=75 node=N3976 type=control0 q_typed_residual_context=1.941042 sequence=122.301001
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=76 node=N4525 type=control0 q_typed_residual_context=2.146013 sequence=124.447013
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=77 node=N6866 type=control0 q_typed_residual_context=1.599556 sequence=126.046570
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=78 node=N18514 type=control0 q_typed_residual_context=3.420980 sequence=129.467550
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=79 node=N19315 type=control1 q_typed_residual_context=1.710903 sequence=131.178453
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=80 node=N19316 type=control1 q_typed_residual_context=1.758894 sequence=132.937347
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=81 node=N19317 type=control1 q_typed_residual_context=1.580173 sequence=134.517520
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=82 node=N19318 type=control1 q_typed_residual_context=1.821084 sequence=136.338603
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=83 node=N5499 type=control0 q_typed_residual_context=3.000409 sequence=139.339012
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=84 node=N1592 type=control0 q_typed_residual_context=4.896771 sequence=144.235783
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=85 node=N12943 type=control0 q_typed_residual_context=1.684949 sequence=145.920732
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=86 node=N12944 type=control0 q_typed_residual_context=1.628296 sequence=147.549028
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=87 node=N13006 type=control1 q_typed_residual_context=1.344796 sequence=148.893824
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=88 node=N1181 type=control1 q_typed_residual_context=1.539341 sequence=150.433165
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=89 node=N3897 type=control0 q_typed_residual_context=1.327894 sequence=151.761058
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=90 node=N3893 type=control0 q_typed_residual_context=1.140797 sequence=152.901856
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=91 node=N19276 type=control0 q_typed_residual_context=7.684265 sequence=160.586121
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=92 node=N8431 type=control0 q_typed_residual_context=7.902912 sequence=168.489033
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=93 node=N12965 type=control0 q_typed_residual_context=6.789591 sequence=175.278624
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=94 node=N13041 type=control0 q_typed_residual_context=6.336421 sequence=181.615044
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=95 node=N13043 type=control0 q_typed_residual_context=6.651686 sequence=188.266730
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=96 node=N19255 type=control0 q_typed_residual_context=6.541455 sequence=194.808185
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=97 node=N13045 type=control0 q_typed_residual_context=3.129653 sequence=197.937838
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=98 node=N19350 type=control0 q_typed_residual_context=2.179501 sequence=200.117339
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=99 node=N13039 type=control0 q_typed_residual_context=1.737420 sequence=201.854759
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=100 node=N13005 type=control1 q_typed_residual_context=1.127352 sequence=202.982111
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=101 node=N19352 type=control0 q_typed_residual_context=1.702816 sequence=204.684926
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=102 node=N19314 type=control1 q_typed_residual_context=1.066156 sequence=205.751083
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=103 node=N19358 type=control0 q_typed_residual_context=1.938009 sequence=207.689091
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=104 node=N19360 type=control0 q_typed_residual_context=1.993122 sequence=209.682214
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=105 node=N8330 type=control1 q_typed_residual_context=2.300159 sequence=211.982372
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=106 node=N5219 type=control1 q_typed_residual_context=1.534703 sequence=213.517076
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=107 node=N1993 type=control1 q_typed_residual_context=2.529656 sequence=216.046731
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=108 node=N13004 type=control1 q_typed_residual_context=2.887489 sequence=218.934220
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=109 node=N19364 type=control0 q_typed_residual_context=2.922686 sequence=221.856906
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=110 node=N19313 type=control1 q_typed_residual_context=1.401342 sequence=223.258248
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=111 node=N4995 type=control1 q_typed_residual_context=6.422957 sequence=229.681205
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=112 node=N19356 type=control0 q_typed_residual_context=1.626888 sequence=231.308093
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=113 node=N13014 type=control0 q_typed_residual_context=1.607688 sequence=232.915781
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=114 node=N8331 type=control1 q_typed_residual_context=1.803232 sequence=234.719013
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=115 node=N13016 type=control0 q_typed_residual_context=1.430135 sequence=236.149148
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=116 node=N5220 type=control1 q_typed_residual_context=2.605980 sequence=238.755128
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=117 node=N24124 type=control1 q_typed_residual_context=5.902747 sequence=244.657874
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=118 node=N19321 type=control0 q_typed_residual_context=2.827303 sequence=247.485177
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=119 node=N19354 type=control0 q_typed_residual_context=0.965926 sequence=248.451102
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=120 node=N5602 type=observe q_typed_residual_context=0.535781 sequence=248.986884
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=121 node=N3844 type=observe q_typed_residual_context=0.519301 sequence=249.506185
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=122 node=N18387 type=control1 q_typed_residual_context=0.622448 sequence=250.128632
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=123 node=N8333 type=control1 q_typed_residual_context=1.627295 sequence=251.755927
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=124 node=N19327 type=control0 q_typed_residual_context=2.964702 sequence=254.720629
[typed-five-r2/b22_C] [plan iscas99__b22] [plan] step=125 node=N6993 type=observe q_typed_residual_context=0.880200 sequence=255.600830
