line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,C_14 /1 undetected,output,,C_14,C_14,1,undetected,C_14,C_14,C_14,sa1,1
2,__tpi_not_test_en->__tpi_cp_20___aig_not_197 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_20___aig_not_197,__tpi_cp_20___aig_not_197,1,undetected,__tpi_cp_20___aig_not_197,__tpi_cp_20___aig_not_197,__tpi_cp_20___aig_not_197,sa1,1
3,__tpi_not_test_en->__tpi_cp_9___buf_split_181 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_9___buf_split_181,__tpi_cp_9___buf_split_181,1,undetected,__tpi_cp_9___buf_split_181,__tpi_cp_9___buf_split_181,__tpi_cp_9___buf_split_181,sa1,1
4,__tpi_not_test_en->__tpi_cp_18_II742 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_18_II742,__tpi_cp_18_II742,1,undetected,__tpi_cp_18_II742,__tpi_cp_18_II742,__tpi_cp_18_II742,sa1,1
5,__tpi_not_test_en->__tpi_cp_29___aig_not_219 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_29___aig_not_219,__tpi_cp_29___aig_not_219,1,undetected,__tpi_cp_29___aig_not_219,__tpi_cp_29___aig_not_219,__tpi_cp_29___aig_not_219,sa1,1
6,test_en->__tpi_cp_3___aig_and_218 /0 undetected,input_edge,test_en,__tpi_cp_3___aig_and_218,__tpi_cp_3___aig_and_218,0,undetected,__tpi_cp_3___aig_and_218,__tpi_cp_3___aig_and_218,__tpi_cp_3___aig_and_218,sa0,1
7,__tpi_not_test_en->__tpi_cp_46___aig_not_217 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_46___aig_not_217,__tpi_cp_46___aig_not_217,1,undetected,__tpi_cp_46___aig_not_217,__tpi_cp_46___aig_not_217,__tpi_cp_46___aig_not_217,sa1,1
8,__tpi_not_test_en->__tpi_cp_47___buf_split_189 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_47___buf_split_189,__tpi_cp_47___buf_split_189,1,undetected,__tpi_cp_47___buf_split_189,__tpi_cp_47___buf_split_189,__tpi_cp_47___buf_split_189,sa1,1
9,test_en->__tpi_cp_62___aig_not_216 /0 undetected,input_edge,test_en,__tpi_cp_62___aig_not_216,__tpi_cp_62___aig_not_216,0,undetected,__tpi_cp_62___aig_not_216,__tpi_cp_62___aig_not_216,__tpi_cp_62___aig_not_216,sa0,1
10,__tpi_not_test_en->__tpi_cp_11___buf_split_188 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_11___buf_split_188,__tpi_cp_11___buf_split_188,1,undetected,__tpi_cp_11___buf_split_188,__tpi_cp_11___buf_split_188,__tpi_cp_11___buf_split_188,sa1,1
