line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_not_test_en->__tpi_cp_26___buf_split_181 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_26___buf_split_181,__tpi_cp_26___buf_split_181,1,undetected,__tpi_cp_26___buf_split_181,__tpi_cp_26___buf_split_181,__tpi_cp_26___buf_split_181,sa1,1
2,__tpi_not_test_en->__tpi_cp_27___aig_not_219 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_27___aig_not_219,__tpi_cp_27___aig_not_219,1,undetected,__tpi_cp_27___aig_not_219,__tpi_cp_27___aig_not_219,__tpi_cp_27___aig_not_219,sa1,1
3,test_en->__tpi_cp_6___aig_and_218 /0 undetected,input_edge,test_en,__tpi_cp_6___aig_and_218,__tpi_cp_6___aig_and_218,0,undetected,__tpi_cp_6___aig_and_218,__tpi_cp_6___aig_and_218,__tpi_cp_6___aig_and_218,sa0,1
4,__tpi_not_test_en->__tpi_cp_25___buf_split_189 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_25___buf_split_189,__tpi_cp_25___buf_split_189,1,undetected,__tpi_cp_25___buf_split_189,__tpi_cp_25___buf_split_189,__tpi_cp_25___buf_split_189,sa1,1
5,__tpi_not_test_en->__tpi_cp_12___buf_split_188 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_12___buf_split_188,__tpi_cp_12___buf_split_188,1,undetected,__tpi_cp_12___buf_split_188,__tpi_cp_12___buf_split_188,__tpi_cp_12___buf_split_188,sa1,1
6,test_en->__tpi_cp_3_II611_3 /0 undetected,input_edge,test_en,__tpi_cp_3_II611_3,__tpi_cp_3_II611_3,0,undetected,__tpi_cp_3_II611_3,__tpi_cp_3_II611_3,__tpi_cp_3_II611_3,sa0,1
7,__tpi_not_test_en->__tpi_cp_24___buf_split_38 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_24___buf_split_38,__tpi_cp_24___buf_split_38,1,undetected,__tpi_cp_24___buf_split_38,__tpi_cp_24___buf_split_38,__tpi_cp_24___buf_split_38,sa1,1
8,test_en->__tpi_cp_1___buf_split_146 /0 undetected,input_edge,test_en,__tpi_cp_1___buf_split_146,__tpi_cp_1___buf_split_146,0,undetected,__tpi_cp_1___buf_split_146,__tpi_cp_1___buf_split_146,__tpi_cp_1___buf_split_146,sa0,1
9,test_en->__tpi_cp_0___aig_not_199 /0 undetected,input_edge,test_en,__tpi_cp_0___aig_not_199,__tpi_cp_0___aig_not_199,0,undetected,__tpi_cp_0___aig_not_199,__tpi_cp_0___aig_not_199,__tpi_cp_0___aig_not_199,sa0,1
10,__tpi_not_test_en->__tpi_cp_13___buf_split_183 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_13___buf_split_183,__tpi_cp_13___buf_split_183,1,undetected,__tpi_cp_13___buf_split_183,__tpi_cp_13___buf_split_183,__tpi_cp_13___buf_split_183,sa1,1
11,__tpi_not_test_en->__tpi_cp_23___buf_split_44 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_23___buf_split_44,__tpi_cp_23___buf_split_44,1,undetected,__tpi_cp_23___buf_split_44,__tpi_cp_23___buf_split_44,__tpi_cp_23___buf_split_44,sa1,1
12,__tpi_not_test_en->__tpi_cp_20_II675 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_20_II675,__tpi_cp_20_II675,1,undetected,__tpi_cp_20_II675,__tpi_cp_20_II675,__tpi_cp_20_II675,sa1,1
13,__tpi_not_test_en->__tpi_cp_16___buf_split_178 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16___buf_split_178,__tpi_cp_16___buf_split_178,1,undetected,__tpi_cp_16___buf_split_178,__tpi_cp_16___buf_split_178,__tpi_cp_16___buf_split_178,sa1,1
14,test_en->__tpi_cp_9___aig_and_68 /0 undetected,input_edge,test_en,__tpi_cp_9___aig_and_68,__tpi_cp_9___aig_and_68,0,undetected,__tpi_cp_9___aig_and_68,__tpi_cp_9___aig_and_68,__tpi_cp_9___aig_and_68,sa0,1
15,__tpi_not_test_en->__tpi_cp_15___buf_split_37 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15___buf_split_37,__tpi_cp_15___buf_split_37,1,undetected,__tpi_cp_15___buf_split_37,__tpi_cp_15___buf_split_37,__tpi_cp_15___buf_split_37,sa1,1
16,__tpi_not_test_en->__tpi_cp_14___buf_split_26 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_14___buf_split_26,__tpi_cp_14___buf_split_26,1,undetected,__tpi_cp_14___buf_split_26,__tpi_cp_14___buf_split_26,__tpi_cp_14___buf_split_26,sa1,1
17,__tpi_not_test_en->__tpi_cp_19___aig_not_175 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_19___aig_not_175,__tpi_cp_19___aig_not_175,1,undetected,__tpi_cp_19___aig_not_175,__tpi_cp_19___aig_not_175,__tpi_cp_19___aig_not_175,sa1,1
18,__tpi_not_test_en->__tpi_cp_17_II613 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_17_II613,__tpi_cp_17_II613,1,undetected,__tpi_cp_17_II613,__tpi_cp_17_II613,__tpi_cp_17_II613,sa1,1
