node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
N10041,2,1,1,0,0
N10042,2,1,1,0,0
N10043,2,1,1,0,0
N10077,2,1,1,0,0
N10083,2,1,1,0,0
N10097,2,1,1,0,0
N10106,2,1,1,0,0
N10174,2,1,1,0,0
N10175,2,1,1,0,0
N10176,2,1,1,0,0
N10179,2,1,1,0,0
N10183,2,1,1,0,0
N12247,2,1,1,0,0
N12250,2,1,1,0,0
N12251,2,1,1,0,0
N12252,2,1,1,0,0
N12283,2,1,1,0,0
N12286,2,1,1,0,0
N12302,2,1,1,0,0
N12356,2,1,1,0,0
N12358,2,1,1,0,0
N12369,2,1,1,0,0
N12372,2,1,1,0,0
N12373,2,1,1,0,0
N12374,2,1,1,0,0
N12375,2,1,1,0,0
N12376,2,1,1,0,0
N12377,2,1,1,0,0
N12444,2,1,1,0,0
N12445,2,1,1,0,0
N12489,2,1,1,0,0
N12554,2,1,1,0,0
N12560,2,1,1,0,0
N12561,2,1,1,0,0
N12562,2,1,1,0,0
N12563,2,1,1,0,0
N1396,2,1,1,0,0
N1397,2,1,1,0,0
N1398,2,1,1,0,0
N1399,2,1,1,0,0
N1400,2,1,1,0,0
N1401,2,1,1,0,0
N1402,2,1,1,0,0
N1405,2,1,1,0,0
N14143,2,1,1,0,0
N1415,2,1,1,0,0
N1416,2,1,1,0,0
N1418,2,1,1,0,0
N1420,2,1,1,0,0
N1421,2,1,1,0,0
N14210,2,1,1,0,0
N14214,2,1,1,0,0
N14216,2,1,1,0,0
N1422,2,1,1,0,0
N14220,2,1,1,0,0
N1423,2,1,1,0,0
N1424,2,1,1,0,0
N1425,2,1,1,0,0
N1426,2,1,1,0,0
N1427,2,1,1,0,0
N14296,2,1,1,0,0
N14299,2,1,1,0,0
N14300,2,1,1,0,0
N14301,2,1,1,0,0
N14302,2,1,1,0,0
N14353,2,1,1,0,0
N14407,2,1,1,0,0
N14419,2,1,1,0,0
N14421,2,1,1,0,0
N14424,2,1,1,0,0
N14425,2,1,1,0,0
N16594,2,1,1,0,0
N16635,2,1,1,0,0
N4143,2,1,1,0,0
N4144,2,1,1,0,0
N4145,2,1,1,0,0
N4146,2,1,1,0,0
N4147,2,1,1,0,0
N4148,2,1,1,0,0
N4557,2,1,1,0,0
N4558,2,1,1,0,0
N4559,2,1,1,0,0
N4560,2,1,1,0,0
N4561,2,1,1,0,0
N4562,2,1,1,0,0
N4565,2,1,1,0,0
N4575,2,1,1,0,0
N4576,2,1,1,0,0
N4577,2,1,1,0,0
N4578,2,1,1,0,0
N4579,2,1,1,0,0
N4580,2,1,1,0,0
N4581,2,1,1,0,0
N4582,2,1,1,0,0
N4583,2,1,1,0,0
N4584,2,1,1,0,0
N4585,2,1,1,0,0
N4586,2,1,1,0,0
N4587,2,1,1,0,0
N8520,2,1,1,0,0
N8532,2,1,1,0,0
N8669,2,1,1,0,0
N8676,2,1,1,0,0
N8678,2,1,1,0,0
N8680,2,1,1,0,0
N8682,2,1,1,0,0
N8684,2,1,1,0,0
N8688,2,1,1,0,0
N8690,2,1,1,0,0
N8692,2,1,1,0,0
N907,2,1,1,0,0
N909,2,1,1,0,0
N911,2,1,1,0,0
N912,2,1,1,0,0
N913,2,1,1,0,0
N914,2,1,1,0,0
N915,2,1,1,0,0
N916,2,1,1,0,0
N917,2,1,1,0,0
N918,2,1,1,0,0
N919,2,1,1,0,0
N920,2,1,1,0,0
N921,2,1,1,0,0
N922,2,1,1,0,0
N923,2,1,1,0,0
N924,2,1,1,0,0
N925,2,1,1,0,0
N926,2,1,1,0,0
N927,2,1,1,0,0
N940,2,1,1,0,0
N942,2,1,1,0,0
N944,2,1,1,0,0
N945,2,1,1,0,0
N946,2,1,1,0,0
N947,2,1,1,0,0
N948,2,1,1,0,0
N949,2,1,1,0,0
N950,2,1,1,0,0
N951,2,1,1,0,0
N952,2,1,1,0,0
N953,2,1,1,0,0
N954,2,1,1,0,0
N955,2,1,1,0,0
N956,2,1,1,0,0
N957,2,1,1,0,0
N958,2,1,1,0,0
N959,2,1,1,0,0
N960,2,1,1,0,0
N961,2,1,1,0,0
N10063,1,0,1,0,0
N10064,1,0,1,0,0
N10067,1,0,1,0,0
N10068,1,0,1,0,0
N10069,1,0,1,0,0
N10070,1,0,1,0,0
N10071,1,0,1,0,0
N10072,1,0,1,0,0
N10073,1,0,1,0,0
N10074,1,0,1,0,0
N10075,1,0,1,0,0
N10076,1,0,1,0,0
N10078,1,0,1,0,0
N10079,1,0,1,0,0
N10080,1,0,1,0,0
N10081,1,0,1,0,0
N10082,1,0,1,0,0
N10084,1,0,1,0,0
N10085,1,0,1,0,0
N10086,1,0,1,0,0
N10087,1,0,1,0,0
N10088,1,0,1,0,0
N10089,1,0,1,0,0
N10090,1,0,1,0,0
N10091,1,0,1,0,0
N10092,1,0,1,0,0
N10093,1,0,1,0,0
N10094,1,0,1,0,0
N10095,1,0,1,0,0
N10096,1,0,1,0,0
N10098,1,0,1,0,0
N10099,1,0,1,0,0
