[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T10:00:32 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/best_final_horizon/q_typed_residual_context/alpha_0p02_decay_16
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T10:00:32 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T10:00:32 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T10:00:32 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] torch_deterministic=true
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b15_C/exact_candidate_nodes.txt nodes=7918
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.875631
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=1 node=N677 type=control1 q_typed_residual_context=5.199733 sequence=5.199733
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=2 node=N2155 type=observe q_typed_residual_context=4.651235 sequence=9.850968
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=3 node=N502 type=control1 q_typed_residual_context=1.997775 sequence=11.848742
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=4 node=N762 type=control1 q_typed_residual_context=1.713901 sequence=13.562643
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=5 node=N3644 type=control0 q_typed_residual_context=1.218445 sequence=14.781088
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=6 node=N3756 type=control0 q_typed_residual_context=1.059205 sequence=15.840293
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=7 node=N557 type=control1 q_typed_residual_context=0.978182 sequence=16.818475
[b15-round6/cone_toplist/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=8 node=N5143 type=observe q_typed_residual_context=1.039485 sequence=17.857960
