step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N672,control1,1.0387364625930786,4.354978421330452,3.1190322458744046,0.6383245250582695,2.830735973864794,1.0387364625930786,0.37417179346084595,3.8378589898347855,2.693921488523483,0.0037417179346084595,0.24536459147930145,0.04915750026702881,0.04915750026702881,1.1825346481800079,0.06639096140861511,0.1457294076681137,0.03849281370639801,29567.458984375,11984.048828125,17583.41015625,30343.939453125,12865.810546875,17478.12890625,-0.02626131847500801,-0.07357794791460037,0.005987532902508974,-2.626131847500801,7.062425434589386,3.267471987605095,6.74492846429348,3.462125689387322,3.703030788898468,2.695331319756806,0.37417179346084595,0.37417179346084595,0.37417179346084595,greedy,0.37417179346084595,0.0,hard_fault_cluster
2,N2155,observe,1.3917841911315918,3.8731803549919275,2.913720917701721,0.7505462930118665,2.5175672307447527,1.3917841911315918,0.4375174045562744,3.9060117674758654,3.035273766517639,0.0043751740455627445,0.25968512892723083,0.04425247013568878,0.04425247013568878,1.5543997131520881,0.07099400460720062,0.14687016606330872,0.0450349822640419,30345.921875,12868.224609375,17477.697265625,30837.64453125,13260.3046875,17577.33984375,-0.01620391197502613,-0.030468855053186417,-0.005701127462089062,-1.620391197502613,7.5811703354120255,4.207060412028804,7.219842929393053,3.96506679401733,3.4518450793111697,2.9120820245856884,0.4375174045562744,0.8116891980171204,0.8116891980171204,greedy,0.4375174045562744,0.0,hard_fault_cluster
3,N502,control1,1.067284345626831,4.420526140928268,4.472611570358276,0.6420956498384476,2.8733419916033744,1.067284345626831,0.3762241005897522,4.183452370762825,4.514236855506897,0.003762241005897522,0.2680499255657196,0.03704102337360382,0.03704102337360382,-0.073625767827034,0.06290141493082047,0.13171833753585815,0.03658885136246681,30832.455078125,13253.458984375,17578.99609375,30936.701171875,13295.830078125,17640.87109375,-0.003381050657480955,-0.0031969838310033083,-0.0035198256373405457,-0.3381050657480955,6.7034066170454025,3.4173333513736726,6.3934577740728855,3.5185433971881865,4.194779494404793,4.488601348847151,0.3762241005897522,1.1879132986068726,1.1879132986068726,greedy,0.3762241005897522,0.0,hard_fault_cluster
4,N2082,observe,0.8286501169204712,5.415283203125,5.220301365852356,0.22069824218750012,3.51993408203125,0.8286501169204712,0.34548163414001465,4.6418250679969795,4.853968524932861,0.0034548163414001463,0.27094998955726624,0.02670946903526783,0.02670946903526783,-4.634718825817108,0.060186006128787994,0.12381094694137573,0.03325461596250534,30943.2421875,13302.703125,17640.5390625,31205.0546875,13425.2548828125,17779.80078125,-0.008461056277155876,-0.009212545119225979,-0.007894414477050304,-0.8461056277155876,6.390791716054082,5.746497721672059,6.11164838867262,5.746497721672059,5.496878707408905,4.776937921196223,0.34548163414001465,1.5333949327468872,1.5333949327468872,greedy,0.34548163414001465,0.0,hard_fault_cluster
5,N893,control1,0.6876260042190552,5.259282010793686,4.963512325286865,0.9925119310617446,3.418533307015896,0.6876260042190552,0.3025939464569092,5.571457928419113,5.242420578002929,0.0030259394645690916,0.27733033895492554,0.028448211029171944,0.028448211029171944,-0.01355784893035894,0.05482739955186844,0.11895416676998138,0.028370659798383713,31203.705078125,13424.828125,17778.876953125,31035.50390625,13319.9765625,17715.52734375,0.005390422884374857,0.00781027227640152,0.0035631952341645956,0.5390422884374857,5.813782112672925,6.487840361595154,5.565500494558364,6.487840361595154,5.7121724605560305,5.695522448718548,0.3025939464569092,1.8359888792037964,1.8359888792037964,greedy,0.3025939464569092,0.0,hard_fault_cluster
6,N5143,observe,0.47172024846076965,3.1100956761837004,2.2834294795989987,1.0567817056179047,2.0215621895194054,0.47172024846076965,0.2789578437805176,5.784289892017842,5.3288789033889765,0.002789578437805176,0.28566625714302063,0.031197400763630867,0.031197400763630867,0.16677039057016363,0.052052196115255356,0.11819052696228027,0.025696922093629837,31035.2421875,13319.8603515625,17715.380859375,31034.1484375,13299.0703125,17735.078125,3.524219209793955e-05,0.0015608301619067788,-0.001111873658373952,0.003524219209793955,5.515374856069684,5.922389474511146,5.282758422661573,5.922389474511146,4.243499958515167,3.9155513978004453,0.2789578437805176,2.114946722984314,2.114946722984314,greedy,0.2789578437805176,0.0,hard_fault_cluster
7,N3644,control0,0.30156153440475464,3.4031862349808217,3.2853530883789057,1.2812532515823842,2.2120710527375342,0.30156153440475464,0.2696574330329895,6.132863013446331,5.999999999999999,0.002696574330329895,0.2861263155937195,0.03709311783313751,0.03709311783313751,1.8533870291709897,0.05003005638718605,0.11011457443237305,0.02427586540579796,31035.001953125,13299.826171875,17735.17578125,30871.94921875,13186.0908203125,17685.859375,0.005253833718597889,0.008551642298698425,0.0027807115111500025,0.5253833718597889,5.309756189584732,2.9858064687252046,5.079693276435137,3.507880858182907,4.398076820373535,4.846533016562462,0.2696574330329895,2.3846041560173035,2.3846041560173035,greedy,0.2696574330329895,0.0,hard_fault_cluster
8,N864,observe,0.01808350905776024,2.3941965502500535,0.7980408489704132,1.6406549614667891,1.5562277576625347,0.01808350905776024,0.22082354128360748,6.197558981180191,5.119455385208129,0.002208235412836075,0.2828752398490906,0.03768160194158554,0.03768160194158554,6.087803083062171,0.0481063574552536,0.10786555707454681,0.021927382797002792,30871.15234375,13185.40234375,17685.75,30964.46484375,13229.7119140625,17734.75390625,-0.003022643970325589,-0.003360501956194639,-0.002770812949165702,-0.3022643970325589,5.069140888750553,1.5899336013197898,4.875262031331658,1.0653776201605796,2.373929879069328,1.6800825451314447,0.22082354128360748,2.605427697300911,2.605427697300911,greedy,0.22082354128360748,0.0,hard_fault_cluster
9,N866,observe,-0.01691623404622078,4.5242249032855035,2.4834003925323485,1.7119130155444142,2.9407461871355776,-0.01691623404622078,0.21404699981212616,6.71053961366415,5.069236707687377,0.0021404699981212617,0.28445103764533997,0.041676148772239685,0.041676148772239685,6.549485652297735,0.04907474294304848,0.10908003151416779,0.02341502159833908,30964.12890625,13229.2734375,17734.85546875,30938.505859375,13209.09375,17729.412109375,0.0008275074069388211,0.0015253813471645117,0.0003069300146307796,0.08275074069388211,5.163197442889214,4.041722118705511,4.971405081450939,3.045272886604071,3.760746593773365,3.335115055814385,0.21404699981212616,2.819474697113037,2.819474697113037,greedy,0.21404699981212616,0.0,hard_fault_cluster
10,N1437,control1,0.008639697916805744,7.3741776894778015,4.545145547389984,1.591924382634461,4.7932154981605715,0.008639697916805744,0.13826687633991241,7.011266534216701,5.8844281196594235,0.0013826687633991242,0.2945064902305603,0.03580635040998459,0.03580635040998459,6.820139880795032,0.04568919539451599,0.11393524706363678,0.019458744674921036,30939.376953125,13209.755859375,17729.62109375,30898.298828125,13184.095703125,17714.203125,0.0013276971876621246,0.0019425156060606241,0.0008696163422428071,0.13276971876621246,4.742992766201496,0.581142517272383,4.612437846139073,-0.6343136704526842,5.085444223694504,3.6294148163776847,0.13826687633991241,2.9577415734529495,2.9577415734529495,greedy,0.13826687633991241,0.0,hard_fault_cluster
