step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2059,observe,0.3684714734554291,4.560462821926921,3.5706269264221193,0.7770898745302111,2.9643008342524992,0.3684714734554291,0.0251084566116333,4.064587063202634,2.7563259124755857,0.000251084566116333,0.21840336918830872,0.1780438870191574,0.0251084566116333,4.398574409252032,-0.01021159440279007,-0.061594825237989426,0.09059885889291763,111430.046875,44054.421875,67375.625,113357.65625,44828.37890625,68529.28125,-0.017298828810453415,-0.017568202689290047,-0.017122754827141762,-1.7298828810453415,-0.8180070966482162,6.818298452701419,-0.9703713543713093,6.818298452701419,4.048363383626565,3.1857393160066567,4.560462821926921,4.560462821926921,4.560462821926921,greedy,4.560462821926921,0.0,hard_fault_cluster
2,N1587,observe,0.4527665078639984,5.207044895738363,4.2193593859672545,0.4038934955745935,3.384579182229936,0.4527665078639984,0.07546105980873108,1.2887454870343207,-1.2648636668920517,0.0007546105980873108,0.20097962021827698,0.20548206567764282,0.07546105980873108,0.8234930305182934,-0.02437814325094223,-0.00017103925347328186,0.07858215272426605,113366.8515625,44831.7265625,68535.125,113369.9296875,45462.703125,67907.2265625,-2.715189657465089e-05,-0.014074331149458885,0.00916170235723257,-0.002715189657465089,-2.156871199607849,1.113662952333689,-2.3675785437226295,1.0989995838701727,2.132130461931229,0.457038958370686,5.207044895738363,9.767507717665286,9.767507717665286,greedy,5.207044895738363,0.0,hard_fault_cluster
3,N1997,observe,0.47648730874061584,2.0420714995265006,2.759994852542877,0.6706502816081046,1.3273464746922254,0.47648730874061584,0.1537432074546814,2.7671614199876786,1.4021099030971524,0.001537432074546814,0.17976140975952148,0.20582355558872223,0.1537432074546814,2.8740945571660994,-0.009883634746074677,0.004037652164697647,0.07899988442659378,113361.78125,45460.41015625,67901.375,113671.6953125,45719.84375,67951.8515625,-0.002733849687501788,-0.0057068029418587685,-0.0007433805731125176,-0.2733849687501788,-0.628796711564064,6.181022218465805,-0.8984717838466167,6.181022218465805,2.300742968916893,2.0938165145739913,2.0420714995265006,11.809579217191786,11.809579217191786,greedy,2.0420714995265006,0.0,hard_fault_cluster
4,N2078,observe,0.5146032571792603,5.785421806573868,3.8335944652557368,1.0502962058782577,3.760524174273014,0.5146032571792603,0.28216657042503357,4.1184896966814994,2.139296358823776,0.0028216657042503357,0.15179064869880676,0.22334787249565125,0.22334787249565125,2.438404697775841,0.018808022141456604,0.0019195787608623505,0.08181818574666977,113670.3125,45718.7421875,67951.5703125,113931.796875,45868.42578125,68063.375,-0.002300375374034047,-0.0032740093301981688,-0.0016453583957627416,-0.2300375374034047,2.386316657066345,3.607777255475521,2.0071808248758316,3.631333726346493,3.7040648907423015,2.631878476217389,5.785421806573868,17.595001023765654,17.595001023765654,greedy,5.785421806573868,0.0,hard_fault_cluster
5,N2080,observe,0.5312865972518921,1.6999564945697783,1.1435465574264525,0.3632294458150863,1.1049717214703558,0.5312865972518921,0.4260368049144745,1.6374387308955192,1.0278428316116333,0.004260368049144745,0.1316916048526764,0.2388128638267517,0.2388128638267517,1.4054254360496996,0.05403920263051987,-0.005754869431257248,0.08944549411535263,113931.8203125,45868.4296875,68063.390625,114229.0859375,46012.8203125,68216.265625,-0.0026091537438333035,-0.00314793037250638,-0.0022460678592324257,-0.26091537438333035,6.068769931793213,1.225768481940031,5.570132680237293,1.2076766841113566,1.2735100582242012,0.947930912449956,1.6999564945697783,19.294957518335433,19.294957518335433,greedy,1.6999564945697783,0.0,hard_fault_cluster
6,N3889,control0,0.5271830558776855,0.8573193557560445,2.0271408796310424,0.08210350684821605,0.5572575812414289,0.5271830558776855,0.4376930296421051,-0.021293808072805426,-0.21241724491119385,0.004376930296421051,0.11950454115867615,0.22476604580879211,0.22476604580879211,0.8480689478665591,0.059428781270980835,-0.0022451840341091156,0.08788999915122986,114228.7265625,46012.515625,68216.2109375,114026.640625,46110.01953125,67916.6171875,0.0017691340763121843,-0.0021190736442804337,0.004391826223582029,0.17691340763121843,6.605337202548981,-0.07295508667826653,6.108492895960808,-0.07572726890444756,0.3746412500739098,0.8984588691312819,0.8573193557560445,20.152276874091477,20.152276874091477,greedy,0.8573193557560445,0.0,hard_fault_cluster
7,N2096,observe,0.5450377464294434,2.2977089136838913,3.11346697807312,0.49194930821657173,1.4935107938945293,0.5450377464294434,0.551243782043457,2.272361475229263,0.8129167914390564,0.00551243782043457,0.10347750782966614,0.22505521774291992,0.22505521774291992,1.662455157637596,0.08516541123390198,0.0027371905744075775,0.09460379183292389,114026.984375,46110.31640625,67916.671875,114745.1640625,46368.9140625,68376.25,-0.006298331078141928,-0.005608238745480776,-0.00676679378375411,-0.6298331078141928,9.292840123176575,2.3114095067977907,8.710615873336792,2.314646289348602,1.845068484544754,1.5220132622122766,2.2977089136838913,22.44998578777537,22.44998578777537,greedy,2.2977089136838913,0.0,hard_fault_cluster
8,N3076,control0,0.5383094549179077,1.713034950196743,1.6208308339118958,0.12182034805417058,1.113472717627883,0.5383094549179077,0.5402168035507202,-0.12455038100481042,-0.7967489898204803,0.005402168035507202,0.09898629784584045,0.20643272995948792,0.20643272995948792,1.7818678419291976,0.08488249778747559,0.005700442939996719,0.09408379346132278,114750.09375,46370.75390625,68379.34375,114907.859375,46588.26953125,68319.59375,-0.0013748627388849854,-0.004690793342888355,0.0008738018805161119,-0.13748627388849854,9.234899312257767,-0.3449848678708076,8.67491216212511,-0.3658570435643196,0.36702924668788917,-0.06003046251833427,1.713034950196743,24.16302073797211,24.16302073797211,greedy,1.713034950196743,0.0,hard_fault_cluster
9,N2077,observe,0.5381604433059692,1.5363781985640526,0.7956196129322052,0.7089314398169517,0.9986458290666342,0.5381604433059692,0.6590197086334229,2.6856059312820437,2.719971680641174,0.006590197086334229,0.08864322304725647,0.20338164269924164,0.20338164269924164,2.418544611334801,0.11212238669395447,0.0011258460581302643,0.11501391977071762,114902.921875,46586.4765625,68316.4453125,115560.859375,46834.65625,68726.203125,-0.00572602916508913,-0.005327290389686823,-0.0059979381039738655,-0.572602916508913,12.074640020728111,3.3567001765966413,11.427839007228613,3.4027646487951277,1.6506190896034239,1.674765001684427,1.5363781985640526,25.699398936536163,25.699398936536163,greedy,1.5363781985640526,0.0,hard_fault_cluster
10,N2081,observe,0.5533139705657959,3.3092781990766524,2.8384681701660153,0.44543310672044756,2.1510308293998244,0.5533139705657959,0.7481546401977539,2.422881641983986,3.1744027853012082,0.007481546401977539,0.08964493870735168,0.1850215047597885,0.1850215047597885,1.5605893504619597,0.13059544563293457,-0.0021561607718467712,0.14324334263801575,115561.296875,46834.90625,68726.390625,115890.171875,47034.9375,68855.234375,-0.0028458922170102596,-0.004270986653864384,-0.0018747347639873624,-0.28458922170102596,13.992720708251,1.4644012492895127,13.292838599532843,1.4021542114019394,2.2850280523300173,2.831761712729931,3.3092781990766524,29.008677135612814,29.008677135612814,greedy,3.3092781990766524,0.0,hard_fault_cluster
