line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_not_test_en->__tpi_cp_20___aig_not_197 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_20___aig_not_197,__tpi_cp_20___aig_not_197,1,undetected,__tpi_cp_20___aig_not_197,__tpi_cp_20___aig_not_197,__tpi_cp_20___aig_not_197,sa1,1
2,__tpi_not_test_en->__tpi_cp_9___buf_split_181 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_9___buf_split_181,__tpi_cp_9___buf_split_181,1,undetected,__tpi_cp_9___buf_split_181,__tpi_cp_9___buf_split_181,__tpi_cp_9___buf_split_181,sa1,1
3,__tpi_not_test_en->__tpi_cp_18_II742 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_18_II742,__tpi_cp_18_II742,1,undetected,__tpi_cp_18_II742,__tpi_cp_18_II742,__tpi_cp_18_II742,sa1,1
4,__tpi_not_test_en->__tpi_cp_29___aig_not_219 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_29___aig_not_219,__tpi_cp_29___aig_not_219,1,undetected,__tpi_cp_29___aig_not_219,__tpi_cp_29___aig_not_219,__tpi_cp_29___aig_not_219,sa1,1
5,test_en->__tpi_cp_3___aig_and_218 /0 undetected,input_edge,test_en,__tpi_cp_3___aig_and_218,__tpi_cp_3___aig_and_218,0,undetected,__tpi_cp_3___aig_and_218,__tpi_cp_3___aig_and_218,__tpi_cp_3___aig_and_218,sa0,1
6,__tpi_not_test_en->__tpi_cp_11___buf_split_188 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_11___buf_split_188,__tpi_cp_11___buf_split_188,1,undetected,__tpi_cp_11___buf_split_188,__tpi_cp_11___buf_split_188,__tpi_cp_11___buf_split_188,sa1,1
7,test_en->__tpi_cp_2_II611_3 /0 undetected,input_edge,test_en,__tpi_cp_2_II611_3,__tpi_cp_2_II611_3,0,undetected,__tpi_cp_2_II611_3,__tpi_cp_2_II611_3,__tpi_cp_2_II611_3,sa0,1
8,__tpi_not_test_en->__tpi_cp_21___buf_split_38 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_21___buf_split_38,__tpi_cp_21___buf_split_38,1,undetected,__tpi_cp_21___buf_split_38,__tpi_cp_21___buf_split_38,__tpi_cp_21___buf_split_38,sa1,1
9,test_en->__tpi_cp_1___buf_split_146 /0 undetected,input_edge,test_en,__tpi_cp_1___buf_split_146,__tpi_cp_1___buf_split_146,0,undetected,__tpi_cp_1___buf_split_146,__tpi_cp_1___buf_split_146,__tpi_cp_1___buf_split_146,sa0,1
10,test_en->__tpi_cp_25___aig_and_73 /0 undetected,input_edge,test_en,__tpi_cp_25___aig_and_73,__tpi_cp_25___aig_and_73,0,undetected,__tpi_cp_25___aig_and_73,__tpi_cp_25___aig_and_73,__tpi_cp_25___aig_and_73,sa0,1
11,__tpi_not_test_en->__tpi_cp_24___buf_split_44 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_24___buf_split_44,__tpi_cp_24___buf_split_44,1,undetected,__tpi_cp_24___buf_split_44,__tpi_cp_24___buf_split_44,__tpi_cp_24___buf_split_44,sa1,1
12,__tpi_not_test_en->__tpi_cp_17_II788 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_17_II788,__tpi_cp_17_II788,1,undetected,__tpi_cp_17_II788,__tpi_cp_17_II788,__tpi_cp_17_II788,sa1,1
13,__tpi_not_test_en->__tpi_cp_30___aig_not_189 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_30___aig_not_189,__tpi_cp_30___aig_not_189,1,undetected,__tpi_cp_30___aig_not_189,__tpi_cp_30___aig_not_189,__tpi_cp_30___aig_not_189,sa1,1
14,test_en->__tpi_cp_4___aig_and_188 /0 undetected,input_edge,test_en,__tpi_cp_4___aig_and_188,__tpi_cp_4___aig_and_188,0,undetected,__tpi_cp_4___aig_and_188,__tpi_cp_4___aig_and_188,__tpi_cp_4___aig_and_188,sa0,1
15,__tpi_not_test_en->__tpi_cp_15___buf_split_178 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15___buf_split_178,__tpi_cp_15___buf_split_178,1,undetected,__tpi_cp_15___buf_split_178,__tpi_cp_15___buf_split_178,__tpi_cp_15___buf_split_178,sa1,1
16,test_en->__tpi_cp_31___aig_not_186 /0 undetected,input_edge,test_en,__tpi_cp_31___aig_not_186,__tpi_cp_31___aig_not_186,0,undetected,__tpi_cp_31___aig_not_186,__tpi_cp_31___aig_not_186,__tpi_cp_31___aig_not_186,sa0,1
17,__tpi_not_test_en->__tpi_cp_28___buf_split_177 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_28___buf_split_177,__tpi_cp_28___buf_split_177,1,undetected,__tpi_cp_28___buf_split_177,__tpi_cp_28___buf_split_177,__tpi_cp_28___buf_split_177,sa1,1
18,test_en->__tpi_cp_6___aig_and_68 /0 undetected,input_edge,test_en,__tpi_cp_6___aig_and_68,__tpi_cp_6___aig_and_68,0,undetected,__tpi_cp_6___aig_and_68,__tpi_cp_6___aig_and_68,__tpi_cp_6___aig_and_68,sa0,1
19,__tpi_not_test_en->__tpi_cp_14___buf_split_37 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_14___buf_split_37,__tpi_cp_14___buf_split_37,1,undetected,__tpi_cp_14___buf_split_37,__tpi_cp_14___buf_split_37,__tpi_cp_14___buf_split_37,sa1,1
20,__tpi_not_test_en->__tpi_cp_19_II615 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_19_II615,__tpi_cp_19_II615,1,undetected,__tpi_cp_19_II615,__tpi_cp_19_II615,__tpi_cp_19_II615,sa1,1
21,__tpi_not_test_en->__tpi_cp_16___aig_not_174 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16___aig_not_174,__tpi_cp_16___aig_not_174,1,undetected,__tpi_cp_16___aig_not_174,__tpi_cp_16___aig_not_174,__tpi_cp_16___aig_not_174,sa1,1
22,__tpi_not_test_en->__tpi_cp_23_II613 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_23_II613,__tpi_cp_23_II613,1,undetected,__tpi_cp_23_II613,__tpi_cp_23_II613,__tpi_cp_23_II613,sa1,1
23,__tpi_not_test_en->__tpi_cp_13___buf_split_28 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_13___buf_split_28,__tpi_cp_13___buf_split_28,1,undetected,__tpi_cp_13___buf_split_28,__tpi_cp_13___buf_split_28,__tpi_cp_13___buf_split_28,sa1,1
