line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__buf_split_261 /1 undetected,output,,__buf_split_261,__buf_split_261,1,undetected,__buf_split_261,__buf_split_261,__buf_split_261,sa1,1
2,__tpi_not_test_en->__tpi_cp_3___buf_split_270 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_3___buf_split_270,__tpi_cp_3___buf_split_270,1,undetected,__tpi_cp_3___buf_split_270,__tpi_cp_3___buf_split_270,__tpi_cp_3___buf_split_270,sa1,1
3,__tpi_not_test_en->__tpi_cp_4_n_428 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_4_n_428,__tpi_cp_4_n_428,1,undetected,__tpi_cp_4_n_428,__tpi_cp_4_n_428,__tpi_cp_4_n_428,sa1,1
4,__tpi_not_test_en->__tpi_cp_10___buf_split_264 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_10___buf_split_264,__tpi_cp_10___buf_split_264,1,undetected,__tpi_cp_10___buf_split_264,__tpi_cp_10___buf_split_264,__tpi_cp_10___buf_split_264,sa1,1
5,__tpi_not_test_en->__tpi_cp_9___buf_split_266 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_9___buf_split_266,__tpi_cp_9___buf_split_266,1,undetected,__tpi_cp_9___buf_split_266,__tpi_cp_9___buf_split_266,__tpi_cp_9___buf_split_266,sa1,1
6,__tpi_not_test_en->__tpi_cp_6___aig_not_335 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_6___aig_not_335,__tpi_cp_6___aig_not_335,1,undetected,__tpi_cp_6___aig_not_335,__tpi_cp_6___aig_not_335,__tpi_cp_6___aig_not_335,sa1,1
7,__tpi_not_test_en->__tpi_cp_15_n_380 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15_n_380,__tpi_cp_15_n_380,1,undetected,__tpi_cp_15_n_380,__tpi_cp_15_n_380,__tpi_cp_15_n_380,sa1,1
8,__tpi_not_test_en->__tpi_cp_1___buf_split_149 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_1___buf_split_149,__tpi_cp_1___buf_split_149,1,undetected,__tpi_cp_1___buf_split_149,__tpi_cp_1___buf_split_149,__tpi_cp_1___buf_split_149,sa1,1
9,__buf_split_105 /1 undetected,output,,__buf_split_105,__buf_split_105,1,undetected,__buf_split_105,__buf_split_105,__buf_split_105,sa1,1
10,__buf_split_104 /1 undetected,output,,__buf_split_104,__buf_split_104,1,undetected,__buf_split_104,__buf_split_104,__buf_split_104,sa1,1
11,__buf_split_91 /1 undetected,output,,__buf_split_91,__buf_split_91,1,undetected,__buf_split_91,__buf_split_91,__buf_split_91,sa1,1
12,__buf_split_90 /1 undetected,output,,__buf_split_90,__buf_split_90,1,undetected,__buf_split_90,__buf_split_90,__buf_split_90,sa1,1
13,test_en->__tpi_cp_17___aig_and_83 /0 undetected,input_edge,test_en,__tpi_cp_17___aig_and_83,__tpi_cp_17___aig_and_83,0,undetected,__tpi_cp_17___aig_and_83,__tpi_cp_17___aig_and_83,__tpi_cp_17___aig_and_83,sa0,1
