line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_not_test_en->__tpi_cp_16_II1971 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16_II1971,__tpi_cp_16_II1971,1,undetected,__tpi_cp_16_II1971,__tpi_cp_16_II1971,__tpi_cp_16_II1971,sa1,1
2,__aig_not_429 /1 undetected,output,,__aig_not_429,__aig_not_429,1,undetected,__aig_not_429,__aig_not_429,__aig_not_429,sa1,1
3,C_19 /1 undetected,output,,C_19,C_19,1,undetected,C_19,C_19,C_19,sa1,1
4,__tpi_not_test_en->__tpi_cp_13___buf_split_285 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,1,undetected,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,sa1,1
5,__tpi_cp_13___buf_split_285 /1 undetected,output,,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,1,undetected,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,sa1,1
6,__buf_split_285 /1 undetected,output,,__buf_split_285,__buf_split_285,1,undetected,__buf_split_285,__buf_split_285,__buf_split_285,sa1,1
7,II1532->II1532_PO /1 undetected,input_edge,II1532,II1532_PO,II1532_PO,1,undetected,II1532_PO,II1532_PO,II1532_PO,sa1,1
8,II1528->II1528_PO /1 undetected,input_edge,II1528,II1528_PO,II1528_PO,1,undetected,II1528_PO,II1528_PO,II1528_PO,sa1,1
9,__aig_not_383 /0 undetected,output,,__aig_not_383,__aig_not_383,0,undetected,__aig_not_383,__aig_not_383,__aig_not_383,sa0,1
10,__aig_not_382 /1 undetected,output,,__aig_not_382,__aig_not_382,1,undetected,__aig_not_382,__aig_not_382,__aig_not_382,sa1,1
11,__buf_split_364 /1 undetected,output,,__buf_split_364,__buf_split_364,1,undetected,__buf_split_364,__buf_split_364,__buf_split_364,sa1,1
12,II1528 /1 undetected,output,,II1528,II1528,1,undetected,II1528,II1528,II1528,sa1,1
13,test_en->__tpi_cp_4_II1533 /0 undetected,input_edge,test_en,__tpi_cp_4_II1533,__tpi_cp_4_II1533,0,undetected,__tpi_cp_4_II1533,__tpi_cp_4_II1533,__tpi_cp_4_II1533,sa0,1
14,II1533 /0 undetected,output,,II1533,II1533,0,undetected,II1533,II1533,II1533,sa0,1
15,__buf_split_289 /1 undetected,output,,__buf_split_289,__buf_split_289,1,undetected,__buf_split_289,__buf_split_289,__buf_split_289,sa1,1
16,II1532 /1 undetected,output,,II1532,II1532,1,undetected,II1532,II1532,II1532,sa1,1
17,II1484 /1 undetected,output,,II1484,II1484,1,undetected,II1484,II1484,II1484,sa1,1
18,test_en->__tpi_cp_2_II1219_4 /0 undetected,input_edge,test_en,__tpi_cp_2_II1219_4,__tpi_cp_2_II1219_4,0,undetected,__tpi_cp_2_II1219_4,__tpi_cp_2_II1219_4,__tpi_cp_2_II1219_4,sa0,1
19,II1219_4 /0 undetected,output,,II1219_4,II1219_4,0,undetected,II1219_4,II1219_4,II1219_4,sa0,1
