node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_and_26575,1,0,0,0,1
__tpi_cp_0___aig_not_26533,1,0,0,0,1
__tpi_cp_100___aig_and_20221,1,0,0,1,0
__tpi_cp_103___aig_not_26567,1,0,0,1,0
__tpi_cp_104___aig_and_20219,1,0,0,1,0
__tpi_cp_105___aig_and_20216,1,0,0,0,1
__tpi_cp_108___aig_and_18922,1,0,0,0,1
__tpi_cp_109___aig_not_46413,1,0,0,0,1
__tpi_cp_110___aig_not_26000,1,0,0,0,1
__tpi_cp_111___aig_and_20224,1,0,0,1,0
__tpi_cp_112___aig_and_16722,1,0,0,0,1
__tpi_cp_113___aig_and_20192,1,0,0,0,1
__tpi_cp_115___aig_and_20249,1,0,0,1,0
__tpi_cp_118___aig_and_46448,1,0,0,0,1
__tpi_cp_11___aig_not_45325,1,0,0,0,1
__tpi_cp_120___aig_and_23368,1,0,0,0,1
__tpi_cp_121___aig_not_20184,1,0,0,0,1
__tpi_cp_122___buf_split_17212,1,0,0,1,0
__tpi_cp_125___aig_and_46445,1,0,0,1,0
__tpi_cp_126___aig_and_46436,1,0,0,1,0
__tpi_cp_127___aig_and_46471,1,0,0,1,0
__tpi_cp_128___aig_and_26537,1,0,0,1,0
__tpi_cp_12___aig_not_26588,1,0,0,0,1
__tpi_cp_131___aig_not_25983,1,0,0,0,1
__tpi_cp_132___aig_and_26525,1,0,0,1,0
__tpi_cp_133___aig_and_26546,1,0,0,1,0
__tpi_cp_134___aig_not_25975,1,0,0,0,1
__tpi_cp_135_new_n8511,1,0,0,0,1
__tpi_cp_136___aig_and_23048,1,0,0,1,0
__tpi_cp_137___aig_and_23046,1,0,0,1,0
__tpi_cp_138___aig_and_18948,1,0,0,1,0
__tpi_cp_13___aig_and_26007,1,0,0,0,1
__tpi_cp_142___aig_and_23224,1,0,0,0,1
__tpi_cp_144___aig_not_43630,1,0,0,0,1
__tpi_cp_145___aig_not_45292,1,0,0,0,1
__tpi_cp_148___aig_and_20251,1,0,0,1,0
__tpi_cp_149___aig_and_9,1,0,0,1,0
__tpi_cp_14___aig_not_33503,1,0,0,0,1
__tpi_cp_150___aig_and_11,1,0,0,1,0
__tpi_cp_152___aig_not_16745,1,0,0,1,0
__tpi_cp_153___aig_and_24740,1,0,0,1,0
__tpi_cp_154___aig_and_16731,1,0,0,1,0
__tpi_cp_156___aig_and_24709,1,0,0,1,0
__tpi_cp_157___aig_and_16733,1,0,0,1,0
__tpi_cp_15___aig_and_26584,1,0,0,0,1
__tpi_cp_162___aig_and_26535,1,0,0,0,1
__tpi_cp_163___aig_and_26529,1,0,0,0,1
__tpi_cp_164___aig_and_26523,1,0,0,0,1
__tpi_cp_166___aig_not_21618,1,0,0,0,1
__tpi_cp_167___aig_not_43632,1,0,0,0,1
__tpi_cp_168___aig_and_26633,1,0,0,0,1
__tpi_cp_16___aig_not_45278,1,0,0,1,0
__tpi_cp_175___aig_not_33194,1,0,0,0,1
__tpi_cp_176___aig_and_26608,1,0,0,0,1
__tpi_cp_178___aig_not_26515,1,0,0,0,1
__tpi_cp_181___aig_not_26609,1,0,0,0,1
__tpi_cp_182___aig_not_33256,1,0,0,0,1
__tpi_cp_183___aig_not_26520,1,0,0,1,0
__tpi_cp_184___aig_not_26620,1,0,0,0,1
__tpi_cp_185___aig_not_33254,1,0,0,0,1
__tpi_cp_186___aig_not_26527,1,0,0,0,1
__tpi_cp_187___aig_not_26628,1,0,0,1,0
__tpi_cp_189___aig_not_46121,1,0,0,0,1
__tpi_cp_190___aig_and_26513,1,0,0,1,0
__tpi_cp_1___aig_and_33334,1,0,0,0,1
__tpi_cp_20___aig_not_45344,1,0,0,0,1
__tpi_cp_21___aig_and_26009,1,0,0,0,1
__tpi_cp_22___aig_not_45390,1,0,0,0,1
__tpi_cp_23___aig_not_26596,1,0,0,0,1
__tpi_cp_24___aig_not_45388,1,0,0,0,1
__tpi_cp_25___aig_and_46210,1,0,0,0,1
__tpi_cp_26___aig_and_26586,1,0,0,1,0
__tpi_cp_27___aig_and_45421,1,0,0,0,1
__tpi_cp_29___aig_and_45394,1,0,0,0,1
__tpi_cp_2___aig_not_26526,1,0,0,1,0
__tpi_cp_30___buf_split_21704,1,0,0,1,0
__tpi_cp_31___aig_and_45275,1,0,0,0,1
__tpi_cp_34___aig_and_33481,1,0,0,1,0
__tpi_cp_35___aig_not_46244,1,0,0,0,1
__tpi_cp_39___aig_and_45431,1,0,0,0,1
__tpi_cp_3___aig_and_33371,1,0,0,0,1
__tpi_cp_40___aig_and_25987,1,0,0,0,1
__tpi_cp_42___aig_and_43642,1,0,0,0,1
__tpi_cp_43___aig_and_26561,1,0,0,0,1
__tpi_cp_44___aig_and_26571,1,0,0,0,1
__tpi_cp_45___aig_and_46117,1,0,0,1,0
__tpi_cp_46___aig_and_43612,1,0,0,0,1
__tpi_cp_47___aig_and_26540,1,0,0,0,1
__tpi_cp_48___aig_not_46238,1,0,0,0,1
__tpi_cp_4___aig_and_26004,1,0,0,0,1
__tpi_cp_50___aig_and_45283,1,0,0,1,0
__tpi_cp_51___aig_and_45330,1,0,0,1,0
__tpi_cp_53___aig_and_21616,1,0,0,1,0
__tpi_cp_54___aig_and_26549,1,0,0,0,1
__tpi_cp_56___aig_and_45333,1,0,0,0,1
__tpi_cp_57___aig_and_25942,1,0,0,0,1
__tpi_cp_58___aig_and_20254,1,0,0,0,1
__tpi_cp_59___aig_and_43655,1,0,0,0,1
__tpi_cp_5___aig_and_33484,1,0,0,0,1
__tpi_cp_60___aig_and_43648,1,0,0,0,1
__tpi_cp_61___aig_and_25939,1,0,0,0,1
__tpi_cp_63___aig_not_45294,1,0,0,0,1
__tpi_cp_65___aig_and_25979,1,0,0,0,1
__tpi_cp_66___aig_and_25928,1,0,0,0,1
__tpi_cp_69___aig_and_46202,1,0,0,0,1
__tpi_cp_70___aig_and_21613,1,0,0,0,1
__tpi_cp_71___aig_and_25972,1,0,0,0,1
__tpi_cp_72___aig_not_45297,1,0,0,0,1
__tpi_cp_73___aig_and_25962,1,0,0,0,1
__tpi_cp_74___aig_and_33502,1,0,0,1,0
__tpi_cp_75___aig_and_45306,1,0,0,1,0
__tpi_cp_76___aig_and_23051,1,0,0,0,1
__tpi_cp_77___aig_and_25959,1,0,0,0,1
__tpi_cp_78___aig_and_25967,1,0,0,0,1
__tpi_cp_79___aig_and_25974,1,0,0,1,0
