* Log file for the circuit netlist_full_scan.bench.
* Number of faults detected by each test pattern:

test    1: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 00000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000110010111111010000000000000000000000000000000001101111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000110000100000110000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111110000011111111111111110000000000000000000001111111000000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000110011111111011010111101001001110000111010011111111111111111111111111111010000001111100111111111111011111111000101111110111111011101011101111011011111111111100111111011101111111111010111111111111101111111111001111110010011111001101111111101110111111111101101111110011101111100110011111001101010011110110111111110110111110101111111111010100101011011011001010000011110110001111001100001100000110010011001111101111111111111111111111111111111111110110101110111111001111111111111111111111011101101011111111111111111111111101111111111111011101111101111111011011011110111110110111111111111111111101101011101010101110111010111101110000101001000011111101111111110011100001111111010100111111000011101001110111111111110101111001101111111101001111111111110010011111110011 7661 faults detected
test    2: 1110100110010000100100100001001101101011011000001001000101100100010010111100100110000111010000101101101111111001111011110001010110111011110101011010110011001000110110001101101001101011101011100010000010001110111011101110001111111000101000110011010001110001110111101111000010100100010010011101000101100100000001110110100111110110100011000110001101001000010001001101101100111111010100011110000100011010011001010011010000010000110010101100001110010101100011111001011000001010100100101001100100001100011110001001101000100110011010011111010010110111111110011111100101010010101001110011101111010100011110011011011101111011010010111011101110110100010001101100010000000101011000110110110001011011000110101000110110101000111001011001011000100011000001000011110110000011001010111000100000101111001100111011110111111010011000111100011101100110110001110011100101100101111010001011000100101111111000111010001010000111101000011010010110000110010000001111011011100010000101101010010110101011001101110000100101101110100110110101100101101011001001000111111000010000101110011111101101000110110000101010110010000101100101000001101100110100101001000010101010110100010011111010110100011101110101011100010011111111001011111010101111000000010011101101011100101110010101101100101011001101001110010111111000101011111010010111001110001010100011001010000011101011000001000101110010110110100000011010000010011010110101111000101001011011110100011010110100111100111100110111011001010 10000100111010110111101000101100111001011100101111000000000000000000000000000000011100001010001011100011111110110011101000100000110101110000010011010100000101100101001100101100010011010001011110100110100111001111100010101000111001110100101110100000111011101000100010011011011001111110101001000011010010010110001100011000101101111100000000100011101010011001011110111001110010101001010100111111001111001100100010110010001111000110000100110010100100101010111100110100011011010001101101100011010111111101101001011111001000010110110001010100110100111000101110101100101101010101000010010100101100111000001100010001101111000010110110000101010110101001101110101110001000001000111011100011001110111000100000100011101011101010010010110000010111101110111000101101011111001000111111100001110100010001011101101001001011100100111100010100101101001010110100001000111011011110000001001100001101001011000010000011110001001001101011010011010110111110000011010010000111011001101111011010110001011110110100101000111101011010110010000010110000001011001100111010001011001000000011101101010100110111011001111001111001011000001011010001010110011000111111001111100101111100101001111011010010010101110010000110010011101111100111111111101000000110000111100011001011111101111011100110101001101101010011011100110011001000100101100001101111001011110110001111001100110111111001100011000001011111101100000101001101000010011010101110110000110110001011011111100111010011110101000010100010111010111101110000011001010000110011010111011101111100111111111011110101111100111111101111011111111111101111110111111011101110001111111011110110111100101111011111101101111110011111111111101101011111000101110110011111001101111111111110111111101101101110111011001111101110011111011101110111110110111111110110111110100011111111010100101011010111001010000011110110101111001110101111010110110111101111111111111111111101111011111111110111010100000100100101100111011111111110011111111101111011111111110010101010111110111111001011101111101111111111100011010110011000111101111111111111111101101010101111101110111010111101110011111001100011111101111101110011001011111111110101011111001111111001111101101001110011111100111111111110001111111111011110011111111111 6448 faults detected
test    3: 0100111010010110110100111011011000001001011001100101100110010001001010111000111011101010100100011110100110111110011001111010010111010010001001111011111110000101101000011001010110110010000100111010101001011101001100111001010000010001000101000110010010000100101010110010011011100101100110011010010101011111101100101111100100000000001011100100110100000101000110100100110111110001010110101010000101111010101010001001111010101111011110011010011001111101111111000000001000110011010101000010100001011110010111010111001100100100000000101100100011101010100101011110111011101101111001111111001010100001101111101111001000010100010001011111110101110011110000000110110110001001011110010110001010100111100010001111011010111010111101001010110110100001110010101000100011111001011001111001111010010110011011001110111010101111100011101011011100001101000101001001011000101100000001101101101110000100001010011011110100001011111111011011001110101100000110010101111111101010001001100000001000001101011011000001101001000111111100011011001010100100111000100110100100000111100001010111011010111101100001000100010110011101010110101110101011011110110110000011110010110011011110001011111101111100111111100001000011011101100010010010100010001110010010101000110101100001111001110111010110000100100101111100001011001000111100010100100010110000011101010011000011011010100011101011001100000100001111010010000111001111000110111100111111101111111111011110110001110110000001011101010000111 10000010101010101011100110110010010110010101100000101111111011111001100101100111100000000000000000000000000000001100110101110001010110110000101100100010101111001000101010101111010110110110000000110100011010010101101110001110101001000100110011010100100011100010001101001001101111100010101101011111111100000101100100111010000000000101110111111111111111111110101010011111110011110110111011101111010100000100100110011101011101001111010000101000010101011001100010001111111101101111111111101111111100101010111000100110100011110101101111000110100101111010110011110111011111111111101111101111111111111011111111111111110111111111111001001111010110101111001000010011101010100101110100101011110001100101011011111100001011010111001111101011110001111100111110111111010001111011001011110011101101001111101010111010101111011101111111110110000010000000110010001010111111110101001100000110101110011011011010011110110010001110010010101001101100011111110001001011000001101101011110101011110111111111101111111001111011000111100111000010010111100001101100110100101010111111011001011111011000010101110100000011011100010010111111011001111111101010111111111011101101001111111100111111110101110110111001111111001111000111010001010111111011110010010000000000011111111111111110000111010111011100111100100100111000000001111111000011011111111101110110001100111100111011111111111110111000000111111011101011010101110011010001000010111111111111111111111111111000111110010111100010100101111111101110111001100011100111110011001111111111111100011111111111101111110100100011100100000000011111010110111111100100110100101111001100010110100110101110000011100101010110110111111001101001011111000111100010010011010100100010010110101010101101101110111011000011101110111011001111000011110110111111110110101010100101111101010100111111011011101010000010100110100010001010101101001010111110111111111111111111111111101011011111111110011111101000010101010100011110110110011111011101101001110101111111111111101000000100001110010100000000001000001010000010000110000011110011000000010111101110110000110010001010111001110000001000001000100000011101110011000101110110100101000111000011111100110100101101011110011101001111111100000010110110011011111111111011 4968 faults detected
test    4: 0010001110110011110100111111001110101010010110011100101001100000110000011101110101111111010110100110110010101011110100111001110111011001111001000111110110100001001011111101001111011010111001000100001111100110000011001011111000101001011101110111100001000000111000111101111110001011110111011011011001001110011101000010101011010101101010110001111011111101111001101100011000101011110101000001111010010000111000001100010111000111100110000011010001110000111000100000110011001110001100101000101000001111100011011000000010001111110100110101010011001100001100101010010000001101011100011101100101010011101111111011110011001000011101011111100011001100011011111001000000110101100011100011000111010110100101101101010001000011000010100101011010000100001010011000010111101000110101110100001110101010110111001100001110110100100101000000001111001111000101101110111001111010010010110101011011000111001000010111100011100100010101111010100101011101011110100110110110001011110110010000110110001000101011101010101001011001101010111010010100110010000011100101100010011101111000111110010001000111110111110011100000011100110101111110100001110001010001000010010110000000010100001100110100000101111110001101110101000110001011110100111101100001100001100011010001101011011110111111100111110001001101010010001111110101001100100010000101011111011101011010000010100111011010000110100101101001011011000100010001101111000000100111001010001100011010111001000110110000100101001100101100110 01111110100101011110000010111101001000001110000011000000000000000000000000000000000100111000111101000010011100000000000000000000000000000000011001100001110100011000001110000100101110111101111111001111100010011001011101111101010000100010011001001111000010101011110011011000110001010111101011001101011111111011110001101010110101011011110110000101110101100011010100110111000111010110000001001010100101111110001000000011011000111110000010100010100110001110011001101100101101011100011000111000110110000110011001010101100110001000101011011001001010000110010011111110000001101001000010001010001110001101000010000101101000011001011001011110010010011110101011100100010000111110011000001000101111110100111101101101000010010000000110010111101011111110100000101100110000101000011101110111100000011100101001100110001111100110110001111110001101100001001101111010001101101100101111010111010100101011110101010101010011100000100110010100101110101011001101001010101011101010001001110100111010110001100010100111001000000111101100010001000110110100100010110110110010011100111010000101011001101001100101001000011011001001001111011001100011111000100001001101111101100111110011110001111010110110110000010100110000100011001000100000011101000100000000000000011111111111111110000111001111111011110110010111101011000001100001011100000111011111001111011110101010100101000001000010010001110111101011111101011001110000001110011100111110111110001000100111110001111111100010000010101000110011111111110101101011000100110011111110111101111110111111111011101111100100111111111111011111111001111111110111101011101100000111011010111110111100101111011111100101110010011111111111101111011111000111110010111111011101111111101110101110111111001010110011101111101110011111001100000011110110011111110110011110101011110111010100101011110111001110001011111110001111001111101110001010111111001111111111111111111101110011110111100111010111000011001101101111011111110111011111111101101111111111110000001000011110110111010001011100111000011001110010011010111111111111111011010011111110101101010110111100111010111101100100101000010111011000011001111011000001111111110101011101000111011101110101101110110101111111101011111101101011100101011000011111110011 3190 faults detected
test    5: 0100110100010111000010100010110010000110100010101010011001010100010000100000001000101011101011011101110100111111101101001001011101101100011110001010100111111101110010100001111011010111100001011010011011010010100001110000101111010100101001000100000110000011011010100101010001110111110110100111100011000001010000101111111101111101001101001100100110111100000010100011011110111100101110101000010000100101010111011011111010111101101101111001111110001010000011111110111111111000011010100100100010111010000100101111101001010101111110010000001010100101110110101011100101001000001110000011100111001110100101010101011001011010001001011100101101000010100101000110011000010111010110010000001000000011011110001111110101010110001000011100110110100011110111010100101100000111011011111010011000101111101011010000101000101010100011011101100101001100010000000010010010000101001000001100111000111101100011100000101110111110101111011011010000011000011001000111101011010010111001001000010000010101010100110110001001111110011110000110001000000111100000000011101100101101110011000110101111100000111000001010011010111100100101010101000011011000101010000111001100100101111101111111001101100000001110111001101111101011000111101111100101001001110001010101001111000111101100000010010010011010001011101100101110000011100100000111100110011111100011111000001000001010110101100101000000001010010100001110000111001001110111111011001111101011110000110001101001001101011000010010111010010 10010011011000110010011111010000010010110101110110111100000101000111111001111011001111101110100000111000110111100000101001101011010100000100001000001101000010100010101010001101110111011000000100100100110100010101100011111100110011110000010011101000001110111000000101000110111101111001011100111000110111101100100110010110010111110111100011001011111011011100011100111000001110000010010100111010101111110101010010111110100100001011101000100100101011000011111111100111011000000010000001001101011101110100101010000001001100101010111111000101110000100011010110101110000100110011100001010100011011000010111100010110111100101011101010111010111110110001011110000101101001101101001010011001011010000111101101001111111011100011011111100011011000110000000110110011111110111110110101000001111001001011101000111011001100100000110100111011000001000010010011101001011010111100010011000011000001011011011110110001100000000011110000001000110000111100111111001000110110010101010010001100011000011110101111100110111111011100100111000011100001010010101101001111000110000010100001011111110010111010010000110101100100101000010101111101110100100101100001010010110100101101011101111010001101011101110011100101101101000101100111000101010011011000010111011000101010100010100001011010010010000001101111100010100010101000100010001011001000000010110101111010101101010000101010100100011010110101001101010101001001111010110010100010100001110000011111010110001100111000100111100010111110101000111111010101110011110100011011010111111101111100111110111011001111011100010101100111001111101110101110101111110011001001101111011010110111011100111111001111110111110110111101111011101101111101001111010110010111011101111111001110111010011101101011111011101111100110011011001101000110100110111111110110111110100101111101010100111011011011111010000011100110101111111100101111110110011111001111101111111111111111101111111101110110010100001100101101110111111111111110011111011101101011111111110000001000011110111011000011111111111111111111100111010010011000011101111111111111111110001110111110111011111010111101110000101001000001001101110101111011000001111110011110011111000111001011110111110001011111000101001011111100001101111110110110001111111011 1901 faults detected
test    6: 1100010000010110111110100110100101111011101011010011100100111000001110100010100001011011110011110001010101100000101010111011011011001100110101110110111101000011010110010100001111110101011000000111100111001011110001111001101001011011011010110010110100011011010100011011011110010000010110100001010010001110011010001011111110011000100011110110100110001010000010000000011101100111101111100001011100100100111110011000001000011111101101001011100010111101101010111110100101000001100011001101000110011001000000111000101001100001100001001011101001011010010001011110001100011011101001100100110101101110001001000110001100011001000000011010010001111011000011010000111010011000110110000101011001110000110100101011011010000110000110001011111101001010110101010011111001001011001110100000001001000011101100011000100111011100110111011100001100000110011010101101110110011010110010011011100000001000100010100101010010101010010010101111000000100001111010000111000100100100011001111111001010011111101000100000100011000100011001100100010001111101111100110110010111110011100101110001101101010101011110011101010101100010001010011101010001110001001011111111101100011111110001101110001001010111100010011011100110001111111000100010011010111011010111110011001110110110011011100101110101100101001010011001110110100100101010010101011011011001100000101000010011000101100011000010100001111001101100100010111010010111000001110010001100101001010001100001101101001100110101100110111010010 01010101010101001011100001000110010010001111100110110101011011110100011101001011000000000000000000000000000000000001010000110001101000110010000101011100001000001100111110010010011111011001001101011001101110110110000011001101101101010100101011110010001110110100000100000000111011001111011111010011010010001100101101111000100011001111010010000000101110011011110101100100110010111011000110001111010000110000110010100011100000010011001100010110011000110000010100100101100001110011010100001101100001001011010010111010010001000101101101010010100011000011000001110010011000110111111111010010001110001010110101001011110111001010011000110111111101010011010101100000011110011100101111011001001001010000111111111010000110101111010011010011110010000111101010010001110110001111101010110010110010110011000000101101101110101010011011000111001010011111110011000100100100010000010100000100100000011110101110001110110110011111011111000100010011001100010001100010000010001011111011001100001100010100101001100010011100000111010010111010001001101100110101000010100100011100110100010111110010111011001101011001100101100001001100000001011100100010010101000110110110010001110111011011111111011010001011001100001000101101011001111001110111010001010111011101100111011100100011000101011101001110110011110010101001110000011100010101101000101011101110001111101010000010111101110110000011101110010101110010100010001101010110000011101011101010101011011000111010011101100001000000111010111010101111110100111011111111011110010101111101111100011111101111100101101000111111101111011011101001101111010101110010111110100101001111111110011100111101111100101111011011111111111111110111011101000111010011011111101111111111100110011011011101001011110111101111100110011011101100010111110110011111110110011110111101110111010100111111011111111110000011110110101111010001001100011010110101001111111101111111111100100011110111101111110101001100001111010111111111111110111111011101101011111111110111001000011111111011000111111110010110011010110111000110111000011001111001101000010001100101000011101001111110111101110010101001100000001001101011111011000001110010110101011111000111000001111111101100111011111011000111111110101110111100001100001111110111 1750 faults detected
test    7: 1111011011111111100011011110011010100101001010110001001101110110010011011100100000000100001111010011111111110010011011101110000111101100111101101010100100100001010100000010101010101010110101100011001100001010101011101101111001011100010011100011100000110110011110101011100001000000100110000000000000000001001000101111001000010100000011011010000000110111100001101110111011100110111001100010101100110101010001100111100110000100111111101000000101110001000010010010010011000010001000010110001111000001000001010001010001110111011010010001000010111010001000001011001001110011010110011111000001111110111011000101100100101111111100100100000010010010101000010100000111111101100010100010100101011101001001101000011101000000100101001111111000100101101101000000011111100110001001110101111110001000100011000000001000011111001101101101111110001010011011011100100101110110011000011011010111001001011110010110001001100000101111011100000001100000011011110001001100001001010000100010001111010011111000000011100111000110101010100100011000011011001111110111111000001010011001001111110100001001010011001011111111000111001100111111101000101110001101001010010010100110010000011001111101011000101110001101111010010100100010101001001011111101100100001001111001100000001010110111011101011001000101111101110111011111101110110101100011001110000001000111111110000111011101010000001111010010010010001000100010100010111010010001000010001110100101111011101100110100111100010110100010000 11110101101111111010111100110110011010100100011001000100001000111010000001011111100000110010001101001111010010000000000000000000000000000000001111010000000001000011111001101101101011011000011001101110100100111101000000111001100011010110111010100110101111100111000011011101110111001101110011111011111101100000001011011000000101000011011111110101110010001101110000011111001101011001110010011010000011011101110001010001010000010000011110001101000010001000011001001010010111010100101000101000110110001011101000010001001000001011100001011011100101001000011000110000000101001001010010110001110100010111011010010001111000000010011000110011101010111011101011010110001100110000101010101100110000001010101010001001000010101000001001000111001100110100011010111110011000001001101110101010100011110011011011110000000100110100000110011011011110001000100001010010000110010001111011000000110000000111011000111011110111111001101100001100010010101010110001110011100000001111100001111110111101001011100010000100010010111010001010001000100010010010111101001011000000000010010001011110000010001011010001111001011001100010001010011011101101001111001101101110100011010011111110111100011101000100100100111001101110011001111001110011001101000010111111100000101000010101001001000101110111011010100000011011100011101100100100000010110111001000100111110110010100110111001101000000010000101011100111111001100111000111111110100000110110101001000010111111001001100100100100110000111010111110111111100101010010001100010111110111111101111101111111111010010011100101111111111111111111110111100111111101101011011000000111011010111110101100111101001101100011010010011101111011101101011111000111111110011111101101111111010110001010011101001011111011001011101110011011001100010111110110011111110110011110101101110111010100101011011011001010000011110110001111001100001101001011111111101111101111111111111111110111010111111111010101010010000111010111111111110111111111111101111110111101110000001000011111110111010011111111101111111111110011011010111101111101111111111111111111101111101110111111111110111101110100101111000011111101101111110011000011111111110101011111000111001001111111111100111001111111101011111100101111111111011010001111110011 1093 faults detected
test    8: 1100001010101100100101010110111111100001100110101001000100101011011000010001100000010101101100001111111001100010010100100011100101111001011000010001111001111001011111001001110101111110011100101011101111101001010100010100010000001110100111010011110111111011011111111001100011000011011110100000101100001000001011001111001110100101011100001010110010101110111000011101011110010101101011110101100000100101101111111001011000010000111101100110011001001011011011101100101011000100010110101110111100000101000010100000000111001001001110110100010000101010011101011001001111101011001101001111100011101010011010000001101101010101000011101000010010011101101101110111101010111100101100010111110110101010100000101111111011000101110100111101001101110000001011011101001100101101011101100010001110100000100011100111011101011111001011001111001111101000101001001110101100001001010001101010011100011111010000000011001010011000010001111111010001000101010111000001011111011111110111010110111001101100011101111100110111001110111001100011000101011010001011100010100000101000111101001110001110100011100011000000101000101110011110011110001101101011110100101111100100110101001001100010011011010100000110000011100110000101110111010000110011100000010101000110111101110110111010001100000101111101100010011001011101110111111100110110001100000010110001000111110100110101111111010101100010101000011100001000110000000000010010010111110101110001001001011110000110011000100000010001001101011 01101000100101110011101011000000010010101011111110100000000000000000000000000000000011001010011000000001011111000000000000000000000000000000010111010100001101001111111011010010000001010110001010010000110101110101000110100000011000110110011110111000110110101101110000111010111100101011010111010011110110101001101010000111010100101111011111111111111111011110111000111110010110011010111110010011010110010010011100000000101000010100000111101110101101000100011010101111111010111111111111110111111111001010100001000101101101100101100010111110110101010100001001101100111111111111111110111111011111110011111111111111111111111111010000110001001011111011111001110010101110111110100101011110101100100111010111110011110010111001111100001110111010100000101011011001000110010010111111111011111111011111101101111000101011011110001010101110110011101101011101110001011111010000011101010100010001011111110100010010100011101000101101010001011100001110111001110110011111011100011010110011110100100100011101011111010010010000000000011000100001110000100001000001011000010000010110011110010101100100010000001000110011001101111101111101101111110011111111011111111111101111111100111001111111110101101111111111101011111101110000110100111111011111111010101000010011001001010111111101010011101110111111101001001001010110110000000111100100011011001111001100011100111011111111111010111001001111011011110011110011101000101000010010101111011110110111010111001111111111100111100010110010101010111111110000101110010101011001011101011111111100011111111111011001111100100011110100000000011111010110101111110001011101101111011110110111111100101111000101110101011110111111111011101101011101001111110010010011011100100111110110101010001101101010111011000011001010011011001101110011110110101111110110101110100001111101010100101011010011101010000010110110001010001110001101010010111111001111101111111111111101101111110111111110010111000100010101010100111111110110011111111101110001110100111111110111101100101011001111001100010000001000000010000011000001000101110011000000010101001010100110100111101110111111110000101000100001110000001101110011100001111111001110011111000010001000110101110001111101111101101111110000000101111111010100011111111011 2062 faults detected
