step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N762,control1,0.636758029460907,2.924893586337566,2.0066723585128785,0.35240493863821026,1.901180831119418,0.636758029460907,0.33478879928588867,2.507777366042137,1.8467012822628022,0.0033478879928588866,0.27270054817199707,0.06048358231782913,0.06048358231782913,1.443487421274185,0.05700859799981117,0.14805267751216888,0.030861645936965942,29569.044921875,11985.609375,17583.435546875,30193.34765625,12709.4501953125,17483.8984375,-0.021113388240337372,-0.06039249151945114,0.005660845432430506,-2.111338824033737,6.096132181584835,2.5158586180210114,5.799677895382047,2.382899478673935,2.6039594948291778,1.9793841496109963,1.443487421274185,1.443487421274185,1.443487421274185,greedy,1.443487421274185,0.0,hard_fault_cluster
2,N5143,observe,0.37514325976371765,1.2081539368629455,0.49608165621757505,0.3884734439849853,0.7853000589609146,0.37514325976371765,0.30046772956848145,1.367696718722582,0.6920070767402648,0.0030046772956848146,0.2989208400249481,0.048908308148384094,0.048908308148384094,1.259563685953617,0.05407996475696564,0.1391419619321823,0.027675926685333252,30193.3984375,12709.810546875,17483.587890625,30606.65234375,12956.91796875,17649.734375,-0.013686896301805973,-0.019442258402705193,-0.009502996690571308,-1.3686896301805973,5.757372513413429,2.5249429857730865,5.49534048512578,3.59084619641304,1.202973422408104,0.8112117756548104,1.259563685953617,2.703051107227802,2.703051107227802,greedy,1.259563685953617,0.0,hard_fault_cluster
3,N5046,observe,0.2935159504413605,1.8830570077151059,1.1430158138275146,0.26311424814164636,1.2239870550148189,0.2935159504413605,0.2816914916038513,0.7760071510449051,0.3229787230491638,0.002816914916038513,0.3253598213195801,0.04117422550916672,0.04117422550916672,1.4864354806765914,0.05177653953433037,0.13830764591693878,0.025342825800180435,30606.56640625,12956.8076171875,17649.7578125,30738.69140625,12995.833984375,17742.857421875,-0.004316884092986584,-0.0030120357405394316,-0.005274837836623192,-0.43168840929865837,5.500519670546055,1.6989958299696444,5.258370382711291,1.9590377105772494,1.0909996598958969,0.8083173096179962,1.4864354806765914,4.189486587904393,4.189486587904393,greedy,1.4864354806765914,0.0,hard_fault_cluster
4,N3722,control0,0.12738803029060364,0.11600867630448192,1.8175421459600327,0.070737697170116,0.07540563959791324,0.12738803029060364,0.2757774591445923,0.07543217642465605,-0.02790628150105476,0.0027577745914459228,0.3447220027446747,0.03731875866651535,0.03731875866651535,0.47850079132011164,0.04613993316888809,0.1332961469888687,0.019701246172189713,30739.767578125,12996.84375,17742.923828125,30747.109375,12954.5263671875,17792.58203125,-0.00023883709218353033,0.0032559738028794527,-0.0027987610083073378,-0.023883709218353033,4.927089534699917,0.17853186515392733,4.692267371341586,0.16107189146103335,0.025387426908127966,0.5866836701880677,0.47850079132011164,4.667987379224505,4.667987379224505,greedy,0.47850079132011164,0.0,hard_fault_cluster
5,N1385,control1,-0.42209336161613464,-3.3315492767095565,-2.308390587568283,-0.3587954461574555,-2.1655070298612116,-0.42209336161613464,0.05912025272846222,-3.714474387168884,-2.8700824499130246,0.0005912025272846222,0.3296840488910675,0.04573347419500351,0.04573347419500351,2.155252552628517,0.03729819878935814,0.08911782503128052,0.012993164360523224,30725.265625,12926.404296875,17798.861328125,30852.794921875,13002.873046875,17849.921875,-0.0041506327688694,-0.005915701389312744,-0.0028687536250799894,-0.41506327688694,3.8346736058592796,-4.371146116852761,3.7560333106666803,-3.5759734255075455,-3.6470948874950406,-2.7668671852350233,2.155252552628517,6.823239931853022,6.823239931853022,greedy,2.155252552628517,0.0,hard_fault_cluster
6,N893,control1,0.2619600296020508,4.3806470587849615,2.706732940673828,0.8774168506264686,2.847420588210225,0.2619600296020508,0.29072684049606323,3.824283368885517,2.573372912406921,0.0029072684049606325,0.3518051207065582,0.034445688128471375,0.034445688128471375,1.4138858148455618,0.04643050581216812,0.12093977630138397,0.022132474929094315,30875.0390625,13031.3125,17843.7265625,30713.775390625,12954.337890625,17759.4375,0.00522310845553875,0.005906896200031042,0.004723736550658941,0.522310845553875,4.968223109841347,1.757988183349371,4.724343713372946,1.4715821431577205,3.066285012662411,2.5867884735018016,1.4138858148455618,8.237125746698585,8.237125746698585,greedy,1.4138858148455618,0.0,hard_fault_cluster
7,N2336,control1,0.17676810920238495,4.629077711105347,3.8839866399765013,0.5355889606475829,3.0089005122184753,0.17676810920238495,0.2830415368080139,3.152880799770355,3.70549099445343,0.002830415368080139,0.3615591824054718,0.028512174263596535,0.028512174263596535,2.29017685174942,0.04045247286558151,0.12266908586025238,0.016364239156246185,30712.59375,12948.3984375,17764.1953125,30837.7578125,13034.0869140625,17803.671875,-0.004075333476066589,-0.006617689039558172,-0.002222254406660795,-0.40753334760665894,4.356800997629762,-0.011897965073585537,4.123135714326054,-0.45964912950992587,2.6810743510723114,3.1902450105547904,2.29017685174942,10.527302598448005,10.527302598448005,greedy,2.29017685174942,0.0,hard_fault_cluster
8,N3903,control0,-0.0501028411090374,-0.028020449131727188,-2.1467860162258146,0.36352411314845084,-0.018213291935622673,-0.0501028411090374,0.16003717482089996,0.8377587392926216,2.23459752202034,0.0016003717482089997,0.28687599301338196,0.03865791857242584,0.03865791857242584,1.7437101402878763,0.042725734412670135,0.09169425070285797,0.024899858981370926,30839.974609375,13040.849609375,17799.125,30717.9453125,12916.55859375,17801.38671875,0.003956854809075594,0.009530898183584213,-0.0001270690991077572,0.3956854809075594,4.471268534660339,0.45320480585098266,4.322247214615345,0.509677494764328,0.1559479624032974,-0.5286338244378569,1.7437101402878763,12.27101273873588,12.27101273873588,greedy,1.7437101402878763,0.0,hard_fault_cluster
9,N3644,control0,0.2630693316459656,2.766072037369013,3.5589059114456174,0.3211228235065937,1.7979468242898586,0.2630693316459656,0.2670193314552307,1.3250642396509646,2.3402031183242795,0.0026701933145523073,0.2607728838920593,0.03149005025625229,0.03149005025625229,1.3418850219249725,0.04634901136159897,0.08232589066028595,0.03397175297141075,30717.873046875,12916.48828125,17801.384765625,30510.361328125,12798.162109375,17712.19921875,0.006755406502634287,0.009160862304270267,0.0050100344233214855,0.6755406502634287,4.93341051787138,3.148763610124588,4.709528481587768,2.14804633975029,1.8004459977149962,3.270289898514747,1.3418850219249725,13.612897760660854,13.612897760660854,greedy,1.3418850219249725,0.0,hard_fault_cluster
10,N3911,control0,0.16398891806602478,0.5215298808738589,0.28356230854988096,0.21579729009419676,0.33899442256800827,0.16398891806602478,0.27656352519989014,0.7911708945408463,0.46228581760078663,0.0027656352519989016,0.2543443739414215,0.035256192088127136,0.035256192088127136,0.7701249233819544,0.04336880147457123,0.0812332034111023,0.031484201550483704,30510.5546875,12798.328125,17712.2265625,30459.0390625,12731.74609375,17727.29296875,0.001688452553935349,0.0052024004980921745,-0.0008506217855028808,0.1688452553935349,4.64869986474514,0.332294970843941,4.414835076779127,0.2290180549956858,0.4883138433098793,0.46845508093480026,0.7701249233819544,14.383022684042809,14.383022684042809,greedy,0.7701249233819544,0.0,hard_fault_cluster
11,N564,control1,0.2625408470630646,1.4788192334026098,1.2045488953590393,0.17942107550799843,0.9612325017116964,0.2625408470630646,0.2820907235145569,0.6634427809715271,0.44965389072895046,0.002820907235145569,0.2541179955005646,0.04136963188648224,0.04136963188648224,0.8644213791191577,0.0429626926779747,0.08530886471271515,0.031830452382564545,30455.25,12727.3564453125,17727.89453125,30329.193359375,12652.099609375,17677.09375,0.0041390773840248585,0.005912998225539923,0.0028655845671892166,0.41390773840248585,4.619729623198509,0.5959417501091957,4.37713435664773,0.6086139062047005,0.9237439557909966,0.8644944777339697,0.8644213791191577,15.247444063161966,15.247444063161966,greedy,0.8644213791191577,0.0,hard_fault_cluster
