line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,test_en->__tpi_cp_18___buf_split_24656 /0 undetected,input_edge,test_en,__tpi_cp_18___buf_split_24656,__tpi_cp_18___buf_split_24656,0,undetected,__tpi_cp_18___buf_split_24656,__tpi_cp_18___buf_split_24656,__tpi_cp_18___buf_split_24656,sa0,1
2,__tpi_not_test_en->__tpi_cp_4___buf_split_23870 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_4___buf_split_23870,__tpi_cp_4___buf_split_23870,1,undetected,__tpi_cp_4___buf_split_23870,__tpi_cp_4___buf_split_23870,__tpi_cp_4___buf_split_23870,sa1,1
3,new_n31612_ /1 undetected,output,,new_n31612_,new_n31612_,1,undetected,new_n31612_,new_n31612_,new_n31612_,sa1,1
4,test_en->__tpi_cp_1_new_n31610_ /0 undetected,input_edge,test_en,__tpi_cp_1_new_n31610_,__tpi_cp_1_new_n31610_,0,undetected,__tpi_cp_1_new_n31610_,__tpi_cp_1_new_n31610_,__tpi_cp_1_new_n31610_,sa0,1
5,new_n31610_ /0 undetected,output,,new_n31610_,new_n31610_,0,undetected,new_n31610_,new_n31610_,new_n31610_,sa0,1
6,__buf_split_24416 /1 undetected,output,,__buf_split_24416,__buf_split_24416,1,undetected,__buf_split_24416,__buf_split_24416,__buf_split_24416,sa1,1
7,__tpi_not_test_en->__tpi_cp_2___buf_split_24414 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_2___buf_split_24414,__tpi_cp_2___buf_split_24414,1,undetected,__tpi_cp_2___buf_split_24414,__tpi_cp_2___buf_split_24414,__tpi_cp_2___buf_split_24414,sa1,1
8,__buf_split_24413 /1 undetected,output,,__buf_split_24413,__buf_split_24413,1,undetected,__buf_split_24413,__buf_split_24413,__buf_split_24413,sa1,1
9,__tpi_not_test_en->__tpi_cp_16_new_n31522_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16_new_n31522_,__tpi_cp_16_new_n31522_,1,undetected,__tpi_cp_16_new_n31522_,__tpi_cp_16_new_n31522_,__tpi_cp_16_new_n31522_,sa1,1
10,__tpi_not_test_en->__tpi_cp_17_new_n31510_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_17_new_n31510_,__tpi_cp_17_new_n31510_,1,undetected,__tpi_cp_17_new_n31510_,__tpi_cp_17_new_n31510_,__tpi_cp_17_new_n31510_,sa1,1
