split	benchmark_id	state_id	candidate_strategy	input_rows	kept_rows	positive	zero	negative	control_negative	observe_negative	decision	reason
train	subckt_0041	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
train	subckt_0041	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
train	subckt_0043	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0043	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0043	initial	cached_stride	18	0	16	0	2	1	1	drop	negative<3
train	subckt_0044	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0044	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0044	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0046	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0046	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0046	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0049	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0049	initial	cached_random	18	18	5	0	13	12	1	keep	balanced
train	subckt_0049	initial	cached_stride	18	18	5	0	13	12	1	keep	balanced
train	subckt_0061	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0061	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0061	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0063	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0063	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0063	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0068	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0068	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0068	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0072	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0072	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0072	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0074	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0074	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0074	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0076	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0076	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0076	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0081	initial	cached_hard_cone	18	18	11	0	7	7	0	keep	balanced
train	subckt_0081	initial	cached_random	18	18	11	0	7	7	0	keep	balanced
train	subckt_0081	initial	cached_stride	18	18	9	0	9	9	0	keep	balanced
train	subckt_0083	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0083	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0083	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0086	initial	cached_hard_cone	18	18	14	0	4	4	0	keep	balanced
train	subckt_0086	initial	cached_random	18	18	15	0	3	3	0	keep	balanced
train	subckt_0086	initial	cached_stride	18	18	12	0	6	6	0	keep	balanced
train	subckt_0093	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0093	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0093	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0101	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0101	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0101	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0103	initial	cached_hard_cone	18	18	14	0	4	4	0	keep	balanced
train	subckt_0103	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0103	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0107	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0107	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0107	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0109	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0109	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0109	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0116	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0116	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0116	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0118	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0118	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0118	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0120	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0120	initial	cached_random	18	18	5	0	13	12	1	keep	balanced
train	subckt_0120	initial	cached_stride	18	18	7	0	11	10	1	keep	balanced
train	subckt_0121	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0121	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0121	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0126	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0126	initial	cached_random	18	18	15	0	3	3	0	keep	balanced
train	subckt_0126	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0128	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0128	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0128	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0133	initial	cached_hard_cone	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0133	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0133	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0136	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0136	initial	cached_random	18	18	13	0	5	5	0	keep	balanced
train	subckt_0136	initial	cached_stride	18	18	13	0	5	5	0	keep	balanced
train	subckt_0141	initial	cached_hard_cone	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0141	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0141	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0143	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0143	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0143	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0146	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0146	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0146	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0147	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0147	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0147	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0148	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0148	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0148	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0155	initial	cached_hard_cone	18	18	15	0	3	3	0	keep	balanced
train	subckt_0155	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0155	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0165	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0165	initial	cached_random	18	0	16	0	2	1	1	drop	negative<3
train	subckt_0165	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0168	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0168	initial	cached_random	18	18	12	0	6	6	0	keep	balanced
train	subckt_0168	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0170	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0170	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0170	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0172	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0172	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
train	subckt_0172	initial	cached_stride	18	18	5	0	13	12	1	keep	balanced
train	subckt_0173	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0173	initial	cached_random	18	18	15	0	3	2	1	keep	balanced
train	subckt_0173	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0188	initial	cached_hard_cone	18	18	15	0	3	3	0	keep	balanced
train	subckt_0188	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0188	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0189	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0189	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
train	subckt_0189	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
train	subckt_0192	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0192	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0192	initial	cached_stride	18	18	15	0	3	3	0	keep	balanced
train	subckt_0193	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0193	initial	cached_random	18	18	8	0	10	10	0	keep	balanced
train	subckt_0193	initial	cached_stride	18	18	7	0	11	11	0	keep	balanced
train	subckt_0196	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0196	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0196	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0197	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0197	initial	cached_random	18	18	14	0	4	4	0	keep	balanced
train	subckt_0197	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0203	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0203	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0203	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0214	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0214	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0214	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0215	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0215	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0215	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0221	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0221	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0221	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0223	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0223	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0223	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0226	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0226	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0226	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0228	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0228	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0228	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0230	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0230	initial	cached_random	18	18	7	0	11	11	0	keep	balanced
train	subckt_0230	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
train	subckt_0231	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0231	initial	cached_random	18	18	6	0	12	10	2	keep	balanced
train	subckt_0231	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
train	subckt_0234	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0234	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0234	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0238	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0238	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0238	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0239	initial	cached_hard_cone	18	18	12	0	6	6	0	keep	balanced
train	subckt_0239	initial	cached_random	18	18	10	0	8	8	0	keep	balanced
train	subckt_0239	initial	cached_stride	18	18	9	0	9	9	0	keep	balanced
train	subckt_0240	initial	cached_hard_cone	18	18	12	0	6	6	0	keep	balanced
train	subckt_0240	initial	cached_random	18	18	8	0	10	10	0	keep	balanced
train	subckt_0240	initial	cached_stride	18	18	14	0	4	4	0	keep	balanced
train	subckt_0241	initial	cached_hard_cone	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0241	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0241	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0243	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0243	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0243	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0246	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0246	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0246	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0247	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0247	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0247	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0255	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0255	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0255	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0258	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0258	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0258	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0260	initial	cached_hard_cone	18	18	9	0	9	9	0	keep	balanced
train	subckt_0260	initial	cached_random	18	18	10	0	8	8	0	keep	balanced
train	subckt_0260	initial	cached_stride	18	18	7	0	11	11	0	keep	balanced
train	subckt_0261	initial	cached_hard_cone	18	18	7	0	11	11	0	keep	balanced
train	subckt_0261	initial	cached_random	18	18	8	0	10	10	0	keep	balanced
train	subckt_0261	initial	cached_stride	18	18	7	0	11	10	1	keep	balanced
train	subckt_0266	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0266	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
train	subckt_0266	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
train	subckt_0278	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0278	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0278	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0279	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0279	initial	cached_random	18	0	16	0	2	0	2	drop	negative<3
train	subckt_0279	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0281	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0281	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0281	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0283	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0283	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0283	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0288	initial	cached_hard_cone	18	18	7	0	11	8	3	keep	balanced
train	subckt_0288	initial	cached_random	18	18	8	0	10	10	0	keep	balanced
train	subckt_0288	initial	cached_stride	18	18	8	0	10	10	0	keep	balanced
train	subckt_0289	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0289	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0289	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0292	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0292	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0292	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0295	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0295	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0295	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0297	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0297	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0297	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0301	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0301	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0301	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0304	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0304	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0304	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0307	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0307	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0307	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0309	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0309	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0309	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0313	initial	cached_hard_cone	18	18	9	0	9	9	0	keep	balanced
train	subckt_0313	initial	cached_random	18	18	7	0	11	11	0	keep	balanced
train	subckt_0313	initial	cached_stride	18	18	8	0	10	10	0	keep	balanced
train	subckt_0315	initial	cached_hard_cone	18	0	16	0	2	1	1	drop	negative<3
train	subckt_0315	initial	cached_random	18	18	15	0	3	3	0	keep	balanced
train	subckt_0315	initial	cached_stride	18	18	11	0	7	6	1	keep	balanced
train	subckt_0322	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0322	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0322	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0327	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0327	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0327	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0347	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0347	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0347	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0371	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0371	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0371	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0384	initial	cached_hard_cone	18	18	9	0	9	9	0	keep	balanced
train	subckt_0384	initial	cached_random	18	18	10	0	8	8	0	keep	balanced
train	subckt_0384	initial	cached_stride	18	18	7	0	11	10	1	keep	balanced
train	subckt_0391	initial	cached_hard_cone	18	18	7	0	11	11	0	keep	balanced
train	subckt_0391	initial	cached_random	18	18	7	0	11	11	0	keep	balanced
train	subckt_0391	initial	cached_stride	18	18	9	0	9	9	0	keep	balanced
expanded_val	subckt_0008	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0008	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0008	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0045	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0045	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0045	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0050	initial	cached_hard_cone	18	18	7	0	11	11	0	keep	balanced
expanded_val	subckt_0050	initial	cached_random	18	18	5	0	13	12	1	keep	balanced
expanded_val	subckt_0050	initial	cached_stride	18	18	5	0	13	12	1	keep	balanced
expanded_val	subckt_0106	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0106	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0106	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0111	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0111	initial	cached_random	18	18	8	0	10	10	0	keep	balanced
expanded_val	subckt_0111	initial	cached_stride	18	18	6	0	12	11	1	keep	balanced
expanded_val	subckt_0150	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0150	initial	cached_random	18	18	7	0	11	11	0	keep	balanced
expanded_val	subckt_0150	initial	cached_stride	18	18	5	0	13	12	1	keep	balanced
expanded_val	subckt_0164	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0164	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0164	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0216	initial	cached_hard_cone	18	18	9	0	9	9	0	keep	balanced
expanded_val	subckt_0216	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0216	initial	cached_stride	18	18	9	0	9	9	0	keep	balanced
expanded_val	subckt_0217	initial	cached_hard_cone	18	18	9	0	9	9	0	keep	balanced
expanded_val	subckt_0217	initial	cached_random	18	18	8	0	10	10	0	keep	balanced
expanded_val	subckt_0217	initial	cached_stride	18	18	9	0	9	9	0	keep	balanced
expanded_val	subckt_0249	initial	cached_hard_cone	18	18	7	0	11	11	0	keep	balanced
expanded_val	subckt_0249	initial	cached_random	18	18	6	0	12	11	1	keep	balanced
expanded_val	subckt_0249	initial	cached_stride	18	18	10	0	8	8	0	keep	balanced
expanded_val	subckt_0251	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0251	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
expanded_val	subckt_0251	initial	cached_stride	18	18	14	0	4	2	2	keep	balanced
expanded_val	subckt_0298	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
expanded_val	subckt_0298	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
expanded_val	subckt_0298	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
expanded_val	subckt_0299	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0299	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0299	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0350	initial	cached_hard_cone	18	18	15	0	3	3	0	keep	balanced
expanded_val	subckt_0350	initial	cached_random	18	18	11	0	7	7	0	keep	balanced
expanded_val	subckt_0350	initial	cached_stride	18	18	12	0	6	6	0	keep	balanced
expanded_val	subckt_0362	initial	cached_hard_cone	18	18	7	0	11	11	0	keep	balanced
expanded_val	subckt_0362	initial	cached_random	18	18	5	0	13	12	1	keep	balanced
expanded_val	subckt_0362	initial	cached_stride	18	18	7	0	11	11	0	keep	balanced
expanded_val	subckt_0399	initial	cached_hard_cone	18	18	10	0	8	8	0	keep	balanced
expanded_val	subckt_0399	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
expanded_val	subckt_0399	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
transfer_eval_only	b15_C	initial	cached_hard_cone	48	0	48	0	0	0	0	eval_only	transfer_not_used_for_training
transfer_eval_only	b15_C	initial	cached_stride	48	0	48	0	0	0	0	eval_only	transfer_not_used_for_training
