step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N1762,control0,2.1264634132385254,6.705135573446751,5.999999999999999,0.8305408194661141,4.358338122740388,2.1264634132385254,0.76141357421875,6.05682387650013,5.999999999999999,0.0076141357421875,0.3882475197315216,0.056486576795578,0.056486576795578,3.5736073362827296,0.08845239132642746,0.21118532121181488,0.07659325003623962,66282.9140625,26567.21875,39715.6953125,69084.140625,29101.765625,39982.37109375,-0.04226166754961014,-0.09540128707885742,-0.006714619696140289,-4.226166754961014,9.663139283657074,3.15193707883358,9.049714170396328,3.045421909689903,5.751684957742691,5.4071949682571,6.705135573446751,6.705135573446751,6.705135573446751,greedy,6.705135573446751,0.0,hard_fault_cluster,0.5590000000000002,False
2,N4805,control1,1.5044982433319092,1.7815342059358954,1.8556337356567383,0.31025929283350706,1.157997233858332,1.5044982433319092,0.6973797082901001,1.6779190871864555,1.8942233085632323,0.006973797082901001,0.3885369598865509,0.03842609375715256,0.03842609375715256,0.2637959763407706,0.07244904339313507,0.17896656692028046,0.06221006065607071,69092.03125,29113.69140625,39978.34375,69181.5234375,29139.17578125,40042.34765625,-0.0012952606193721294,-0.0008753399015404284,-0.0016009644605219364,-0.12952606193721294,7.98071014136076,1.2498825892806054,7.42885578982532,1.1987969681620598,1.6665725827217102,1.977765739709139,1.7815342059358954,8.486669779382646,8.486669779382646,greedy,1.7815342059358954,0.0,hard_fault_cluster,0.15399999999999991,False
3,N1911,control0,1.2718429565429688,1.8307777625322343,1.6640046000480653,0.33259350597858434,1.1900055456459524,1.2718429565429688,0.6668686866760254,1.6332786113023756,1.634329307079315,0.006668686866760254,0.36335381865501404,0.033848002552986145,0.033848002552986145,0.12994305670261375,0.0734441727399826,0.15799251198768616,0.045456595718860626,69181.859375,29137.46875,40044.390625,68914.046875,28784.6484375,40129.40234375,0.0038711377419531345,0.012108818627893925,-0.0021229370031505823,0.38711377419531345,8.045133963227272,1.9744108307361603,7.519596446305513,1.964744793176651,1.8966249078512192,2.0277617387473583,1.8307777625322343,10.31744754191488,10.31744754191488,greedy,1.8307777625322343,0.0,hard_fault_cluster,0.43399999999999994,False
4,N3980,control0,1.0820033550262451,1.3948000159859657,1.2763125896453857,0.3368275961279869,0.9066200103908777,1.0820033550262451,0.664923906326294,1.3645843476057051,1.0838140845298767,0.0066492390632629395,0.37948229908943176,0.036139436066150665,0.036139436066150665,0.9815247809886932,0.06880750507116318,0.15860168635845184,0.045993998646736145,68914.140625,28786.740234375,40127.3984375,69133.140625,28833.640625,40299.5,-0.0031778672710061073,-0.0016292359214276075,-0.004288879223167896,-0.31778672710061073,7.581813849508762,1.096179405450821,7.056016342714429,1.0329192674160004,1.210057932138443,1.3046038846671584,1.3948000159859657,11.712247557900847,11.712247557900847,greedy,1.3948000159859657,0.0,hard_fault_cluster,0.30600000000000005,False
5,N4134,control0,1.0261173248291016,1.5335557274799794,1.1810184836387634,0.295132964393124,0.9968112228619866,1.0261173248291016,0.613312840461731,1.3514823474921285,0.8749411702156067,0.00613312840461731,0.3932097852230072,0.03458533436059952,0.03458533436059952,0.4521096070110798,0.06579355895519257,0.15749695897102356,0.04259970411658287,69132.875,28833.3984375,40299.47265625,69179.1328125,28855.8828125,40323.25,-0.0006691145244985819,-0.0007798031438142061,-0.0005900162504985929,-0.06691145244985819,7.227254070341587,1.1111375633440912,6.741330439224839,1.0880186501704157,1.4700469598174095,1.2120348123461009,1.5335557274799794,13.245803285380827,13.245803285380827,greedy,1.5335557274799794,0.0,hard_fault_cluster,0.16900000000000004,False
6,N3410,control0,1.0134360790252686,1.6311436154134573,1.1845531105995177,0.43049868835136296,1.0602433500187474,1.0134360790252686,0.6628754734992981,2.2615990760736167,2.173962950706482,0.006628754734992981,0.38696926832199097,0.028275301679968834,0.028275301679968834,-0.24826274616643784,0.06052648648619652,0.15229198336601257,0.040636468678712845,69179.40625,28856.240234375,40323.1640625,68641.640625,28449.66015625,40191.984375,0.007773492950946093,0.014089849777519703,0.0032532091718167067,0.7773492950946093,6.743799423798919,0.4886910279002041,6.2254363424144685,0.330254170736298,2.2007859771139917,2.1045611999602984,1.6311436154134573,14.876946900794284,14.876946900794284,greedy,1.6311436154134573,0.0,hard_fault_cluster,0.23499999999999988,False
7,N5778,control0,0.986975908279419,1.4276564960973337,1.505562353134155,0.3089753706986084,0.9279767224632669,0.986975908279419,0.6725386381149292,1.4868171700742094,2.394839584827423,0.006725386381149292,0.39701366424560547,0.03006027080118656,0.03006027080118656,0.39058767683804035,0.06161581352353096,0.15589015185832977,0.040809743106365204,68642.0,28449.74609375,40192.25,68904.28125,28586.9140625,40317.3671875,-0.0038210025522857904,-0.004821412730962038,-0.0031129680573940277,-0.38210025522857904,6.864180261269212,0.8966200349573046,6.337231079582125,0.797599136615172,1.4410018846392632,2.0623403728753327,1.4276564960973337,16.30460339689162,16.30460339689162,greedy,1.4276564960973337,0.0,hard_fault_cluster,0.3959999999999999,False
8,N4144,control0,0.290006160736084,1.067687907218933,-0.25028881803154945,1.1484856736660003,0.6939971396923065,0.290006160736084,0.7698429822921753,3.2019010253250597,3.239321613311767,0.007698429822921753,-0.03543823957443237,0.103800468146801,0.103800468146801,5.451373957470059,0.037269189953804016,0.031387798488140106,0.014822874218225479,68903.734375,28586.515625,40317.22265625,68905.53125,28468.62890625,40436.8984375,-2.607804890430998e-05,0.004123857710510492,-0.0029683539178222418,-0.002607804890430998,4.600562445819378,-1.5281954586505893,3.9453298579901457,-1.8585584938526156,0.7639161705970763,0.9648315506428478,1.067687907218933,17.37229130411055,17.37229130411055,greedy,1.067687907218933,0.0,hard_fault_cluster,0.015000000000000124,False
9,N4561,observe,0.5734503865242004,1.2809224211005492,0.9144584417343139,0.24005694696214047,0.832599573715357,0.5734503865242004,0.7362262010574341,1.4235382022801786,1.4361270308494567,0.0073622620105743405,-0.03916153311729431,0.09777560085058212,0.09777560085058212,0.2966061123460531,0.04051533341407776,0.03261912614107132,0.016410082578659058,68905.703125,28468.85546875,40436.84765625,69483.5078125,28925.310546875,40558.1953125,-0.008385440334677696,-0.016033489257097244,-0.0030009178444743156,-0.8385440334677696,4.885535143315792,0.787564502172172,4.26003379188478,0.8244487385079264,1.0950426660478116,1.003262695707381,1.2809224211005492,18.6532137252111,18.6532137252111,greedy,1.2809224211005492,0.0,hard_fault_cluster,0.1409999999999998,False
10,N4175,observe,0.6462327241897583,1.252402708902955,0.9247173368930816,0.23878537125885488,0.8140617607869208,0.6462327241897583,0.6696134805679321,1.1907054401934145,0.9448768854141235,0.006696134805679321,-0.036867767572402954,0.1010400578379631,0.1010400578379631,0.47184626787900924,0.04179293289780617,0.035215772688388824,0.016404639929533005,69483.21875,28924.921875,40558.296875,69481.5078125,28924.5703125,40556.9375,2.4623750505270436e-05,1.2154310752521269e-05,3.35165714204777e-05,0.0024623750505270436,4.949946828186512,1.1896356537938118,4.371956674382091,1.1740615144371986,1.1238569259643556,1.0616778628528118,1.252402708902955,19.905616434114055,19.905616434114055,greedy,1.252402708902955,0.0,hard_fault_cluster,0.12399999999999989,False
