step,node,type,q_pred,q_pred_context,q_pred_type_context,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2858,control0,1.2138288021087646,6.470336747169495,4.8892972469329825,1.2138288021087646,0.5282613635063171,6.351554575562477,5.999999999999999,0.0052826136350631716,0.33593860268592834,0.019702153280377388,0.019702153280377388,2.1082756119966506,0.061025939881801605,0.16653390228748322,0.037805892527103424,105190.640625,42433.95703125,62756.6875,107845.9375,45530.9765625,62314.9609375,-0.02524271048605442,-0.07298446446657181,0.007038717158138752,-2.524271048605442,6.650557504966855,2.332443227469921,6.239584867376834,2.328536739051342,6.306089141964913,5.224580602571368,6.470336747169495,6.470336747169495,6.470336747169495,greedy,6.470336747169495,0.0,hard_fault_recall_union
2,N7642,observe,0.9536091089248657,4.362757920622826,3.3737901926040648,0.9536091089248657,0.5133332014083862,6.404161751270294,5.662819051742553,0.0051333320140838625,0.3639935255050659,0.028488466516137123,0.028488466516137123,4.214419444799423,0.06210735812783241,0.1720956265926361,0.043543070554733276,107865.4921875,45557.0546875,62308.4375,108969.5625,46179.8671875,62789.6953125,-0.010235621593892574,-0.013671044260263443,-0.007723798509687185,-1.0235621593892574,6.752557480707765,5.854217958450318,6.346191229764372,5.83606219291687,4.954818797111511,5.07654443025589,4.362757920622826,10.83309466779232,10.83309466779232,greedy,4.362757920622826,0.0,hard_fault_recall_union
3,N7632,observe,0.6455490589141846,4.004409019649028,3.3829487800598144,0.6455490589141846,0.490458607673645,4.543477933108806,4.169102048873901,0.00490458607673645,0.3741074502468109,0.03199166804552078,0.03199166804552078,0.5248026442527769,0.06042122095823288,0.1686778962612152,0.04127667844295502,108969.5625,46179.875,62789.6875,109551.984375,46471.21484375,63080.765625,-0.0053448122926056385,-0.006308805197477341,-0.004635763354599476,-0.5344812292605639,6.564572371542454,3.7036984956264494,6.172734664753079,3.8047471797466277,4.256153678894043,4.151655847430229,4.004409019649028,14.837503687441348,14.837503687441348,greedy,4.004409019649028,0.0,hard_fault_recall_union
4,N7640,observe,0.42256441712379456,5.142670934647321,4.39377589225769,0.42256441712379456,0.4606541395187378,4.7882641009986395,3.8934589385986325,0.004606541395187378,0.38424068689346313,0.03543897718191147,0.03543897718191147,1.5861404526233671,0.059134747833013535,0.16840220987796783,0.039740338921546936,109551.84375,46471.203125,63080.64453125,109630.359375,46439.53515625,63190.828125,-0.0007166983559727669,0.0006814536172896624,-0.0017467100406065583,-0.07166983559727669,6.409567900002003,6.002643842101097,6.037498062476516,6.238346499800682,4.968606770038605,4.7595911988615995,5.142670934647321,19.98017462208867,19.98017462208867,greedy,5.142670934647321,0.0,hard_fault_recall_union
5,N9778,control0,0.4237598478794098,5.40790046453476,4.799999999999999,0.4237598478794098,0.4018234610557556,3.995142817497253,3.27474045753479,0.004018234610557556,0.3895268142223358,0.03116730786859989,0.03116730786859989,-4.520442717075348,0.04753832891583443,0.16104114055633545,0.038835346698760986,109622.984375,46429.03125,63193.953125,109102.953125,46150.73046875,62952.22265625,0.004743815865367651,0.0059941112995147705,0.00382521515712142,0.4743815865367651,5.186823660507798,4.206119985580445,4.862080583814532,4.190770668983459,5.730020070075989,4.424513045549393,5.40790046453476,25.388075086623427,25.388075086623427,greedy,5.40790046453476,0.0,hard_fault_recall_union
6,N29496,observe,-0.28586605191230774,6.982259052991867,5.999999999999999,-0.28586605191230774,0.30582207441329956,6.8278177082538605,5.999999999999999,0.0030582207441329956,0.39724722504615784,0.03999543935060501,0.03999543935060501,2.899958393573761,0.040413424372673035,0.1520923674106598,0.033794254064559937,109109.21875,46160.34765625,62948.875,109980.90625,46582.61328125,63398.29296875,-0.00798912812024355,-0.00914779957383871,-0.007139412220567465,-0.7989128120243549,4.387159951031208,4.370103316307068,4.12779681570828,4.248187499046326,6.127793276309967,5.816935101747513,6.982259052991867,32.370334139615295,32.370334139615295,greedy,6.982259052991867,0.0,hard_fault_recall_union
7,N27439,observe,-0.5150432586669922,7.2951981067657465,5.999999999999999,-0.5150432586669922,0.2493940144777298,5.540091736316681,3.702274107933044,0.002493940144777298,0.4014587104320526,0.04229065775871277,0.04229065775871277,6.497508792877197,0.03885754197835922,0.15092773735523224,0.031839340925216675,109981.421875,46582.91796875,63398.5,110172.4375,46617.2421875,63555.19140625,-0.0017367990221828222,-0.000736841291654855,-0.002471531741321087,-0.17367990221828222,4.177438870072365,7.400789513587952,3.958675365895033,7.30912362575531,5.588592171669007,5.3504095798730855,7.2951981067657465,39.66553224638104,39.66553224638104,greedy,7.2951981067657465,0.0,hard_fault_recall_union
8,N19321,observe,-0.2141505628824234,6.732983875647187,5.999999999999999,-0.2141505628824234,0.25639283657073975,5.830743599310517,4.989490890502929,0.0025639283657073976,0.40893134474754333,0.03269781917333603,0.03269781917333603,1.722865915894508,0.040860213339328766,0.15610963106155396,0.034986287355422974,110172.671875,46617.65625,63555.015625,109577.7890625,46365.44921875,63212.33984375,0.005399549845606089,0.005410118028521538,0.005391797516494989,0.5399549845606089,4.375111989676952,6.97042191952467,4.1582939978688955,6.97042191952467,6.3947454452514645,6.256584539413452,6.732983875647187,46.39851612202823,46.39851612202823,greedy,6.732983875647187,0.0,hard_fault_recall_union
9,N19314,observe,-0.07957576960325241,8.1,5.999999999999999,-0.07957576960325241,0.23417405784130096,8.1,5.999999999999999,0.0023417405784130095,0.4183787405490875,0.028056936338543892,0.028056936338543892,7.8,0.0411660298705101,0.15581972897052765,0.03552164509892464,109577.796875,46365.49609375,63212.296875,109060.078125,46125.44140625,62934.63671875,0.004724668338894844,0.005177442450076342,0.0043925023637712,0.4724668338894844,4.378833981230855,7.8,4.182160735595971,7.8,6.9,6.585,8.1,54.49851612202823,54.49851612202823,greedy,8.1,0.0,hard_fault_recall_union
10,N19315,observe,-0.011219448409974575,8.1,5.999999999999999,-0.011219448409974575,0.21375401318073273,8.1,5.999999999999999,0.0021375401318073275,0.427173376083374,0.029116498306393623,0.029116498306393623,7.8,0.04178020730614662,0.1533438116312027,0.03330027312040329,109060.09375,46125.453125,62934.640625,108633.1484375,45899.77734375,62733.37109375,0.003914771135896444,0.0048926519230008125,0.00319807231426239,0.39147711358964443,4.4208912421017885,7.8,4.238738358486444,7.8,6.9,6.585,8.1,62.59851612202823,62.59851612202823,greedy,8.1,0.0,hard_fault_recall_union
11,N19719,observe,-0.05867498740553856,8.1,5.999999999999999,-0.05867498740553856,0.19679562747478485,8.1,5.999999999999999,0.0019679562747478485,0.4322895109653473,0.03114723600447178,0.03114723600447178,7.8,0.04152364283800125,0.15199363231658936,0.029722608625888824,108633.21875,45899.76171875,62733.4609375,108440.78125,45747.0859375,62693.6953125,0.0017714424757286906,0.0033262870274484158,0.0006338821840472519,0.17714424757286906,4.380307147279382,7.8,4.209349999669939,7.8,6.9,6.585,8.1,70.69851612202822,70.69851612202822,greedy,8.1,0.0,hard_fault_recall_union
12,N3880,observe,-0.22749167680740356,7.36753431558609,5.999999999999999,-0.22749167680740356,0.17404712736606598,4.8445969581604,2.7952316999435425,0.0017404712736606598,0.41935327649116516,0.024448024109005928,0.024448024109005928,7.287274020910263,0.04419006407260895,0.1520409733057022,0.02634529024362564,108440.484375,45746.7578125,62693.72265625,108607.53125,45840.67578125,62766.8515625,-0.001540447468869388,-0.00205299723893404,-0.001166447065770626,-0.1540447468869388,4.617501558735967,7.8,4.468630195129663,7.8,5.7606089353561405,5.466284788250923,7.36753431558609,78.06605043761431,78.06605043761431,greedy,7.36753431558609,0.0,hard_fault_recall_union
13,N2723,control0,-0.990070104598999,7.881712585687637,4.199999999999999,-0.990070104598999,0.24034522473812103,7.772568878531455,4.199999999999999,0.0024034522473812105,0.05115342140197754,0.005628863349556923,0.005628863349556923,7.50531199067831,0.03596733883023262,0.09924234449863434,0.010492198169231415,108590.2421875,45814.7890625,62775.453125,107934.3515625,45682.796875,62251.5546875,0.0060400511138141155,0.002880995161831379,0.008345593698322773,0.6040051113814116,3.84270797111094,4.152182905375957,3.6582274050451815,3.5024076387286183,6.354281464219094,4.130282951742411,7.881712585687637,85.94776302330195,85.94776302330195,greedy,7.881712585687637,0.0,hard_fault_recall_union
14,N13984,observe,-0.5506824851036072,8.1,5.999999999999999,-0.5506824851036072,0.2284977287054062,8.1,5.999999999999999,0.002284977287054062,0.08324781060218811,-0.004834560677409172,-0.004834560677409172,7.8,0.041946891695261,0.11907215416431427,0.012159362435340881,107951.34375,45708.90625,62242.43359375,107627.4140625,45564.984375,62062.4296875,0.0030007008463144302,0.0031486614607274532,0.002891980577260256,0.300070084631443,4.418352337554097,7.8,4.250604961533099,7.8,6.9,6.585,8.1,94.04776302330194,94.04776302330194,greedy,8.1,0.0,hard_fault_recall_union
15,N13988,observe,-0.4442436993122101,8.1,5.999999999999999,-0.4442436993122101,0.2305031269788742,8.1,5.999999999999999,0.002305031269788742,0.09550315141677856,-0.004618281498551369,-0.004618281498551369,7.8,0.0422009602189064,0.1292756348848343,0.011501219123601913,107627.140625,45564.73828125,62062.40625,107650.5625,45572.9765625,62077.58984375,-0.00021762053074780852,-0.00018080387962982059,-0.00024465040769428015,-0.02176205307478085,4.445980867370963,7.8,4.276567233260721,7.8,6.9,6.585,8.1,102.14776302330193,102.14776302330193,greedy,8.1,0.0,hard_fault_recall_union
16,N19316,observe,-0.4682336151599884,8.1,5.999999999999999,-0.4682336151599884,0.2367020696401596,8.1,5.999999999999999,0.002367020696401596,0.09281405806541443,-0.0037269052118062973,-0.0037269052118062973,7.8,0.04277113825082779,0.1323692798614502,0.011849120259284973,107650.828125,45573.703125,62077.125,107276.203125,45321.91796875,61954.28125,0.0034800011198967695,0.00552479038015008,0.0019788891077041626,0.34800011198967695,4.510088989511132,7.8,4.335357616189867,7.8,6.9,6.585,8.1,110.24776302330193,110.24776302330193,greedy,8.1,0.0,hard_fault_recall_union
17,N19324,observe,-0.4677528142929077,8.1,5.999999999999999,-0.4677528142929077,0.24336595833301544,8.1,5.999999999999999,0.0024336595833301545,0.09555011987686157,-0.004495592787861824,-0.004495592787861824,7.8,0.04192157834768295,0.13467533886432648,0.011137008666992188,107276.265625,45322.02734375,61954.234375,106818.5546875,45009.46875,61809.0859375,0.004266656003892422,0.006896394770592451,0.0023428332060575485,0.42666560038924217,4.431028200313449,7.8,4.251875426154584,7.8,6.9,6.585,8.1,118.34776302330192,118.34776302330192,greedy,8.1,0.0,hard_fault_recall_union
18,N19322,observe,-0.4642355144023895,8.1,5.999999999999999,-0.4642355144023895,0.24852855503559113,8.1,5.999999999999999,0.0024852855503559113,0.09886696934700012,-0.005028700456023216,-0.005028700456023216,7.8,0.0409468375146389,0.13699208199977875,0.010377652943134308,106818.4296875,45009.3359375,61809.09375,106384.46875,44723.98046875,61660.4921875,0.004062603693455458,0.006339917425066233,0.002404202241450548,0.40626036934554577,4.338183606043458,7.8,4.155558715108782,7.8,6.9,6.585,8.1,126.44776302330192,126.44776302330192,greedy,8.1,0.0,hard_fault_recall_union
19,N27225,control1,-0.3912728726863861,8.1,4.590093004703521,-0.3912728726863861,0.25086861848831177,8.1,4.402347224950789,0.0025086861848831175,0.10017004609107971,-0.008295085281133652,-0.008295085281133652,7.8,0.041283514350652695,0.1351800113916397,0.010830972343683243,106378.8984375,44716.78125,61662.1171875,106431.5625,44796.1953125,61635.37109375,-0.0004950611619278789,-0.001775934244506061,0.00043375242967158556,-0.049506116192787886,4.370924968272448,7.8,4.188994818367064,7.8,6.9,4.808686459660531,8.1,134.5477630233019,134.5477630233019,greedy,8.1,0.0,hard_fault_recall_union
20,N19320,observe,-0.33638012409210205,8.1,5.999999999999999,-0.33638012409210205,0.2602733373641968,8.1,5.999999999999999,0.002602733373641968,0.10932397842407227,-0.00844540260732174,-0.00844540260732174,7.8,0.04029662907123566,0.14035768806934357,0.010546043515205383,106437.078125,44803.43359375,61633.6484375,106114.203125,44579.140625,61535.06640625,0.0030334824696183205,0.005006155930459499,0.0015994838904589415,0.30334824696183205,4.281490841880441,7.8,4.092619890812784,7.8,6.9,6.585,8.1,142.6477630233019,142.6477630233019,greedy,8.1,0.0,hard_fault_recall_union
21,N19318,observe,-0.36507272720336914,8.1,5.999999999999999,-0.36507272720336914,0.2633981704711914,8.1,5.999999999999999,0.002633981704711914,0.10484632849693298,-0.007783742621541023,-0.007783742621541023,7.8,0.038949865847826004,0.13842067122459412,0.009064562618732452,106114.1953125,44579.1484375,61535.046875,105742.640625,44338.984375,61403.65625,0.0035014606546610594,0.005387363024055958,0.0021352160256356,0.35014606546610594,4.150601012632251,7.8,3.958890191745013,7.8,6.9,6.585,8.1,150.7477630233019,150.7477630233019,greedy,8.1,0.0,hard_fault_recall_union
22,N19319,observe,-0.37683019042015076,8.1,5.999999999999999,-0.37683019042015076,0.2663002014160156,8.1,5.999999999999999,0.0026630020141601564,0.10103955864906311,-0.006799975410103798,-0.006799975410103798,7.8,0.037506308406591415,0.13572324812412262,0.007548704743385315,105742.6484375,44339.0,61403.6484375,105416.65625,44133.2109375,61283.44921875,0.003082882845774293,0.004641265142709017,0.001957525731995702,0.3082882845774293,4.010131066665053,7.8,3.8155058971606195,7.8,6.9,6.585,8.1,158.8477630233019,158.8477630233019,greedy,8.1,0.0,hard_fault_recall_union
23,N19317,observe,-0.3802376687526703,8.1,5.999999999999999,-0.3802376687526703,0.2680315375328064,8.1,5.999999999999999,0.002680315375328064,0.10014420747756958,-0.006981944665312767,-0.006981944665312767,7.8,0.03617358207702637,0.134770005941391,0.006147589534521103,105416.671875,44133.234375,61283.44140625,105118.53125,43936.90625,61181.62109375,0.0028282112907618284,0.004448532592505217,0.0016614652704447508,0.28282112907618284,3.8784078005701303,7.8,3.68262060591951,7.8,6.9,6.585,8.1,166.9477630233019,166.9477630233019,greedy,8.1,0.0,hard_fault_recall_union
