line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__buf_split_21628 /1 undetected,output,,__buf_split_21628,__buf_split_21628,1,undetected,__buf_split_21628,__buf_split_21628,__buf_split_21628,sa1,1
2,__buf_split_21627 /1 undetected,output,,__buf_split_21627,__buf_split_21627,1,undetected,__buf_split_21627,__buf_split_21627,__buf_split_21627,sa1,1
3,__aig_not_35148 /1 undetected,output,,__aig_not_35148,__aig_not_35148,1,undetected,__aig_not_35148,__aig_not_35148,__aig_not_35148,sa1,1
4,__aig_not_35146 /1 undetected,output,,__aig_not_35146,__aig_not_35146,1,undetected,__aig_not_35146,__aig_not_35146,__aig_not_35146,sa1,1
5,__aig_not_36120 /1 undetected,output,,__aig_not_36120,__aig_not_36120,1,undetected,__aig_not_36120,__aig_not_36120,__aig_not_36120,sa1,1
6,__aig_and_35145 /0 undetected,output,,__aig_and_35145,__aig_and_35145,0,undetected,__aig_and_35145,__aig_and_35145,__aig_and_35145,sa0,1
7,__aig_not_35144 /1 undetected,output,,__aig_not_35144,__aig_not_35144,1,undetected,__aig_not_35144,__aig_not_35144,__aig_not_35144,sa1,1
8,__buf_split_20694 /1 undetected,output,,__buf_split_20694,__buf_split_20694,1,undetected,__buf_split_20694,__buf_split_20694,__buf_split_20694,sa1,1
9,__buf_split_20693 /1 undetected,output,,__buf_split_20693,__buf_split_20693,1,undetected,__buf_split_20693,__buf_split_20693,__buf_split_20693,sa1,1
10,__aig_not_33602 /1 undetected,output,,__aig_not_33602,__aig_not_33602,1,undetected,__aig_not_33602,__aig_not_33602,__aig_not_33602,sa1,1
11,__aig_not_33600 /1 undetected,output,,__aig_not_33600,__aig_not_33600,1,undetected,__aig_not_33600,__aig_not_33600,__aig_not_33600,sa1,1
