step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,q_typed_residual_context,q_typed_trust_context,q_typed_reliable_context,candidate_prior_score,candidate_prior_correction,typed_residual_correction,typed_residual_effective_alpha,typed_trust_support_count,typed_trust_required_heads,typed_trust_eligible,typed_trust_correction,typed_reliable_correction,typed_reliable_support_count,typed_reliable_required_heads,typed_reliable_eligible,typed_reliable_applied_correction,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,asqrt[35],control0,0.3172365128993988,3.790698558092117,4.397614693641662,0.2869416058063507,2.463954062759876,3.8254698086736316,3.790698558092117,3.848774364022542,0.8293312788009644,1.0847139358520508,0.34771250581514546,0.1,2,3,0,0.0,0.37508613884429537,2,2,1,0.5807580593042533,0.3172365128993988,-0.009869404137134552,2.174953161180019,2.346671462059021,-9.869404137134552e-05,0.3211406171321869,0.018270151689648628,0.32113587856292725,1.9173940420150757,0.07515467703342438,-0.00825008749961853,0.15855944156646729,-0.009869404137134552,2.364626402556896,0.011071857064962387,0.03276649862527847,0.007595233619213104,979.42919921875,404.7083740234375,574.7208251953125,956.4981689453125,393.1301574707031,563.3680419921875,0.02341264672577381,0.028608789667487144,0.019753562286496162,2.341264672577381,1.1155864540487528,3.1659651364386083,1.1092858933843672,3.18392496958375,2.7109173223376275,3.2995037403143943,3.848774364022542,3.848774364022542,3.848774364022542,greedy,3.848774364022542,0.0,hard_fault_cluster,0.019307795008729606,False
2,__aig_and_12752,observe,0.3954692780971527,4.275778547301888,3.523140788078308,0.6895986307412385,2.7792560557462274,4.36274635198922,4.275778547301888,4.275778547301888,0.508686700143081,1.6853594779968262,0.8833734833197143,0.09844964370054085,3,2,1,0.0,1.0,2,1,1,0.0,0.3954692780971527,0.0035945847630500793,3.3821598041802643,2.828773236274719,3.594584763050079e-05,0.37799814343452454,0.0069777462631464005,0.6827247738838196,2.0708279609680176,0.1413975954055786,0.005040973424911499,0.2777542173862457,0.0035945847630500793,3.487712773866951,0.012686766684055328,0.033710263669490814,0.009249512106180191,956.38623046875,393.7369079589844,562.6492919921875,967.8338623046875,401.3515930175781,566.4822387695312,-0.0119696743786335,-0.01933952607214451,-0.006812319625169039,-1.19696743786335,1.2792489994317293,3.430863459743559,1.271319751162082,3.3848627406731246,3.0932127457112073,3.0179820233397185,4.275778547301888,8.12455291132443,8.12455291132443,greedy,4.275778547301888,0.0,hard_fault_cluster,0.007463757714941812,False
3,__aig_and_12751,observe,0.4259156882762909,5.974102837145328,5.293066930770873,0.9437379530072212,3.883166844144464,6.071026160592963,5.974102837145328,5.974102837145328,0.37529316267415547,1.4455924034118652,1.0,0.09692332344763442,3,2,1,0.0,1.0,2,1,1,0.0,0.4259156882762909,0.01812567561864853,4.998542201519013,4.240885829925537,0.00018125675618648528,0.390985906124115,0.012837225571274757,0.748717188835144,2.1265132427215576,0.1467156633734703,-0.013540253043174744,0.30697157979011536,0.012837225571274757,4.983699803054333,0.013210270553827286,0.02954971045255661,0.009527269750833511,967.9094848632812,401.41656494140625,566.492919921875,970.7880249023438,403.2615966796875,567.5264282226562,-0.002973976545035839,-0.004596301820129156,-0.0018243975937366486,-0.2973976545035839,1.3519899565726519,4.474124544560909,1.3287677806802094,4.373409384191036,4.50407535135746,4.404046402424574,5.974102837145328,14.09865574846976,14.09865574846976,greedy,5.974102837145328,0.0,hard_fault_cluster,0.27601279317697225,False
4,new_n5205,observe,0.33347249031066895,4.225064512044191,3.529802441596985,0.704383927732706,2.7462919328287243,4.268498895077974,4.225064512044191,4.225064512044191,0.26613208651542664,-1.2138361930847168,0.4551884259754825,0.09542066659691884,3,2,1,0.0,-0.4357688262058886,2,1,1,0.0,0.33347249031066895,0.008292831480503082,3.79951926022768,3.8583850860595703,8.292831480503083e-05,0.378792405128479,0.015331065282225609,0.28906819224357605,2.102665424346924,0.19087830930948257,0.007898375391960144,0.373858243227005,0.008292831480503082,4.116126624643803,0.012824568897485733,0.030242040753364563,0.00879887118935585,970.5589599609375,402.7545166015625,567.804443359375,979.1090087890625,408.6158752441406,570.4931640625,-0.008809407241642475,-0.014553179033100605,-0.004735293332487345,-0.8809407241642475,1.306080786511302,4.087395187616348,1.2883628639392555,4.215088936090469,3.309476783871651,3.385210203751922,4.225064512044191,18.32372026051395,18.32372026051395,greedy,4.225064512044191,0.0,hard_fault_cluster,0.10864099510387717,False
5,__aig_and_12668,control1,0.36761391162872314,4.075001895129681,3.497058868408203,0.6050959357619285,2.6487512318342925,4.101584199892477,4.075001895129681,4.075001895129681,0.3268372118473053,0.3312362730503082,0.2829671612526164,0.09394130628134759,3,2,1,0.0,1.0,2,1,1,0.0,0.36761391162872314,0.013943977653980255,3.335905414074659,3.0688250303268436,0.00013943977653980256,0.3792869746685028,0.01376762893050909,0.8891449570655823,1.99962317943573,-0.11672917753458023,-0.22499452531337738,-0.008463829755783081,0.01376762893050909,3.590624715164304,0.01030348613858223,0.025117427110671997,0.007081516087055206,979.4476318359375,409.0413513183594,570.4063110351562,978.2247924804688,409.2325439453125,568.9922485351562,0.0012484989129006863,-0.0004674163646996021,0.0024790442548692226,0.12484989129006863,1.0580602204427123,3.1006092301756145,1.0372765155043453,3.015621112957597,3.0778758220374587,3.0259170782193543,4.075001895129681,22.398722155643632,22.398722155643632,greedy,4.075001895129681,0.0,hard_fault_cluster,0.15084485407066056,False
6,__aig_and_12701,control1,0.3460543751716614,2.7795991659164425,2.3705041646957397,0.5797667741775512,1.8067394578456877,2.82847812438293,2.7795991659164425,2.80144248406697,0.34290412068367004,0.7331497073173523,0.5285075546186653,0.09248488132162049,1,2,0,0.0,1.0,1,1,1,0.23618258290851035,0.3460543751716614,0.014538012444972992,3.0762783944606777,3.075255012512207,0.00014538012444972992,0.3812499940395355,0.01291426457464695,0.9486310482025146,2.0634899139404297,-0.1264108642935753,-0.24258635938167572,-0.010235369205474854,0.01291426457464695,3.234286122918129,0.008206956088542938,0.022196166217327118,0.005407288670539856,978.5097045898438,409.37408447265625,569.1356201171875,980.4031372070312,410.27752685546875,570.1256103515625,-0.0019350167131051421,-0.0022068871185183525,-0.0017394628375768661,-0.1935016713105142,0.8481478858739138,1.8860995745658875,0.8275586781091988,1.863103506565094,2.2449799537658692,2.3235387079417706,2.80144248406697,25.200164639710604,25.200164639710604,greedy,2.80144248406697,0.0,hard_fault_cluster,0.0012998266897746818,True
7,__aig_and_11859,observe,0.3668150305747986,3.0031943464279176,2.1746769905090333,0.6607892560958862,1.9520763251781466,3.094245382565921,3.0031943464279176,3.0031943464279176,0.25418129563331604,-1.0934115648269653,1.0,0.09105103613800342,3,2,1,0.0,1.0,2,1,1,0.0,0.3668150305747986,0.021997377276420593,3.2163235530257226,2.910911655426025,0.00021997377276420594,0.39405789971351624,0.013635287061333656,0.7485731244087219,2.0911331176757812,0.18120577931404114,0.06948772072792053,0.29292383790016174,0.013635287061333656,2.7600244159996508,0.010163649916648865,0.026621535420417786,0.006645359098911285,980.4225463867188,410.35101318359375,570.071533203125,982.1891479492188,411.21575927734375,570.973388671875,-0.001801877748221159,-0.0021073326934129,-0.0015820040134713054,-0.1801877748221159,1.0519976560026407,2.7990331548452376,1.025273157749325,2.7515977519750594,2.408975039422512,2.267657492160797,3.0031943464279176,28.20335898613852,28.20335898613852,greedy,3.0031943464279176,0.0,hard_fault_cluster,0.0357958872810358,False
8,__aig_and_11896,control1,0.3492076098918915,3.1727426648139954,2.726867628097534,0.45770148038864134,2.062282732129097,3.1739217728972147,3.1727426648139954,3.229221724869678,0.32779189944267273,0.5230947732925415,0.013153901202078398,0.08963942066351505,1,2,0,0.0,1.0,1,1,1,0.6300694453134819,0.3492076098918915,0.021647289395332336,2.6047942280769347,3.0165817022323607,0.00021647289395332336,0.38871732354164124,0.011224482208490372,0.9232381582260132,1.9705510139465332,-0.12903393805027008,-0.2518032193183899,-0.0062646567821502686,0.011224482208490372,2.1512517261505124,0.008114628493785858,0.02356494963169098,0.00513777881860733,982.687744140625,411.184814453125,571.5029296875,985.38232421875,412.7762451171875,572.6060791015625,-0.0027420511469244957,-0.003870353801175952,-0.001930260332301259,-0.27420511469244957,0.8443346209824085,1.7933881944417953,0.8196807922795415,1.7469273275136947,2.268378567695618,2.4225025527179245,3.229221724869678,31.4325807110082,31.4325807110082,greedy,3.229221724869678,0.0,hard_fault_cluster,0.0579484902309059,False
9,__aig_and_22962,observe,0.3625938296318054,3.0848772310465575,2.7211593866348265,0.35545609794557087,2.0051702001802623,3.1428003356719736,3.11859009404401,3.1124131567914324,0.2577589154243469,-0.9064037799835205,0.6563547640311802,0.08824969025845955,2,2,1,0.38201678554017393,0.8091466913995197,1,1,1,0.3120229166156806,0.3625938296318054,0.021801799535751343,2.42128249630332,2.375245237350464,0.00021801799535751344,0.3879339396953583,0.005385814234614372,0.6777356863021851,2.09358549118042,0.2417924776673317,0.09693838655948639,0.386646568775177,0.005385814234614372,1.519498456418514,0.008727535605430603,0.024782493710517883,0.00573325902223587,985.4119873046875,413.33502197265625,572.0769653320312,985.5633544921875,413.70123291015625,571.8621215820312,-0.0001536080235382542,-0.0008859905647113919,0.00037555041490122676,-0.01536080235382542,0.899941174313426,2.3855660790204998,0.8795504639856517,2.294967388510704,2.3707686409354207,2.2732757107540964,3.1124131567914324,34.54499386779963,34.54499386779963,greedy,3.1124131567914324,0.0,hard_fault_cluster,0.01835787774863828,False
10,__aig_not_11851,control0,0.32577481865882874,2.308037545531988,1.844203758239746,0.28825764581561086,1.5002244045957924,2.380374982796226,2.308037545531988,2.308037545531988,0.3661157488822937,1.2484462261199951,0.832598799281781,0.08688150562628433,1,3,0,0.0,1.0,1,2,0,0.0,0.32577481865882874,0.0167965367436409,1.333404331728816,1.1091636776924134,0.000167965367436409,0.3833868205547333,0.007886014878749847,0.8405932188034058,2.1468381881713867,-0.08719637989997864,-0.18229882419109344,0.00790606439113617,0.007886014878749847,1.5283239827305077,0.006047289818525314,0.024212859570980072,0.003913711756467819,985.113037109375,413.1842956542969,571.9287719726562,979.4719848632812,409.99176025390625,569.480224609375,0.005726299248635769,0.007726661860942841,0.004281210247427225,0.5726299248635769,0.6294115334749222,0.7964107800275086,0.6108996197581291,0.6981615830212831,1.3660467647016048,1.2820266734436154,2.308037545531988,36.85303141333162,36.85303141333162,greedy,2.308037545531988,0.0,hard_fault_cluster,0.08163265306122446,False
