node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_not_26574,1,0,1,0,0
__aig_not_45989,1,0,1,0,0
__aig_not_45992,1,0,1,0,0
__aig_not_45998,1,0,1,0,0
__aig_not_45999,1,0,1,0,0
__aig_not_46001,1,0,1,0,0
__aig_not_46005,1,0,1,0,0
__aig_not_46007,1,0,1,0,0
__aig_not_46010,1,0,1,0,0
__aig_not_46012,1,0,1,0,0
__aig_not_46014,1,0,1,0,0
__aig_not_46016,1,0,1,0,0
__aig_not_46018,1,0,1,0,0
__aig_not_46020,1,0,1,0,0
__aig_not_46023,1,0,1,0,0
__aig_not_46030,1,0,1,0,0
__aig_not_46032,1,0,1,0,0
__aig_not_46035,1,0,1,0,0
__aig_not_46041,1,0,1,0,0
__aig_not_46047,1,0,1,0,0
__aig_not_46053,1,0,1,0,0
__aig_not_46054,1,0,1,0,0
__aig_not_46056,1,0,1,0,0
__aig_not_46062,1,0,1,0,0
__aig_not_46065,1,0,1,0,0
__aig_not_46067,1,0,1,0,0
__aig_not_46075,1,0,1,0,0
__aig_not_46081,1,0,1,0,0
__aig_not_46094,1,0,1,0,0
__buf_split_29736,1,0,1,0,0
__buf_split_29741,1,0,1,0,0
__buf_split_29742,1,0,1,0,0
__buf_split_29746,1,0,1,0,0
__buf_split_29748,1,0,1,0,0
__buf_split_29758,1,0,1,0,0
__buf_split_29760,1,0,1,0,0
__buf_split_29761,1,0,1,0,0
__buf_split_29773,1,0,1,0,0
__buf_split_29775,1,0,1,0,0
__buf_split_29796,1,0,1,0,0
__buf_split_29798,1,0,1,0,0
new_n21663,1,0,1,0,0
new_n21692,1,0,1,0,0
new_n21693,1,0,1,0,0
