node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_57_R248_U18,3,0,1,0,2
__tpi_cp_27_R248_U49,2,0,1,0,1
__tpi_cp_32_R248_U23,2,0,1,0,1
__tpi_cp_36_R248_U57,2,0,1,0,1
__tpi_cp_48_R248_U8,2,0,0,0,2
__tpi_cp_59_R248_U20,2,0,0,0,2
__tpi_cp_60_R248_U19,2,0,0,0,2
__tpi_cp_62_R248_U13,2,0,0,2,0
__tpi_cp_73_U352,2,0,0,2,0
R248_U23,1,0,1,0,0
R248_U49,1,0,1,0,0
R248_U57,1,0,1,0,0
R248_U67,1,0,1,0,0
__aig_and_393,1,0,0,0,1
__aig_and_407,1,0,0,0,1
__buf_split_518,1,1,0,0,0
__buf_split_526,1,0,1,0,0
__buf_split_547,1,0,1,0,0
__buf_split_550,1,0,1,0,0
__buf_split_553,1,0,1,0,0
__buf_split_556,1,0,1,0,0
__tpi_cp_10___buf_split_532,1,0,0,0,1
__tpi_cp_12___buf_split_112,1,0,0,0,1
__tpi_cp_13_U401,1,0,0,0,1
__tpi_cp_15___buf_split_84,1,0,0,0,1
__tpi_cp_18_U456,1,0,0,0,1
__tpi_cp_1___buf_split_524,1,0,0,0,1
__tpi_cp_21_U353,1,0,0,0,1
__tpi_cp_23_R248_U60,1,0,0,0,1
__tpi_cp_26___buf_split_9,1,0,0,0,1
__tpi_cp_28_R248_U43,1,0,0,1,0
__tpi_cp_2_U347,1,0,0,1,0
__tpi_cp_33_R248_U42,1,0,0,1,0
__tpi_cp_35___buf_split_510,1,0,0,0,1
__tpi_cp_38_R248_U56,1,0,0,0,1
__tpi_cp_39_R248_U53,1,0,0,0,1
__tpi_cp_40_R248_U61,1,0,0,0,1
__tpi_cp_41_R248_U48,1,0,0,0,1
__tpi_cp_45___aig_and_133,1,0,0,1,0
__tpi_cp_46_R248_U58,1,0,0,0,1
__tpi_cp_49_R248_U14,1,0,0,0,1
__tpi_cp_4_U349,1,0,0,1,0
__tpi_cp_50_R248_U9,1,0,0,0,1
__tpi_cp_51_R248_U50,1,0,0,0,1
__tpi_cp_54___aig_and_73,1,0,0,1,0
__tpi_cp_55_U311,1,0,0,1,0
__tpi_cp_56_R248_U45,1,0,0,0,1
__tpi_cp_58_U354,1,0,0,0,1
__tpi_cp_5_U351,1,0,0,1,0
__tpi_cp_61_U355,1,0,0,0,1
__tpi_cp_64_R248_U16,1,0,0,1,0
__tpi_cp_65___buf_split_544,1,0,0,0,1
__tpi_cp_66___buf_split_512,1,0,0,0,1
__tpi_cp_67___buf_split_8,1,0,0,0,1
__tpi_cp_68___buf_split_528,1,0,0,1,0
__tpi_cp_69_R248_U11,1,0,0,0,1
__tpi_cp_70___aig_and_366,1,0,0,0,1
__tpi_cp_71___buf_split_515,1,0,0,1,0
__tpi_cp_72_U312,1,0,0,1,0
__tpi_cp_74___buf_split_506,1,0,0,0,1
__tpi_cp_75_U399,1,0,0,1,0
__tpi_cp_76___buf_split_508,1,0,0,1,0
__tpi_cp_77___buf_split_518,1,0,0,1,0
__tpi_cp_78___buf_split_79,1,0,0,0,1
__tpi_cp_79_U400,1,0,0,1,0
__tpi_cp_80___buf_split_83,1,0,0,0,1
__tpi_cp_81___buf_split_511,1,0,0,1,0
__tpi_cp_82___buf_split_77,1,0,0,1,0
__tpi_cp_83___buf_split_87,1,0,0,0,1
__tpi_cp_84___buf_split_507,1,0,0,1,0
__tpi_cp_86___buf_split_81,1,0,0,1,0
__tpi_cp_87_R248_U47,1,0,0,1,0
__tpi_cp_8_R248_U70,1,0,0,1,0
