[gmean] 2026-07-12T23:41:12 out_dir=autoresearch/exact-itc99-current-best-q-lcb-260712/b15_C
[gmean] 2026-07-12T23:41:12 budgets=iscas99__b15_1:278
[gmean] 2026-07-12T23:41:12 variant_start id=greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[gmean] 2026-07-12T23:41:12 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_pred_lcb
[plan iscas99__b15_1] [plan] ensemble_checkpoints=3 score_field=q_pred_lcb lcb_alpha=0.75
[plan iscas99__b15_1] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b15_C/exact_candidate_nodes.txt nodes=7918
[plan iscas99__b15_1] [plan] step=1 node=N7471 type=control0 q_pred_lcb=0.513137 sequence=0.513137
[plan iscas99__b15_1] [plan] step=2 node=N2184 type=observe q_pred_lcb=0.437525 sequence=0.950662
[plan iscas99__b15_1] [plan] step=3 node=N2204 type=observe q_pred_lcb=0.527578 sequence=1.478240
[plan iscas99__b15_1] [plan] step=4 node=N2218 type=observe q_pred_lcb=0.448744 sequence=1.926985
[plan iscas99__b15_1] [plan] step=5 node=N2219 type=observe q_pred_lcb=0.376958 sequence=2.303943
[plan iscas99__b15_1] [plan] step=6 node=N7511 type=observe q_pred_lcb=0.306606 sequence=2.610548
[plan iscas99__b15_1] [plan] step=7 node=N889 type=observe q_pred_lcb=0.299990 sequence=2.910539
[plan iscas99__b15_1] [plan] step=8 node=N892 type=observe q_pred_lcb=0.218823 sequence=3.129362
[plan iscas99__b15_1] [plan] step=9 node=N864 type=observe q_pred_lcb=0.203288 sequence=3.332650
[plan iscas99__b15_1] [plan] step=10 node=N869 type=observe q_pred_lcb=0.210891 sequence=3.543541
[plan iscas99__b15_1] [plan] step=11 node=N866 type=observe q_pred_lcb=0.142080 sequence=3.685621
[plan iscas99__b15_1] [plan] step=12 node=N867 type=observe q_pred_lcb=0.054796 sequence=3.740417
[plan iscas99__b15_1] [plan] step=13 node=N865 type=observe q_pred_lcb=0.050363 sequence=3.790780
[plan iscas99__b15_1] [plan] step=14 node=N870 type=observe q_pred_lcb=0.060617 sequence=3.851397
[plan iscas99__b15_1] [plan] step=15 node=N1350 type=observe q_pred_lcb=0.091437 sequence=3.942834
[plan iscas99__b15_1] [plan] step=16 node=N885 type=observe q_pred_lcb=-0.045378 sequence=3.897456
[plan iscas99__b15_1] [plan] step=17 node=N1349 type=observe q_pred_lcb=-0.052079 sequence=3.845377
[plan iscas99__b15_1] [plan] step=18 node=N886 type=observe q_pred_lcb=-0.127092 sequence=3.718285
[plan iscas99__b15_1] [plan] step=19 node=N868 type=observe q_pred_lcb=-0.137331 sequence=3.580954
[plan iscas99__b15_1] [plan] step=20 node=N888 type=observe q_pred_lcb=-0.176538 sequence=3.404416
[plan iscas99__b15_1] [plan] step=21 node=N871 type=observe q_pred_lcb=-0.172252 sequence=3.232164
[plan iscas99__b15_1] [plan] step=22 node=N887 type=observe q_pred_lcb=-0.208825 sequence=3.023339
[plan iscas99__b15_1] [plan] step=23 node=N855 type=observe q_pred_lcb=-0.196443 sequence=2.826896
[plan iscas99__b15_1] [plan] step=24 node=N5335 type=observe q_pred_lcb=-0.239565 sequence=2.587331
[plan iscas99__b15_1] [plan] step=25 node=N891 type=observe q_pred_lcb=-0.264896 sequence=2.322435
[plan iscas99__b15_1] [plan] step=26 node=N890 type=observe q_pred_lcb=-0.275037 sequence=2.047399
[plan iscas99__b15_1] [plan] step=27 node=N2212 type=observe q_pred_lcb=-0.326839 sequence=1.720560
[plan iscas99__b15_1] [plan] step=28 node=N2224 type=observe q_pred_lcb=-0.348209 sequence=1.372351
[plan iscas99__b15_1] [plan] step=29 node=N2207 type=observe q_pred_lcb=-0.362959 sequence=1.009392
[plan iscas99__b15_1] [plan] step=30 node=N2214 type=observe q_pred_lcb=-0.388457 sequence=0.620935
[plan iscas99__b15_1] [plan] step=31 node=N2225 type=observe q_pred_lcb=-0.425704 sequence=0.195231
[plan iscas99__b15_1] [plan] step=32 node=N2241 type=observe q_pred_lcb=-0.438237 sequence=-0.243006
[plan iscas99__b15_1] [plan] step=33 node=N2242 type=observe q_pred_lcb=-0.466816 sequence=-0.709822
[plan iscas99__b15_1] [plan] step=34 node=N2226 type=observe q_pred_lcb=-0.530245 sequence=-1.240067
[plan iscas99__b15_1] [plan] step=35 node=N2269 type=observe q_pred_lcb=-0.563573 sequence=-1.803640
[plan iscas99__b15_1] [plan] step=36 node=N2271 type=observe q_pred_lcb=-0.592034 sequence=-2.395675
[plan iscas99__b15_1] [plan] step=37 node=N5473 type=observe q_pred_lcb=-0.654322 sequence=-3.049996
[plan iscas99__b15_1] [plan] step=38 node=N2201 type=observe q_pred_lcb=-0.574454 sequence=-3.624450
[plan iscas99__b15_1] [plan] step=39 node=N2259 type=observe q_pred_lcb=-0.618863 sequence=-4.243313
[plan iscas99__b15_1] [plan] step=40 node=N5422 type=observe q_pred_lcb=-0.678930 sequence=-4.922243
[plan iscas99__b15_1] [plan] step=41 node=N2267 type=observe q_pred_lcb=-0.568498 sequence=-5.490741
[plan iscas99__b15_1] [plan] step=42 node=N2263 type=observe q_pred_lcb=-0.633102 sequence=-6.123843
[plan iscas99__b15_1] [plan] step=43 node=N5439 type=observe q_pred_lcb=-0.682226 sequence=-6.806070
[plan iscas99__b15_1] [plan] step=44 node=N5456 type=observe q_pred_lcb=-0.604980 sequence=-7.411049
[plan iscas99__b15_1] [plan] step=45 node=N5373 type=observe q_pred_lcb=-0.532268 sequence=-7.943317
[plan iscas99__b15_1] [plan] step=46 node=N5390 type=observe q_pred_lcb=-0.469548 sequence=-8.412865
[plan iscas99__b15_1] [plan] step=47 node=N5740 type=observe q_pred_lcb=-0.429811 sequence=-8.842676
[plan iscas99__b15_1] [plan] step=48 node=N2153 type=observe q_pred_lcb=-0.407040 sequence=-9.249716
[plan iscas99__b15_1] [plan] step=49 node=N5046 type=observe q_pred_lcb=-0.502451 sequence=-9.752167
[plan iscas99__b15_1] [plan] step=50 node=N2209 type=observe q_pred_lcb=-0.462468 sequence=-10.214636
[plan iscas99__b15_1] [plan] step=51 node=N2255 type=observe q_pred_lcb=-0.513903 sequence=-10.728539
[plan iscas99__b15_1] [plan] step=52 node=N2082 type=observe q_pred_lcb=-0.569534 sequence=-11.298073
