step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2731,control0,2.1199684143066406,5.421413831412792,2.1199684143066406,0.754888653755188,3.538452275842428,0.00754888653755188,0.34333908557891846,0.03286393731832504,0.03286393731832504,1.108263030797243,0.08427821099758148,0.1913015991449356,0.05903182551264763,105202.203125,42442.375,62759.828125,108553.625,46001.3203125,62552.30859375,-0.0318569540977478,-0.0838535875082016,0.003306566271930933,-3.1856954097747803,9.215573690831661,2.836542420461774,8.624759247526526,2.652632646635175,5.421413831412792,5.421413831412792,5.421413831412792,greedy,5.421413831412792,0.0,hard_fault_cluster
2,N7781,observe,1.8905903100967407,1.7638863131403923,1.8905903100967407,0.7845354080200195,1.5592387452721594,0.007845354080200196,0.3480381369590759,0.02071983553469181,0.02071983553469181,0.1162989836931228,0.07365038245916367,0.1704055666923523,0.05141793563961983,108560.9921875,46018.859375,62542.1328125,109739.5,46886.6953125,62852.8046875,-0.0108557203784585,-0.01885826699435711,-0.004967401269823313,-1.08557203784585,8.170293489471078,2.567250573039055,7.566352056805044,2.7051137560606007,1.7638863131403923,7.185300144553184,7.185300144553184,greedy,1.7638863131403923,0.0,hard_fault_cluster
3,N8089,observe,1.667296051979065,1.1545543055981398,1.667296051979065,0.7520381808280945,1.0891022499650715,0.007520381808280945,0.3600665032863617,0.022168414667248726,0.022168414667248726,0.35249734297394747,0.06698524206876755,0.16248819231987,0.0481257401406765,109739.796875,46886.87890625,62852.921875,110167.546875,47149.7578125,63017.78515625,-0.0038978566881269217,-0.005606662482023239,-0.0026230011135339737,-0.38978566881269217,7.472730802372098,1.5799423284083605,6.892075855750591,1.655700571015477,1.1545543055981398,8.339854450151325,8.339854450151325,greedy,1.1545543055981398,0.0,hard_fault_cluster
4,N5319,control0,1.5251765251159668,0.8863221049308778,1.5251765251159668,0.764833390712738,0.9105080276727676,0.00764833390712738,0.365233451128006,0.019837411120533943,0.019837411120533943,-0.4632647079229355,0.05630767345428467,0.15521878004074097,0.04415471851825714,110168.0625,47150.53515625,63017.5234375,109020.515625,46323.90234375,62696.609375,0.010416329838335514,0.017531780526041985,0.00509245740249753,1.0416329838335514,6.415438147261739,0.8562399387359619,5.826935045886785,0.8321694731712341,0.8863221049308778,9.226176555082203,9.226176555082203,greedy,0.8863221049308778,0.0,hard_fault_cluster
5,N6780,control0,1.5591857433319092,1.3710596814751626,1.5591857433319092,0.818781316280365,1.4643504783511163,0.00818781316280365,0.3809875547885895,0.02061726339161396,0.02061726339161396,-0.14762235343456276,0.05635611712932587,0.15762977302074432,0.04340200126171112,109020.6484375,46323.9765625,62696.671875,108469.09375,45920.015625,62549.078125,0.005059176590293646,0.008720342069864273,0.0023540921974927187,0.5059176590293646,6.475010292604566,1.186260493993759,5.845461357850581,1.1465701305866243,1.3710596814751626,10.597236236557366,10.597236236557366,greedy,1.3710596814751626,0.0,hard_fault_cluster
6,N6992,control0,1.6516404151916504,1.4113703578710555,1.6516404151916504,0.8451404571533203,1.4851602643728257,0.008451404571533204,0.39906761050224304,0.024431468918919563,0.024431468918919563,0.36600020170211794,0.058319028466939926,0.164717897772789,0.04494684189558029,108469.21875,45919.984375,62549.234375,107819.578125,45464.8671875,62354.7109375,0.005989170167595148,0.00991109199821949,0.0031099251937121153,0.5989170167595148,6.7014747727662325,1.254876674413681,6.049295828212053,1.2212050807476043,1.4113703578710555,12.008606594428421,12.008606594428421,greedy,1.4113703578710555,0.0,hard_fault_cluster
7,N12071,control0,1.5547816753387451,1.198872935771942,1.5547816753387451,0.8624773025512695,1.2857109874486923,0.008624773025512695,0.4062090218067169,0.026613110676407814,0.026613110676407814,0.42875957190990444,0.056208446621894836,0.16382227838039398,0.04383651167154312,107819.6484375,45464.984375,62354.6640625,107738.34375,45401.390625,62336.953125,0.000754080421756953,0.0013987412676215172,0.00028403548640199006,0.0754080421756953,6.509935075417161,1.0605187684297561,5.843117265496403,1.0543330579996109,1.198872935771942,13.207479530200363,13.207479530200363,greedy,1.198872935771942,0.0,hard_fault_cluster
8,N11983,control0,1.4948756694793701,1.1370007289573552,1.4948756694793701,0.8732739686965942,1.1097494481131434,0.008732739686965942,0.4141693413257599,0.027936505153775215,0.027936505153775215,0.36902899146080015,0.05490677058696747,0.16606637835502625,0.04421597346663475,107738.203125,45401.33203125,62336.875,107466.28125,45201.84375,62264.4375,0.0025239132810384035,0.004393886309117079,0.0011620329460129142,0.25239132810384035,6.391887532547116,1.053771990984678,5.715979677159339,1.0771438483893871,1.1370007289573552,14.344480259157718,14.344480259157718,greedy,1.1370007289573552,0.0,hard_fault_cluster
9,N12015,control0,1.4288902282714844,1.1329916153103112,1.4288902282714844,0.876494824886322,1.2147328812628984,0.00876494824886322,0.4204789102077484,0.02879289723932743,0.02879289723932743,0.438736312687397,0.05349886044859886,0.16853246092796326,0.044876519590616226,107466.3203125,45201.890625,62264.4296875,107232.0234375,45039.5,62192.5234375,0.0021801888942718506,0.0035925626289099455,0.0011548527982085943,0.21801888942718506,6.255173766985536,1.2136305603384971,5.5762079753912985,1.203052679002285,1.1329916153103112,15.47747187446803,15.47747187446803,greedy,1.1329916153103112,0.0,hard_fault_cluster
10,N12055,control0,1.350588083267212,1.2097397539764643,1.350588083267212,0.8725944757461548,1.141022751107812,0.008725944757461548,0.42422646284103394,0.02986026741564274,0.02986026741564274,0.4943890541791916,0.052122391760349274,0.17065441608428955,0.04532398283481598,107232.015625,45039.51171875,62192.5078125,107048.328125,44917.39453125,62130.9296875,0.0017129911575466394,0.0027113347314298153,0.0009901212761178613,0.17129911575466394,6.114693919196725,1.2710649779438972,5.437852861825377,1.2327812722325324,1.2097397539764643,16.687211628444494,16.687211628444494,greedy,1.2097397539764643,0.0,hard_fault_cluster
