step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N672,control1,1.0227816104888916,4.531176447868347,2.7564063787460324,1.099829077720642,2.9452646911144256,1.0227816104888916,0.4739781320095062,4.51055716574192,3.1991995334625245,0.004739781320095063,0.25527700781822205,1.6179497241973877,0.9563369154930115,1.6583309173583984,0.07233896851539612,0.16738365590572357,-0.022705718874931335,0.4739781320095062,4.5564385089278225,0.09629184007644653,0.10695294290781021,0.07213795185089111,29591.27734375,11625.73046875,17965.546875,29909.73828125,12109.06640625,17800.671875,-0.01076198648661375,-0.04157467186450958,0.00917728804051876,-1.076198648661375,11.721111863851547,6.256531563997269,10.152165971696377,6.028468695878983,3.959335365891457,3.317932559847832,0.9563369154930115,0.9563369154930115,0.9563369154930115,greedy,0.9563369154930115,0.0,hard_fault_cluster,,False
2,N502,control1,1.1457784175872803,5.134357814788819,2.4264530301094056,1.6774136924743652,3.3373325796127324,1.1457784175872803,0.5315858721733093,6.116931694746017,3.9034482955932615,0.005315858721733093,0.2672370374202728,1.776848554611206,1.0405219793319702,1.5985814332962036,-0.025926344096660614,0.0919017642736435,-0.14375445246696472,0.5315858721733093,5.818417921662331,0.09115152060985565,0.09700389951467514,0.06766542047262192,29906.70703125,12104.6845703125,17802.021484375,29998.5546875,12168.3359375,17830.21875,-0.0030711391009390354,-0.005258407909423113,-0.001583936158567667,-0.30711391009390354,11.42358648777008,4.676973732113838,9.692260667681694,4.393957765698433,4.29429874420166,3.2941749629378316,1.0405219793319702,1.9968588948249817,1.9968588948249817,greedy,1.0405219793319702,0.0,hard_fault_cluster,,False
3,N2155,observe,1.1500225067138672,6.168132337629795,3.5726902246475216,1.7028095445036888,4.009286019459367,1.1500225067138672,0.5354534387588501,7.038103787600994,5.999999999999999,0.0053545343875885006,0.25070613622665405,1.794946312904358,1.033145785331726,1.632676362991333,0.021960221230983734,0.15047220885753632,-0.10655176639556885,0.5354534387588501,7.101576734036207,0.09300833940505981,0.09990555793046951,0.06991984695196152,30004.51171875,12175.71484375,17828.796875,30224.75,12330.0283203125,17894.72265625,-0.007340172305703163,-0.012673874385654926,-0.0036977133713662624,-0.7340172305703163,11.63123369216919,7.195064349770546,9.883433878421783,7.195064349770546,5.084481741487979,4.677798917219042,1.033145785331726,3.0300046801567078,3.0300046801567078,greedy,1.033145785331726,0.0,hard_fault_cluster,,False
4,N762,control1,1.0120302438735962,3.4238741803169255,2.0277540802955625,0.7099779820442199,2.2255182172060017,1.0120302438735962,0.5293167233467102,2.9310434967279435,1.869712746143341,0.005293167233467102,0.23345109820365906,1.8483048677444458,1.0311945676803589,1.6499130725860596,-0.028268955647945404,0.11576376855373383,-0.17230167984962463,0.5293167233467102,2.8675397378206253,0.08581557124853134,0.0939248576760292,0.06401203572750092,30223.83984375,12328.7919921875,17895.046875,30102.705078125,12240.85546875,17861.849609375,0.00400792108848691,0.007132614962756634,0.0018551091197878122,0.400792108848691,10.95917871594429,2.8199712201952933,9.175962522625923,2.8370796605944633,2.5773222357034684,2.04474877089262,1.0311945676803589,4.061199247837067,4.061199247837067,greedy,1.0311945676803589,0.0,hard_fault_cluster,,False
5,N893,control1,0.8409349918365479,1.8865950276702643,2.905900478363037,0.2957328080385923,1.226286767985672,0.8409349918365479,0.49915990233421326,0.929621433764696,2.1268926829099652,0.004991599023342132,0.18438714742660522,2.1098227500915527,1.1291476488113403,1.8878366947174072,-0.014977939426898956,0.14214830100536346,-0.17210417985916138,0.49915990233421326,0.8025531320273875,0.08383635431528091,0.0908459797501564,0.06234590709209442,30103.11328125,12241.3818359375,17861.73046875,29992.82421875,12154.1455078125,17838.677734375,0.003663709620013833,0.007126346230506897,0.001290621585212648,0.3663709620013833,10.992618083953857,1.6157762730121612,9.035881094634533,1.4010131481289863,1.3315877422690392,2.9655320324748753,1.1291476488113403,5.190346896648407,5.190346896648407,greedy,1.1291476488113403,0.0,hard_fault_cluster,,False
6,N3644,control0,0.5963829755783081,2.385341630876064,3.0449129223823546,0.4993795558810234,1.5504720600694417,0.5963829755783081,0.48798343539237976,1.9343584552407265,2.8080012083053587,0.004879834353923798,0.13582181930541992,2.2366201877593994,1.1227813959121704,1.9358271360397339,0.0180094912648201,0.1995166391134262,-0.163497656583786,0.48798343539237976,1.7571775533258915,0.06914812326431274,0.08325352519750595,0.0464172437787056,29993.3671875,12154.689453125,17838.677734375,29915.3515625,12080.2890625,17835.0625,0.0026010959409177303,0.006121126469224691,0.00020266268984414637,0.26010959409177303,9.639415949583054,1.1936004661023616,7.595963232219219,0.1633528225123882,1.4800285771489143,2.5370185751467944,1.1227813959121704,6.313128292560577,6.313128292560577,greedy,1.1227813959121704,0.0,hard_fault_cluster,,False
7,N507,control1,0.7680027484893799,6.501428417861462,5.999999999999999,0.7009089931845665,4.22592847160995,0.7680027484893799,0.5470520853996277,2.7056217160820957,2.7776492953300473,0.005470520853996277,0.12287989258766174,2.391573429107666,1.2397748231887817,2.241771697998047,-0.01808551698923111,0.06951330602169037,-0.10568434000015259,0.5470520853996277,2.4125400090217592,0.07083111256361008,0.08315444737672806,0.048094820231199265,29922.171875,12077.9462890625,17844.2265625,29712.806640625,11900.93359375,17811.873046875,0.006996993441134691,0.014655860140919685,0.0018131083343178034,0.6996993441134691,10.021736770868301,4.030121246278286,7.817767634987831,4.159316936433315,3.9521613776683813,4.668904895484447,1.2397748231887817,7.552903115749359,7.552903115749359,greedy,1.2397748231887817,0.0,hard_fault_cluster,,False
8,N3756,control0,0.5214211940765381,1.389370893985033,2.464559894800186,0.3422219233214855,0.9030910810902716,0.5214211940765381,0.5471938252449036,1.1500162264704703,2.353057926893234,0.005471938252449036,0.11400076746940613,2.3425509929656982,1.1884914636611938,2.077341079711914,0.010987870395183563,0.2023310512304306,-0.18035531044006348,0.5471938252449036,1.0392009750008582,0.06458432972431183,0.08224519342184067,0.04031992703676224,29706.01171875,11903.39453125,17802.6171875,29766.0078125,11930.96484375,17835.04296875,-0.0020196617115288973,-0.0023161722347140312,-0.001821405254304409,-0.20196617115288973,9.348177790641785,0.9903140796720982,7.180869176983833,0.9267958535254002,0.9594441905617713,2.5245413140207527,1.1884914636611938,8.741394579410553,8.741394579410553,greedy,1.1884914636611938,0.0,hard_fault_cluster,,False
9,N7510,control1,0.6142057776451111,3.295942024737596,3.8066333770751952,0.45562670722603793,2.1423623160794376,0.6142057776451111,0.5557403564453125,1.5527861392498015,2.3677612006664273,0.005557403564453125,0.1088557243347168,2.3385133743286133,1.1787725687026978,2.184391975402832,0.04304561764001846,0.16689325869083405,-0.08080202341079712,0.5557403564453125,1.358365726172924,0.06676478683948517,0.0815844014286995,0.04234455153346062,29764.3984375,11929.5302734375,17834.8671875,29682.12109375,11873.77734375,17808.34375,0.002764287171885371,0.0046735224314033985,0.0014871676685288548,0.2764287171885371,9.570732414722443,2.5458477282524106,7.400042116641998,2.637507607936859,2.146613177657127,3.4952985654771322,1.1787725687026978,9.92016714811325,9.92016714811325,greedy,1.1787725687026978,0.0,hard_fault_cluster,,False
10,N3742,control0,0.4499281942844391,0.7444584512710571,2.113356950879097,0.23084885001182556,0.48389799332618716,0.4499281942844391,0.5482063889503479,0.9495700493454933,1.1466426610946656,0.005482063889503479,0.08325257897377014,2.280348300933838,1.1405866146087646,2.034897804260254,0.027611427009105682,0.23101435601711273,-0.17579150199890137,0.5482063889503479,0.9746477308869361,0.06168411672115326,0.07962191849946976,0.03605928272008896,29683.703125,11875.212890625,17808.490234375,29723.86328125,11885.4580078125,17838.404296875,-0.001352936145849526,-0.0008627312490716577,-0.0016797641292214394,-0.1352936145849526,8.996966361999512,0.8478714016079902,6.875550344586372,0.6397732158750296,0.6965150594711305,1.8575955766439438,1.1405866146087646,11.060753762722015,11.060753762722015,greedy,1.1405866146087646,0.0,hard_fault_cluster,,False
