line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_not_test_en->__tpi_cp_4___buf_split_168 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_4___buf_split_168,__tpi_cp_4___buf_split_168,1,undetected,__tpi_cp_4___buf_split_168,__tpi_cp_4___buf_split_168,__tpi_cp_4___buf_split_168,sa1,1
2,__tpi_not_test_en->__tpi_cp_11___aig_and_130 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_11___aig_and_130,__tpi_cp_11___aig_and_130,1,undetected,__tpi_cp_11___aig_and_130,__tpi_cp_11___aig_and_130,__tpi_cp_11___aig_and_130,sa1,1
3,R248_U51 /1 undetected,output,,R248_U51,R248_U51,1,undetected,R248_U51,R248_U51,R248_U51,sa1,1
4,__buf_split_529 /1 undetected,output,,__buf_split_529,__buf_split_529,1,undetected,__buf_split_529,__buf_split_529,__buf_split_529,sa1,1
5,test_en->__tpi_cp_7_U350 /0 undetected,input_edge,test_en,__tpi_cp_7_U350,__tpi_cp_7_U350,0,undetected,__tpi_cp_7_U350,__tpi_cp_7_U350,__tpi_cp_7_U350,sa0,1
6,__tpi_not_test_en->__tpi_cp_10___buf_split_760 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_10___buf_split_760,__tpi_cp_10___buf_split_760,1,undetected,__tpi_cp_10___buf_split_760,__tpi_cp_10___buf_split_760,__tpi_cp_10___buf_split_760,sa1,1
7,R248_U49 /1 undetected,output,,R248_U49,R248_U49,1,undetected,R248_U49,R248_U49,R248_U49,sa1,1
8,__buf_split_526 /1 undetected,output,,__buf_split_526,__buf_split_526,1,undetected,__buf_split_526,__buf_split_526,__buf_split_526,sa1,1
9,R229_U82 /1 undetected,output,,R229_U82,R229_U82,1,undetected,R229_U82,R229_U82,R229_U82,sa1,1
10,__tpi_not_test_en->__tpi_cp_20_U560 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_20_U560,__tpi_cp_20_U560,1,undetected,__tpi_cp_20_U560,__tpi_cp_20_U560,__tpi_cp_20_U560,sa1,1
11,R248_U101 /1 undetected,output,,R248_U101,R248_U101,1,undetected,R248_U101,R248_U101,R248_U101,sa1,1
12,R254_U82 /1 undetected,output,,R254_U82,R254_U82,1,undetected,R254_U82,R254_U82,R254_U82,sa1,1
13,__buf_split_808 /1 undetected,output,,__buf_split_808,__buf_split_808,1,undetected,__buf_split_808,__buf_split_808,__buf_split_808,sa1,1
14,__buf_split_810 /1 undetected,output,,__buf_split_810,__buf_split_810,1,undetected,__buf_split_810,__buf_split_810,__buf_split_810,sa1,1
15,__buf_split_803 /1 undetected,output,,__buf_split_803,__buf_split_803,1,undetected,__buf_split_803,__buf_split_803,__buf_split_803,sa1,1
16,R254_U81 /1 undetected,output,,R254_U81,R254_U81,1,undetected,R254_U81,R254_U81,R254_U81,sa1,1
17,__buf_split_805 /1 undetected,output,,__buf_split_805,__buf_split_805,1,undetected,__buf_split_805,__buf_split_805,__buf_split_805,sa1,1
18,R248_U23 /1 undetected,output,,R248_U23,R248_U23,1,undetected,R248_U23,R248_U23,R248_U23,sa1,1
