node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
N16596,3,1,1,0,1
N10041,2,1,1,0,0
N10083,2,1,1,0,0
N10106,2,1,1,0,0
N12341,2,0,1,0,1
N12560,2,1,1,0,0
N12561,2,1,1,0,0
N12562,2,1,1,0,0
N12563,2,1,1,0,0
N14210,2,1,1,0,0
N14214,2,1,1,0,0
N14216,2,1,1,0,0
N1427,2,1,1,0,0
N1437,2,0,1,0,1
N14374,2,0,1,0,1
N14381,2,0,1,0,1
N14384,2,0,1,0,1
N16593,2,1,1,0,0
N16595,2,1,1,0,0
N16597,2,1,1,0,0
N16686,2,0,1,0,1
N16692,2,0,1,0,1
N20724,2,0,1,0,1
N20727,2,0,1,0,1
N20729,2,0,1,0,1
N20732,2,0,1,0,1
N20733,2,0,1,0,1
N20736,2,0,1,0,1
N20738,2,0,1,0,1
N20897,2,0,1,0,1
N21163,2,0,1,0,1
N21165,2,0,1,0,1
N21661,2,0,1,0,1
N21670,2,0,1,0,1
N21768,2,0,1,0,1
N22114,2,0,1,0,1
N22149,2,0,1,0,1
N22172,2,0,1,0,1
N22194,2,0,1,0,1
N22215,2,0,1,0,1
N22225,2,0,1,0,1
N22250,2,0,1,0,1
N22482,2,0,1,0,1
N22581,2,0,1,0,1
N22837,2,0,1,0,1
N22863,2,0,1,0,1
N4800,2,0,1,0,1
N4804,2,0,1,0,1
N8532,2,1,1,0,0
N8669,2,1,1,0,0
N8678,2,1,1,0,0
N8680,2,1,1,0,0
N8682,2,1,1,0,0
N8684,2,1,1,0,0
N8688,2,1,1,0,0
N8690,2,1,1,0,0
N8692,2,1,1,0,0
N914,2,1,1,0,0
N915,2,1,1,0,0
N922,2,1,1,0,0
N923,2,1,1,0,0
N924,2,1,1,0,0
N925,2,1,1,0,0
N926,2,1,1,0,0
N927,2,1,1,0,0
N946,2,1,1,0,0
N947,2,1,1,0,0
N954,2,1,1,0,0
N955,2,1,1,0,0
N956,2,1,1,0,0
N957,2,1,1,0,0
N958,2,1,1,0,0
N959,2,1,1,0,0
N960,2,1,1,0,0
N961,2,1,1,0,0
__tpi_cp_10_N1665,2,0,1,1,0
__tpi_cp_115_N8766,2,0,1,0,1
__tpi_cp_133_N10141,2,0,1,1,0
