step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N1180,control1,1.888105869293213,2.876652089804411,2.6863640785217284,0.4035814343392849,1.8698238583728672,1.888105869293213,0.7165921926498413,2.429270718991756,2.292814779281616,0.007165921926498413,0.4242992401123047,0.0466952919960022,0.0466952919960022,1.0967379313707353,0.09646204113960266,0.21926899254322052,0.07132156938314438,98506.4296875,39555.23828125,58951.19140625,102295.140625,42907.65234375,59387.484375,-0.038461558520793915,-0.08475272357463837,-0.007400918751955032,-3.8461558520793915,10.40949159860611,2.0535860459506514,9.837025985121727,1.9485885302722454,2.5084598928689954,2.672803662866354,2.876652089804411,2.876652089804411,2.876652089804411,greedy,2.876652089804411,0.0,hard_fault_cluster
2,N2076,observe,1.7388014793395996,1.7434954264387488,1.3543985426425933,0.2316817183420062,1.1332720271851868,1.7388014793395996,0.7253575325012207,1.4707162756472827,1.2295695304870606,0.007253575325012207,0.39719974994659424,0.03596892207860947,0.03596892207860947,0.13376488864421848,0.09518826752901077,0.20070020854473114,0.06828667223453522,102299.25,42914.171875,59385.078125,103709.7109375,44340.7734375,59368.9375,-0.013787598349153996,-0.03324313461780548,0.00027179595781490207,-1.3787598349153996,10.280153207480907,1.665649756491184,9.709158366546035,1.6353950825333594,1.4579126238822937,1.2715875320881604,1.7434954264387488,4.62014751624316,4.62014751624316,greedy,1.7434954264387488,0.0,hard_fault_cluster
3,N2075,observe,1.741011619567871,3.0195917306654154,2.445122408866882,0.39002623384818436,1.9627346249325202,1.741011619567871,0.7238537073135376,2.583369646128267,2.1002616405487062,0.007238537073135376,0.4032432734966278,0.032667823135852814,0.032667823135852814,0.0034026421047747,0.09323759377002716,0.1973198801279068,0.06720320880413055,103709.734375,44340.796875,59368.9375,103994.203125,44684.4765625,59309.73046875,-0.0027429319452494383,-0.007750868331640959,0.0009972729021683335,-0.27429319452494383,10.080280907452106,3.117629546560347,9.512889759615064,2.933647388853133,2.5970875696279108,2.3113621845701706,3.0195917306654154,7.639739246908575,7.639739246908575,greedy,3.0195917306654154,0.0,hard_fault_cluster
4,N3076,control0,1.0658667087554932,1.1904058891534806,1.1433523774147032,0.23837137281894683,0.7737638279497624,1.0658667087554932,0.5747242569923401,0.842406397908926,0.3435140788555145,0.005747242569923401,0.4044246971607208,0.03906965255737305,0.03906965255737305,1.0199890981614588,0.08237311244010925,0.18573342263698578,0.05551696568727493,103992.4765625,44678.703125,59313.7734375,103296.3828125,43971.64453125,59324.73828125,0.006693693343549967,0.015825405716896057,-0.00018486168119125068,0.6693693343549967,8.851105153560638,0.9237526540458202,8.390759721398354,0.9237526540458202,0.8510042011737823,0.9213971903920173,1.1904058891534806,8.830145136062056,8.830145136062056,greedy,1.1904058891534806,0.0,hard_fault_cluster
5,N2077,observe,1.3472309112548828,1.5935455290228129,1.5040993571281431,0.1261594957858324,1.0358045938648284,1.3472309112548828,0.6364718079566956,1.3410507027059793,1.3202331066131592,0.006364718079566956,0.40591105818748474,0.03626694530248642,0.03626694530248642,-0.738778500929475,0.08603431284427643,0.18846026062965393,0.05971213057637215,103299.234375,43977.94140625,59321.29296875,103570.2890625,44292.3828125,59277.90625,-0.002623975742608309,-0.007149979937821627,0.0007313852547667921,-0.2623975742608309,9.276170037686825,1.436271041482687,8.771615972742438,1.4122989593446253,1.4679629292339087,1.5660435151122511,1.5935455290228129,10.42369066508487,10.42369066508487,greedy,1.5935455290228129,0.0,hard_fault_cluster
6,N6272,control0,1.0465301275253296,0.924566816687584,0.8264396905899047,0.12633178412914278,0.6009684308469296,1.0465301275253296,0.5917555689811707,0.8899840816855431,0.7886887490749358,0.005917555689811707,0.40306565165519714,0.03874707967042923,0.03874707967042923,-0.30452554374933244,0.07145880162715912,0.17757725715637207,0.04829240217804909,103570.71875,44292.83203125,59277.890625,102830.421875,43656.7265625,59173.69921875,0.0071477429009974,0.014361363835632801,0.001757677411660552,0.71477429009974,7.776382811367512,0.9811680430173875,7.303505824878812,1.0027787083387376,0.9655791565775871,0.9723628171905875,0.924566816687584,11.348257481772453,11.348257481772453,greedy,0.924566816687584,0.0,hard_fault_cluster
7,N2078,observe,1.4540400505065918,1.8331536027789117,1.8372530698776242,0.13224364131689073,1.1915498418062926,1.4540400505065918,0.665803074836731,1.6714681014418602,1.596439778804779,0.00665803074836731,0.42326274514198303,0.035669900476932526,0.035669900476932526,-1.4617251679301262,0.0791504979133606,0.189495250582695,0.05383183807134628,102830.0234375,43656.3515625,59173.671875,102689.5703125,43732.5078125,58957.0625,0.0013658766401931643,-0.0017444483237341046,0.0036605701316148043,0.13658766401931643,8.616522766649723,2.095432808995247,8.090418035164475,2.10357771217823,1.941672457754612,1.8198032272607088,1.8331536027789117,13.181411084551366,13.181411084551366,greedy,1.8331536027789117,0.0,hard_fault_cluster
8,N3861,control0,1.172001838684082,1.0547557467222215,0.9933817863464355,0.14019249856472016,0.685591235369444,1.172001838684082,0.6478834748268127,1.0464939117431642,1.1433467149734498,0.006478834748268127,0.431348592042923,0.03963114321231842,0.03963114321231842,-0.5091629421710968,0.07069177180528641,0.1813252568244934,0.0471063069999218,102689.6484375,43732.5625,58957.0859375,101732.5,42956.10546875,58776.3984375,0.009320788085460663,0.01775466650724411,0.0030647290404886007,0.9320788085460663,7.756691798567772,0.8754422044754028,7.2410558350384235,0.9016724920272827,1.1670398950576781,1.164199647307396,1.0547557467222215,14.236166831273588,14.236166831273588,greedy,1.0547557467222215,0.0,hard_fault_cluster
9,N5343,control0,0.9707577228546143,1.2196188803017138,0.6176390945911407,0.27078002825379366,0.792752272196114,0.9707577228546143,0.6117062568664551,1.0396824882924556,0.31972972750663753,0.006117062568664551,0.45131900906562805,0.04508046805858612,0.04508046805858612,0.9760168290138245,0.07009123265743256,0.18801404535770416,0.047766245901584625,101731.84375,42955.3046875,58776.5390625,101418.890625,42609.00390625,58809.890625,0.0030762553215026855,0.008061885833740234,-0.0005674298736266792,0.30762553215026855,7.665909990668297,1.173874276280403,7.173319946974516,1.2051842385530471,0.9781743004918098,0.6462419604510068,1.2196188803017138,15.455785711575302,15.455785711575302,greedy,1.2196188803017138,0.0,hard_fault_cluster
10,N5215,control1,0.8257790207862854,1.0162392729520797,0.8477917671203612,0.22938963353633882,0.6605555274188518,0.8257790207862854,0.6144630312919617,0.9742014907300472,0.9095727622509002,0.006144630312919616,0.45151785016059875,0.04690513014793396,0.04690513014793396,0.7409450475871563,0.06750958412885666,0.18150243163108826,0.04555538296699524,101419.53125,42609.6015625,58809.92578125,101461.359375,42684.140625,58777.21875,-0.00041242671431973577,-0.0017493489431217313,0.0005561481229960918,-0.04124267143197358,7.4123265743255615,1.0093921187520025,6.91630045324564,0.9955834093689918,0.8220008589327336,0.9158900157734753,1.0162392729520797,16.472024984527383,16.472024984527383,greedy,1.0162392729520797,0.0,hard_fault_cluster
