step,node,type,q_pred,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N1437,observe,0.4116446077823639,0.4116446077823639,-0.0898517295718193,-0.000898517295718193,-0.12443400919437408,0.16238772869110107,-0.0898517295718193,0.03556299954652786,0.036996953189373016,-0.005007036030292511,29131.9609375,1808.42236328125,27323.5390625,29825.52734375,2318.959716796875,27506.568359375,-0.023807749152183533,-0.2823109030723572,-0.0066985939629375935,-2.3807749152183533,3.628835953772068,3.5744339544326067,-2.3807749152183533,-2.3807749152183533,-2.3807749152183533,greedy,-2.3807749152183533,0.0,heuristic_recall_pool
2,N1442,observe,0.41158193349838257,0.41158193349838257,-0.10381162911653519,-0.0010381162911653518,-0.14333121478557587,0.15844139456748962,-0.10381162911653519,0.0411064475774765,0.0407746285200119,-0.0031800419092178345,29825.4921875,2318.93212890625,27506.560546875,30926.693359375,2801.588623046875,28125.10546875,-0.03692147508263588,-0.2081373929977417,-0.022487178444862366,-3.692147508263588,4.165274523198605,4.124302199110389,-3.692147508263588,-6.072922423481941,-6.072922423481941,greedy,-3.692147508263588,0.0,heuristic_recall_pool
3,N14400,observe,0.40842685103416443,0.40842685103416443,-0.13463544845581055,-0.0013463544845581056,-0.16844715178012848,0.14019367098808289,-0.13463544845581055,0.049633316695690155,0.044745393097400665,2.1152198314666748e-05,30927.27734375,2801.43310546875,28125.84375,32071.095703125,3132.62255859375,28938.47265625,-0.03698412701487541,-0.11822143942117691,-0.028892604634165764,-3.698412701487541,4.968889892101288,4.964721225202084,-3.698412701487541,-9.771335124969482,-9.771335124969482,greedy,-3.698412701487541,0.0,heuristic_recall_pool
4,N4687,observe,0.42172396183013916,0.42172396183013916,-0.13772040605545044,-0.0013772040605545045,-0.18378710746765137,0.14275044202804565,-0.13772040605545044,0.0554056316614151,0.038607463240623474,0.00034378841519355774,32070.48046875,3132.7333984375,28937.74609375,32992.64453125,3338.55078125,29654.09375,-0.02875429578125477,-0.06569898128509521,-0.024754785001277924,-2.875429578125477,5.545593202114105,5.541820675134659,-2.875429578125477,-12.64676470309496,-12.64676470309496,greedy,-2.875429578125477,0.0,heuristic_recall_pool
5,N4692,observe,0.4139830768108368,0.4139830768108368,-0.15060725808143616,-0.0015060725808143617,-0.2060680389404297,0.13021525740623474,-0.15060725808143616,0.06105382740497589,0.040341973304748535,0.0031137950718402863,32992.609375,3338.52392578125,29654.0859375,33643.0703125,3466.017578125,30177.052734375,-0.019715353846549988,-0.0381886288523674,-0.01763557270169258,-1.9715353846549988,6.084990739822388,6.100284740328789,-1.9715353846549988,-14.618300087749958,-14.618300087749958,greedy,-1.9715353846549988,0.0,heuristic_recall_pool
6,N857,observe,0.3866160809993744,0.3866160809993744,-0.1588965356349945,-0.0015889653563499451,-0.25369369983673096,0.1235300749540329,-0.1588965356349945,0.05824023485183716,0.04631483554840088,0.02271856740117073,33643.1796875,3466.472412109375,30176.708984375,33980.8671875,3544.7255859375,30436.140625,-0.010037324391305447,-0.022574296221137047,-0.008597081527113914,-1.0037324391305447,5.788657024502754,5.815181870013475,-1.0037324391305447,-15.622032526880503,-15.622032526880503,greedy,-1.0037324391305447,0.0,heuristic_recall_pool
7,N26421,observe,0.38294410705566406,0.38294410705566406,-0.16165190935134888,-0.0016165190935134887,-0.26952117681503296,0.12252245843410492,-0.16165190935134888,0.05565057694911957,0.03871290385723114,0.029356371611356735,33980.44140625,3544.4443359375,30435.99609375,34077.0390625,3560.963134765625,30516.07421875,-0.0028427427168935537,-0.004660476464778185,-0.0026310335379093885,-0.2842742716893554,5.525928243994713,5.555275332182646,-0.2842742716893554,-15.906306798569858,-15.906306798569858,greedy,-0.2842742716893554,0.0,heuristic_recall_pool
8,N27267,observe,0.3758011758327484,0.3758011758327484,-0.1662464737892151,-0.0016624647378921508,-0.2771480679512024,0.12154503911733627,-0.1662464737892151,0.05473235249519348,0.034359514713287354,0.03218117356300354,34078.15625,3561.02392578125,30517.1328125,33958.45703125,3527.89453125,30430.5625,0.0035124910064041615,0.009303334169089794,0.002836777362972498,0.35124910064041615,5.428533814847469,5.462059890851378,0.35124910064041615,-15.555057697929442,-15.555057697929442,greedy,0.35124910064041615,0.0,heuristic_recall_pool
9,N21039,observe,0.3675556480884552,0.3675556480884552,-0.17102700471878052,-0.0017102700471878052,-0.28415364027023315,0.1222393810749054,-0.17102700471878052,0.05416885018348694,0.0267665833234787,0.032149866223335266,33957.82421875,3527.51318359375,30430.310546875,33707.64453125,3374.708251953125,30332.9375,0.007367365062236786,0.04331803321838379,0.0031998702324926853,0.7367365062236786,5.368097394704819,5.404688112437725,0.7367365062236786,-14.818321191705763,-14.818321191705763,greedy,0.7367365062236786,0.0,heuristic_recall_pool
10,N21048,observe,0.3600251376628876,0.3600251376628876,-0.17847195267677307,-0.0017847195267677307,-0.2910686731338501,0.12318114936351776,-0.17847195267677307,0.0539727658033371,0.022747665643692017,0.032165125012397766,33707.59765625,3374.662841796875,30332.935546875,33474.71875,3229.653564453125,30245.064453125,0.0069087957963347435,0.04297000542283058,0.0028968872502446175,0.6908795796334743,5.341985777020454,5.383453879505396,0.6908795796334743,-14.127441612072289,-14.127441612072289,greedy,0.6908795796334743,0.0,heuristic_recall_pool
