[b15-moe-decay/d128/a0.05] [gmean] 2026-07-21T15:35:46 out_dir=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_long_decay/decay_128/alpha_0p05
[b15-moe-decay/d128/a0.05] [gmean] 2026-07-21T15:35:46 budgets=iscas99__b15_1:278
[b15-moe-decay/d128/a0.05] [gmean] 2026-07-21T15:35:46 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-moe-decay/d128/a0.05] [gmean] 2026-07-21T15:35:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] torch_deterministic=true
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b15_C/exact_candidate_nodes.txt nodes=7918
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.875631
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=1 node=N677 type=control1 q_typed_reliable_context=4.858065 sequence=4.858065
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=2 node=N2155 type=observe q_typed_reliable_context=3.254959 sequence=8.113024
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=3 node=N502 type=control1 q_typed_reliable_context=2.192107 sequence=10.305130
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=4 node=N762 type=control1 q_typed_reliable_context=1.446094 sequence=11.751224
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=5 node=N3742 type=control0 q_typed_reliable_context=0.882025 sequence=12.633249
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=6 node=N3644 type=control0 q_typed_reliable_context=1.489064 sequence=14.122313
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=7 node=N557 type=control1 q_typed_reliable_context=0.910940 sequence=15.033253
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=8 node=N3756 type=control0 q_typed_reliable_context=1.097941 sequence=16.131195
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=9 node=N564 type=control1 q_typed_reliable_context=1.337776 sequence=17.468971
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=10 node=N2336 type=control1 q_typed_reliable_context=1.557724 sequence=19.026694
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=11 node=N5143 type=observe q_typed_reliable_context=1.325577 sequence=20.352271
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=12 node=N7511 type=control1 q_typed_reliable_context=1.450593 sequence=21.802865
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=13 node=N580 type=control1 q_typed_reliable_context=1.255322 sequence=23.058186
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=14 node=N2082 type=observe q_typed_reliable_context=1.398669 sequence=24.456855
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.057231
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=0.910376 sequence=28.967607
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.712649
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.105225
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.103782
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.260479
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=38.960232
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.296611 sequence=41.256843
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=23 node=N4656 type=control0 q_typed_reliable_context=2.866358 sequence=44.123200
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=2.503637 sequence=46.626837
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=1.802880 sequence=48.429718
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.520910 sequence=49.950628
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=27 node=N582 type=control1 q_typed_reliable_context=1.330602 sequence=51.281230
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=28 node=N766 type=control1 q_typed_reliable_context=0.724246 sequence=52.005477
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_reliable_context=0.837137 sequence=52.842613
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.936163 sequence=53.778777
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.818566 sequence=54.597343
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=32 node=N4684 type=control0 q_typed_reliable_context=3.296715 sequence=57.894058
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.654658 sequence=58.548716
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.358449 sequence=58.907165
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=35 node=N4677 type=control0 q_typed_reliable_context=2.065111 sequence=60.972276
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=36 node=N4663 type=control0 q_typed_reliable_context=3.006483 sequence=63.978759
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.717735 sequence=65.696494
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=38 node=N713 type=observe q_typed_reliable_context=1.580839 sequence=67.277333
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=39 node=N7881 type=control1 q_typed_reliable_context=0.480196 sequence=67.757529
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=40 node=N7882 type=control1 q_typed_reliable_context=0.688931 sequence=68.446459
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=41 node=N7883 type=control1 q_typed_reliable_context=0.369877 sequence=68.816336
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=42 node=N7884 type=control1 q_typed_reliable_context=0.406215 sequence=69.222552
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=43 node=N7885 type=control1 q_typed_reliable_context=0.474367 sequence=69.696919
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=44 node=N6537 type=observe q_typed_reliable_context=2.688829 sequence=72.385748
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=45 node=N4691 type=control0 q_typed_reliable_context=2.360533 sequence=74.746281
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=46 node=N724 type=observe q_typed_reliable_context=2.492014 sequence=77.238295
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.330836 sequence=78.569132
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=48 node=N4670 type=control0 q_typed_reliable_context=1.351933 sequence=79.921065
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295066 sequence=81.216130
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=50 node=N8470 type=observe q_typed_reliable_context=1.569474 sequence=82.785605
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.919409 sequence=83.705014
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=52 node=N4705 type=control0 q_typed_reliable_context=0.927999 sequence=84.633012
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=53 node=N3904 type=control0 q_typed_reliable_context=0.949067 sequence=85.582079
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=54 node=N3897 type=control0 q_typed_reliable_context=0.936644 sequence=86.518723
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=55 node=N3701 type=control0 q_typed_reliable_context=0.933072 sequence=87.451795
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_reliable_context=0.880617 sequence=88.332413
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_reliable_context=0.874381 sequence=89.206794
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=58 node=N3889 type=control0 q_typed_reliable_context=0.868302 sequence=90.075096
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=59 node=N5603 type=control0 q_typed_reliable_context=0.893508 sequence=90.968604
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=60 node=N3882 type=control0 q_typed_reliable_context=0.906985 sequence=91.875589
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=61 node=N2083 type=observe q_typed_reliable_context=0.894875 sequence=92.770464
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=62 node=N7506 type=observe q_typed_reliable_context=1.238750 sequence=94.009214
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=63 node=N3805 type=control0 q_typed_reliable_context=0.857350 sequence=94.866563
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=64 node=N4712 type=control0 q_typed_reliable_context=0.969143 sequence=95.835707
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=65 node=N4716 type=control0 q_typed_reliable_context=1.011401 sequence=96.847108
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=66 node=N2044 type=observe q_typed_reliable_context=0.846395 sequence=97.693503
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=67 node=N4606 type=control0 q_typed_reliable_context=0.809544 sequence=98.503047
[b15-moe-decay/d128/a0.05] [plan iscas99__b15_1] [plan] step=68 node=N7471 type=control0 q_typed_reliable_context=0.827877 sequence=99.330925
