line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,N19172 /1 undetected,output,,N19172,N19172,1,undetected,N19172,N19172,N19172,sa1,1
2,N49975 /1 undetected,output,,N49975,N49975,1,undetected,N49975,N49975,N49975,sa1,1
3,N49974 /1 undetected,output,,N49974,N49974,1,undetected,N49974,N49974,N49974,sa1,1
4,N87201 /1 undetected,output,,N87201,N87201,1,undetected,N87201,N87201,N87201,sa1,1
5,N19166 /1 undetected,output,,N19166,N19166,1,undetected,N19166,N19166,N19166,sa1,1
6,N19165 /1 undetected,output,,N19165,N19165,1,undetected,N19165,N19165,N19165,sa1,1
7,N60683 /1 undetected,output,,N60683,N60683,1,undetected,N60683,N60683,N60683,sa1,1
8,N60672 /1 undetected,output,,N60672,N60672,1,undetected,N60672,N60672,N60672,sa1,1
9,N19163 /1 undetected,output,,N19163,N19163,1,undetected,N19163,N19163,N19163,sa1,1
10,N19162 /1 undetected,output,,N19162,N19162,1,undetected,N19162,N19162,N19162,sa1,1
11,N70322 /1 undetected,output,,N70322,N70322,1,undetected,N70322,N70322,N70322,sa1,1
12,N14826 /1 undetected,output,,N14826,N14826,1,undetected,N14826,N14826,N14826,sa1,1
13,N51040 /1 undetected,output,,N51040,N51040,1,undetected,N51040,N51040,N51040,sa1,1
14,N51039 /1 undetected,output,,N51039,N51039,1,undetected,N51039,N51039,N51039,sa1,1
15,N14666 /1 undetected,output,,N14666,N14666,1,undetected,N14666,N14666,N14666,sa1,1
16,N87199 /1 undetected,output,,N87199,N87199,1,undetected,N87199,N87199,N87199,sa1,1
17,N86746 /1 undetected,output,,N86746,N86746,1,undetected,N86746,N86746,N86746,sa1,1
18,N32198 /1 undetected,output,,N32198,N32198,1,undetected,N32198,N32198,N32198,sa1,1
19,N32204 /1 undetected,output,,N32204,N32204,1,undetected,N32204,N32204,N32204,sa1,1
20,N32170 /1 undetected,output,,N32170,N32170,1,undetected,N32170,N32170,N32170,sa1,1
21,N32224 /1 undetected,output,,N32224,N32224,1,undetected,N32224,N32224,N32224,sa1,1
22,N32061 /1 undetected,output,,N32061,N32061,1,undetected,N32061,N32061,N32061,sa1,1
23,N99361 /1 undetected,output,,N99361,N99361,1,undetected,N99361,N99361,N99361,sa1,1
24,N32043 /1 undetected,output,,N32043,N32043,1,undetected,N32043,N32043,N32043,sa1,1
25,N31876 /1 undetected,output,,N31876,N31876,1,undetected,N31876,N31876,N31876,sa1,1
26,N99239 /1 undetected,output,,N99239,N99239,1,undetected,N99239,N99239,N99239,sa1,1
27,N32206 /1 undetected,output,,N32206,N32206,1,undetected,N32206,N32206,N32206,sa1,1
28,N32186 /1 undetected,output,,N32186,N32186,1,undetected,N32186,N32186,N32186,sa1,1
29,N32065 /1 undetected,output,,N32065,N32065,1,undetected,N32065,N32065,N32065,sa1,1
30,N99365 /1 undetected,output,,N99365,N99365,1,undetected,N99365,N99365,N99365,sa1,1
31,N32003 /1 undetected,output,,N32003,N32003,1,undetected,N32003,N32003,N32003,sa1,1
32,N31880 /1 undetected,output,,N31880,N31880,1,undetected,N31880,N31880,N31880,sa1,1
33,N99243 /1 undetected,output,,N99243,N99243,1,undetected,N99243,N99243,N99243,sa1,1
34,N32212 /1 undetected,output,,N32212,N32212,1,undetected,N32212,N32212,N32212,sa1,1
35,N32067 /1 undetected,output,,N32067,N32067,1,undetected,N32067,N32067,N32067,sa1,1
36,N99367 /1 undetected,output,,N99367,N99367,1,undetected,N99367,N99367,N99367,sa1,1
37,N32029 /1 undetected,output,,N32029,N32029,1,undetected,N32029,N32029,N32029,sa1,1
38,N31882 /1 undetected,output,,N31882,N31882,1,undetected,N31882,N31882,N31882,sa1,1
39,N99245 /1 undetected,output,,N99245,N99245,1,undetected,N99245,N99245,N99245,sa1,1
40,N32192 /1 undetected,output,,N32192,N32192,1,undetected,N32192,N32192,N32192,sa1,1
41,N32069 /1 undetected,output,,N32069,N32069,1,undetected,N32069,N32069,N32069,sa1,1
42,N99369 /1 undetected,output,,N99369,N99369,1,undetected,N99369,N99369,N99369,sa1,1
43,N32009 /1 undetected,output,,N32009,N32009,1,undetected,N32009,N32009,N32009,sa1,1
44,N31884 /1 undetected,output,,N31884,N31884,1,undetected,N31884,N31884,N31884,sa1,1
45,N99247 /1 undetected,output,,N99247,N99247,1,undetected,N99247,N99247,N99247,sa1,1
46,N32222 /1 undetected,output,,N32222,N32222,1,undetected,N32222,N32222,N32222,sa1,1
47,N32071 /1 undetected,output,,N32071,N32071,1,undetected,N32071,N32071,N32071,sa1,1
48,N99371 /1 undetected,output,,N99371,N99371,1,undetected,N99371,N99371,N99371,sa1,1
49,N32041 /1 undetected,output,,N32041,N32041,1,undetected,N32041,N32041,N32041,sa1,1
50,N31886 /1 undetected,output,,N31886,N31886,1,undetected,N31886,N31886,N31886,sa1,1
51,N99249 /1 undetected,output,,N99249,N99249,1,undetected,N99249,N99249,N99249,sa1,1
52,N32184 /1 undetected,output,,N32184,N32184,1,undetected,N32184,N32184,N32184,sa1,1
53,N32073 /1 undetected,output,,N32073,N32073,1,undetected,N32073,N32073,N32073,sa1,1
54,N99373 /1 undetected,output,,N99373,N99373,1,undetected,N99373,N99373,N99373,sa1,1
55,N32001 /1 undetected,output,,N32001,N32001,1,undetected,N32001,N32001,N32001,sa1,1
56,N31888 /1 undetected,output,,N31888,N31888,1,undetected,N31888,N31888,N31888,sa1,1
57,N99251 /1 undetected,output,,N99251,N99251,1,undetected,N99251,N99251,N99251,sa1,1
58,N32202 /1 undetected,output,,N32202,N32202,1,undetected,N32202,N32202,N32202,sa1,1
59,N32075 /1 undetected,output,,N32075,N32075,1,undetected,N32075,N32075,N32075,sa1,1
60,N99375 /1 undetected,output,,N99375,N99375,1,undetected,N99375,N99375,N99375,sa1,1
61,N32019 /1 undetected,output,,N32019,N32019,1,undetected,N32019,N32019,N32019,sa1,1
62,N31890 /1 undetected,output,,N31890,N31890,1,undetected,N31890,N31890,N31890,sa1,1
63,N99253 /1 undetected,output,,N99253,N99253,1,undetected,N99253,N99253,N99253,sa1,1
64,N29346 /1 undetected,output,,N29346,N29346,1,undetected,N29346,N29346,N29346,sa1,1
65,N32196 /1 undetected,output,,N32196,N32196,1,undetected,N32196,N32196,N32196,sa1,1
66,N32077 /1 undetected,output,,N32077,N32077,1,undetected,N32077,N32077,N32077,sa1,1
67,N99377 /1 undetected,output,,N99377,N99377,1,undetected,N99377,N99377,N99377,sa1,1
68,N32013 /1 undetected,output,,N32013,N32013,1,undetected,N32013,N32013,N32013,sa1,1
69,N31892 /1 undetected,output,,N31892,N31892,1,undetected,N31892,N31892,N31892,sa1,1
70,N99255 /1 undetected,output,,N99255,N99255,1,undetected,N99255,N99255,N99255,sa1,1
71,N29343 /1 undetected,output,,N29343,N29343,1,undetected,N29343,N29343,N29343,sa1,1
72,N32228 /1 undetected,output,,N32228,N32228,1,undetected,N32228,N32228,N32228,sa1,1
73,N32079 /1 undetected,output,,N32079,N32079,1,undetected,N32079,N32079,N32079,sa1,1
74,N99379 /1 undetected,output,,N99379,N99379,1,undetected,N99379,N99379,N99379,sa1,1
75,N32047 /1 undetected,output,,N32047,N32047,1,undetected,N32047,N32047,N32047,sa1,1
76,N31894 /1 undetected,output,,N31894,N31894,1,undetected,N31894,N31894,N31894,sa1,1
77,N99257 /1 undetected,output,,N99257,N99257,1,undetected,N99257,N99257,N99257,sa1,1
78,N29342 /1 undetected,output,,N29342,N29342,1,undetected,N29342,N29342,N29342,sa1,1
79,N32178 /1 undetected,output,,N32178,N32178,1,undetected,N32178,N32178,N32178,sa1,1
80,N32081 /1 undetected,output,,N32081,N32081,1,undetected,N32081,N32081,N32081,sa1,1
81,N99381 /1 undetected,output,,N99381,N99381,1,undetected,N99381,N99381,N99381,sa1,1
