[gmean] 2026-07-16T14:50:27 out_dir=autoresearch/improve-260716-1344/round3_b17/context_recall_d002
[gmean] 2026-07-16T14:50:27 budgets=iscas99__b17:994
[gmean] 2026-07-16T14:50:27 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p02__s0
[gmean] 2026-07-16T14:50:27 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b17_C/exact_candidate_nodes.txt nodes=29334
[plan iscas99__b17] [plan] step=1 node=N26512 type=control1 q_pred_context=6.328779 sequence=6.328779
[plan iscas99__b17] [plan] step=2 node=N26504 type=control1 q_pred_context=2.399635 sequence=8.721747
[plan iscas99__b17] [plan] step=3 node=N29495 type=control1 q_pred_context=2.165423 sequence=10.887170
[plan iscas99__b17] [plan] step=4 node=N27608 type=observe q_pred_context=1.891472 sequence=12.778642
[plan iscas99__b17] [plan] step=5 node=N27560 type=control0 q_pred_context=1.360564 sequence=14.139206
[plan iscas99__b17] [plan] step=6 node=N27570 type=control0 q_pred_context=1.792050 sequence=15.931256
[plan iscas99__b17] [plan] step=7 node=N27568 type=control0 q_pred_context=2.014646 sequence=17.945902
[plan iscas99__b17] [plan] step=8 node=N27566 type=control0 q_pred_context=2.124608 sequence=20.070510
[plan iscas99__b17] [plan] step=9 node=N27572 type=control0 q_pred_context=2.898596 sequence=22.969106
[plan iscas99__b17] [plan] step=10 node=N27564 type=control0 q_pred_context=2.876047 sequence=25.845153
[plan iscas99__b17] [plan] step=11 node=N27585 type=control0 q_pred_context=3.792591 sequence=29.637744
[plan iscas99__b17] [plan] step=12 node=N27587 type=control0 q_pred_context=4.401926 sequence=34.039671
[plan iscas99__b17] [plan] step=13 node=N27589 type=control0 q_pred_context=5.259285 sequence=39.298956
[plan iscas99__b17] [plan] step=14 node=N7632 type=observe q_pred_context=4.916556 sequence=44.215512
[plan iscas99__b17] [plan] step=15 node=N26769 type=control0 q_pred_context=4.109723 sequence=48.325235
[plan iscas99__b17] [plan] step=16 node=N7642 type=observe q_pred_context=7.104835 sequence=55.430070
[plan iscas99__b17] [plan] step=17 node=N26792 type=control0 q_pred_context=3.170859 sequence=58.595929
[plan iscas99__b17] [plan] step=18 node=N26771 type=control0 q_pred_context=4.411539 sequence=63.007468
[plan iscas99__b17] [plan] step=19 node=N26773 type=control0 q_pred_context=7.235962 sequence=70.243430
[plan iscas99__b17] [plan] step=20 node=N26775 type=control0 q_pred_context=7.429435 sequence=77.672865
[plan iscas99__b17] [plan] step=21 node=N9217 type=observe q_pred_context=6.894924 sequence=84.567789
[plan iscas99__b17] [plan] step=22 node=N26782 type=control0 q_pred_context=6.771223 sequence=91.339012
[plan iscas99__b17] [plan] step=23 node=N26784 type=control0 q_pred_context=7.531300 sequence=98.870313
[plan iscas99__b17] [plan] step=24 node=N26786 type=control0 q_pred_context=7.211049 sequence=106.081361
[plan iscas99__b17] [plan] step=25 node=N26788 type=control0 q_pred_context=4.265569 sequence=110.346930
[plan iscas99__b17] [plan] step=26 node=N7640 type=observe q_pred_context=3.187797 sequence=113.534728
[plan iscas99__b17] [plan] step=27 node=N7936 type=observe q_pred_context=6.411363 sequence=119.946091
[plan iscas99__b17] [plan] step=28 node=N27574 type=control0 q_pred_context=4.480303 sequence=124.426394
[plan iscas99__b17] [plan] step=29 node=N26790 type=control0 q_pred_context=7.970592 sequence=132.396986
[plan iscas99__b17] [plan] step=30 node=N26796 type=control0 q_pred_context=7.841194 sequence=140.238180
[plan iscas99__b17] [plan] step=31 node=N9778 type=control0 q_pred_context=7.582099 sequence=147.820279
[plan iscas99__b17] [plan] step=32 node=N27551 type=control0 q_pred_context=7.287096 sequence=155.107374
[plan iscas99__b17] [plan] step=33 node=N26794 type=control0 q_pred_context=6.006314 sequence=161.108688
[plan iscas99__b17] [plan] step=34 node=N27562 type=control0 q_pred_context=4.272392 sequence=165.381080
[plan iscas99__b17] [plan] step=35 node=N26510 type=control1 q_pred_context=3.694769 sequence=169.070849
[plan iscas99__b17] [plan] step=36 node=N7933 type=observe q_pred_context=6.803796 sequence=175.874645
[plan iscas99__b17] [plan] step=37 node=N7937 type=observe q_pred_context=5.186605 sequence=181.061249
[plan iscas99__b17] [plan] step=38 node=N27578 type=control0 q_pred_context=5.643479 sequence=186.704728
[plan iscas99__b17] [plan] step=39 node=N27576 type=control0 q_pred_context=5.752791 sequence=192.457520
[plan iscas99__b17] [plan] step=40 node=N27509 type=control0 q_pred_context=6.707823 sequence=199.165342
[plan iscas99__b17] [plan] step=41 node=N7935 type=observe q_pred_context=7.105345 sequence=206.270688
[plan iscas99__b17] [plan] step=42 node=N7934 type=observe q_pred_context=7.309157 sequence=213.579844
[plan iscas99__b17] [plan] step=43 node=N7932 type=observe q_pred_context=7.316862 sequence=220.896706
[plan iscas99__b17] [plan] step=44 node=N28865 type=control0 q_pred_context=7.791245 sequence=228.687952
[plan iscas99__b17] [plan] step=45 node=N7931 type=observe q_pred_context=7.518462 sequence=236.206414
[plan iscas99__b17] [plan] step=46 node=N28861 type=control0 q_pred_context=7.922351 sequence=244.128765
[plan iscas99__b17] [plan] step=47 node=N2858 type=control0 q_pred_context=7.078063 sequence=251.206828
[plan iscas99__b17] [plan] step=48 node=N26503 type=control1 q_pred_context=8.034344 sequence=259.234506
[plan iscas99__b17] [plan] step=49 node=N3778 type=observe q_pred_context=8.100000 sequence=267.334506
[plan iscas99__b17] [plan] step=50 node=N3880 type=observe q_pred_context=8.100000 sequence=275.434506
[plan iscas99__b17] [plan] step=51 node=N3856 type=observe q_pred_context=8.100000 sequence=283.534506
[plan iscas99__b17] [plan] step=52 node=N19314 type=observe q_pred_context=8.100000 sequence=291.634506
[plan iscas99__b17] [plan] step=53 node=N19315 type=observe q_pred_context=8.100000 sequence=299.734506
[plan iscas99__b17] [plan] step=54 node=N19316 type=observe q_pred_context=8.100000 sequence=307.834506
[plan iscas99__b17] [plan] step=55 node=N19317 type=observe q_pred_context=8.100000 sequence=315.934506
[plan iscas99__b17] [plan] step=56 node=N19318 type=observe q_pred_context=8.100000 sequence=324.034506
[plan iscas99__b17] [plan] step=57 node=N19319 type=observe q_pred_context=8.100000 sequence=332.134506
[plan iscas99__b17] [plan] step=58 node=N19320 type=observe q_pred_context=8.100000 sequence=340.234506
[plan iscas99__b17] [plan] step=59 node=N19321 type=observe q_pred_context=8.100000 sequence=348.334506
[plan iscas99__b17] [plan] step=60 node=N19322 type=observe q_pred_context=8.100000 sequence=356.434506
