node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_9_GT_130_U6,3,1,0,2,0
__aig_and_1237,2,0,1,0,1
__tpi_cp_10___buf_split_119,2,0,1,0,1
__tpi_cp_13___aig_and_215,2,0,1,1,0
__tpi_cp_15_SUB_110_U34,2,0,1,0,1
__tpi_cp_23___aig_and_733,2,0,1,1,0
__tpi_cp_25___aig_not_736,2,0,1,0,1
__tpi_cp_26___aig_not_514,2,0,1,0,1
__tpi_cp_30_U778,2,0,0,0,2
__tpi_cp_31_U723,2,0,0,0,2
__tpi_cp_34___aig_not_1215,2,0,1,0,1
__tpi_cp_37___aig_not_952,2,0,1,0,1
__tpi_cp_42_SUB_110_U30,2,0,1,0,1
__tpi_cp_45_SUB_110_U31,2,0,1,0,1
__tpi_cp_47___aig_not_842,2,0,1,0,1
__tpi_cp_66_R794_U14,2,0,0,0,2
GT_108_U9,1,0,1,0,0
GT_114_U11,1,0,1,0,0
GT_118_U9,1,0,1,0,0
GT_122_U10,1,0,1,0,0
GT_126_U6,1,1,0,0,0
GT_130_U6,1,1,0,0,0
GT_130_U6_PO,1,0,0,1,0
GT_130_U9,1,0,1,0,0
GT_134_U6,1,1,0,0,0
GT_134_U9,1,0,1,0,0
R794_U49,1,0,1,0,0
R794_U72,1,0,1,0,0
R794_U74,1,0,1,0,0
R794_U75,1,0,1,0,0
R794_U77,1,0,1,0,0
R794_U80,1,0,1,0,0
R794_U85,1,0,1,0,0
SUB_110_U13,1,0,1,0,0
SUB_110_U14,1,0,1,0,0
SUB_110_U15,1,0,1,0,0
SUB_110_U17,1,0,1,0,0
SUB_110_U21,1,0,1,0,0
SUB_110_U23,1,0,1,0,0
SUB_110_U24,1,0,1,0,0
SUB_110_U25,1,0,1,0,0
SUB_110_U26,1,0,1,0,0
SUB_110_U28,1,0,1,0,0
SUB_110_U29,1,0,1,0,0
SUB_110_U30,1,0,1,0,0
SUB_110_U31,1,0,1,0,0
SUB_110_U32,1,0,1,0,0
SUB_110_U33,1,0,1,0,0
SUB_110_U34,1,0,1,0,0
SUB_110_U6,1,0,1,0,0
SUB_110_U8,1,0,1,0,0
U1007,1,0,1,0,0
U1011,1,0,1,0,0
U1015,1,0,1,0,0
U1019,1,0,1,0,0
U1031,1,0,1,0,0
U1032,1,0,1,0,0
U707,1,0,1,0,0
U707_PO,1,0,0,0,1
U723,1,0,1,0,0
U723_PO,1,0,0,0,1
U724,1,0,1,0,0
U724_PO,1,0,0,0,1
U784,1,0,1,0,0
U786,1,0,1,0,0
U875,1,0,1,0,0
U877,1,0,1,0,0
U880,1,0,1,0,0
U951,1,0,1,0,0
U953,1,0,1,0,0
U954,1,0,1,0,0
U955,1,0,1,0,0
__aig_and_1041,1,0,0,0,1
__aig_and_1212,1,1,0,0,0
__aig_and_1214,1,0,1,0,0
__aig_and_1223,1,0,0,0,1
__aig_and_1226,1,1,0,0,0
__aig_and_139,1,0,1,0,0
__aig_and_209,1,0,1,0,0
__aig_and_306,1,1,0,0,0
__aig_and_308,1,1,0,0,0
__aig_and_484,1,0,0,0,1
__aig_and_520,1,1,0,0,0
__aig_and_697,1,0,0,0,1
__aig_and_705,1,1,0,0,0
__aig_and_709,1,1,0,0,0
__aig_and_710,1,1,0,0,0
__aig_and_724,1,0,0,0,1
__aig_and_733,1,1,0,0,0
__aig_and_734,1,0,1,0,0
__aig_and_738,1,0,1,0,0
__aig_and_739,1,0,0,0,1
__aig_and_839,1,1,0,0,0
__aig_and_87,1,0,1,0,0
__aig_and_891,1,0,0,0,1
__aig_and_892,1,0,0,0,1
__aig_and_930,1,0,0,0,1
__aig_and_950,1,0,1,0,0
__aig_and_954,1,0,1,0,0
__aig_and_955,1,0,0,0,1
__aig_and_961,1,0,0,0,1
__aig_not_1,1,0,1,0,0
__aig_not_1037,1,0,1,0,0
__aig_not_1038,1,0,1,0,0
__aig_not_1144,1,0,1,0,0
__aig_not_1215,1,0,1,0,0
__aig_not_1216,1,0,1,0,0
__aig_not_1219,1,0,1,0,0
__aig_not_1228,1,0,1,0,0
__aig_not_1229,1,0,1,0,0
__aig_not_1232,1,0,1,0,0
__aig_not_1233,1,0,1,0,0
__aig_not_137,1,0,1,0,0
__aig_not_138,1,0,1,0,0
__aig_not_140,1,0,1,0,0
__aig_not_142,1,0,1,0,0
__aig_not_2,1,0,1,0,0
__aig_not_3,1,0,1,0,0
__aig_not_40,1,0,1,0,0
__aig_not_41,1,0,1,0,0
__aig_not_43,1,1,0,0,0
__aig_not_514,1,0,1,0,0
__aig_not_515,1,0,1,0,0
__aig_not_717,1,0,1,0,0
__aig_not_736,1,0,1,0,0
__aig_not_737,1,0,1,0,0
__aig_not_842,1,0,1,0,0
__aig_not_843,1,0,1,0,0
__aig_not_952,1,0,1,0,0
__aig_not_953,1,0,1,0,0
__aig_not_957,1,0,1,0,0
__aig_not_983,1,0,1,0,0
__aig_not_984,1,0,1,0,0
__buf_split_1006,1,0,1,0,0
__buf_split_1032,1,0,1,0,0
__buf_split_118,1,0,1,0,0
__buf_split_119,1,0,1,0,0
__buf_split_120,1,0,1,0,0
__buf_split_121,1,0,1,0,0
__buf_split_122,1,0,1,0,0
__buf_split_124,1,0,1,0,0
__buf_split_125,1,0,1,0,0
__buf_split_1269,1,0,1,0,0
__buf_split_1270,1,0,1,0,0
__buf_split_1276,1,0,1,0,0
__buf_split_1277,1,0,1,0,0
__buf_split_128,1,0,1,0,0
__buf_split_21,1,0,1,0,0
__buf_split_22,1,0,1,0,0
__buf_split_229,1,0,1,0,0
__buf_split_231,1,0,1,0,0
__buf_split_243,1,0,1,0,0
__buf_split_244,1,0,1,0,0
__buf_split_247,1,0,1,0,0
__buf_split_249,1,0,1,0,0
__buf_split_251,1,0,1,0,0
__buf_split_252,1,0,1,0,0
__buf_split_253,1,0,1,0,0
__buf_split_265,1,0,1,0,0
__buf_split_393,1,0,1,0,0
__buf_split_510,1,1,0,0,0
__buf_split_511,1,0,1,0,0
__buf_split_512,1,0,1,0,0
__buf_split_515,1,0,1,0,0
__buf_split_516,1,0,1,0,0
__buf_split_517,1,0,1,0,0
__buf_split_519,1,0,1,0,0
__buf_split_521,1,0,1,0,0
__buf_split_61,1,0,1,0,0
__buf_split_617,1,0,1,0,0
__buf_split_62,1,0,1,0,0
__buf_split_623,1,0,1,0,0
__buf_split_629,1,0,1,0,0
__buf_split_635,1,0,1,0,0
__buf_split_637,1,0,1,0,0
__buf_split_655,1,0,1,0,0
