step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,q_typed_residual_context,q_typed_trust_context,typed_residual_correction,typed_residual_effective_alpha,typed_trust_support_count,typed_trust_required_heads,typed_trust_eligible,typed_trust_correction,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N1762,control0,2.1264638900756836,6.737017512619496,5.980922126770019,0.8508293262124061,4.379061383202672,6.737017512619496,6.737017512619496,1.0,0.0,3,3,1,0.0,2.1264638900756836,0.7614136934280396,6.088927429914475,5.999999999999999,0.007614136934280396,0.3882475793361664,0.056486576795578,1.678949236869812,2.173492670059204,0.046946294605731964,0.1698094606399536,-0.07591687142848969,0.056486576795578,3.5797065609693526,0.08845241367816925,0.21118535101413727,0.07659325748682022,66282.9140625,26567.21875,39715.6953125,69084.1328125,29101.765625,39982.3671875,-0.042261552065610886,-0.09540128707885742,-0.00671452097594738,-4.226155206561089,9.663141638040543,3.215400767624378,9.04971643537283,3.0588991168141364,5.767284819483757,5.393024753239006,6.737017512619496,6.737017512619496,6.737017512619496,greedy,6.737017512619496,0.0,hard_fault_cluster,,False
2,N4805,control1,1.5044968128204346,1.5987843272835018,2.178397810459137,0.3220260239392519,1.0392098127342762,1.5987843272835018,1.5987843272835018,0.6853623270584737,0.0,3,3,1,0.0,1.5044968128204346,0.6973793506622314,1.6980083979666232,1.9340155124664307,0.006973793506622314,0.3885370194911957,0.03842610865831375,1.5053179264068604,2.2623071670532227,-0.002908015623688698,-0.019517503678798676,0.01370147243142128,0.03842610865831375,0.23276014536619183,0.07244902849197388,0.17896652221679688,0.06221003457903862,69092.03125,29113.689453125,39978.34375,69181.53125,29139.1796875,40042.3515625,-0.0012953736586496234,-0.0008755411836318672,-0.0016010621329769492,-0.12953736586496234,7.980708308517933,1.195292581319809,7.428854214027524,1.139359403848648,1.623467469215393,2.201030140668154,1.5987843272835018,8.335801839902999,8.335801839902999,greedy,1.5987843272835018,0.0,hard_fault_cluster,,False
3,N1911,control0,1.2718425989151,2.1255872556567192,1.899186313152313,0.36360781520605084,1.3816317161768676,2.1255872556567192,2.1255872556567192,-0.5912473628714981,0.0,3,3,1,0.0,1.2718425989151,0.6668683886528015,1.8320433914661405,1.972394275665283,0.006668683886528015,0.36335378885269165,0.03384799510240555,0.9272005558013916,1.43773353099823,0.036661505699157715,0.14641842246055603,-0.0730954110622406,0.03384799510240555,0.08232259690761556,0.0734441876411438,0.15799251198768616,0.04545658081769943,69181.859375,29137.46875,40044.390625,68914.046875,28784.6484375,40129.40234375,0.0038711377419531345,0.012108818627893925,-0.0021229370031505823,0.38711377419531345,8.045135147869587,2.6096940970420834,7.519597860053182,2.5997534012794494,2.1801959574222565,2.3564883794635536,2.1255872556567192,10.461389095559717,10.461389095559717,greedy,2.1255872556567192,0.0,hard_fault_cluster,,False
4,N3980,control0,1.0820032358169556,1.4434257319569588,1.09752299785614,0.36999193161725996,0.9382267257720233,1.4434257319569588,1.4434257319569588,0.46843981374193594,0.0,3,3,1,0.0,1.0820032358169556,0.6649237275123596,1.5627754181623459,1.1599213182926178,0.006649237275123596,0.37948232889175415,0.03613947331905365,1.0253549814224243,1.5534597635269165,0.028704501688480377,0.13075122237205505,-0.0733422189950943,0.03613947331905365,0.910665717124939,0.06880749762058258,0.15860168635845184,0.04599400609731674,68914.140625,28786.73828125,40127.3984375,69133.140625,28833.640625,40299.5,-0.0031778672710061073,-0.0016293039079755545,-0.004288879223167896,-0.31778672710061073,7.581812962889671,1.2674366426467896,7.056015562266111,1.1938484826684,1.3828098744153976,1.2589196916669607,1.4434257319569588,11.904814827516676,11.904814827516676,greedy,1.4434257319569588,0.0,hard_fault_cluster,,False
5,N4130,control0,0.9723962545394897,1.247179344147444,1.0143551230430603,0.27364821180701254,0.8106665736958386,1.247179344147444,1.247179344147444,-0.7159687261785158,0.0,3,3,1,0.0,0.9723962545394897,0.6049796342849731,1.154612723737955,0.793185806274414,0.006049796342849732,0.3918476998806,0.035026922821998596,1.0246378183364868,1.3769924640655518,0.00406217947602272,0.08121953159570694,-0.0730951726436615,0.035026922821998596,0.5262392830848693,0.06483583897352219,0.15588265657424927,0.0419170968234539,69132.8203125,28833.296875,40299.5234375,69202.984375,28866.046875,40336.93359375,-0.0010149168083444238,-0.0011358396150171757,-0.0009283027029596269,-0.10149168083444238,7.12359045445919,0.9291780065000057,6.643585536628962,0.9291780661046505,1.2135340198874474,1.0675559458136559,1.247179344147444,13.15199417166412,13.15199417166412,greedy,1.247179344147444,0.0,hard_fault_cluster,,False
6,N3410,control0,1.0064481496810913,1.6849755907058717,1.538062584400177,0.4267121028900147,1.0952341339588165,1.6849755907058717,1.6849755907058717,-0.14328592349069127,0.0,3,3,1,0.0,1.0064481496810913,0.6620694398880005,2.238340686261654,2.2764225006103516,0.006620694398880005,0.3864698112010956,0.02834807150065899,0.9343641996383667,1.487852931022644,0.017597856000065804,0.09294120222330093,-0.05774549022316933,0.02834807150065899,-0.203666767179966,0.06054747849702835,0.15228310227394104,0.04063429310917854,69203.28125,28866.513671875,40336.76953125,68649.3125,28449.8828125,40199.4296875,0.008004949428141117,0.014433016069233418,0.003404830116778612,0.8004949428141117,6.745165361091495,0.6180177082121372,6.22735222755,0.5003445793688297,2.246730138361454,2.422516112625599,1.6849755907058717,14.836969762369991,14.836969762369991,greedy,1.6849755907058717,0.0,hard_fault_cluster,,False
7,N5778,control0,0.9754513502120972,1.5978457450680437,1.8994010567665098,0.40070218773558736,1.0385997342942284,1.5978457450680437,1.5978457450680437,0.5763990791254349,0.0,3,3,1,0.0,0.9754513502120972,0.6704385280609131,1.8845467207953335,2.8949586272239687,0.006704385280609131,0.3965311646461487,0.030224332585930824,0.9607352018356323,1.5720981359481812,0.059124985709786415,0.14240232110023499,-0.024152349680662155,0.030224332585930824,0.5006978738307952,0.061645492911338806,0.15576927363872528,0.04066554829478264,68649.671875,28449.97265625,40199.6953125,68909.2265625,28585.5390625,40323.6875,-0.0037808583583682775,-0.004765080288052559,-0.00308440625667572,-0.37808583583682775,6.8652121517807245,1.056446453668177,6.339715006295592,0.9950032440200448,1.74533843845129,2.506128632053733,1.5978457450680437,16.434815507438035,16.434815507438035,greedy,1.5978457450680437,0.0,hard_fault_cluster,,False
8,N2900,control0,0.7552120089530945,1.1711748935282231,1.3515901803970336,0.3847544930875301,0.761263680793345,1.1711748935282231,1.1711748935282231,0.7047602066205002,0.0,3,3,1,0.0,0.7552120089530945,0.6174747943878174,1.1211726115643978,1.1648193478584288,0.006174747943878174,0.4124806225299835,0.03397756069898605,0.9529252052307129,1.7461844682693481,0.06926821731030941,0.157446950674057,-0.018910516053438187,0.03397756069898605,1.2633975183963775,0.05998377874493599,0.16125279664993286,0.041315674781799316,68909.203125,28585.4296875,40323.7734375,68852.4296875,28451.546875,40400.8828125,0.0008238875889219344,0.0046836030669510365,-0.0019122558878734708,0.08238875889219344,6.649830229580402,0.6384539636969566,6.1612409632653,0.5901749911904335,1.2022195428609848,1.6329990921914577,1.1711748935282231,17.60599040096626,17.60599040096626,greedy,1.1711748935282231,0.0,hard_fault_cluster,,False
9,N4149,control1,0.33857080340385437,2.357959586381912,0.9059092938899994,1.7358235657215115,1.5326737311482428,2.357959586381912,2.357959586381912,-1.0,0.0,3,3,1,0.0,0.33857080340385437,0.8077942132949829,6.120949338376522,4.617099261283874,0.00807794213294983,-0.05888131260871887,0.09480556100606918,0.5349394083023071,1.2592700719833374,-0.06912984512746334,-0.17331668734550476,0.03505699709057808,0.09480556100606918,6.22126180395484,0.03740020841360092,0.02046189457178116,0.01781788468360901,68852.1484375,28451.640625,40400.5078125,68908.3125,28435.455078125,40472.85546875,-0.0008157198317348957,0.0005688791861757636,-0.0017907610163092613,-0.08157198317348957,4.642620615661144,-0.048297749757766906,3.965670784935355,-0.3240246045589449,2.6527158737182615,2.5193191587179897,2.357959586381912,19.963949987348172,19.963949987348172,greedy,2.357959586381912,0.0,hard_fault_cluster,,False
10,N4587,observe,0.5306666493415833,1.370696693919599,1.3655780792236327,0.19988406967371705,0.8909528510477394,1.370696693919599,1.370696693919599,0.3911069613715538,0.0,3,3,1,0.0,0.5306666493415833,0.7622731924057007,1.3312102053314447,1.3699840307235718,0.007622731924057007,-0.055396705865859985,0.09621390700340271,0.5662389993667603,0.9769572019577026,0.015095168724656105,-0.023136518895626068,0.05332685634493828,0.09621390700340271,0.08871059149503707,0.040962085127830505,0.0275103822350502,0.018196195363998413,68908.1796875,28435.326171875,40472.85546875,69407.5859375,28816.912109375,40590.671875,-0.00724741630256176,-0.013419432565569878,-0.002910998184233904,-0.724741630256176,4.954695612192154,0.9281353077292442,4.310830287635326,0.8829429826140405,1.1615265414118767,1.2276134720444678,1.370696693919599,21.33464668126777,21.33464668126777,greedy,1.370696693919599,0.0,hard_fault_cluster,,False
11,N4561,observe,0.5174626708030701,1.2368117425125094,1.0379572987556458,0.2636117333080619,0.8039276326331312,1.2368117425125094,1.2368117425125094,0.6206657952330854,0.0,3,3,1,0.0,0.5174626708030701,0.6843748688697815,1.1993553904350847,1.0602924346923828,0.006843748688697815,-0.04576069116592407,0.11014988273382187,0.6118406057357788,0.9421526789665222,-0.002713209018111229,-0.039200663566589355,0.0337742455303669,0.11014988273382187,0.8947959707770496,0.040751971304416656,0.03578070551156998,0.01573919504880905,69407.71875,28816.923828125,40590.796875,69639.0,29010.08203125,40628.9140625,-0.003332212334498763,-0.006702943239361048,-0.0009390598279424012,-0.3332212334498763,4.869721882045269,1.014622608665377,4.2738283183425665,0.7654038755921647,0.9317638015840202,0.9355283080623484,1.2368117425125094,22.57145842378028,22.57145842378028,greedy,1.2368117425125094,0.0,hard_fault_cluster,,False
12,N4175,observe,0.5983470678329468,1.765915873609483,1.2209806084632873,0.4733940518274903,1.147845317846164,1.765915873609483,1.765915873609483,0.8011471393035946,0.0,3,3,1,0.0,0.5983470678329468,0.5750634670257568,2.4019564252346757,2.0697946190834045,0.005750634670257568,-0.09451878070831299,0.09980922937393188,0.5033438801765442,0.9038133025169373,-0.058179644867777824,-0.10791511088609695,-0.008444178849458694,0.09980922937393188,0.6671114835143089,0.04257290065288544,0.0411173477768898,0.0158945731818676,69638.78125,29009.71484375,40629.0625,69385.9921875,28851.3125,40534.6796875,0.0036300041247159243,0.005460320506244898,0.002323037013411522,0.3630004124715924,4.932162761688232,1.222994214594364,4.426008239388466,1.024098286256194,1.7426784351468085,1.7524104028195142,1.765915873609483,24.33737429738976,24.33737429738976,greedy,1.765915873609483,0.0,hard_fault_cluster,,False
13,N4144,observe,-0.03100747987627983,2.158019275814295,2.019377660751343,0.8342879126965999,1.4027125292792917,2.158019275814295,2.158019275814295,1.0,0.0,3,3,1,0.0,-0.03100747987627983,0.36284589767456055,1.3617081462219356,-0.4230089217424393,0.0036284589767456056,0.030248433351516724,0.05913437157869339,0.249883234500885,0.7327890992164612,-0.0807421263307333,-0.11495818942785263,-0.04652606323361397,0.05913437157869339,5.396399344839155,0.0477946437895298,0.10159245133399963,0.017927397042512894,69386.140625,28851.49609375,40534.64453125,69478.625,28920.55859375,40558.0703125,-0.0013328940840438008,-0.002393723465502262,-0.0005779200000688434,-0.13328940840438008,5.201444648206234,1.0098061671480534,4.8849594462662935,0.949743386171758,0.760527427867055,0.6808638382144273,2.158019275814295,26.495393573204055,26.495393573204055,greedy,2.158019275814295,0.0,hard_fault_cluster,,False
14,N4618,control1,-0.39441338181495667,1.0061878202855588,0.9647354006767273,0.28765485540032387,0.6540220831856132,1.0061878202855588,1.0061878202855588,0.19038679130184255,0.0,3,3,1,0.0,-0.39441338181495667,0.3477582335472107,0.8459315611422061,0.7260267198085785,0.003477582335472107,0.07200339436531067,0.011851312592625618,0.05112098157405853,0.37098681926727295,-0.1607273630797863,-0.21517910063266754,-0.10627562552690506,0.011851312592625618,1.2825877740979195,0.05054771900177002,0.13682658970355988,0.0177198126912117,69476.5703125,28918.103515625,40558.46875,69149.9375,28680.39453125,40469.54296875,0.004701337777078152,0.008220074698328972,0.0021925331093370914,0.47013377770781517,5.414381446316838,0.9546687017381191,5.144674286711961,0.9546687017381191,0.8236966714262963,1.0672471415251494,1.0061878202855588,27.501581393489612,27.501581393489612,greedy,1.0061878202855588,0.0,hard_fault_cluster,,False
15,N4134,control0,-0.19822664558887482,1.3148831854015588,2.5275811553001404,0.2414501727372408,0.8546740705110133,1.3148831854015588,1.3148831854015588,0.15541545753365735,0.0,3,3,1,0.0,-0.19822664558887482,0.3524485230445862,1.1687301643192767,2.462561976909637,0.003524485230445862,0.07767140865325928,0.006772944703698158,0.05377727746963501,0.27472028136253357,-0.09925300627946854,-0.11373704671859741,-0.08476896584033966,0.006772944703698158,0.47898850291967393,0.05054863542318344,0.13933320343494415,0.019237514585256577,69151.953125,28682.8515625,40469.09765625,69009.8515625,28640.58984375,40369.26171875,0.002054917626082897,0.0014734141295775771,0.0024669673293828964,0.20549176260828972,5.4140850100666285,1.0420703664422035,5.144668909255415,1.0441276744008063,1.1497045576572418,2.8232040855288503,1.3148831854015588,28.81646457889117,28.81646457889117,greedy,1.3148831854015588,0.0,hard_fault_cluster,,False
16,N4145,observe,-0.16956831514835358,1.1428583985567093,1.8828715920448302,0.23075749695301057,0.7428579590618611,1.1428583985567093,1.1428583985567093,0.644322455016623,0.0,3,3,1,0.0,-0.16956831514835358,0.3583347201347351,1.0625593751668931,2.055443149805069,0.003583347201347351,0.0808899998664856,0.0026418138295412064,0.0985560417175293,0.5597805976867676,-0.1069617047905922,-0.13330721855163574,-0.08061619102954865,0.0026418138295412064,0.60926502764225,0.05111313983798027,0.14833396673202515,0.020386062562465668,69010.078125,28640.78125,40369.296875,69156.78125,28766.25,40390.53125,-0.0021258217748254538,-0.0043807728216052055,-0.000526003073900938,-0.21258217748254538,5.472290517762303,1.233458213210106,5.201558117289096,1.2581476253271102,0.9821054831147193,2.2060365266352893,1.1428583985567093,29.95932297744788,29.95932297744788,greedy,1.1428583985567093,0.0,hard_fault_cluster,,False
