line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__buf_split_558 /1 undetected,output,,__buf_split_558,__buf_split_558,1,undetected,__buf_split_558,__buf_split_558,__buf_split_558,sa1,1
2,R248_U67 /1 undetected,output,,R248_U67,R248_U67,1,undetected,R248_U67,R248_U67,R248_U67,sa1,1
3,__buf_split_553 /1 undetected,output,,__buf_split_553,__buf_split_553,1,undetected,__buf_split_553,__buf_split_553,__buf_split_553,sa1,1
4,__buf_split_547 /1 undetected,output,,__buf_split_547,__buf_split_547,1,undetected,__buf_split_547,__buf_split_547,__buf_split_547,sa1,1
5,R248_U57 /1 undetected,output,,R248_U57,R248_U57,1,undetected,R248_U57,R248_U57,R248_U57,sa1,1
6,R248_U51 /1 undetected,output,,R248_U51,R248_U51,1,undetected,R248_U51,R248_U51,R248_U51,sa1,1
7,__buf_split_529 /1 undetected,output,,__buf_split_529,__buf_split_529,1,undetected,__buf_split_529,__buf_split_529,__buf_split_529,sa1,1
8,test_en->__tpi_cp_2___aig_and_365 /0 undetected,input_edge,test_en,__tpi_cp_2___aig_and_365,__tpi_cp_2___aig_and_365,0,undetected,__tpi_cp_2___aig_and_365,__tpi_cp_2___aig_and_365,__tpi_cp_2___aig_and_365,sa0,1
9,__tpi_not_test_en->__tpi_cp_1___buf_split_524 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_1___buf_split_524,__tpi_cp_1___buf_split_524,1,undetected,__tpi_cp_1___buf_split_524,__tpi_cp_1___buf_split_524,__tpi_cp_1___buf_split_524,sa1,1
10,R248_U49 /1 undetected,output,,R248_U49,R248_U49,1,undetected,R248_U49,R248_U49,R248_U49,sa1,1
11,__buf_split_526 /1 undetected,output,,__buf_split_526,__buf_split_526,1,undetected,__buf_split_526,__buf_split_526,__buf_split_526,sa1,1
12,R248_U23 /1 undetected,output,,R248_U23,R248_U23,1,undetected,R248_U23,R248_U23,R248_U23,sa1,1
