line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,test_en->__tpi_cp_55_G383 /0 undetected,input_edge,test_en,__tpi_cp_55_G383,__tpi_cp_55_G383,0,undetected,__tpi_cp_55_G383,__tpi_cp_55_G383,__tpi_cp_55_G383,sa0,1
2,__tpi_not_test_en->__tpi_cp_29_G381 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_29_G381,__tpi_cp_29_G381,1,undetected,__tpi_cp_29_G381,__tpi_cp_29_G381,__tpi_cp_29_G381,sa1,1
3,test_en->__tpi_cp_57_G377 /0 undetected,input_edge,test_en,__tpi_cp_57_G377,__tpi_cp_57_G377,0,undetected,__tpi_cp_57_G377,__tpi_cp_57_G377,__tpi_cp_57_G377,sa0,1
4,__tpi_not_test_en->__tpi_cp_19_G375 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_19_G375,__tpi_cp_19_G375,1,undetected,__tpi_cp_19_G375,__tpi_cp_19_G375,__tpi_cp_19_G375,sa1,1
5,test_en->__tpi_cp_54_G373 /0 undetected,input_edge,test_en,__tpi_cp_54_G373,__tpi_cp_54_G373,0,undetected,__tpi_cp_54_G373,__tpi_cp_54_G373,__tpi_cp_54_G373,sa0,1
6,__tpi_not_test_en->__tpi_cp_23_G371 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_23_G371,__tpi_cp_23_G371,1,undetected,__tpi_cp_23_G371,__tpi_cp_23_G371,__tpi_cp_23_G371,sa1,1
7,test_en->__tpi_cp_48_G369 /0 undetected,input_edge,test_en,__tpi_cp_48_G369,__tpi_cp_48_G369,0,undetected,__tpi_cp_48_G369,__tpi_cp_48_G369,__tpi_cp_48_G369,sa0,1
8,test_en->__tpi_cp_0_G120 /0 undetected,input_edge,test_en,__tpi_cp_0_G120,__tpi_cp_0_G120,0,undetected,__tpi_cp_0_G120,__tpi_cp_0_G120,__tpi_cp_0_G120,sa0,1
9,__tpi_not_test_en->__tpi_cp_51___buf_split_55 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_51___buf_split_55,__tpi_cp_51___buf_split_55,1,undetected,__tpi_cp_51___buf_split_55,__tpi_cp_51___buf_split_55,__tpi_cp_51___buf_split_55,sa1,1
10,__tpi_not_test_en->__tpi_cp_37_I527 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_37_I527,__tpi_cp_37_I527,1,undetected,__tpi_cp_37_I527,__tpi_cp_37_I527,__tpi_cp_37_I527,sa1,1
11,test_en->__tpi_cp_38_G168 /0 undetected,input_edge,test_en,__tpi_cp_38_G168,__tpi_cp_38_G168,0,undetected,__tpi_cp_38_G168,__tpi_cp_38_G168,__tpi_cp_38_G168,sa0,1
12,test_en->__tpi_cp_32___aig_and_18 /0 undetected,input_edge,test_en,__tpi_cp_32___aig_and_18,__tpi_cp_32___aig_and_18,0,undetected,__tpi_cp_32___aig_and_18,__tpi_cp_32___aig_and_18,__tpi_cp_32___aig_and_18,sa0,1
13,__tpi_not_test_en->__tpi_cp_1_G393 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_1_G393,__tpi_cp_1_G393,1,undetected,__tpi_cp_1_G393,__tpi_cp_1_G393,__tpi_cp_1_G393,sa1,1
14,__tpi_not_test_en->__tpi_cp_18_G395 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_18_G395,__tpi_cp_18_G395,1,undetected,__tpi_cp_18_G395,__tpi_cp_18_G395,__tpi_cp_18_G395,sa1,1
