node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_84_N6538,3,1,1,1,0
N6117,2,1,1,0,0
N6118,2,1,1,0,0
N6119,2,1,1,0,0
N6120,2,1,1,0,0
N6121,2,1,1,0,0
N6123,2,1,1,0,0
N6124,2,1,1,0,0
N6361,2,1,1,0,0
N6533,2,1,1,0,0
N6534,2,1,1,0,0
N8677,2,1,1,0,0
N8679,2,1,1,0,0
N8681,2,1,1,0,0
N8683,2,1,1,0,0
N8685,2,1,1,0,0
N8688,2,1,1,0,0
N8689,2,1,1,0,0
N8691,2,1,1,0,0
N8693,2,1,1,0,0
N8695,2,1,1,0,0
N8697,2,1,1,0,0
N8699,2,1,1,0,0
N8764,2,1,1,0,0
N8765,2,1,1,0,0
N8766,2,1,1,0,0
N8767,2,1,1,0,0
N8768,2,1,1,0,0
N8769,2,1,1,0,0
N8770,2,1,1,0,0
N8771,2,1,1,0,0
N8772,2,1,1,0,0
N8773,2,1,1,0,0
N8774,2,1,1,0,0
N8775,2,1,1,0,0
N8903,2,0,1,0,1
__tpi_cp_100_N7402,2,0,1,1,0
__tpi_cp_103_N7847,2,0,1,0,1
__tpi_cp_104_N7846,2,0,1,0,1
__tpi_cp_107_N7387,2,0,1,0,1
__tpi_cp_108_N7729,2,0,1,0,1
__tpi_cp_109_N7727,2,0,1,0,1
__tpi_cp_111_N7723,2,0,1,0,1
__tpi_cp_112_N7414,2,1,0,1,0
__tpi_cp_113_N7722,2,0,1,0,1
__tpi_cp_114_N7725,2,0,1,0,1
__tpi_cp_115_N7724,2,0,1,0,1
__tpi_cp_116_N7445,2,0,1,0,1
__tpi_cp_117_N7735,2,0,1,0,1
__tpi_cp_118_N7876,2,1,0,1,0
__tpi_cp_119_N7733,2,0,1,0,1
__tpi_cp_120_N7433,2,0,1,0,1
__tpi_cp_121_N7438,2,0,1,0,1
__tpi_cp_122_N7437,2,0,1,0,1
__tpi_cp_123_N7442,2,0,1,0,1
__tpi_cp_124_N7446,2,0,1,0,1
__tpi_cp_125_N7731,2,0,1,0,1
__tpi_cp_126_N7734,2,0,1,0,1
__tpi_cp_128_N7732,2,0,1,0,1
__tpi_cp_129_N7441,2,0,1,0,1
__tpi_cp_131_N7730,2,0,1,0,1
__tpi_cp_134_N7473,2,0,1,0,1
__tpi_cp_142_N7736,2,0,1,0,1
__tpi_cp_143_N7728,2,0,1,0,1
__tpi_cp_144_N7726,2,0,1,0,1
__tpi_cp_15_N5203,2,0,1,1,0
__tpi_cp_163_N3764,2,0,1,0,1
__tpi_cp_167_N3743,2,0,1,0,1
__tpi_cp_168_N3799,2,0,1,0,1
__tpi_cp_169_N3806,2,0,1,0,1
__tpi_cp_170_N3813,2,0,1,0,1
__tpi_cp_171_N3834,2,0,1,0,1
__tpi_cp_172_N3841,2,0,1,0,1
__tpi_cp_173_N3869,2,0,1,0,1
__tpi_cp_174_N3792,2,0,1,0,1
__tpi_cp_175_N3785,2,0,1,0,1
__tpi_cp_176_N3778,2,0,1,0,1
__tpi_cp_177_N3771,2,0,1,0,1
__tpi_cp_178_N3757,2,0,1,0,1
__tpi_cp_181_N3890,2,0,1,0,1
__tpi_cp_19_N1437,2,0,1,1,0
__tpi_cp_22_N7411,2,1,0,1,0
__tpi_cp_23_N7891,2,1,0,1,0
__tpi_cp_24_N4670,2,0,1,0,1
__tpi_cp_25_N7413,2,1,0,1,0
__tpi_cp_27_N4656,2,0,1,0,1
__tpi_cp_29_N4649,2,0,1,0,1
__tpi_cp_30_N4635,2,0,1,0,1
__tpi_cp_31_N4698,2,0,1,0,1
__tpi_cp_32_N7881,2,1,0,1,0
__tpi_cp_33_N7882,2,1,0,1,0
