split	variant	score_field	kind	groups	actions	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	pairwise_accuracy	pairwise_count	ndcg_at_5	ndcg_at_10
expanded_val	linear	ranker_score	ranker	37	666	0.5715814875281284	0.5355291693182104	0.45908409260825433	0.006691891891891881	0.020399189189189208	0.0	0.6711711711711711	0.7603244932587142	4027	0.7402347498971031	0.7877562609449885
transfer	linear	ranker_score	ranker	6	288	-0.07731718234021778	-0.07080527477753695	-0.026661382953925363	0.0012183333333333584	0.021971666666666667	0.0	0.5104166666666666	0.46384941714174294	3713	0.4257001191345286	0.43035005684936617
train	linear_l2	ranker_score	ranker	180	4320	0.45483532543652333	0.4585795087915807	0.29579930745015226	0.00410572222222222	0.016040055555555547	0.027777777777777776	0.6108024691358025	0.6748986392419403	25453	0.7355241052885972	0.779136467367272
expanded_val	linear_l2	ranker_score	ranker	37	666	0.5715814875281284	0.5355291693182104	0.45912187580718455	0.006691891891891881	0.020399189189189208	0.0	0.7042042042042043	0.7603244932587142	4027	0.7402347498971031	0.7877562609449885
transfer	linear_l2	ranker_score	ranker	6	288	-0.07731718234021778	-0.07080527477753695	-0.02653733579425593	0.0012183333333333584	0.021971666666666667	0.0	0.6006944444444444	0.46384941714174294	3713	0.4257001191345286	0.43035005684936617
train	mlp_small	ranker_score	ranker	180	4320	0.4924899830978307	0.4967507240828976	0.3473855486206486	0.004182333333333329	0.015963444444444436	0.022222222222222223	0.6550925925925927	0.7158988001892997	25453	0.7422857257345957	0.796233844190617
expanded_val	mlp_small	ranker_score	ranker	37	666	0.5516904720160537	0.5173491551513056	0.45368073420057176	0.0017675675675675499	0.02532351351351354	0.0	0.7777777777777778	0.74829416250199	4027	0.724695681829186	0.7710486130887189
transfer	mlp_small	ranker_score	ranker	6	288	-0.056031610501636596	-0.04414925763394186	-0.0075880381135605595	0.0011050000000000042	0.02208500000000002	0.0	0.5	0.4927045352304516	3710	0.42288412569800876	0.484455067482735
train	action_type_linear	ranker_score	ranker	180	4320	0.45003045738746655	0.44979128653688283	0.2909505818364363	0.004086833333333331	0.016058944444444435	0.022222222222222223	0.6273148148148149	0.6767850784703138	25453	0.7297412028517661	0.7792026752511275
expanded_val	action_type_linear	ranker_score	ranker	37	666	0.5693040778320763	0.5275995145858641	0.44054770066477644	0.00422486486486485	0.02286621621621624	0.0	0.5690690690690691	0.7550335284029325	4027	0.7287517900034924	0.7801440485304697
transfer	action_type_linear	ranker_score	ranker	6	288	-0.056141702991567864	-0.04325880328583367	-0.007058031220990695	-0.0034999999999999662	0.02668999999999999	0.16666666666666666	0.5347222222222222	0.47987876930928075	3713	0.38849714564144366	0.45026693299631
