node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_24_R248_U67,2,0,1,0,1
__tpi_cp_32_R248_U23,2,0,1,0,1
R248_U23,1,0,1,0,0
R248_U49,1,0,1,0,0
R248_U51,1,0,1,0,0
R248_U57,1,0,1,0,0
R248_U67,1,0,1,0,0
__buf_split_526,1,0,1,0,0
__buf_split_529,1,0,1,0,0
__buf_split_547,1,0,1,0,0
__buf_split_550,1,0,1,0,0
__buf_split_553,1,0,1,0,0
__buf_split_556,1,0,1,0,0
__buf_split_558,1,0,1,0,0
__tpi_cp_12___buf_split_112,1,0,0,0,1
__tpi_cp_15___buf_split_84,1,0,0,0,1
__tpi_cp_16___buf_split_80,1,0,0,0,1
__tpi_cp_18_U456,1,0,0,0,1
__tpi_cp_1___buf_split_524,1,0,0,0,1
__tpi_cp_21_U353,1,0,0,0,1
__tpi_cp_25_R248_U63,1,0,0,0,1
__tpi_cp_28_R248_U43,1,0,0,1,0
__tpi_cp_29_R248_U44,1,0,0,0,1
__tpi_cp_30___buf_split_76,1,0,0,0,1
__tpi_cp_33_R248_U42,1,0,0,1,0
__tpi_cp_35___buf_split_510,1,0,0,0,1
__tpi_cp_36_R248_U57,1,0,0,0,1
__tpi_cp_7___buf_split_527,1,0,0,1,0
