[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [gmean] 2026-07-21T10:03:49 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/best_final_horizon/old3_new1
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [gmean] 2026-07-21T10:03:49 budgets=iscas99__b15_1:278
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [gmean] 2026-07-21T10:03:49 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [gmean] 2026-07-21T10:03:49 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] torch_deterministic=true
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] ensemble_checkpoints=4 score_field=q_typed_residual_context lcb_alpha=0.0
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b15_C/exact_candidate_nodes.txt nodes=7918
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.875631
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] step=1 node=N677 type=control1 q_typed_residual_context=5.243479 sequence=5.243479
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] step=2 node=N2155 type=observe q_typed_residual_context=4.730616 sequence=9.974095
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] step=3 node=N502 type=control1 q_typed_residual_context=2.081512 sequence=12.055607
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] step=4 node=N762 type=control1 q_typed_residual_context=1.758101 sequence=13.813708
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] step=5 node=N3742 type=control0 q_typed_residual_context=1.171535 sequence=14.985243
[b15-anchor/prefix_cql_sa/best_final_horizon/old3_new1] [plan iscas99__b15_1] [plan] step=6 node=N3644 type=control0 q_typed_residual_context=1.322246 sequence=16.307489
