benchmark_id,net,fault_count,hard_fault_count,hard_fault_ratio,status_counts,source_fault_csv_count,source_label_count
iscas99__b22,N18381,3,3,1.0,"{""UNDETECTED"": 3}",1,1
iscas99__b22,N12823,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12960,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12967,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12969,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12973,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12975,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12979,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12981,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N12983,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N14397,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N14399,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N14401,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18286,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18288,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18295,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18297,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18378,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18384,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18454,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18528,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18529,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N18542,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19271,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19278,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19280,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19282,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19284,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19286,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19290,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19292,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N19294,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N1995,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N23885,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N23961,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N23965,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24043,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24044,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24045,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24046,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24072,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24092,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24161,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24163,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24164,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24168,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N24169,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26328,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26329,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26330,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26352,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26367,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26425,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26426,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26429,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26432,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N26433,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N30498,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N30507,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N30652,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N30656,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N30933,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N30935,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31353,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31355,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31357,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31362,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31364,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31366,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31527,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31531,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31532,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31534,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31540,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N31542,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33487,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33532,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33534,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33553,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33555,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33560,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N33563,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4559,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4560,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4570,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4571,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4575,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4991,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4993,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4994,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4997,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4998,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N4999,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N5218,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N5221,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N5264,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N5266,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N5292,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7658,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7659,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7661,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7662,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7663,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7664,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7665,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7666,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7667,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7668,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b22,N7669,2,2,1.0,"{""UNDETECTED"": 2}",1,1
