line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,II1525->II1525_PO /0 undetected,input_edge,II1525,II1525_PO,II1525_PO,0,undetected,II1525_PO,II1525_PO,II1525_PO,sa0,1
2,__tpi_not_test_en->__tpi_cp_17___aig_not_473 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_17___aig_not_473,__tpi_cp_17___aig_not_473,1,undetected,__tpi_cp_17___aig_not_473,__tpi_cp_17___aig_not_473,__tpi_cp_17___aig_not_473,sa1,1
3,__tpi_not_test_en->__tpi_cp_16_II1971 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_16_II1971,__tpi_cp_16_II1971,1,undetected,__tpi_cp_16_II1971,__tpi_cp_16_II1971,__tpi_cp_16_II1971,sa1,1
4,__aig_not_429 /1 undetected,output,,__aig_not_429,__aig_not_429,1,undetected,__aig_not_429,__aig_not_429,__aig_not_429,sa1,1
5,C_19 /1 undetected,output,,C_19,C_19,1,undetected,C_19,C_19,C_19,sa1,1
6,__tpi_not_test_en->__tpi_cp_63_II1492 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_63_II1492,__tpi_cp_63_II1492,1,undetected,__tpi_cp_63_II1492,__tpi_cp_63_II1492,__tpi_cp_63_II1492,sa1,1
7,II1492 /1 undetected,output,,II1492,II1492,1,undetected,II1492,II1492,II1492,sa1,1
8,__tpi_not_test_en->__tpi_cp_13___buf_split_285 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,1,undetected,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,sa1,1
9,__tpi_cp_13___buf_split_285 /1 undetected,output,,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,1,undetected,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,__tpi_cp_13___buf_split_285,sa1,1
10,__buf_split_285 /1 undetected,output,,__buf_split_285,__buf_split_285,1,undetected,__buf_split_285,__buf_split_285,__buf_split_285,sa1,1
11,II1528->II1528_PO /1 undetected,input_edge,II1528,II1528_PO,II1528_PO,1,undetected,II1528_PO,II1528_PO,II1528_PO,sa1,1
12,II1525 /0 undetected,output,,II1525,II1525,0,undetected,II1525,II1525,II1525,sa0,1
13,test_en->__tpi_cp_3___aig_not_383 /0 undetected,input_edge,test_en,__tpi_cp_3___aig_not_383,__tpi_cp_3___aig_not_383,0,undetected,__tpi_cp_3___aig_not_383,__tpi_cp_3___aig_not_383,__tpi_cp_3___aig_not_383,sa0,1
14,__aig_not_383 /0 undetected,output,,__aig_not_383,__aig_not_383,0,undetected,__aig_not_383,__aig_not_383,__aig_not_383,sa0,1
15,__tpi_not_test_en->__tpi_cp_34___buf_split_365 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_34___buf_split_365,__tpi_cp_34___buf_split_365,1,undetected,__tpi_cp_34___buf_split_365,__tpi_cp_34___buf_split_365,__tpi_cp_34___buf_split_365,sa1,1
16,__buf_split_365 /1 undetected,output,,__buf_split_365,__buf_split_365,1,undetected,__buf_split_365,__buf_split_365,__buf_split_365,sa1,1
17,II1528->__tpi_cp_39_II1528 /1 undetected,input_edge,II1528,__tpi_cp_39_II1528,__tpi_cp_39_II1528,1,undetected,__tpi_cp_39_II1528,__tpi_cp_39_II1528,__tpi_cp_39_II1528,sa1,1
18,__tpi_not_test_en->__tpi_cp_39_II1528 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_39_II1528,__tpi_cp_39_II1528,1,undetected,__tpi_cp_39_II1528,__tpi_cp_39_II1528,__tpi_cp_39_II1528,sa1,1
19,__aig_not_382 /1 undetected,output,,__aig_not_382,__aig_not_382,1,undetected,__aig_not_382,__aig_not_382,__aig_not_382,sa1,1
20,__tpi_not_test_en->__tpi_cp_19___buf_split_364 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_19___buf_split_364,__tpi_cp_19___buf_split_364,1,undetected,__tpi_cp_19___buf_split_364,__tpi_cp_19___buf_split_364,__tpi_cp_19___buf_split_364,sa1,1
21,__buf_split_364 /1 undetected,output,,__buf_split_364,__buf_split_364,1,undetected,__buf_split_364,__buf_split_364,__buf_split_364,sa1,1
22,II1528 /1 undetected,output,,II1528,II1528,1,undetected,II1528,II1528,II1528,sa1,1
23,test_en->__tpi_cp_4_II1533 /0 undetected,input_edge,test_en,__tpi_cp_4_II1533,__tpi_cp_4_II1533,0,undetected,__tpi_cp_4_II1533,__tpi_cp_4_II1533,__tpi_cp_4_II1533,sa0,1
24,II1533 /0 undetected,output,,II1533,II1533,0,undetected,II1533,II1533,II1533,sa0,1
25,__tpi_not_test_en->__tpi_cp_33___buf_split_82 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_33___buf_split_82,__tpi_cp_33___buf_split_82,1,undetected,__tpi_cp_33___buf_split_82,__tpi_cp_33___buf_split_82,__tpi_cp_33___buf_split_82,sa1,1
26,__buf_split_82 /1 undetected,output,,__buf_split_82,__buf_split_82,1,undetected,__buf_split_82,__buf_split_82,__buf_split_82,sa1,1
27,II1532->__tpi_cp_41_II1532 /1 undetected,input_edge,II1532,__tpi_cp_41_II1532,__tpi_cp_41_II1532,1,undetected,__tpi_cp_41_II1532,__tpi_cp_41_II1532,__tpi_cp_41_II1532,sa1,1
28,__tpi_not_test_en->__tpi_cp_41_II1532 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_41_II1532,__tpi_cp_41_II1532,1,undetected,__tpi_cp_41_II1532,__tpi_cp_41_II1532,__tpi_cp_41_II1532,sa1,1
29,__buf_split_289 /1 undetected,output,,__buf_split_289,__buf_split_289,1,undetected,__buf_split_289,__buf_split_289,__buf_split_289,sa1,1
30,__aig_and_137 /0 undetected,output,,__aig_and_137,__aig_and_137,0,undetected,__aig_and_137,__aig_and_137,__aig_and_137,sa0,1
31,__tpi_not_test_en->__tpi_cp_27_II1484 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_27_II1484,__tpi_cp_27_II1484,1,undetected,__tpi_cp_27_II1484,__tpi_cp_27_II1484,__tpi_cp_27_II1484,sa1,1
32,__tpi_cp_27_II1484 /1 undetected,output,,__tpi_cp_27_II1484,__tpi_cp_27_II1484,1,undetected,__tpi_cp_27_II1484,__tpi_cp_27_II1484,__tpi_cp_27_II1484,sa1,1
33,II1484 /1 undetected,output,,II1484,II1484,1,undetected,II1484,II1484,II1484,sa1,1
34,test_en->__tpi_cp_2_II1219_4 /0 undetected,input_edge,test_en,__tpi_cp_2_II1219_4,__tpi_cp_2_II1219_4,0,undetected,__tpi_cp_2_II1219_4,__tpi_cp_2_II1219_4,__tpi_cp_2_II1219_4,sa0,1
35,II1219_4 /0 undetected,output,,II1219_4,II1219_4,0,undetected,II1219_4,II1219_4,II1219_4,sa0,1
36,__tpi_not_test_en->__tpi_cp_37___buf_split_69 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_37___buf_split_69,__tpi_cp_37___buf_split_69,1,undetected,__tpi_cp_37___buf_split_69,__tpi_cp_37___buf_split_69,__tpi_cp_37___buf_split_69,sa1,1
37,__buf_split_69 /1 undetected,output,,__buf_split_69,__buf_split_69,1,undetected,__buf_split_69,__buf_split_69,__buf_split_69,sa1,1
38,II1452->__tpi_cp_28_II1452 /1 undetected,input_edge,II1452,__tpi_cp_28_II1452,__tpi_cp_28_II1452,1,undetected,__tpi_cp_28_II1452,__tpi_cp_28_II1452,__tpi_cp_28_II1452,sa1,1
39,__tpi_not_test_en->__tpi_cp_28_II1452 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_28_II1452,__tpi_cp_28_II1452,1,undetected,__tpi_cp_28_II1452,__tpi_cp_28_II1452,__tpi_cp_28_II1452,sa1,1
40,__aig_and_130 /0 undetected,output,,__aig_and_130,__aig_and_130,0,undetected,__aig_and_130,__aig_and_130,__aig_and_130,sa0,1
41,test_en->__tpi_cp_1___buf_split_283 /0 undetected,input_edge,test_en,__tpi_cp_1___buf_split_283,__tpi_cp_1___buf_split_283,0,undetected,__tpi_cp_1___buf_split_283,__tpi_cp_1___buf_split_283,__tpi_cp_1___buf_split_283,sa0,1
42,__buf_split_283 /0 undetected,output,,__buf_split_283,__buf_split_283,0,undetected,__buf_split_283,__buf_split_283,__buf_split_283,sa0,1
43,test_en->__tpi_cp_5___aig_not_371 /0 undetected,input_edge,test_en,__tpi_cp_5___aig_not_371,__tpi_cp_5___aig_not_371,0,undetected,__tpi_cp_5___aig_not_371,__tpi_cp_5___aig_not_371,__tpi_cp_5___aig_not_371,sa0,1
44,__tpi_not_test_en->__tpi_cp_36___buf_split_360 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_36___buf_split_360,__tpi_cp_36___buf_split_360,1,undetected,__tpi_cp_36___buf_split_360,__tpi_cp_36___buf_split_360,__tpi_cp_36___buf_split_360,sa1,1
45,__tpi_not_test_en->__tpi_cp_40_II1460 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_40_II1460,__tpi_cp_40_II1460,1,undetected,__tpi_cp_40_II1460,__tpi_cp_40_II1460,__tpi_cp_40_II1460,sa1,1
46,__tpi_not_test_en->__tpi_cp_50___aig_not_370 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_50___aig_not_370,__tpi_cp_50___aig_not_370,1,undetected,__tpi_cp_50___aig_not_370,__tpi_cp_50___aig_not_370,__tpi_cp_50___aig_not_370,sa1,1
