line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,R248_U67->__aig_and_405 /1 undetected,input_edge,R248_U67,__aig_and_405,__aig_and_405,1,undetected,__aig_and_405,__aig_and_405,__aig_and_405,sa1,1
2,__buf_split_540 /1 undetected,output,,__buf_split_540,__buf_split_540,1,undetected,__buf_split_540,__buf_split_540,__buf_split_540,sa1,1
3,R248_U51 /1 undetected,output,,R248_U51,R248_U51,1,undetected,R248_U51,R248_U51,R248_U51,sa1,1
4,__buf_split_529 /1 undetected,output,,__buf_split_529,__buf_split_529,1,undetected,__buf_split_529,__buf_split_529,__buf_split_529,sa1,1
5,test_en->__tpi_cp_9___aig_and_365 /0 undetected,input_edge,test_en,__tpi_cp_9___aig_and_365,__tpi_cp_9___aig_and_365,0,undetected,__tpi_cp_9___aig_and_365,__tpi_cp_9___aig_and_365,__tpi_cp_9___aig_and_365,sa0,1
6,__tpi_not_test_en->__tpi_cp_3___buf_split_524 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_3___buf_split_524,__tpi_cp_3___buf_split_524,1,undetected,__tpi_cp_3___buf_split_524,__tpi_cp_3___buf_split_524,__tpi_cp_3___buf_split_524,sa1,1
7,R248_U49 /1 undetected,output,,R248_U49,R248_U49,1,undetected,R248_U49,R248_U49,R248_U49,sa1,1
8,__buf_split_526 /1 undetected,output,,__buf_split_526,__buf_split_526,1,undetected,__buf_split_526,__buf_split_526,__buf_split_526,sa1,1
9,R248_U8->__tpi_cp_8_R248_U8 /1 undetected,input_edge,R248_U8,__tpi_cp_8_R248_U8,__tpi_cp_8_R248_U8,1,undetected,__tpi_cp_8_R248_U8,__tpi_cp_8_R248_U8,__tpi_cp_8_R248_U8,sa1,1
10,__tpi_not_test_en->__tpi_cp_8_R248_U8 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_8_R248_U8,__tpi_cp_8_R248_U8,1,undetected,__tpi_cp_8_R248_U8,__tpi_cp_8_R248_U8,__tpi_cp_8_R248_U8,sa1,1
11,R248_U23 /1 undetected,output,,R248_U23,R248_U23,1,undetected,R248_U23,R248_U23,R248_U23,sa1,1
