step,node,type,q_pred,q_pred_mean,q_pred_std,q_pred_lcb,q_pred_context,score_pred,score_pred_mean,score_pred_std,score_pred_lcb,reward_pred,reward_pred_mean,reward_pred_std,reward_pred_lcb,reward_pred_context,fc_pred,pattern_pred,return_pred,return_pred_mean,return_pred_std,return_pred_lcb,guarded_reward,guarded_reward_mean,guarded_reward_std,guarded_reward_lcb,guarded_reward_context,hard_reduction_total_pred,hard_reduction_total_pred_mean,hard_reduction_total_pred_std,hard_reduction_total_pred_lcb,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,derived_hard_reduction_hybrid_pred_mean,derived_hard_reduction_hybrid_pred_std,derived_hard_reduction_hybrid_pred_lcb,hybrid_pred,hybrid_pred_mean,hybrid_pred_std,hybrid_pred_lcb,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_mean,bounded_residual_hybrid_pred_std,bounded_residual_hybrid_pred_lcb,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2184,observe,0.5279899835586548,0.5279899835586548,0.24163374304771423,0.3467646762728691,1.8183747150003908,0.5279899835586548,0.5279899835586548,0.24163374304771423,0.3467646762728691,0.20902888476848602,0.20902888476848602,0.12906457483768463,0.11223045364022255,1.8985305685549971,0.0020902888476848603,-0.5998156070709229,-0.08712346106767654,-0.08712346106767654,0.04505525901913643,-0.12091490533202887,-0.08712346106767654,-0.08712346106767654,0.04505525901913643,-0.12091490533202887,1.6126319863647223,0.0255048256367445,0.0255048256367445,0.027466151863336563,0.004905211739242077,-0.026600565761327744,-0.01671106368303299,34822.4453125,13817.9033203125,21004.541015625,34647.6796875,14016.7978515625,20630.880859375,0.005018763709813356,-0.014393973164260387,0.01778949424624443,-0.12515588104724884,-0.12515588104724884,1.570188045501709,-1.3027969151735306,2.6723880767822266,2.6723880767822266,2.9040653705596924,0.4943390488624573,2.2427496598660945,2.5809590816497803,2.5809590816497803,2.7859065532684326,0.4915291666984558,2.193573503345251,0.3467646762728691,0.3467646762728691,0.3467646762728691,greedy,0.3467646762728691,0.0,hard_fault_recall_union
2,N2225,observe,0.5408716797828674,0.5408716797828674,0.29034361243247986,0.32311397045850754,0.9353225395083428,0.5408716797828674,0.5408716797828674,0.29034361243247986,0.32311397045850754,0.1718035787343979,0.1718035787343979,0.1431170552968979,0.06446578726172447,0.643136978149414,0.0017180357873439788,-0.5825215578079224,-0.11967814713716507,-0.11967814713716507,0.08608242124319077,-0.18423996306955814,-0.11967814713716507,-0.11967814713716507,0.08608242124319077,-0.18423996306955814,-0.25934063166379934,0.011772890575230122,0.011772890575230122,0.026341991499066353,-0.007983603049069643,-0.032518092542886734,-0.027575476095080376,34647.71875,14016.8193359375,20630.8984375,34651.66796875,14096.1103515625,20555.55859375,-0.00011398207425372675,-0.005656847730278969,0.003651796607300639,0.10758378356695175,0.10758378356695175,0.42078423500061035,-0.208004392683506,1.229414463043213,1.229414463043213,2.800161123275757,-0.8707063794136047,1.1978747296333314,1.1903204917907715,1.1903204917907715,2.675386905670166,-0.816219687461853,1.1059242057800294,0.32311397045850754,0.6698786467313766,0.6698786467313766,greedy,0.32311397045850754,0.0,hard_fault_recall_union
3,N2204,observe,0.6720998883247375,0.6720998883247375,0.2571377158164978,0.4792466014623642,1.1510009974241258,0.6720998883247375,0.6720998883247375,0.2571377158164978,0.4792466014623642,0.1959741711616516,0.1959741711616516,0.13080699741840363,0.09786892309784889,1.2034948006272315,0.0019597417116165162,-0.46966418623924255,-0.10129845887422562,-0.10129845887422562,0.11292015016078949,-0.18598857149481773,-0.10129845887422562,-0.10129845887422562,0.11292015016078949,-0.18598857149481773,-0.6535793390870095,0.017447320744395256,0.017447320744395256,0.02464061975479126,-0.0010331440716981888,-0.031191863119602203,-0.013335689902305603,34651.6953125,14096.1171875,20555.578125,34679.015625,14127.1708984375,20551.84375,-0.0007884264341555536,-0.002202997449785471,0.00018167210510000587,0.13244910538196564,0.13244910538196564,0.20825468003749847,-0.02374190464615822,1.8394078016281128,1.8394078016281128,2.6102328300476074,-0.11826682090759277,1.0057197898626327,1.7684011459350586,1.7684011459350586,2.5001070499420166,-0.10667914152145386,0.9712770074605942,0.4792466014623642,1.1491252481937408,1.1491252481937408,greedy,0.4792466014623642,0.0,hard_fault_recall_union
4,N593,observe,0.7566532492637634,0.7566532492637634,0.3271383047103882,0.5112995207309723,1.6452917352318763,0.7566532492637634,0.7566532492637634,0.3271383047103882,0.5112995207309723,0.22112290561199188,0.22112290561199188,0.15005311369895935,0.10858307033777237,2.025486646592617,0.002211229056119919,-0.4931633174419403,-0.11572586745023727,-0.11572586745023727,0.0889422670006752,-0.18243256770074368,-0.11572586745023727,-0.11572586745023727,0.0889422670006752,-0.18243256770074368,-0.26101226389408116,0.020609507337212563,0.020609507337212563,0.028567196801304817,-0.0008158902637660503,-0.02868681028485298,-0.015177324414253235,34681.0625,14128.673828125,20552.38671875,34632.46484375,14063.74609375,20568.71875,0.0014012735337018967,0.004595458507537842,-0.0007946537807583809,0.41772088408470154,0.41772088408470154,0.3369109630584717,0.16503766179084778,2.1663477420806885,2.1663477420806885,3.032933473587036,-0.10835236310958862,1.6935843896865845,2.0872998237609863,2.0872998237609863,2.900561809539795,-0.08812153339385986,1.715954978466034,0.5112995207309723,1.6604247689247131,1.6604247689247131,greedy,0.5112995207309723,0.0,hard_fault_recall_union
5,N2219,observe,0.8102160096168518,0.8102160096168518,0.4816626012325287,0.4489690586924553,1.3838598877191544,0.8102160096168518,0.8102160096168518,0.4816626012325287,0.4489690586924553,0.2444443255662918,0.2444443255662918,0.2109297811985016,0.08624698966741562,1.0421055316925047,0.002444443255662918,-0.4819395840167999,-0.1323826164007187,-0.1323826164007187,0.07522304356098175,-0.188799899071455,-0.1323826164007187,-0.1323826164007187,0.07522304356098175,-0.188799899071455,-1.6100789934396744,0.02178695611655712,0.02178695611655712,0.03155125305056572,-0.0018764836713671684,-0.030105939134955406,-0.014077922329306602,34630.8671875,14062.5546875,20568.314453125,34648.6953125,14071.025390625,20577.671875,-0.0005148044438101351,-0.0006023587775416672,-0.00045494353980757296,0.14068569242954254,0.14068569242954254,0.13759484887123108,0.03748955577611923,2.290757417678833,2.290757417678833,3.389721393585205,-0.2515336275100708,1.074163693189621,2.2067110538482666,2.2067110538482666,3.2137506008148193,-0.2036018967628479,1.3125474870204925,0.4489690586924553,2.1093938276171684,2.1093938276171684,greedy,0.4489690586924553,0.0,hard_fault_recall_union
6,N889,observe,1.066775918006897,1.066775918006897,0.891254723072052,0.39833487570285797,3.5063623130321506,1.066775918006897,1.066775918006897,0.891254723072052,0.39833487570285797,0.3379552364349365,0.3379552364349365,0.24889491498470306,0.15128405019640923,3.3714356303215025,0.0033795523643493654,-0.4891643822193146,-0.12725494801998138,-0.12725494801998138,0.05341744050383568,-0.16731802839785814,-0.12725494801998138,-0.12725494801998138,0.05341744050383568,-0.16731802839785814,0.18347118735313406,0.029623359441757202,0.029623359441757202,0.03201783448457718,0.005609983578324318,-0.01280413381755352,0.0007123537361621857,34648.01953125,14070.287109375,20577.732421875,34577.578125,14017.9443359375,20559.6328125,0.0020330571569502354,0.0037200928200036287,0.000879572588019073,0.2556019127368927,0.2556019127368927,0.5958216190338135,-0.1912643015384674,3.1730363368988037,3.1730363368988037,3.4720585346221924,0.5689924359321594,6.196596541404724,3.0150110721588135,3.0150110721588135,3.269305944442749,0.5630316138267517,6.196596541404724,0.39833487570285797,2.5077287033200264,2.5077287033200264,greedy,0.39833487570285797,0.0,hard_fault_recall_union
7,N892,observe,1.0712987184524536,1.0712987184524536,1.025070309638977,0.3024959862232208,3.608076849579811,1.0712987184524536,1.0712987184524536,1.025070309638977,0.3024959862232208,0.3742508888244629,0.3742508888244629,0.3189244568347931,0.13505754619836807,3.83552231490612,0.0037425088882446288,-0.5045990943908691,-0.11980412155389786,-0.11980412155389786,0.05943690240383148,-0.16438179835677147,-0.11980412155389786,-0.11980412155389786,0.05943690240383148,-0.16438179835677147,0.7587384247779845,0.030809804797172546,0.030809804797172546,0.035890039056539536,0.0038922755047678947,-0.01882048323750496,0.0010521039366722107,34577.72265625,14018.0146484375,20559.70703125,34529.765625,13984.5048828125,20545.26171875,0.0013869343092665076,0.002390478737652302,0.0007026030216366053,0.14178527891635895,0.14178527891635895,0.39579132199287415,-0.15505821257829666,3.3354275226593018,3.3354275226593018,3.932183027267456,0.3862902522087097,6.306946739554405,3.144592046737671,3.144592046737671,3.6747543811798096,0.3885262608528137,6.306946739554405,0.2984959862232208,2.806224689543247,2.806224689543247,greedy,0.2984959862232208,0.004,hard_fault_recall_union
8,N864,observe,1.011987328529358,1.011987328529358,1.0041100978851318,0.25890475511550903,1.8924912184476852,1.011987328529358,1.011987328529358,1.0041100978851318,0.25890475511550903,0.36398541927337646,0.36398541927337646,0.2895702123641968,0.14680776000022888,1.3246467351913453,0.003639854192733765,-0.5202182531356812,-0.11550498753786087,-0.11550498753786087,0.06496110558509827,-0.16422581672668457,-0.11550498753786087,-0.11550498753786087,0.06496110558509827,-0.16422581672668457,-1.0592971104383468,0.030882179737091064,0.030882179737091064,0.03639166057109833,0.0035884343087673187,-0.01941157691180706,0.0026556067168712616,34529.5625,13984.361328125,20545.201171875,34474.25,13937.697265625,20536.55078125,0.0016018882161006331,0.003336874768137932,0.00042104191379621625,-0.2720942497253418,-0.2720942497253418,0.4098767042160034,-0.5795017778873444,3.336698532104492,3.336698532104492,3.955299139022827,0.3702241778373718,3.399729578495026,3.1503381729125977,3.1503381729125977,3.718160629272461,0.36171770095825195,3.8392451453208922,0.25490475511550903,3.0611294446587562,3.0611294446587562,greedy,0.25490475511550903,0.004,hard_fault_recall_union
9,N707,observe,1.038441777229309,1.038441777229309,1.090765118598938,0.2203679382801056,2.269814255088568,1.038441777229309,1.038441777229309,1.090765118598938,0.2203679382801056,0.36183467507362366,0.36183467507362366,0.36335399746894836,0.08931917697191238,0.5988553021848202,0.0036183467507362368,-0.5379766225814819,-0.11246440559625626,-0.11246440559625626,0.07784178107976913,-0.1708457414060831,-0.11246440559625626,-0.11246440559625626,0.07784178107976913,-0.1708457414060831,-0.9414553616940975,0.027391185984015465,0.027391185984015465,0.03935447335243225,-0.0021246690303087234,-0.03463047370314598,-0.005678217858076096,34477.20703125,13939.8671875,20537.33984375,34443.3984375,13909.75,20533.646484375,0.0009806071175262332,0.0021605074871331453,0.00017983630823437124,0.10177620500326157,0.10177620500326157,0.0027442825958132744,0.09971799305640161,2.9884889125823975,2.9884889125823975,4.314433574676514,-0.2473362684249878,1.529004952311516,2.8014612197875977,2.8014612197875977,4.030186176300049,-0.22117841243743896,1.6968182176351547,0.2203679382801056,3.281497382938862,3.281497382938862,greedy,0.2203679382801056,0.0,hard_fault_recall_union
10,N871,observe,1.0432462692260742,1.0432462692260742,1.1144393682479858,0.20741674304008484,2.988484635949135,1.0432462692260742,1.0432462692260742,1.1144393682479858,0.20741674304008484,0.3975576162338257,0.3975576162338257,0.3140677511692047,0.16200680285692215,1.4438516557216643,0.003975576162338257,-0.5499156713485718,-0.11089780926704407,-0.11089780926704407,0.08540131896734238,-0.17494879849255085,-0.11089780926704407,-0.11089780926704407,0.08540131896734238,-0.17494879849255085,1.2179411095380783,0.028583353385329247,0.028583353385329247,0.03907571732997894,-0.0007234346121549606,-0.027923213317990303,-0.006164774298667908,34440.578125,13907.587890625,20532.9921875,34380.9921875,13852.9326171875,20528.05859375,0.0017301085172221065,0.00392988882958889,0.0002402764221187681,0.023570530116558075,0.023570530116558075,0.10574324429035187,-0.055736903101205826,3.1449947357177734,3.1449947357177734,4.249660015106201,-0.04225027561187744,1.759277018904686,2.930000066757202,2.930000066757202,3.993086814880371,-0.06481504440307617,1.7910716861486435,0.20341674304008484,3.4849141259789467,3.4849141259789467,greedy,0.20341674304008484,0.004,hard_fault_recall_union
