line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_not_test_en->__tpi_cp_60___buf_split_15548 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_60___buf_split_15548,__tpi_cp_60___buf_split_15548,1,undetected,__tpi_cp_60___buf_split_15548,__tpi_cp_60___buf_split_15548,__tpi_cp_60___buf_split_15548,sa1,1
2,__tpi_not_test_en->__tpi_cp_48___aig_not_23022 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_48___aig_not_23022,__tpi_cp_48___aig_not_23022,1,undetected,__tpi_cp_48___aig_not_23022,__tpi_cp_48___aig_not_23022,__tpi_cp_48___aig_not_23022,sa1,1
3,__tpi_not_test_en->__tpi_cp_66___aig_not_21868 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_66___aig_not_21868,__tpi_cp_66___aig_not_21868,1,undetected,__tpi_cp_66___aig_not_21868,__tpi_cp_66___aig_not_21868,__tpi_cp_66___aig_not_21868,sa1,1
4,test_en->__tpi_cp_24___aig_and_24173 /0 undetected,input_edge,test_en,__tpi_cp_24___aig_and_24173,__tpi_cp_24___aig_and_24173,0,undetected,__tpi_cp_24___aig_and_24173,__tpi_cp_24___aig_and_24173,__tpi_cp_24___aig_and_24173,sa0,1
5,__tpi_not_test_en->__tpi_cp_37___aig_and_24170 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_37___aig_and_24170,__tpi_cp_37___aig_and_24170,1,undetected,__tpi_cp_37___aig_and_24170,__tpi_cp_37___aig_and_24170,__tpi_cp_37___aig_and_24170,sa1,1
6,test_en->__tpi_cp_23___aig_and_25368 /0 undetected,input_edge,test_en,__tpi_cp_23___aig_and_25368,__tpi_cp_23___aig_and_25368,0,undetected,__tpi_cp_23___aig_and_25368,__tpi_cp_23___aig_and_25368,__tpi_cp_23___aig_and_25368,sa0,1
7,test_en->__tpi_cp_29___aig_and_25361 /0 undetected,input_edge,test_en,__tpi_cp_29___aig_and_25361,__tpi_cp_29___aig_and_25361,0,undetected,__tpi_cp_29___aig_and_25361,__tpi_cp_29___aig_and_25361,__tpi_cp_29___aig_and_25361,sa0,1
8,test_en->__tpi_cp_54___aig_and_25358 /0 undetected,input_edge,test_en,__tpi_cp_54___aig_and_25358,__tpi_cp_54___aig_and_25358,0,undetected,__tpi_cp_54___aig_and_25358,__tpi_cp_54___aig_and_25358,__tpi_cp_54___aig_and_25358,sa0,1
9,__tpi_not_test_en->__tpi_cp_61___aig_and_23003 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_61___aig_and_23003,__tpi_cp_61___aig_and_23003,1,undetected,__tpi_cp_61___aig_and_23003,__tpi_cp_61___aig_and_23003,__tpi_cp_61___aig_and_23003,sa1,1
10,__tpi_not_test_en->__tpi_cp_44___aig_not_22999 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_44___aig_not_22999,__tpi_cp_44___aig_not_22999,1,undetected,__tpi_cp_44___aig_not_22999,__tpi_cp_44___aig_not_22999,__tpi_cp_44___aig_not_22999,sa1,1
11,__tpi_not_test_en->__tpi_cp_27___aig_and_22996 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_27___aig_and_22996,__tpi_cp_27___aig_and_22996,1,undetected,__tpi_cp_27___aig_and_22996,__tpi_cp_27___aig_and_22996,__tpi_cp_27___aig_and_22996,sa1,1
12,test_en->__tpi_cp_38___aig_and_22993 /0 undetected,input_edge,test_en,__tpi_cp_38___aig_and_22993,__tpi_cp_38___aig_and_22993,0,undetected,__tpi_cp_38___aig_and_22993,__tpi_cp_38___aig_and_22993,__tpi_cp_38___aig_and_22993,sa0,1
13,__tpi_not_test_en->__tpi_cp_55___aig_not_22989 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_55___aig_not_22989,__tpi_cp_55___aig_not_22989,1,undetected,__tpi_cp_55___aig_not_22989,__tpi_cp_55___aig_not_22989,__tpi_cp_55___aig_not_22989,sa1,1
14,__tpi_not_test_en->__tpi_cp_49___aig_and_21844 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_49___aig_and_21844,__tpi_cp_49___aig_and_21844,1,undetected,__tpi_cp_49___aig_and_21844,__tpi_cp_49___aig_and_21844,__tpi_cp_49___aig_and_21844,sa1,1
15,__tpi_not_test_en->__tpi_cp_67___aig_not_22981 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_67___aig_not_22981,__tpi_cp_67___aig_not_22981,1,undetected,__tpi_cp_67___aig_not_22981,__tpi_cp_67___aig_not_22981,__tpi_cp_67___aig_not_22981,sa1,1
16,__tpi_not_test_en->__tpi_cp_59___aig_not_21863 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_59___aig_not_21863,__tpi_cp_59___aig_not_21863,1,undetected,__tpi_cp_59___aig_not_21863,__tpi_cp_59___aig_not_21863,__tpi_cp_59___aig_not_21863,sa1,1
17,__tpi_not_test_en->__tpi_cp_62___aig_not_24144 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_62___aig_not_24144,__tpi_cp_62___aig_not_24144,1,undetected,__tpi_cp_62___aig_not_24144,__tpi_cp_62___aig_not_24144,__tpi_cp_62___aig_not_24144,sa1,1
