* Log file for the circuit netlist_full_scan.bench.
* Number of faults detected by each test pattern:

test    1: 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000011001011111101000000000000000000000000000000000110111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000011000010000011000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111000001111111111111111000000000000000000000111111100000001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000011010000000000000000000001111110110110010111100010000000100011010000001110100111101101111110110101110111111111111010000000011111001111111111110101110110110000010111111010111110011101011101111011011111111111100000000000111111011100100000011111111100101111111111101101111111111001111110010000111110011011111111011101111111111011011111100111011111001100111110011010100111101101111111101101111010111111111101010010101101101100101000001111011000001100001100000110010011001111101111111111111111111111111111111111110110101110111110011111111111111111110111011010111111111111111101111111101011111011111110110101111011111011011111111111111111110110101110101001100000000000100001111110111111111001110000111111101010010001010011101111111111010111100110111110100111111111110010011111110011 7577 faults detected
test    2: 1110100110010000100100100001001101101011011000001001000101100100010010111100100110000111010000101101101111111001111011110001010110111011110101011010110011001000110110001101101001101011101011100010000010001110111011101110001111111000101000110011010001110001110111101111000010100100010010011101000101100100000001110110100111110110100011000110001101001000010001001101101100111111010100011110000100011010011001010011010000010000110010101100001110010101100011111001011000001010100100101001100100001100011110001001101000100110011010011111010010110111111110011111100101010010101001110011101111010100011110011011011101111011010010111011101110110100010001101100010000000101011000110110110001011011000110101000110110101000111001011001011000100011000001000011110110000011001010111000100000101111001100111011110111111010011000111100011101100110110001110011100101100101111010001011000100101111111000111010001010000111101000011010010110000110010000001111011011100010000101101010010110101011001101110000100101101110100110110101100101101011001001000111111000010000101110011111101101000110110000101010110010000101100101000001101100110100101001000010101010110100010011111010110100011101110101011100010011111111001011111010101111000000010011101101011100101110010101101100101011001101001110010111111000101011111010010111001110001010100011001010000011101011000001000101110010110110100000011010000010011010110101111000101001011011110100011010110100111100111100110111011001010 1000010011101011011110100010110011100101110010111100000000000000000000000000000001110000101000101110001111111011001110100010000011010111000001001101010000010110010100110010110001001101000101111010011010011100111110001010100011100111010010111010000011101110100010001001101101100111111010100100001101001001011000110001100010110111110000000010001110101001100101111011100111001010100101010011111100111100110010001011001000111100011000010011001010010010101011110011010001101101000110110110001101011111110110100101111100100001011011000101010011010011100010111010110010110101010100001001010010110011100000110001000110111100001011011000010101011010100110111010111000100000100011101110001100111011100010000010001110101110101001001011000001011110111011100010110101111100100011111110000111010001000101110110100100101110010011110001010010110100101011010000100011101101111000000100110000110100101100001000001111000100100110101101001101011011111000001101001000011101100110111101101011000101111011010010100011110101101011001000001011000000101100110011101000101100100000001110110101010011011101100111100111100101100000101101000101011001100011111100111110010111110010100111101101001001010111001000011001001110111110011111111110100000011000011110001100101111110111101110011010100110110101001101110011001100100010010110000110111100101111011000111100110011011111100110001100000101111110110000010100110100001001101010111011000011011000101101111110011101001111010100000010000100000000000000000001010110101011101110000000000000110000100100001100110100101101110010101110100111111111011011001011111001111111011110101110110111011010111111010111110011101110001111111011110110111100001000000101111011110100000010110111110100111111111101101101011111000101110110000111110011011111111111101111111011011011101110110011111011100111110111011101111101101111111101101111010001111111101010010101101011100101000001111011010001110101111010110110111101111111111111111111101111011111111110111010100000100100011001011111111100111111111011110111111001010010110110010110111011111111111000101011001100011110111111111111111110110101010111101100000011100110001111110111110111001100101111111111010100011110011111010100111001111110011111111000111111111011110011111111111 6472 faults detected
test    3: 0100111010010110110100111011011000001001011001100101100110010001001010111000111011101010100100011110100110111110011001111010010111010010001001111011111110000101101000011001010110110010000100111010101001011101001100111001010000010001000101000110010010000100101010110010011011100101100110011010010101011111101100101111100100000000001011100100110100000101000110100100110111110001010110101010000101111010101010001001111010101111011110011010011001111101111111000000001000110011010101000010100001011110010111010111001100100100000000101100100011101010100101011110111011101101111001111111001010100001101111101111001000010100010001011111110101110011110000000110110110001001011110010110001010100111100010001111011010111010111101001010110110100001110010101000100011111001011001111001111010010110011011001110111010101111100011101011011100001101000101001001011000101100000001101101101110000100001010011011110100001011111111011011001110101100000110010101111111101010001001100000001000001101011011000001101001000111111100011011001010100100111000100110100100000111100001010111011010111101100001000100010110011101010110101110101011011110110110000011110010110011011110001011111101111100111111100001000011011101100010010010100010001110010010101000110101100001111001110111010110000100100101111100001011001000111100010100100010110000011101010011000011011010100011101011001100000100001111010010000111001111000110111100111111101111111111011110110001110110000001011101010000111 1000001010101010101110011011001001011001010110000010111111101111100110010110011110000000000000000000000000000000110011010111000101011011000010110010001010111100100010101010111101011011011000000011010001101001010110111000111010100100010011001101010010001110001000110100100110111110001010110101111111110000010110010011101000000000010111001111001111001101001010101001111111001111011011101110111101010000010010011001110101110100111101000010100001010101100110001000100011110010101000110100111101000010101011100010011010001011010110111100011010010111101011001111001100110100111100000110110111101101100011100001011011010001010110100100111101000010111100100001001110101010010111010010101111000110010101101111110000101101011100111110101111000111110011111011111101000111101100101000000100110100011110101011101010101101010100111111011000001000000011001000101011111111010100110000011010111001101101101001101011001000111001001010100110110001111111000100101100000110110101111010101111011111111110111111100111101100011110011100001001011110000100100011010010101011111101100101111101100001010111010000001101110001001001110101100111010110101011001011100110100100111011000010111110000101011011100001101100111000000101000101001101101111001001000000000001111111111111111000011101011101110011110010010011000000000111111100001101111111110111001000110011010001100111011110100011000000011110001110101101010111001101000100001001010001101111010110111010100001111001000100000010000100000000000000000010110111111001110110010000000101000011101001111100110001101111110110101010100111111111111010011111101001000111001000000000000111011001111011110111001000110100101111011100010110110100000100000101110010010100100010010111010101111111111001101001011111000111100010000110110111011111110101101010101011011011101110110000111011101110110011110000111101101111111101101111010010111110101010011111101101110101000001010011010001010101100001010111110111111111111111111111111101011011111111110011111001000010010101011111101100111110111011010111010111111111100010011101000000000010000010000001000011000001111001100000001011110010011100011100000000000000101110000001100111001100000111011010010100001111001101000110101111001110100111110000010110110011001111111111011 3853 faults detected
test    4: 0010001110110011110100111111001110101010010110011100101001100000110000011101110101111111010110100110110010101011110100111001110111011001111001000111110110100001001011111101001111011010111001000100001111100110000011001011111000101001011101110111100001000000111000111101111110001011110111011011011001001110011101000010101011010101101010110001111011111101111001101100011000101011110101000001111010010000111000001100010111000111100110000011010001110000111000100000110011001110001100101000101000001111100011011000000010001111110100110101010011001100001100101010010000001101011100011101100101010011101111111011110011001000011101011111100011001100011011111001000000110101100011100011000111010110100101101101010001000011000010100101011010000100001010011000010111101000110101110100001110101010110111001100001110110100100101000000001111001111000101101110111001111010010010110101011011000111001000010111100011100100010101111010100101011101011110100110110110001011110110010000110110001000101011101010101001011001101010111010010100110010000011100101100010011101111000111110010001000111110111110011100000011100110101111110100001110001010001000010010110000000010100001100110100000101111110001101110101000110001011110100111101100001100001100011010001101011011110111111100111110001001101010010001111110101001100100010000101011111011101011010000010100111011010000110100101101001011011000100010001101111000000100111001010001100011010111001000110110000100101001100101100110 0111111010010101111000001011110100100000111000001100000000000000000000000000000000010011100011110100001001110000000000000000000000000000000001100110000111010001100000111000010010111011110111111100111110001001100101110111110101000010001001100100111100001010101111001101100011000101011110101100110101111111101111000110101011010101101111011000010111010110001101010011011100011101011000000100101010010111111000100000001101100011111000001010001010011000111001100110110010110101110001100011100011011000011001100101010110011000100010101101100100101000011001001111111000000110100100001000101000111000110100001000010110100001100101100101111001001001111010101110010001000011111001100000100010111111010011110110110100001001000000011001011110101111111010000010110011000010100001110111011110000001110010100110011000111110011011000111111000110110000100110111101000110110110010111101011101010010101111010101010101001110000010011001010010111010101100110100101010101110101000100111010011101011000110001010011100100000011110110001000100011011010010001011011011001001110011101000010101100110100110010100100001101100100100111101100110001111100010000100110111110110011111001111000111101011011011000001010011000010001100100010000001110100010000000000000001111111111111111000011100111111101111011001011110101100000110000101110000011101111100111101111010101010010100000100001001000111011110101111110101100111000000111001110011111011111000100010011111000111111110001000000010000100000000000001000100011100111011111110001000000101010010100001001100111101101011110010101010110111111111011110011111001001111111111110101110110110001011111111010111010011101100000111011010111110111100000000000101111011110100000010010111000100111111111101101111011111000111110010010111110111011111111011101011101111110010101100111011111011100111110011000000111101100111111101100111010101111011101010010101111011100111000101111111000001111101110001010111111001111111111111111111101110011110111100111010111000011001011011011111101110111111111011011111111000000000010010100001001110000110011100001101011111111111111101101001111111010110101011011000000100000001011101100001100111101100000111111111010100000111011101010111011010111111110101110110011100101011000011111110011 3111 faults detected
test    5: 0100110100010111000010100010110010000110100010101010011001010100010000100000001000101011101011011101110100111111101101001001011101101100011110001010100111111101110010100001111011010111100001011010011011010010100001110000101111010100101001000100000110000011011010100101010001110111110110100111100011000001010000101111111101111101001101001100100110111100000010100011011110111100101110101000010000100101010111011011111010111101101101111001111110001010000011111110111111111000011010100100100010111010000100101111101001010101111110010000001010100101110110101011100101001000001110000011100111001110100101010101011001011010001001011100101101000010100101000110011000010111010110010000001000000011011110001111110101010110001000011100110110100011110111010100101100000111011011111010011000101111101011010000101000101010100011011101100101001100010000000010010010000101001000001100111000111101100011100000101110111110101111011011010000011000011001000111101011010010111001001000010000010101010100110110001001111110011110000110001000000111100000000011101100101101110011000110101111100000111000001010011010111100100101010101000011011000101010000111001100100101111101111111001101100000001110111001101111101011000111101111100101001001110001010101001111000111101100000010010010011010001011101100101110000011100100000111100110011111100011111000001000001010110101100101000000001010010100001110000111001001110111111011001111101011110000110001101001001101011000010010111010010 1001001101100011001001111101000001001011010111011011110000010100011111100111101100111110111010000011100011011110000010100110101101010000010000100000110100001010001010101000110111011101100000010010010011010001010110001111110011001111000001001110100000111011100000010100011011110111100101110011100011011110110010011001011001011111011110001100101111101101110001110011100000111000001001010011101010111111010101001011111010010000101110100010010010101100001111111110011101100000001000000100110101110111010010101000000100110010101011111100010111000010001101011010111000010011001110000101010001101100001011110001011011110010101110101011101011111011000101111000010110100110110100101001100101101000011110110100111111101110001101111110001101100011000000011011001111111011111011010100000111100100101110100011101100110010000011010011101100000100001001001110100101101011110001001100001100000101101101111011000110000000001111000000100011000011110011111100100011011001010101001000110001100001111010111110011011111101110010011100001110000101001010110100111100011000001010000101111111001011101001000011010110010010100001010111110111010010010110000101001011010010110101110111101000110101110111001110010110110100010110011100010101001101100001011101100010101010001010000101101001001000000110111110001010001010100010001000101100100000001011010111101010110101000010101010010001101011010100110101010100100111101011001010001010000111000001111101011000110011100010011110000010110100000000000000001111010010001011111010001000000101100010101101000110110100101111110010101010100111110111011000011110111000101011001110001110110011010010111010110111100011001001101111011010110111011100000000000111111001110100000011011111010101111011110101101101111101001111010110000101110111011111110011101110100111011010111110111011111001100110110011010001101001101111111101101111010010111110101010011101101101111101000001110011010111100101111110110011111001111101111111111111111101111111101110110010100001100101011101111111111100111110111011010111111000000000010100000111111111111111111001101001001100001110111111111111111111000111011111010110000000000100000100110111010111101100000111111001111000000010111101111000101111100010100101110000101111110110110001111111011 1887 faults detected
test    6: 1100010000010110111110100110100101111011101011010011100100111000001110100010100001011011110011110001010101100000101010111011011011001100110101110110111101000011010110010100001111110101011000000111100111001011110001111001101001011011011010110010110100011011010100011011011110010000010110100001010010001110011010001011111110011000100011110110100110001010000010000000011101100111101111100001011100100100111110011000001000011111101101001011100010111101101010111110100101000001100011001101000110011001000000111000101001100001100001001011101001011010010001011110001100011011101001100100110101101110001001000110001100011001000000011010010001111011000011010000111010011000110110000101011001110000110100101011011010000110000110001011111101001010110101010011111001001011001110100000001001000011101100011000100111011100110111011100001100000110011010101101110110011010110010011011100000001000100010100101010010101010010010101111000000100001111010000111000100100100011001111111001010011111101000100000100011000100011001100100010001111101111100110110010111110011100101110001101101010101011110011101010101100010001010011101010001110001001011111111101100011111110001101110001001010111100010011011100110001111111000100010011010111011010111110011001110110110011011100101110101100101001010011001110110100100101010010101011011011001100000101000010011000101100011000010100001111001101100100010111010010111000001110010001100101001010001100001101101001100110101100110111010010 0101010101010100101110000100011001001000111110011011010101101111010001110100101100000000000000000000000000000000000101000011000110100011001000010101110000100000110011111001001001111101100100110101100110111011011000001100110110110101010010101111001000111011010000010000000011101100111101111101001101001000110010110111100010001100111101001000000010111001101111010110010011001011101100011000111101000011000011001010001110000001001100110001011001100011000001010010010110000111001101010000110110000100101101001011101001000100010110110101001010001100001100000111001001100011011111111101001000111000101011010100101111011100101001100011011111110101001101010110000001111001110010111101100100100101000011111111101000011010111101001101001111001000011110101001000111011000111110101011001011001011001100000010110110111010101001101100011100101001111111001100010010010001000001010000010010000001111010111000111011011001111101111100010001001100110001000110001000001000101111101100110000110001010010100110001001110000011101001011101000100110110011010100001010010001110011010001011111001011101100110101100110010110000100110000000101110010001001010100011011011001000111011101101111111101101000101100110000100010110101100111100111011101000101011101110110011101110010001100010101110100111011001111001010100111000001110001010110100010101110111000111110101000001011110111011000001110111001010111001010001000110101011000001110101110101010101101100011101001110110000100000000110100000000000000001101010110101001111110001100000001110010101111110111100100100111110010101110100011111101111010001011010001111111011110101010110010001010111101010011100010111110100101001111111110011100001000000111101111100000000010111101100111111111111101110111011101000111010011000111111011111111111001100110110111010010111101111011111001100110111011000101111101100111111101100111011110111011101010011111101111111111000001111011010010001001100011010110101001111111101111111111100100011110111101111110101001100001110101111111111101111110111011010111111011100000011100001111100101100110101101100011011100001100111100110100001000110010100001100011000010000110000000100110101111101100000111001011010100000000011111110110011101111101100011111010110111100001100001111110111 1797 faults detected
test    7: 1111011011111111100011011110011010100101001010110001001101110110010011011100100000000100001111010011111111110010011011101110000111101100111101101010100100100001010100000010101010101010110101100011001100001010101011101101111001011100010011100011100000110110011110101011100001000000100110000000000000000001001000101111001000010100000011011010000000110111100001101110111011100110111001100010101100110101010001100111100110000100111111101000000101110001000010010010010011000010001000010110001111000001000001010001010001110111011010010001000010111010001000001011001001110011010110011111000001111110111011000101100100101111111100100100000010010010101000010100000111111101100010100010100101011101001001101000011101000000100101001111111000100101101101000000011111100110001001110101111110001000100011000000001000011111001101101101111110001010011011011100100101110110011000011011010111001001011110010110001001100000101111011100000001100000011011110001001100001001010000100010001111010011111000000011100111000110101010100100011000011011001111110111111000001010011001001111110100001001010011001011111111000111001100111111101000101110001101001010010010100110010000011001111101011000101110001101111010010100100010101001001011111101100100001001111001100000001010110111011101011001000101111101110111011111101110110101100011001110000001000111111110000111011101010000001111010010010010001000100010100010111010010001000010001110100101111011101100110100111100010110100010000 1111010110111111101011110011011001101010010001100100010000100011101000000101111110000011001000110100111101001000000000000000000000000000000000111101000000000100001111100110110110101101100001100110111010010011110100000011100110001101011011101010011010111110011100001101110111011100110111001111101111110110000000101101100000010100001101111111010111001000110111000001111100110101100111001001101000001101110111000101000101000001000001111000110100001000100001100100101001011101010010100010100011011000101110100001000100100000101110000101101110010100100001100011000000010100100101001011000111010001011101101001000111100000001001100011001110101011101110101101011000110011000010101010110011000000101010101000100100001010100000100100011100110011010001101011111001100000100110111010101010001111001101101111000000010011010000011001101101111000100010000101001000011001000111101100000011000000011101100011101111011111100110110000110001001010101011000111001110000000111110000111111011110100101110001000010001001011101000101000100010001001001011110100101100000000001001000101111000001000101101000111100101100110001000101001101110110100111100110110111010001101001111111011110001110100010010010011100110111001100111100111001100110100001011111110000010100001010100100100010111011101101010000001101110001110110010010000001011011100100010011111011001010011011100110100000001000010101110011111100110011100011111111010000011011010100100001011111100100110010010010011000000110100000000000000001101010111101011111100001000000100100010000011000101111100101111110010101010101111111111010101000111001011111111111111101110110101011010011111110011010011011000000111011010111110101100000000000111101001100100000010001101000100111011110101101101011111000111111110000111111011011111110101100010100111010010111110110010111011100110110011000101111101100111111101100111010110111011101010010101101101100101000001111011000001100001101001011111111101111101111111111111111110111010111111111010101010010000110101111111101111111111111011111011110000000000011010100111111011111111111100101101011110111110111111111111111111110111110111011111000100011100001111110110111111001100001111111111010100000010011111111110011100111111110101110010111111111011010001111110011 1032 faults detected
test    8: 1100001010101100100101010110111111100001100110101001000100101011011000010001100000010101101100001111111001100010010100100011100101111001011000010001111001111001011111001001110101111110011100101011101111101001010100010100010000001110100111010011110111111011011111111001100011000011011110100000101100001000001011001111001110100101011100001010110010101110111000011101011110010101101011110101100000100101101111111001011000010000111101100110011001001011011011101100101011000100010110101110111100000101000010100000000111001001001110110100010000101010011101011001001111101011001101001111100011101010011010000001101101010101000011101000010010011101101101110111101010111100101100010111110110101010100000101111111011000101110100111101001101110000001011011101001100101101011101100010001110100000100011100111011101011111001011001111001111101000101001001110101100001001010001101010011100011111010000000011001010011000010001111111010001000101010111000001011111011111110111010110111001101100011101111100110111001110111001100011000101011010001011100010100000101000111101001110001110100011100011000000101000101110011110011110001101101011110100101111100100110101001001100010011011010100000110000011100110000101110111010000110011100000010101000110111101110110111010001100000101111101100010011001011101110111111100110110001100000010110001000111110100110101111111010101100010101000011100001000110000000000010010010111110101110001001001011110000110011000100000010001001101011 0110100010010111001110101100000001001010101111111010000000000000000000000000000000001100101001100000000101111100000000000000000000000000000001011101010000110100111111101101001000000101011000101001000011010111010100011010000001100011011001111011100011011010110111000011101011110010101101011101001111011010100110101000011101010010111101111000100011011101011011100011111001011001101011111001001101011001001001110000000010100001010000011110111010110100010001101010100010101010110111110100011010011100101010000100010110110010010110001011111011010101010000100110110010110010011111010010111101011011000100000011101100001011101100000011000100101111000111100111001010111011111010010101111010110010011101011111001111001011100111110000011011101010000010101101100100011001001011111001101100000101110010110001100000101101110000101010011011001110110101110111000101110001000001110101010001000101111111010001001010001110100010110101000110001100111011100111011001111101110001101011001111010010010001110101111101001001000000000001100010000111000010000100000101100001000001011001111001010110010001000000100011001100110100000001110110101111001010110101001111111100111101100011100011000010010110111011111110100000110111000011010010111001111101101010100001001100100101011111110101001110111011111110100100100101011011001000011010010001101000101100010001010010100111111111100011101100111101101111001111001110100010100001001000011001110001011100011100101111001110000000000010000100000000000000001001010010101011111110000000000001011010000101010110110101100101110110101010100111111111111101010011111001000111101000000000000111011001111010110111100001111101101111011110110111111100000000000101111010100100100011010111110101111111111101101101011111001111110010000110110111011111111111101010101011011010101110110000111011100110110011011100101001101111111101001111010000111110101010010101101001110101000001011011010001110001101011010011111001111101111111111111101101111110111111110010111000100010010101111111101100111111111011100111010111111111100100011100000100000010000000000001100000100010111001100000001010100000010111000111010000000010001011000000100111001110000111111100111000000010001101011000111111111110110111110000101111111110100011111111011 1143 faults detected
