step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N26515,control1,1.7295407056808472,6.8420891761779785,1.7295407056808472,0.6734648942947388,6.505665850639343,0.006734648942947388,0.35221919417381287,0.03062877245247364,0.03062877245247364,2.256884965896606,0.07866652309894562,0.19202013313770294,0.052256420254707336,105211.8984375,42459.0078125,62752.890625,107098.9765625,44905.6640625,62193.3125,-0.01793597638607025,-0.057623960077762604,0.008917168714106083,-1.7935976386070251,8.570745976641774,2.535477473139763,8.042675726581365,2.4677841204404833,6.8420891761779785,6.8420891761779785,6.8420891761779785,greedy,6.8420891761779785,0.0,heuristic_recall_pool
2,N26514,control1,2.0068185329437256,4.58465405702591,2.0068185329437256,0.8416686058044434,4.432397949695587,0.008416686058044433,0.375845342874527,0.019145796075463295,0.019145796075463295,-4.268682737350464,0.07573382556438446,0.18471519649028778,0.05565812438726425,107098.796875,44905.53125,62193.265625,107577.609375,45363.171875,62214.44140625,-0.004470755346119404,-0.01019118633121252,-0.0003404835006222129,-0.4470755346119404,8.434196958318353,3.966358389854431,7.788586156908423,4.170388236045837,4.58465405702591,11.426743233203888,11.426743233203888,greedy,4.58465405702591,0.0,heuristic_recall_pool
3,N26512,control1,1.8885295391082764,3.52775456905365,1.8885295391082764,0.9067147374153137,4.561489868164062,0.009067147374153137,0.3813130855560303,0.015072965994477272,0.015072965994477272,-1.8072946405410768,0.0694114938378334,0.1742590218782425,0.053252167999744415,107577.71875,45363.22265625,62214.4921875,107959.8515625,45567.6796875,62392.171875,-0.003552155802026391,-0.004507109988480806,-0.0028559211641550064,-0.3552155802026391,7.8629370871931314,3.414516534805298,7.171596309635788,3.2784549379348755,3.52775456905365,14.954497802257539,14.954497802257539,greedy,3.52775456905365,0.0,heuristic_recall_pool
4,N29495,control1,1.735840916633606,2.986952465772629,1.735840916633606,0.9158166646957397,3.496172046661377,0.009158166646957398,0.38282009959220886,0.020663680508732796,0.020663680508732796,-1.8766874063014987,0.06500563025474548,0.17063528299331665,0.049501143395900726,107959.234375,45567.65234375,62391.5859375,107893.609375,45452.97265625,62440.6328125,0.0006078683072701097,0.002516690641641617,-0.0007861136109568179,0.060786830727010965,7.437043370679021,2.979719939231873,6.7346831117756665,2.8549523735046387,2.986952465772629,17.941450268030167,17.941450268030167,greedy,2.986952465772629,0.0,heuristic_recall_pool
5,N27560,control0,1.703507661819458,2.868853670358658,1.703507661819458,0.9738476276397705,3.6367434322834016,0.009738476276397704,0.39347729086875916,0.02308817394077778,0.02308817394077778,-1.4101617527008057,0.062043096870183945,0.17186985909938812,0.05016368255019188,107895.328125,45453.87109375,62441.453125,107602.71875,45223.44140625,62379.27734375,0.002711974550038576,0.005069528240710497,0.0009957453003153205,0.2711974550038576,7.201245488598943,2.638344841003418,6.4535436374135315,2.615310459136963,2.868853670358658,20.810303938388824,20.810303938388824,greedy,2.868853670358658,0.0,heuristic_recall_pool
6,N27585,control0,1.773263931274414,2.7881122827529907,1.773263931274414,1.0469297170639038,3.2131677836179735,0.010469297170639038,0.40072211623191833,0.02640206553041935,0.02640206553041935,-2.529175758957863,0.06403552740812302,0.1755751222372055,0.05035935714840889,107602.6875,45223.5703125,62379.11328125,107250.9609375,44964.375,62286.5859375,0.0032687524799257517,0.005731420591473579,0.001483306521549821,0.32687524799257517,7.476884523406625,2.234351428747177,6.671885686460882,2.083646901845932,2.7881122827529907,23.598416221141814,23.598416221141814,greedy,2.7881122827529907,0.0,heuristic_recall_pool
7,N27587,control0,1.8496607542037964,2.5991388201713566,1.8496607542037964,1.1181962490081787,2.605993890762329,0.011181962490081788,0.4059952199459076,0.02917533554136753,0.02917533554136753,-3.5482492995262147,0.0658685564994812,0.1794845163822174,0.05071912333369255,107250.96875,44964.390625,62286.578125,106892.0,44717.8203125,62174.18359375,0.0033469977788627148,0.005483679473400116,0.001804474275559187,0.3346997778862715,7.734227234497666,1.8420691347122196,6.873698546085507,1.6748934841156005,2.5991388201713566,26.197555041313173,26.197555041313173,greedy,2.5991388201713566,0.0,heuristic_recall_pool
8,N27589,control0,1.9242864847183228,2.989790260791779,1.9242864847183228,1.1847460269927979,2.7511948108673097,0.011847460269927978,0.4098046123981476,0.03141628950834274,0.03141628950834274,-1.3548307728767397,0.06712386757135391,0.18333512544631958,0.051418766379356384,106892.0,44717.828125,62174.171875,106534.984375,44482.87109375,62052.1171875,0.0033399658277630806,0.005254213698208332,0.0019631092436611652,0.33399658277630806,7.928549073636532,2.0683934497833256,7.016427336260676,2.073520438671112,2.989790260791779,29.18734530210495,29.18734530210495,greedy,2.989790260791779,0.0,heuristic_recall_pool
9,N27570,control0,1.9936859607696533,2.986654388904572,1.9936859607696533,1.2484842538833618,2.8368754506111147,0.012484842538833618,0.41234955191612244,0.0332634374499321,0.0332634374499321,-0.5174822187423707,0.06774374842643738,0.18701322376728058,0.05244605988264084,106535.078125,44482.9609375,62052.1171875,106190.09375,44265.92578125,61924.1640625,0.003238223260268569,0.004879062529653311,0.002062026644125581,0.3238223260268569,8.056122533977032,2.1657551860809328,7.094811765477061,2.0990563726425173,2.986654388904572,32.17399969100952,32.17399969100952,greedy,2.986654388904572,0.0,heuristic_recall_pool
10,N26792,control0,2.083233118057251,2.9811798602342607,2.083233118057251,1.3161829710006714,2.9803029984235767,0.013161829710006713,0.4138796627521515,0.03528150916099548,0.03528150916099548,0.3518244969844817,0.06808887422084808,0.1906762272119522,0.05405339226126671,106190.2578125,44266.2578125,61924.0,105798.546875,44034.953125,61763.59375,0.003688765224069357,0.00522530497983098,0.0025903729256242514,0.3688765224069357,8.160351902246475,2.305026922225952,7.146753542125225,2.240923306941986,2.9811798602342607,35.15517955124378,35.15517955124378,greedy,2.9811798602342607,0.0,heuristic_recall_pool
