step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N677,control1,1.1168160438537598,4.904947884827853,3.3065786838531492,0.6691053332388401,3.1882161251381045,1.1168160438537598,0.3467797040939331,4.69771374091506,3.540440958738327,0.0034677970409393312,0.28206977248191833,0.033641040325164795,0.033641040325164795,1.2612482412159443,0.06386369466781616,0.15087544918060303,0.038793690502643585,29566.794921875,11983.158203125,17583.63671875,30258.921875,12858.3427734375,17400.578125,-0.023408927023410797,-0.07303454726934433,0.010410735383629799,-2.3408927023410797,6.766790211200714,3.799736866056919,6.481474652886391,3.693563016951084,4.387022615224123,3.1473854078724983,4.904947884827853,4.904947884827853,4.904947884827853,greedy,4.904947884827853,0.0,hard_fault_cluster,0.06500000000000039,True
2,N2155,observe,1.4575920104980469,3.2530906760692595,2.0179099202156063,0.6932317960262299,2.114508939445019,1.4575920104980469,0.42672014236450195,3.3113251104950905,2.486407697200775,0.004267201423645019,0.32851260900497437,0.025838786736130714,0.025838786736130714,1.6042529991269112,0.06906919926404953,0.15618105232715607,0.04652922600507736,30261.64453125,12861.6591796875,17399.984375,30654.43359375,13195.8447265625,17458.58984375,-0.012979766353964806,-0.025983082130551338,-0.003368133446201682,-1.2979766353964806,7.359478855505586,3.1460158973932266,7.020059658680111,3.256771817803383,2.7994563415646554,2.2695492871850727,3.2530906760692595,8.158038560897111,8.158038560897111,greedy,3.2530906760692595,0.0,hard_fault_cluster,0.9769999999999999,False
3,N502,control1,1.136641502380371,1.9925744900107385,2.114800202846527,0.014181301295757327,1.29517341850698,1.136641502380371,0.37319499254226685,1.573237445950508,2.0494743466377257,0.0037319499254226686,0.34091493487358093,0.019189009442925453,0.019189009442925453,-2.8173885917663575,0.058834418654441833,0.14034506678581238,0.036193229258060455,30649.361328125,13188.974609375,17460.38671875,30661.03125,13167.8369140625,17493.1953125,-0.00038075578049756587,0.0016026792582124472,-0.0018790301401168108,-0.03807557804975659,6.275825867429376,2.722048445940018,5.981537865940481,2.721195932626724,2.4059001058340073,2.300117062497884,1.9925744900107385,10.15061305090785,10.15061305090785,greedy,1.9925744900107385,0.0,hard_fault_cluster,0.30600000000000005,True
4,N4520,control0,0.847225546836853,1.5692861446738244,2.6083832383155823,0.33723216980695725,1.020035994037986,0.847225546836853,0.3526304364204407,2.1346714794635773,2.4624114751815793,0.0035263043642044067,0.35978594422340393,0.020131634548306465,0.020131634548306465,-0.3943935805559159,0.052512943744659424,0.13357460498809814,0.030181709676980972,30666.79296875,13174.9931640625,17491.80078125,30656.875,13138.0625,17518.8125,0.00032341069891117513,0.0028030879329890013,-0.0015442502917721868,0.03234106989111751,5.6240564454346895,2.714680609703064,5.344484892208129,2.178518829345703,1.781740343570709,2.8064536958932873,1.5692861446738244,11.719899195581675,11.719899195581675,greedy,1.5692861446738244,0.0,hard_fault_cluster,0.3039999999999998,True
5,N3644,control0,0.8046183586120605,1.8936606752872467,3.315123963356018,-0.04941440820693971,1.2308794389367104,0.8046183586120605,0.3312830924987793,1.300899501144886,2.7804354071617126,0.003312830924987793,0.3783493936061859,0.020160848274827003,0.020160848274827003,-2.634564801156521,0.048848707228899,0.13126368820667267,0.027048759162425995,30656.80859375,13138.0234375,17518.78515625,30418.640625,12964.8798828125,17453.76171875,0.0077688442543148994,0.013178813271224499,0.0037116408348083496,0.7768844254314899,5.2363146636635065,0.8691839903593063,4.972731708083302,0.8076424211263656,2.12515612244606,3.2243161156121642,1.8936606752872467,13.613559870868922,13.613559870868922,greedy,1.8936606752872467,0.0,hard_fault_cluster,0.32000000000000006,True
6,N3756,control0,0.6486822366714478,1.0496752385795116,2.398197394609451,0.1785409198701382,0.6822889050766826,0.6486822366714478,0.32398658990859985,1.1476897805929185,2.5672735691070554,0.0032398658990859986,0.3974466621875763,0.023293258622288704,0.023293258622288704,-0.3055944183468819,0.04735957831144333,0.13378958404064178,0.0261244997382164,30418.783203125,12965.037109375,17453.74609375,30369.625,12906.2998046875,17463.32421875,0.0016160476952791214,0.0045304386876523495,-0.0005487718735821545,0.16160476952791214,5.083237679675221,1.2927779281139375,4.822777793277055,1.2973527038097383,1.1799610733985901,2.64786913998425,1.0496752385795116,14.663235109448435,14.663235109448435,greedy,1.0496752385795116,0.0,hard_fault_cluster,0.067,True
7,N766,control1,0.6217612028121948,0.820716611891985,1.9444021224975585,-0.0461689844727516,0.5334657977297903,0.6217612028121948,0.3075063228607178,0.6098315089941024,1.3629121363162993,0.0030750632286071777,0.4061572253704071,0.02354455180466175,0.02354455180466175,-1.3487710800766946,0.04527776688337326,0.13188746571540833,0.02490365505218506,30368.208984375,12904.763671875,17463.4453125,30305.33203125,12880.3037109375,17425.02734375,0.002070486079901457,0.0018954210681840777,0.002199907787144184,0.20704860799014568,4.858827563002706,0.6816886091232299,4.610539407003671,0.6086937391757965,0.9217209875583648,1.7064952513575555,0.820716611891985,15.48395172134042,15.48395172134042,greedy,0.820716611891985,0.0,hard_fault_cluster,0.08700000000000008,True
8,N557,control1,0.6120100021362305,1.335906376428902,1.1400763094425201,0.09777912352234126,0.8683391446787864,0.6120100021362305,0.2398654967546463,0.6315192868188023,0.4286275565624237,0.002398654967546463,0.40845492482185364,0.023293370380997658,0.023293370380997658,0.025954242050647724,0.04320356994867325,0.12946482002735138,0.023055821657180786,30310.99609375,12882.4130859375,17428.58203125,30226.70703125,12806.7265625,17419.98046875,0.002780808135867119,0.0058751823380589485,0.0004935319884680212,0.2780808135867119,4.583515862002969,0.7572570859640837,4.386146711651236,0.815108519718051,1.025958874821663,0.8883913956582548,1.335906376428902,16.819858097769323,16.819858097769323,greedy,1.335906376428902,0.0,hard_fault_cluster,0.15100000000000002,True
9,N564,control1,0.490593284368515,1.1679495768249035,1.005812895298004,0.08585965141654016,0.7591672249361873,0.490593284368515,0.2088080197572708,0.7992991842329501,0.6595139443874358,0.002088080197572708,0.41478201746940613,0.02281450666487217,0.02281450666487217,-0.37993987873196605,0.04041779786348343,0.1264646053314209,0.02075781673192978,30217.916015625,12801.458984375,17416.45703125,30160.4609375,12779.99609375,17380.46484375,0.0019013580167666078,0.0016765972832217813,0.0020665619522333145,0.19013580167666078,4.273402312770486,0.6193257358670234,4.099685417953879,0.6190486904978751,1.0164600610733032,0.8820168413966893,1.1679495768249035,17.987807674594226,17.987807674594226,greedy,1.1679495768249035,0.0,hard_fault_cluster,0.06499999999999995,True
10,N508,control1,0.42048147320747375,1.2748104064166546,1.027852702140808,0.13582942828536032,0.8286267641708255,0.42048147320747375,0.20123519003391266,1.0292831778526306,0.8611244440078735,0.0020123519003391265,0.4183037579059601,0.022553252056241035,0.022553252056241035,-0.24889805823564531,0.03910817950963974,0.12362056970596313,0.01958400011062622,30167.02734375,12780.4326171875,17386.59375,30134.615234375,12770.029296875,17364.5859375,0.0010744216851890087,0.0008140037534758449,0.001265792059712112,0.10744216851890087,4.134606393054128,0.7522066867351531,3.9667650614865124,0.7366902148723602,1.1456266969442366,0.9722520960867405,1.2748104064166546,19.26261808101088,19.26261808101088,greedy,1.2748104064166546,0.0,hard_fault_cluster,0.1060000000000001,True
