line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__aig_not_60405 /1 undetected,output,,__aig_not_60405,__aig_not_60405,1,undetected,__aig_not_60405,__aig_not_60405,__aig_not_60405,sa1,1
2,__aig_not_56438 /1 undetected,output,,__aig_not_56438,__aig_not_56438,1,undetected,__aig_not_56438,__aig_not_56438,__aig_not_56438,sa1,1
3,__aig_not_56431 /1 undetected,output,,__aig_not_56431,__aig_not_56431,1,undetected,__aig_not_56431,__aig_not_56431,__aig_not_56431,sa1,1
4,__aig_not_56407 /1 undetected,output,,__aig_not_56407,__aig_not_56407,1,undetected,__aig_not_56407,__aig_not_56407,__aig_not_56407,sa1,1
5,__buf_split_34464 /1 undetected,output,,__buf_split_34464,__buf_split_34464,1,undetected,__buf_split_34464,__buf_split_34464,__buf_split_34464,sa1,1
6,__buf_split_34463 /1 undetected,output,,__buf_split_34463,__buf_split_34463,1,undetected,__buf_split_34463,__buf_split_34463,__buf_split_34463,sa1,1
7,__aig_not_56402 /1 undetected,output,,__aig_not_56402,__aig_not_56402,1,undetected,__aig_not_56402,__aig_not_56402,__aig_not_56402,sa1,1
8,__aig_not_56400 /1 undetected,output,,__aig_not_56400,__aig_not_56400,1,undetected,__aig_not_56400,__aig_not_56400,__aig_not_56400,sa1,1
9,__tpi_not_test_en->__tpi_cp_9___aig_not_56392 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_9___aig_not_56392,__tpi_cp_9___aig_not_56392,1,undetected,__tpi_cp_9___aig_not_56392,__tpi_cp_9___aig_not_56392,__tpi_cp_9___aig_not_56392,sa1,1
10,__tpi_not_test_en->__tpi_cp_7___aig_not_56383 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_7___aig_not_56383,__tpi_cp_7___aig_not_56383,1,undetected,__tpi_cp_7___aig_not_56383,__tpi_cp_7___aig_not_56383,__tpi_cp_7___aig_not_56383,sa1,1
11,test_en->__tpi_cp_16___buf_split_34446 /0 undetected,input_edge,test_en,__tpi_cp_16___buf_split_34446,__tpi_cp_16___buf_split_34446,0,undetected,__tpi_cp_16___buf_split_34446,__tpi_cp_16___buf_split_34446,__tpi_cp_16___buf_split_34446,sa0,1
