step,node,type,q_pred,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N14400,observe,0.35305288434028625,0.35305288434028625,0.8424654006958008,0.008424654006958007,-0.047778770327568054,1.0043325424194336,0.8424654006958008,0.026765283197164536,-0.036429665982723236,-0.005075126886367798,99345.0,34803.59765625,64541.3984375,102340.8515625,37077.1484375,65263.703125,-0.030156036838889122,-0.06532516330480576,-0.01119133923202753,-3.015603683888912,4.523326262831688,3.138227805495262,0.8424654006958008,0.8424654006958008,0.8424654006958008,greedy,0.8424654006958008,0.0,heuristic_recall_pool
2,N29819,observe,0.5464156866073608,0.5464156866073608,0.8449063301086426,0.008449063301086426,-0.20954562723636627,0.7207642197608948,0.7207642197608948,0.041385795921087265,-0.03783714026212692,0.003446340560913086,102341.0625,37077.203125,65263.859375,102750.484375,37490.03125,65260.45703125,-0.00400056317448616,-0.011134284548461437,5.2132127166260034e-05,-0.40005631744861603,5.704250141978264,4.529997229576111,0.8449063301086426,1.6873717308044434,1.6873717308044434,greedy,0.8449063301086426,0.0,heuristic_recall_pool
3,N4083,observe,0.5520912408828735,0.5520912408828735,0.7868199348449707,0.007868199348449708,-0.18212789297103882,0.769819438457489,0.769819438457489,0.031843822449445724,-0.04640526324510574,0.0030264481902122498,102751.890625,37489.21875,65262.671875,102738.2890625,37549.46484375,65188.82421875,0.00013237286475487053,-0.0016070245765149593,0.00113154505379498,0.013237286475487053,4.741021618247032,3.5735420882701874,0.7868199348449707,2.474191665649414,2.474191665649414,greedy,0.7868199348449707,0.0,heuristic_recall_pool
4,N21946,observe,0.5113633275032043,0.5113633275032043,0.7985134124755859,0.00798513412475586,-0.09152711927890778,0.8349793553352356,0.7985134124755859,0.02216821163892746,-0.05354337394237518,-0.0010584518313407898,102734.9375,37549.3515625,65185.58984375,102380.640625,37176.76953125,65203.8671875,0.0034486502408981323,0.00992246251553297,-0.00028038932941854,0.34486502408981323,3.8503139317035675,2.6251943558454514,0.7985134124755859,3.272705078125,3.272705078125,greedy,0.7985134124755859,0.0,heuristic_recall_pool
5,__buf_split_184,control1,0.4702431261539459,0.4702431261539459,1.1932090520858765,0.011932090520858765,-0.07101567089557648,0.873110294342041,0.873110294342041,0.02486097440123558,-0.057824067771434784,-0.0024221837520599365,102380.484375,37177.5390625,65202.94921875,101935.875,36778.21875,65157.66015625,0.004342716187238693,0.01074090227484703,0.0006945860804989934,0.4342716187238693,4.5524167865514755,3.0026772767305374,1.1932090520858765,4.4659141302108765,4.4659141302108765,greedy,1.1932090520858765,0.0,heuristic_recall_pool
6,N21937,observe,0.4518987238407135,0.4518987238407135,1.146480917930603,0.01146480917930603,-0.05402723327279091,0.8795527815818787,0.8795527815818787,0.021337032318115234,-0.06870802491903305,-0.006462223827838898,101936.3359375,36777.546875,65158.7890625,102276.90625,37024.53125,65252.375,-0.0033410098403692245,-0.0067156292498111725,-0.0014362749643623829,-0.33410098403692245,4.159736931324005,2.640211656689644,1.146480917930603,5.6123950481414795,5.6123950481414795,greedy,1.146480917930603,0.0,heuristic_recall_pool
7,__buf_split_217,control1,0.4452837109565735,0.4452837109565735,1.3818038702011108,0.013818038702011108,-0.0583125501871109,0.8822638392448425,0.8822638392448425,0.023270495235919952,-0.07063397020101547,-0.007915690541267395,102276.40625,37025.16015625,65251.2421875,101897.390625,36765.3828125,65132.0078125,0.003705797251313925,0.0070162382908165455,0.001827311934903264,0.3705797251313925,4.591117233037949,2.8930664509534836,1.3818038702011108,6.99419891834259,6.99419891834259,greedy,1.3818038702011108,0.0,heuristic_recall_pool
8,N1437,observe,0.43709060549736023,0.43709060549736023,1.326135277748108,0.013261352777481078,-0.0569610670208931,0.8690285086631775,0.8690285086631775,0.026767563074827194,-0.07137151807546616,-0.007634982466697693,101898.6171875,36764.3984375,65134.21875,101557.578125,36472.65625,65084.92578125,0.003346846904605627,0.00793545413762331,0.0007567906868644059,0.3346846904605627,4.871920093894005,3.2255472540855408,1.326135277748108,8.320334196090698,8.320334196090698,greedy,1.326135277748108,0.0,heuristic_recall_pool
9,N8840,observe,0.44228339195251465,0.44228339195251465,1.2372016906738281,0.012372016906738281,-0.05896010994911194,0.849990725517273,0.849990725517273,0.023472663015127182,-0.0755244717001915,-0.008915156126022339,101556.703125,36473.1875,65083.515625,101222.8359375,36132.4453125,65090.390625,0.003287495346739888,0.00934226531535387,-0.00010563350951997563,0.3287495346739888,4.434458717703819,2.8690644055604935,1.2372016906738281,9.557535886764526,9.557535886764526,greedy,1.2372016906738281,0.0,heuristic_recall_pool
10,N8672,observe,0.44429048895835876,0.44429048895835876,1.2354453802108765,0.012354453802108764,-0.054631851613521576,0.8459081053733826,0.8459081053733826,0.022275883704423904,-0.07792855054140091,-0.009328886866569519,101222.859375,36132.5234375,65090.33984375,101171.671875,36033.4765625,65138.1953125,0.0005056911031715572,0.0027412110939621925,-0.000735216133762151,0.05056911031715572,4.3089418560266495,2.747926741838455,1.2354453802108765,10.792981266975403,10.792981266975403,greedy,1.2354453802108765,0.0,heuristic_recall_pool
