line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
1,__tpi_op_91_N4001 /1 undetected,output,,__tpi_op_91_N4001,__tpi_op_91_N4001,1,undetected,__tpi_op_91_N4001,__tpi_op_91_N4001,__tpi_op_91_N4001,sa1,1
2,N5155 /1 undetected,output,,N5155,N5155,1,undetected,N5155,N5155,N5155,sa1,1
3,N14875 /1 undetected,output,,N14875,N14875,1,undetected,N14875,N14875,N14875,sa1,1
4,test_en->__tpi_cp_201_N14840 /0 undetected,input_edge,test_en,__tpi_cp_201_N14840,__tpi_cp_201_N14840,0,undetected,__tpi_cp_201_N14840,__tpi_cp_201_N14840,__tpi_cp_201_N14840,sa0,1
5,__tpi_cp_201_N14840 /1 undetected,output,,__tpi_cp_201_N14840,__tpi_cp_201_N14840,1,undetected,__tpi_cp_201_N14840,__tpi_cp_201_N14840,__tpi_cp_201_N14840,sa1,1
6,N14840 /0 undetected,output,,N14840,N14840,0,undetected,N14840,N14840,N14840,sa0,1
7,N41206 /1 undetected,output,,N41206,N41206,1,undetected,N41206,N41206,N41206,sa1,1
8,__tpi_not_test_en->__tpi_cp_302_N5923 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_302_N5923,__tpi_cp_302_N5923,1,undetected,__tpi_cp_302_N5923,__tpi_cp_302_N5923,__tpi_cp_302_N5923,sa1,1
9,N5923 /1 undetected,output,,N5923,N5923,1,undetected,N5923,N5923,N5923,sa1,1
10,N48913 /1 undetected,output,,N48913,N48913,1,undetected,N48913,N48913,N48913,sa1,1
11,N6231 /0 undetected,output,,N6231,N6231,0,undetected,N6231,N6231,N6231,sa0,1
12,N51419 /1 undetected,output,,N51419,N51419,1,undetected,N51419,N51419,N51419,sa1,1
13,N16046 /1 undetected,output,,N16046,N16046,1,undetected,N16046,N16046,N16046,sa1,1
14,__tpi_not_test_en->__tpi_cp_386_N16044 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_386_N16044,__tpi_cp_386_N16044,1,undetected,__tpi_cp_386_N16044,__tpi_cp_386_N16044,__tpi_cp_386_N16044,sa1,1
15,N52775 /1 undetected,output,,N52775,N52775,1,undetected,N52775,N52775,N52775,sa1,1
16,N15934 /1 undetected,output,,N15934,N15934,1,undetected,N15934,N15934,N15934,sa1,1
17,N15927 /1 undetected,output,,N15927,N15927,1,undetected,N15927,N15927,N15927,sa1,1
18,N54295 /1 undetected,output,,N54295,N54295,1,undetected,N54295,N54295,N54295,sa1,1
19,test_en->__tpi_cp_224_N18155 /0 undetected,input_edge,test_en,__tpi_cp_224_N18155,__tpi_cp_224_N18155,0,undetected,__tpi_cp_224_N18155,__tpi_cp_224_N18155,__tpi_cp_224_N18155,sa0,1
20,test_en->__tpi_cp_285_N18309 /0 undetected,input_edge,test_en,__tpi_cp_285_N18309,__tpi_cp_285_N18309,0,undetected,__tpi_cp_285_N18309,__tpi_cp_285_N18309,__tpi_cp_285_N18309,sa0,1
21,test_en->__tpi_cp_265_N18323 /0 undetected,input_edge,test_en,__tpi_cp_265_N18323,__tpi_cp_265_N18323,0,undetected,__tpi_cp_265_N18323,__tpi_cp_265_N18323,__tpi_cp_265_N18323,sa0,1
22,test_en->__tpi_cp_225_N18159 /0 undetected,input_edge,test_en,__tpi_cp_225_N18159,__tpi_cp_225_N18159,0,undetected,__tpi_cp_225_N18159,__tpi_cp_225_N18159,__tpi_cp_225_N18159,sa0,1
23,test_en->__tpi_cp_223_N18157 /0 undetected,input_edge,test_en,__tpi_cp_223_N18157,__tpi_cp_223_N18157,0,undetected,__tpi_cp_223_N18157,__tpi_cp_223_N18157,__tpi_cp_223_N18157,sa0,1
24,test_en->__tpi_cp_287_N18259 /0 undetected,input_edge,test_en,__tpi_cp_287_N18259,__tpi_cp_287_N18259,0,undetected,__tpi_cp_287_N18259,__tpi_cp_287_N18259,__tpi_cp_287_N18259,sa0,1
25,__tpi_not_test_en->__tpi_cp_316_N6444 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_316_N6444,__tpi_cp_316_N6444,1,undetected,__tpi_cp_316_N6444,__tpi_cp_316_N6444,__tpi_cp_316_N6444,sa1,1
26,__tpi_not_test_en->__tpi_cp_384_N18527 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_384_N18527,__tpi_cp_384_N18527,1,undetected,__tpi_cp_384_N18527,__tpi_cp_384_N18527,__tpi_cp_384_N18527,sa1,1
27,test_en->__tpi_cp_251_N18337 /0 undetected,input_edge,test_en,__tpi_cp_251_N18337,__tpi_cp_251_N18337,0,undetected,__tpi_cp_251_N18337,__tpi_cp_251_N18337,__tpi_cp_251_N18337,sa0,1
28,N2715 /1 undetected,output,,N2715,N2715,1,undetected,N2715,N2715,N2715,sa1,1
29,N42777 /1 undetected,output,,N42777,N42777,1,undetected,N42777,N42777,N42777,sa1,1
30,N1943 /1 undetected,output,,N1943,N1943,1,undetected,N1943,N1943,N1943,sa1,1
31,N1942 /1 undetected,output,,N1942,N1942,1,undetected,N1942,N1942,N1942,sa1,1
32,N8848 /1 undetected,output,,N8848,N8848,1,undetected,N8848,N8848,N8848,sa1,1
33,N40148 /1 undetected,output,,N40148,N40148,1,undetected,N40148,N40148,N40148,sa1,1
34,N55381 /1 undetected,output,,N55381,N55381,1,undetected,N55381,N55381,N55381,sa1,1
35,N8847 /1 undetected,output,,N8847,N8847,1,undetected,N8847,N8847,N8847,sa1,1
36,N8839 /1 undetected,output,,N8839,N8839,1,undetected,N8839,N8839,N8839,sa1,1
37,N55435 /1 undetected,output,,N55435,N55435,1,undetected,N55435,N55435,N55435,sa1,1
38,N55379 /1 undetected,output,,N55379,N55379,1,undetected,N55379,N55379,N55379,sa1,1
39,N4001->N26269 /1 undetected,input_edge,N4001,N26269,N26269,1,undetected,N26269,N26269,N26269,sa1,1
40,N46903 /1 undetected,output,,N46903,N46903,1,undetected,N46903,N46903,N46903,sa1,1
41,__tpi_not_test_en->__tpi_cp_306_N4004 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_306_N4004,__tpi_cp_306_N4004,1,undetected,__tpi_cp_306_N4004,__tpi_cp_306_N4004,__tpi_cp_306_N4004,sa1,1
42,test_en->__tpi_cp_146_N12520 /0 undetected,input_edge,test_en,__tpi_cp_146_N12520,__tpi_cp_146_N12520,0,undetected,__tpi_cp_146_N12520,__tpi_cp_146_N12520,__tpi_cp_146_N12520,sa0,1
43,N58033 /1 undetected,output,,N58033,N58033,1,undetected,N58033,N58033,N58033,sa1,1
44,N46638 /1 undetected,output,,N46638,N46638,1,undetected,N46638,N46638,N46638,sa1,1
45,N4009 /1 undetected,output,,N4009,N4009,1,undetected,N4009,N4009,N4009,sa1,1
46,test_en->__tpi_cp_111_N11071 /0 undetected,input_edge,test_en,__tpi_cp_111_N11071,__tpi_cp_111_N11071,0,undetected,__tpi_cp_111_N11071,__tpi_cp_111_N11071,__tpi_cp_111_N11071,sa0,1
47,test_en->__tpi_cp_61_N10980 /0 undetected,input_edge,test_en,__tpi_cp_61_N10980,__tpi_cp_61_N10980,0,undetected,__tpi_cp_61_N10980,__tpi_cp_61_N10980,__tpi_cp_61_N10980,sa0,1
48,test_en->__tpi_cp_133_N11095 /0 undetected,input_edge,test_en,__tpi_cp_133_N11095,__tpi_cp_133_N11095,0,undetected,__tpi_cp_133_N11095,__tpi_cp_133_N11095,__tpi_cp_133_N11095,sa0,1
49,test_en->__tpi_cp_107_N11056 /0 undetected,input_edge,test_en,__tpi_cp_107_N11056,__tpi_cp_107_N11056,0,undetected,__tpi_cp_107_N11056,__tpi_cp_107_N11056,__tpi_cp_107_N11056,sa0,1
50,test_en->__tpi_cp_106_N11069 /0 undetected,input_edge,test_en,__tpi_cp_106_N11069,__tpi_cp_106_N11069,0,undetected,__tpi_cp_106_N11069,__tpi_cp_106_N11069,__tpi_cp_106_N11069,sa0,1
51,test_en->__tpi_cp_148_N11244 /0 undetected,input_edge,test_en,__tpi_cp_148_N11244,__tpi_cp_148_N11244,0,undetected,__tpi_cp_148_N11244,__tpi_cp_148_N11244,__tpi_cp_148_N11244,sa0,1
52,test_en->__tpi_cp_129_N11059 /0 undetected,input_edge,test_en,__tpi_cp_129_N11059,__tpi_cp_129_N11059,0,undetected,__tpi_cp_129_N11059,__tpi_cp_129_N11059,__tpi_cp_129_N11059,sa0,1
53,test_en->__tpi_cp_101_N11074 /0 undetected,input_edge,test_en,__tpi_cp_101_N11074,__tpi_cp_101_N11074,0,undetected,__tpi_cp_101_N11074,__tpi_cp_101_N11074,__tpi_cp_101_N11074,sa0,1
54,test_en->__tpi_cp_239_N11218 /0 undetected,input_edge,test_en,__tpi_cp_239_N11218,__tpi_cp_239_N11218,0,undetected,__tpi_cp_239_N11218,__tpi_cp_239_N11218,__tpi_cp_239_N11218,sa0,1
55,test_en->__tpi_cp_83_N11065 /0 undetected,input_edge,test_en,__tpi_cp_83_N11065,__tpi_cp_83_N11065,0,undetected,__tpi_cp_83_N11065,__tpi_cp_83_N11065,__tpi_cp_83_N11065,sa0,1
56,test_en->__tpi_cp_152_N11258 /0 undetected,input_edge,test_en,__tpi_cp_152_N11258,__tpi_cp_152_N11258,0,undetected,__tpi_cp_152_N11258,__tpi_cp_152_N11258,__tpi_cp_152_N11258,sa0,1
57,test_en->__tpi_cp_70_N10977 /0 undetected,input_edge,test_en,__tpi_cp_70_N10977,__tpi_cp_70_N10977,0,undetected,__tpi_cp_70_N10977,__tpi_cp_70_N10977,__tpi_cp_70_N10977,sa0,1
58,test_en->__tpi_cp_110_N11066 /0 undetected,input_edge,test_en,__tpi_cp_110_N11066,__tpi_cp_110_N11066,0,undetected,__tpi_cp_110_N11066,__tpi_cp_110_N11066,__tpi_cp_110_N11066,sa0,1
59,test_en->__tpi_cp_376_N1693 /0 undetected,input_edge,test_en,__tpi_cp_376_N1693,__tpi_cp_376_N1693,0,undetected,__tpi_cp_376_N1693,__tpi_cp_376_N1693,__tpi_cp_376_N1693,sa0,1
60,test_en->__tpi_cp_116_N11054 /0 undetected,input_edge,test_en,__tpi_cp_116_N11054,__tpi_cp_116_N11054,0,undetected,__tpi_cp_116_N11054,__tpi_cp_116_N11054,__tpi_cp_116_N11054,sa0,1
61,test_en->__tpi_cp_119_N11058 /0 undetected,input_edge,test_en,__tpi_cp_119_N11058,__tpi_cp_119_N11058,0,undetected,__tpi_cp_119_N11058,__tpi_cp_119_N11058,__tpi_cp_119_N11058,sa0,1
62,test_en->__tpi_cp_155_N11182 /0 undetected,input_edge,test_en,__tpi_cp_155_N11182,__tpi_cp_155_N11182,0,undetected,__tpi_cp_155_N11182,__tpi_cp_155_N11182,__tpi_cp_155_N11182,sa0,1
63,test_en->__tpi_cp_122_N11063 /0 undetected,input_edge,test_en,__tpi_cp_122_N11063,__tpi_cp_122_N11063,0,undetected,__tpi_cp_122_N11063,__tpi_cp_122_N11063,__tpi_cp_122_N11063,sa0,1
64,test_en->__tpi_cp_71_N10978 /0 undetected,input_edge,test_en,__tpi_cp_71_N10978,__tpi_cp_71_N10978,0,undetected,__tpi_cp_71_N10978,__tpi_cp_71_N10978,__tpi_cp_71_N10978,sa0,1
65,test_en->__tpi_cp_118_N11057 /0 undetected,input_edge,test_en,__tpi_cp_118_N11057,__tpi_cp_118_N11057,0,undetected,__tpi_cp_118_N11057,__tpi_cp_118_N11057,__tpi_cp_118_N11057,sa0,1
66,test_en->__tpi_cp_109_N11070 /0 undetected,input_edge,test_en,__tpi_cp_109_N11070,__tpi_cp_109_N11070,0,undetected,__tpi_cp_109_N11070,__tpi_cp_109_N11070,__tpi_cp_109_N11070,sa0,1
