node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_117_N10298,3,1,1,1,0
__tpi_cp_18_N4164,3,1,1,0,1
__tpi_cp_19_N4169,3,1,1,0,1
__tpi_cp_20_N4168,3,1,1,0,1
__tpi_cp_21_N4176,3,1,1,0,1
__tpi_cp_22_N4166,3,1,1,0,1
__tpi_cp_23_N4167,3,1,1,0,1
__tpi_cp_24_N4162,3,1,1,0,1
__tpi_cp_25_N4163,3,1,1,0,1
__tpi_cp_26_N4161,3,1,1,0,1
__tpi_cp_28_N4171,3,1,1,0,1
__tpi_cp_30_N4170,3,1,1,0,1
__tpi_cp_31_N4172,3,1,1,0,1
__tpi_cp_32_N4178,3,1,1,0,1
__tpi_cp_33_N4173,3,1,1,0,1
__tpi_cp_34_N4177,3,1,1,0,1
__tpi_cp_35_N4175,3,1,1,0,1
__tpi_cp_36_N4174,3,1,1,0,1
__tpi_cp_43_N15872,3,1,1,1,0
N10299,2,1,1,0,0
N10333,2,1,1,0,0
N10339,2,1,1,0,0
N10353,2,1,1,0,0
N10430,2,1,1,0,0
N10431,2,1,1,0,0
N10432,2,1,1,0,0
N10435,2,1,1,0,0
N10439,2,1,1,0,0
N12516,2,1,1,0,0
N12517,2,1,1,0,0
N12518,2,1,1,0,0
N12549,2,1,1,0,0
N12552,2,1,1,0,0
N12568,2,1,1,0,0
N12630,2,1,1,0,0
N12633,2,1,1,0,0
N12634,2,1,1,0,0
N12635,2,1,1,0,0
N12636,2,1,1,0,0
N12637,2,1,1,0,0
N12638,2,1,1,0,0
N14650,2,1,1,0,0
N14651,2,1,1,0,0
N14657,2,1,1,0,0
N14658,2,1,1,0,0
N14664,2,1,1,0,0
N14665,2,1,1,0,0
N14671,2,1,1,0,0
N14672,2,1,1,0,0
N14678,2,1,1,0,0
N14679,2,1,1,0,0
N14896,2,1,1,0,0
N14899,2,1,1,0,0
N14900,2,1,1,0,0
N14901,2,1,1,0,0
N14902,2,1,1,0,0
N14903,2,1,1,0,0
N14947,2,1,1,0,0
N14965,2,1,1,0,0
N15019,2,1,1,0,0
N15033,2,1,1,0,0
N15040,2,1,1,0,0
N15780,2,1,1,0,0
N15782,2,1,1,0,0
N15784,2,1,1,0,0
N15786,2,1,1,0,0
N15790,2,1,1,0,0
N15792,2,1,1,0,0
N15794,2,1,1,0,0
N15871,2,1,1,0,0
N15986,2,1,1,0,0
N15987,2,1,1,0,0
N1679,2,0,1,0,1
N21035,2,0,1,0,1
N21038,2,0,1,0,1
N21041,2,0,1,0,1
N21047,2,0,1,0,1
N21936,2,0,1,0,1
N4684,2,0,1,0,1
N8787,2,1,1,0,0
N8933,2,1,1,0,0
N8935,2,1,1,0,0
N8937,2,1,1,0,0
N8939,2,1,1,0,0
N8943,2,1,1,0,0
N8945,2,1,1,0,0
N8947,2,1,1,0,0
__tpi_cp_102_N15813,2,1,0,1,0
__tpi_cp_113_N8904,2,0,1,0,1
__tpi_cp_124_N14620,2,0,1,1,0
__tpi_cp_126_N4947,2,0,1,1,0
__tpi_cp_131_N10388,2,0,1,1,0
__tpi_cp_13_N2723,2,0,1,0,1
__tpi_cp_144_N14997,2,0,1,1,0
__tpi_cp_151_N15948,2,0,1,1,0
__tpi_cp_161_N8258,2,1,0,1,0
__tpi_cp_163_N8662,2,0,1,1,0
__tpi_cp_164_N8672,2,0,1,1,0
__tpi_cp_167_N8257,2,1,0,1,0
__tpi_cp_201_N14840,2,0,1,1,0
__tpi_cp_204_N10393,2,0,1,1,0
