step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2731,control0,2.1199681758880615,4.034140103310347,2.1199681758880615,0.7548885345458984,2.8430437825620176,0.007548885345458984,0.34333914518356323,0.03286392241716385,0.03286392241716385,0.9994732826948166,0.08427821844816208,0.191301628947258,0.05903182178735733,105202.203125,42442.375,62759.828125,108553.625,46001.3203125,62552.30859375,-0.0318569540977478,-0.0838535875082016,0.003306566271930933,-3.1856954097747803,9.21557430177927,2.5969128286838528,8.624759959056973,2.4971677300333974,4.034140103310347,4.034140103310347,4.034140103310347,greedy,4.034140103310347,0.0,hard_fault_cluster
2,N7781,observe,1.8905901908874512,1.8888020485639574,1.8905901908874512,0.7845354080200195,1.816720575094223,0.007845354080200196,0.3480381667613983,0.02071979083120823,0.02071979083120823,-0.06798450052738192,0.07365038245916367,0.1704055368900299,0.05141793191432953,108560.9921875,46018.859375,62542.1328125,109739.5,46886.6953125,62852.8046875,-0.0108557203784585,-0.01885826699435711,-0.004967401269823313,-1.08557203784585,8.170293444767594,3.0521614754199984,7.5663520456291735,3.316900225877762,1.8888020485639574,5.922942151874304,5.922942151874304,greedy,1.8888020485639574,0.0,hard_fault_cluster
3,N8089,observe,1.667296051979065,1.269946707598865,1.667296051979065,0.752038300037384,1.1991304328665138,0.00752038300037384,0.3600664436817169,0.022168422117829323,0.022168422117829323,0.4419818253815174,0.06698524206876755,0.1624882072210312,0.048125751316547394,109739.796875,46886.87890625,62852.921875,110167.546875,47149.7578125,63017.78515625,-0.0038978566881269217,-0.005606662482023239,-0.0026230011135339737,-0.38978566881269217,7.472730929031968,1.7471371367573738,6.892075887415558,1.83579787760973,1.269946707598865,7.192888859473169,7.192888859473169,greedy,1.269946707598865,0.0,hard_fault_cluster
4,N5319,control0,1.5251766443252563,1.0285362407565117,1.5251766443252563,0.7648335099220276,1.1329728990793226,0.007648335099220276,0.36523330211639404,0.019837403669953346,0.019837403669953346,-0.03654547601938252,0.05630768463015556,0.15521878004074097,0.04415470361709595,110168.0625,47150.53515625,63017.5234375,109020.515625,46323.90234375,62696.609375,0.010416329838335514,0.017531780526041985,0.00509245740249753,1.0416329838335514,6.415439376607537,0.9184330135583878,5.826936191413552,0.9036621421575547,1.0285362407565117,8.22142510022968,8.22142510022968,greedy,1.0285362407565117,0.0,hard_fault_cluster
5,N6780,control0,1.5591858625411987,0.9996760591864585,1.5591858625411987,0.8187813758850098,1.1025638625025749,0.008187813758850098,0.38098761439323425,0.02061728574335575,0.02061728574335575,-0.22880302786827084,0.056356124579906464,0.1576298028230667,0.04340200126171112,109020.6484375,46323.9765625,62696.671875,108469.09375,45920.015625,62549.078125,0.005059176590293646,0.008720342069864273,0.0023540921974927187,0.5059176590293646,6.475011119619012,1.0206262314319612,5.845462123397738,1.0137208843231202,0.9996760591864585,9.22110115941614,9.22110115941614,greedy,0.9996760591864585,0.0,hard_fault_cluster
6,N6992,control0,1.6516404151916504,1.1580572987906637,1.6516404151916504,0.8451405167579651,1.1908972586505115,0.00845140516757965,0.39906758069992065,0.02443147636950016,0.02443147636950016,0.34844356238842006,0.05831903964281082,0.1647179126739502,0.044946834444999695,108469.21875,45919.984375,62549.234375,107819.578125,45464.8671875,62354.7109375,0.005989170167595148,0.00991109199821949,0.0031099251937121153,0.5989170167595148,6.701475957408547,1.2346553888916971,6.0492969625629485,1.2426439729332925,1.1580572987906637,10.379158458206803,10.379158458206803,greedy,1.1580572987906637,0.0,hard_fault_cluster
7,N11941,control0,1.5830259323120117,1.1073844445869325,1.5830259323120117,0.8733285665512085,1.2084665222093462,0.008733285665512085,0.40598949790000916,0.02650200016796589,0.02650200016796589,0.3936833724379539,0.05646057799458504,0.16420681774616241,0.043935105204582214,107819.453125,45464.8671875,62354.5859375,107649.75,45350.0078125,62299.7421875,0.001573956455104053,0.002526332624256611,0.000879546394571662,0.1573956455104053,6.545888366177678,1.1105806557834148,5.871015441138297,1.102476200312376,1.1073844445869325,11.486542902793735,11.486542902793735,greedy,1.1073844445869325,0.0,hard_fault_cluster
8,N12071,control0,1.6050609350204468,1.1694515854120255,1.6050609350204468,0.9196661710739136,1.3508391231298444,0.009196661710739136,0.4227612316608429,0.02914944477379322,0.02914944477379322,0.5287323874235152,0.055117424577474594,0.16780784726142883,0.0440460667014122,106792.1796875,44805.64453125,61986.53515625,106696.4140625,44730.97265625,61965.44140625,0.0008967475732788444,0.0016665729926899076,0.00034029566450044513,0.08967475732788444,6.460558073595166,1.1557207825779914,5.748946361709386,1.1453738394379616,1.1694515854120255,13.854709887411445,13.854709887411445,greedy,1.1694515854120255,0.0,hard_fault_cluster
9,N11983,control0,1.5415383577346802,1.2967844657599925,1.5415383577346802,0.9238768815994263,1.4579946778714656,0.009238768815994263,0.4266606867313385,0.029800454154610634,0.029800454154610634,0.8013915425539015,0.05465687811374664,0.17045249044895172,0.04442954808473587,106696.2734375,44730.9140625,61965.359375,106542.640625,44628.8984375,61913.7421875,0.001439907937310636,0.002280651358887553,0.0008330006967298687,0.1439907937310636,6.419365147128701,1.2121887975931167,5.7041071453131735,1.1951342934370042,1.2967844657599925,15.151494353171438,15.151494353171438,greedy,1.2967844657599925,0.0,hard_fault_cluster
10,N7680,control0,1.644303798675537,1.1987153992056847,1.644303798675537,0.8990952372550964,1.3271864652633667,0.008990952372550964,0.4117961823940277,0.028821507468819618,0.028821507468819618,0.5967317202687263,0.054709311574697495,0.16331933438777924,0.042810991406440735,107649.921875,45350.2578125,62299.66796875,106792.078125,44805.6953125,61986.38671875,0.007968828082084656,0.012007924728095531,0.00502861849963665,0.7968828082084656,6.3988479021936655,1.132897774577141,5.7029103436507285,1.1140048307180406,1.1987153992056847,12.68525830199942,12.68525830199942,greedy,1.1987153992056847,0.0,hard_fault_cluster
