node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_26___buf_split_289,2,0,1,0,1
__tpi_cp_27_II1484,2,0,1,0,1
__tpi_cp_28_II1452,2,0,0,0,2
__tpi_cp_39_II1528,2,0,0,0,2
__tpi_cp_41_II1532,2,0,0,0,2
__tpi_cp_54___aig_not_382,2,0,1,0,1
__tpi_cp_78_II1485,2,0,0,0,2
__tpi_cp_90_II1457,2,0,0,2,0
__tpi_cp_94_II1525,2,0,0,2,0
II1219_4,1,1,0,0,0
II1484,1,0,1,0,0
II1492,1,0,1,0,0
II1533,1,1,0,0,0
__aig_and_130,1,1,0,0,0
__aig_and_133,1,1,0,0,0
__aig_and_136,1,1,0,0,0
__aig_and_137,1,1,0,0,0
__aig_and_384,1,1,0,0,0
__aig_not_382,1,0,1,0,0
__aig_not_383,1,1,0,0,0
__aig_not_385,1,0,1,0,0
__buf_split_283,1,1,0,0,0
__buf_split_285,1,0,1,0,0
__buf_split_289,1,0,1,0,0
__buf_split_364,1,0,1,0,0
__buf_split_365,1,0,1,0,0
__buf_split_69,1,0,1,0,0
__buf_split_74,1,0,1,0,0
__buf_split_78,1,0,1,0,0
__buf_split_82,1,0,1,0,0
__tpi_cp_0_II1465,1,0,0,1,0
__tpi_cp_100___aig_and_360,1,0,0,1,0
__tpi_cp_101_II1397,1,0,0,1,0
__tpi_cp_103___buf_split_268,1,0,0,1,0
__tpi_cp_104_II1219_1,1,0,0,1,0
__tpi_cp_107_II1259,1,0,0,1,0
__tpi_cp_10_II1416,1,0,0,0,1
__tpi_cp_11___buf_split_279,1,0,0,0,1
__tpi_cp_12_II1348,1,0,0,0,1
__tpi_cp_14_II1417,1,0,0,0,1
__tpi_cp_15_II1283,1,0,0,0,1
__tpi_cp_16_II1971,1,0,0,0,1
__tpi_cp_18_II1351,1,0,0,0,1
__tpi_cp_19___buf_split_364,1,0,0,0,1
__tpi_cp_1___buf_split_283,1,0,0,1,0
__tpi_cp_20___buf_split_349,1,0,0,0,1
__tpi_cp_21_II1221,1,0,0,0,1
__tpi_cp_22_II1281,1,0,0,0,1
__tpi_cp_23_II1223,1,0,0,0,1
__tpi_cp_24___buf_split_57,1,0,0,0,1
__tpi_cp_25___buf_split_359,1,0,0,0,1
__tpi_cp_2_II1219_4,1,0,0,1,0
__tpi_cp_30___buf_split_55,1,0,0,0,1
__tpi_cp_31___buf_split_68,1,0,0,0,1
__tpi_cp_32___buf_split_355,1,0,0,0,1
__tpi_cp_33___buf_split_82,1,0,0,0,1
__tpi_cp_34___buf_split_365,1,0,0,0,1
__tpi_cp_35___buf_split_62,1,0,0,0,1
__tpi_cp_36___buf_split_360,1,0,0,0,1
__tpi_cp_37___buf_split_69,1,0,0,0,1
__tpi_cp_38___buf_split_75,1,0,0,0,1
__tpi_cp_3___aig_not_383,1,0,0,1,0
__tpi_cp_40_II1460,1,0,0,0,1
__tpi_cp_42___aig_not_361,1,0,0,0,1
__tpi_cp_43_II1396,1,0,0,0,1
__tpi_cp_45___buf_split_50,1,0,0,0,1
__tpi_cp_46_II1392,1,0,0,0,1
__tpi_cp_47_II1262,1,0,0,0,1
__tpi_cp_48___buf_split_345,1,0,0,0,1
__tpi_cp_4_II1533,1,0,0,1,0
__tpi_cp_50___aig_not_370,1,0,0,0,1
__tpi_cp_51_II1316,1,0,0,0,1
__tpi_cp_52___buf_split_269,1,0,0,0,1
__tpi_cp_53_II1464,1,0,0,0,1
__tpi_cp_57_II1328,1,0,0,0,1
__tpi_cp_5___aig_not_371,1,0,0,1,0
__tpi_cp_60___aig_not_373,1,0,0,0,1
__tpi_cp_61_II1384,1,0,0,0,1
__tpi_cp_62_II1324,1,0,0,0,1
__tpi_cp_64_II1419,1,0,0,0,1
__tpi_cp_65___aig_and_372,1,0,0,1,0
__tpi_cp_66___buf_split_74,1,0,0,0,1
__tpi_cp_67___aig_not_358,1,0,0,0,1
__tpi_cp_68___buf_split_354,1,0,0,0,1
__tpi_cp_70___buf_split_284,1,0,0,0,1
__tpi_cp_72_II1253,1,0,0,0,1
__tpi_cp_74___buf_split_67,1,0,0,0,1
__tpi_cp_75_II1349,1,0,0,0,1
__tpi_cp_76___aig_and_384,1,0,0,1,0
__tpi_cp_7___buf_split_350,1,0,0,0,1
__tpi_cp_81___buf_split_274,1,0,0,0,1
__tpi_cp_82___buf_split_52,1,0,0,0,1
__tpi_cp_84___aig_not_346,1,0,0,0,1
__tpi_cp_85___buf_split_64,1,0,0,0,1
__tpi_cp_86___buf_split_60,1,0,0,0,1
__tpi_cp_87_II1280,1,0,0,0,1
__tpi_cp_88___buf_split_71,1,0,0,0,1
__tpi_cp_89___buf_split_78,1,0,0,0,1
__tpi_cp_8_II1389,1,0,0,1,0
__tpi_cp_91_II1219_3,1,0,0,1,0
__tpi_cp_92___buf_split_278,1,0,0,1,0
__tpi_cp_93_II1321,1,0,0,1,0
__tpi_cp_95___aig_not_385,1,0,0,0,1
__tpi_cp_96___aig_not_359,1,0,0,1,0
__tpi_cp_97_II1219_2,1,0,0,1,0
__tpi_cp_98___buf_split_273,1,0,0,1,0
__tpi_cp_9___buf_split_61,1,0,0,0,1
__tpi_op_3___aig_and_133,1,1,0,0,0
