step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N2219,control1,1.5957682132720947,2.589382652193308,1.5957682132720947,0.7163989543914795,2.012236486747861,0.007163989543914795,0.3101165294647217,0.03632712364196777,0.03632712364196777,1.1208170064538716,0.07537909597158432,0.18683533370494843,0.05175629258155823,105212.25,42459.421875,62752.82421875,108084.578125,45592.5703125,62492.0078125,-0.02730032056570053,-0.07379159331321716,0.004156249575316906,-2.730032056570053,8.29063567519188,2.0872321031987666,7.726091116666794,1.9365936659276486,2.589382652193308,2.589382652193308,2.589382652193308,greedy,2.589382652193308,0.0,hard_fault_cluster
2,N14033,control1,1.6646028757095337,2.5013501971960066,1.6646028757095337,0.7475789785385132,1.967887496948242,0.007475789785385132,0.3489775061607361,0.023006068542599678,0.023006068542599678,-0.91235593020916,0.0669962465763092,0.17578864097595215,0.05170595645904541,108084.140625,45592.25,62491.89453125,108300.765625,45846.3203125,62454.4453125,-0.002004225505515933,-0.005572664551436901,0.0005992652149870992,-0.2004225505515933,7.470209704712033,3.0903765666484833,6.892270919401199,3.276269530057907,2.5013501971960066,5.0907328493893145,5.0907328493893145,greedy,2.5013501971960066,0.0,hard_fault_cluster
3,N5319,control0,1.3257778882980347,1.1018358334898948,1.3257778882980347,0.7306811809539795,1.1913285970687868,0.007306811809539795,0.37080714106559753,0.01947658695280552,0.01947658695280552,-0.4079164239764214,0.05739959329366684,0.16596011817455292,0.04722299054265022,108301.46875,45847.5859375,62453.8828125,108165.5859375,45653.23828125,62512.34765625,0.0012546719517558813,0.00423899432644248,-0.0009361282573081553,0.12546719517558813,6.490117097273469,0.9127742666006088,5.92749877134338,0.867682256102562,1.1018358334898948,6.192568682879209,6.192568682879209,greedy,1.1018358334898948,0.0,hard_fault_cluster
4,N6992,control0,1.4768798351287842,1.5435280323028566,1.4768798351287842,0.7580862045288086,1.5331720411777496,0.007580862045288086,0.3904581367969513,0.019161248579621315,0.019161248579621315,-0.36483682036399845,0.05770823359489441,0.17055535316467285,0.049622632563114166,108165.78125,45653.23828125,62512.5390625,107755.2109375,45331.171875,62424.0390625,0.0037957504391670227,0.007054623682051897,0.0014157160185277462,0.37957504391670227,6.548070812597871,1.2735529732704163,5.965135222766548,1.280516309738159,1.5435280323028566,7.736096715182065,7.736096715182065,greedy,1.5435280323028566,0.0,hard_fault_cluster
5,N6780,control0,1.4466848373413086,1.5991966426372528,1.4466848373413086,0.811032772064209,1.8503186970949175,0.00811032772064209,0.4001116454601288,0.021079840138554573,0.021079840138554573,-0.1923227292299271,0.05697127431631088,0.16976545751094818,0.04882768169045448,107755.140625,45331.23828125,62423.90234375,107720.1015625,45294.734375,62425.3671875,0.00032517299405299127,0.000805270450655371,-2.3466071070288308e-05,0.03251729940529913,6.529240043833852,1.4311874532699584,5.905155584681779,1.4557885670661928,1.5991966426372528,9.335293357819317,9.335293357819317,greedy,1.5991966426372528,0.0,hard_fault_cluster
6,N2849,control0,1.58150053024292,2.1294547647237776,1.58150053024292,0.8375066518783569,1.9273174852132795,0.008375066518783569,0.41320908069610596,0.02262275107204914,0.02262275107204914,-0.0006300401687622248,0.059470824897289276,0.1755383014678955,0.04952919855713844,107712.640625,45285.04296875,62427.59375,107224.890625,44955.9296875,62268.9609375,0.00452825240790844,0.007267593406140804,0.0025410689413547516,0.45282524079084396,6.807211892679334,1.9554549396038055,6.162114840466529,2.08975915312767,2.1294547647237776,11.464748122543096,11.464748122543096,greedy,2.1294547647237776,0.0,hard_fault_cluster
7,N13662,control0,1.59586763381958,2.2959445379674435,1.59586763381958,0.88603276014328,2.4573504202067853,0.0088603276014328,0.4164661765098572,0.02419220842421055,0.02419220842421055,0.25808751404285424,0.0573892705142498,0.17368987202644348,0.048548080027103424,107231.90625,44965.015625,62266.890625,106781.3125,44689.71875,62091.59375,0.004202049225568771,0.006122468039393425,0.002815250074490905,0.42020492255687714,6.649152019992471,2.086121935248375,5.966483293566853,1.8445273226499557,2.2959445379674435,13.76069266051054,13.76069266051054,greedy,2.2959445379674435,0.0,hard_fault_cluster
8,N16937,control0,1.6094443798065186,1.8804586207121612,1.6094443798065186,0.8969440460205078,3.20724316611886,0.008969440460205078,0.42226001620292664,0.02480419911444187,0.02480419911444187,0.4941584557294846,0.05709857866168022,0.17337271571159363,0.046964384615421295,106781.796875,44690.22265625,62091.578125,106377.796875,44428.0546875,61949.7421875,0.0037834164686501026,0.0058663384988904,0.0022843023762106895,0.37834164686501026,6.631606111302972,1.4731621950864793,5.94029492745176,1.4658604711294174,1.8804586207121612,15.641151281222701,15.641151281222701,greedy,1.8804586207121612,0.0,hard_fault_cluster
9,N11975,control0,1.5616302490234375,2.0011879461817443,1.5616302490234375,0.9215342998504639,2.203625192027539,0.009215342998504638,0.42861899733543396,0.02559424377977848,0.02559424377977848,0.4944043655693531,0.05816471949219704,0.17746172845363617,0.04821952432394028,106377.78125,44428.09375,61949.68359375,106350.453125,44398.5625,61951.88671875,0.00025689692120067775,0.0006646976689808071,-3.556313458830118e-05,0.025689692120067775,6.763600492849946,2.519964773878455,6.053254085127264,2.3276523187011477,2.0011879461817443,17.642339227404445,17.642339227404445,greedy,2.0011879461817443,0.0,hard_fault_cluster
10,N7781,observe,1.7722530364990234,2.699151906371117,1.7722530364990234,0.966452956199646,2.153200280666351,0.00966452956199646,0.42572128772735596,0.01011369563639164,0.01011369563639164,-2.1577291744947438,0.06523630023002625,0.18204949796199799,0.051996562629938126,106349.984375,44397.9609375,61952.0234375,106570.09375,44599.0,61971.09375,-0.00206967000849545,-0.0045281145721673965,-0.0003078238805755973,-0.206967000849545,7.500196674838662,4.165906114578247,6.767771685961634,5.221647186279297,2.699151906371117,20.341491133775563,20.341491133775563,greedy,2.699151906371117,0.0,hard_fault_cluster
