* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/mem_ctrl_aig.bench.
* Number of faults detected by each test pattern:

test    1: 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1111111111111111111111111000000110000000001111111100111100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000011010101111101111111101111011111110111111111111110111110010001111111110011100110100000010001000100000100000000000000000011110001100010010011101001000000000000011000000011010100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100100000000000000000000010000100000000010000000000000001000000000000000000100000000000000000001000000000000001000000000100000000000000011001000000000010011000110101000000000100000000000001010100001110110011010000100000000000001110010001010011011011000011111111001110010110100010110110100010000000010100101001001010010111000000100010000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000010 6080 faults detected
test    2: 00100011000100010111100111111101110001111000001111011100001010110010011100011001100101110111011010110110101101000111110101111010010000100001001110000101110010111100111001110101010010100101101110010110110111111010111100100001101101000001111000101010011101011000100000100111111111100010001100000001100010101001101101010001011001011010001011101100101100111011101111100101010000011000011001001011111101010000100010100001011011100011101111000011101010111100010110111010001001100100100000011101001100010011100001010010001010110101110011000011010011011001010111010100101010111110100100000101100100011101110010100011101001010111011101101100001111001011011100001010000101011111011000001110100110111100001001100000101110111000010000011011100010011101000000110110001011001000111010001010101101100111010010100110010101110100001000011011110100001000011001110000100101001101100110100110100110001010000100111010101100010001100011110110000011000010011000011000010111110010100001011010001010011101100000001000011001001000010001100000001001111011 1001101001000000010001011100101010110011001111111101111100010000010000000000000000000000000000000000000000000000000000000000000000000001000000111011100101100000010011100001001011100110100010100100011100010111101001110011000000001101001101000000110110001010100000110101000000001010010010011011010000010001000001100001010110010101011110010010110010100000000010011001000101010000001011111101111110011101001111011010001011001111001001010011100110101110100000001111000110001001000100011001101010001101000110110101011101100111010001010101101110111110010100100010101110100000000011011110100000000001100111000010001000000010000000100101100011011011111010011001101110010111001000000111011011101001101111111010110101100101100101001000111010000110010101011101001010001111110111010101111011011101110100010111100111100000000010100011110111100010010100100010101000000100111100111010011100001001111001110000100111001011010110000010101110000001111001100001100010101010100000000000011 3616 faults detected
test    3: 01010101101110010000101000001011111001101110111010111111101011100011011100000000111001100101000111110010101011001000000011000011111110011100101111110000000000011111111011100011011001010111100110000111110100100111100110010101010010001001110111101110100000101000011011111010100010110111011110001101100000010000001111001010000100010111110001011010011110001011101000100000100001100010111101001010010010110101010101001110001000001011110110110110110110110100111111010111001011100010010000101011000011001001110000000010001000101011101101111100000001011000111001101100010010010111001001111001011111011000011101111110011001001000000111000111110000111001000000101010010010011000011001001010010000000010011000001111110111101001100011101101100001101110110111110111111000011011011111000100011001110100100111011010011001000010110101001011001110011100100111000101010011100001111101100001000101000010011101110001010000001111010101011101110001101011011100110101111001111010110011101110101000111010011011001011011001011011011010000001100111000100 1101111000000111000101101100101010001100001111111100010100010000010000000000000000000000000000000000000000000000000000000000000000000000000000111011100101100000000110110111010110011110001110011010111011001100101001110010010000001110010000000010010010000110110110110011100011100010111010100010001001001110110011011101000100011101110010001000010011111110000111010010000101010000110110001100001010100100100100110010100001011100010110110011011110010001111001011001100011100000101000010010011001111101001110111011000111111011111000100011001100100000111011000011001000010111101001011001110011010010011100010100101100000000000100000000001110000000000100000011010000000001011000010001101000000000000000001000001001000000000100111100100000000000101110000100010100111111111111111111111111101110111111111011001011001000101011110001001000010000011011100000110001010001100000001010000101001110101110110110100010011111111010010010110100000100101111011111100101100000100000000000010 1772 faults detected
test    4: 00111010000001000001111000110000110011101001111010010010011000111101001101100110011011100110100000010111110001111111001111000010000111010101010001110100101110010010110100110111011111100010101000110111001101100000000100100101000000001101010100000011110001101011000010100000000110111110000110100100001000010100101111100011011101101100111000000001010011001111110101100101100110111111110010111000100110101100110101001101100001111110001101010001011000110001101010101001001110011010010110000110001111101011010000010001100011110010100111011100001011111001011100101000100100101001101111011101011101010011101100101010101101001001011000001110000110001101100111110110010110000100101001011010111001011101111000010100000011101101110001000011010011100101101010000010001100000111001000010000001000110101110001110101000100110001101110111110110100111100011101111011100011110101000011001001011000111101100001001011010100100001110011010010011000100000010111000010000001011010011111100010111001001110001001010100100000011011100011000001110011101101 1011001000110101111101011100100101110001101111111110111100010000000110000000000000000000000000000000000000000000000000000001010000000001010100101011100001100000001010001100101100111000011101111100010100000100111010100000100000001001011000100010110011001110001000110001101001101011001100010010000001100000000001101111000000111011110010001001110011010101010111100010101111000100010011001110000000011001100101000101111110111000111011001000001001101111011011001111100100010000111100111011010011010101000000010101100100011001000010000001000100101010001110111000100110001100110111110110100111010001110111101111100110000000000110100000001110000000000000000000000000000000000000000000000000011000111110010000100010000000000000000000000001001000010000000010000000111111111111111111111111101111111011110011110110110000101010110011101110110110000000101001111010010011110000010001001010000110001000100111110110100000101000111001101001111010100110001110100110101101100000000000011 1169 faults detected
test    5: 01101001001010101011111010100101010110100101101110000011101100101100101111111101011010001001010110001101100111001010111010010011100010110000110011100110010001011001111111011011110001101110101001011111110100011000001011001010001101110100110101001111100000010010100011110010111110001010111100001001000000101011101011100011101011111010000010110101010011010111110110101000010000001011010010101011001101010001000011101000000110010111010100011111011010111010000111001101010000111010110011011001010110001100111001100101101111011101111101111100010010111000010001100001111011011011110000100101111101011100111111000010101001111011001101000110111101010100110100100011011110001000100100011011101011101011101100110110110101010011001111001000011100000010001011010111100001010011111101011000100111111010100011111110011011101101000100001001000111001100111101011110010111101111101010110001010011011111101001011101010001000000011111000110110010110000101010011111100111101010110010001001000000110010111010111111001000100011010011100010101100000110 1010100000000110111010110110110001000110101111111100100000100000010010000000000000000000000000000000001000000000000000000000010000000000110000010010000000110010000000001000111011011000001010111000000000000000000000000010001100000010001011010101100010001110010110110111000001011100001101111001101100101010001001011101100101011000110010001110010010100011000011101001000011000001100011111011010100100001101110000100001100011011101100011010100011110011011111101001010000111001100100111000010000111111011010111000001110111111101011000100111101010000011111100011011101101001100001001000111000010011110101111000001010011110010000100000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111110111111111000100101110011001101100111000100000000010001000010001010111001100111001101010001101110010010001110111010101010011010011101010010001101101111011111010100011010100000000000011 1122 faults detected
test    6: 10010001101000100101110001101000100100101111101001110001011100010011000111111110011111011011010101100100101110100001001111011001000011001010110110111010010101011101010111001010100111011110001111110100110000011111101110110110011100011111101101011100000110101001100110011001110001110100011101000110001100001110101100001110000101101010011010001001000111000010000010000001000110111110110100100000110110001100110011101011011100111101111101101010100100010000000010110100101000100111000001111111010001101000010110000100110011111010100110110010010010100111100010001000110101101110000001010110010101110100101010011101110011011111011101001101001100010101101000001110110110011000010000011101001001001110001000011001101001100110011110111100101111000110101100000101001110111100111110001001000110100110110011101000101001011001001111001110001111000111010011101101001110001110001111000110011001110110010100010100011100011110011100110101011001111011010000011100000011110001000001101010011000110000100111001100101000011000101101011101011001011101 1000001011001110000001001100101110001110101111111100111100010000001010000000100000000000000000000000000000000000000000000001000000000001110000001011100101100010011111000000000111111000001011111010101010001101000111100010010001000100011100111010100010000000000000000000000000100010100111000001111100110100100101011100000001011100100010000000011100000100010110101011101100001000010111000000000110010000101000010101111010111100011011101011010111011101100111111100000101001001101000100101111010010110000000101101110011000111110001001000110110110010011101010101001011001000111001110001111000111101001110110100001000110010010101101111001010110111001001100100000000101000000011001000000000000000000000000000000000000000000000000000000000000000100000000010000000011010011010000011000101011100101011001111011110111101001001111110111010110100011110001011101011000001010010100010001110011110111011111101001101000101110111101011110010010010011101010001110001100010000100001010110 1381 faults detected
test    7: 01011001111000001101001101000111010110010000001001111000000100001001110110001000101111110010010001010110000001000101011000010110100110110011001011011101011010100000000001010111111111111000101101011010001001111110100001111010101101001011111000110111010010010110111010100110101111000100010011100100001010000000011100001010110001001111110001110001000111000000011000100001110101010001011000101100000010100001110101000011111000001010111011100000101011100011100011100011010110001100001110001010001010001010111010100111010101100010110001110000010101001001011001010000010000010100011101101110011000101111000011110110110001011001000011001000010000110001010101101111111001101010100100000100011010100110101010100101010000110001110101110100111011110101011001011001001110110111011111010000100010001011011100010101010110011010100100110000100100010110111111111000111111000011100010011001100110100000011111011110100100001010111011000110000111010001101010011111000110110110101001110000101111101001001000101000000000100000001101101010100010010001 1000100101111100010110000100101111111001001111111100111100110000011010000000000000000000000000000000000100000000000000000000010000000001001101011011100001100010001010011001001000001101011100101001011111111100111100010010100101001011110110010010110010001110100000101110101000110101101111000101010111001100111010110101000110101010001011000000110011001000000100101000001100101101011101000010011000110100100010010110010110001000010100001001010100011010100001010101100110000000111010010011110011100001001011001101110010011011111010000100010011011111100010111010110011010101100110000100100001111011111111100010001000000111010100000001011111101100011000000100011010011110011011101111111000000000000000001001000001100100111010011100000000000000101110100011010000101001110111110010110101011111110101100101001000010110111100011110100111100110001110100010010001010100101101110111101010111010100101001101101110001001001010010000101101110001110100100110101010100010001000010000010  769 faults detected
test    8: 00000010010101110001100011101010010111100001110001101100011000011101001111111010110100110000111100011010001011010001111101100111001100111110001001011111000101111000000111000110110001010011000111001011001000110001000010011010100100010000000100000010101011111101001001110000001111111111000100101010010010111111100110010000001000011001110110000110110101011111001001101010010110100110001101111010010101111000000100111110001111110101100001111001111000010100000100011101000000010111101001010100010110000101010100100000010000100100000100011100110010110101011100110101010100100001101101101100111100101101001000010011001111111111100010001101011111010010001100110100000101111100000111110101110011110000010100011000000110010101010111111010010001111101000100000111111111100011100000101001110101001011110011100110111111000011001001000001010011011000101010101100000111111110101000101010101001010100100010110011100011000110100010011010000111100100010011011011100110111110100011011100101110111000000101000110000110011110000101011010010001111111 1100110100111111101111100000110000111101001111111100000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000001011100101111110011100001111111110100101101111000111110000010110011011110001000000000110100100111011010010000000000000000000001000101110100000000000000000000000001000000010100001100100001010011101000011110000010011001001110100000100101010110101000101001110000110111111010001110101001010111001111111100111111110110011000100010101000000001100001000001011000000111011111000111100000101001110101011011010011100100111111000011000001000001010011001000010101010110000011000000111010110100000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000111111111111111111111111101111101111110111000010000100011001011110000011010110000000000011001000010101011100011000111001111000000111011010110001001110000010100101011011110100000101010011111001001000000000000000011  456 faults detected
