[b15-r10/return_dual_lr5e5/e008] [gmean] 2026-07-21T17:11:15 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr5e5/epoch_008/alpha_0p10_decay_64
[b15-r10/return_dual_lr5e5/e008] [gmean] 2026-07-21T17:11:15 budgets=iscas99__b15_1:278
[b15-r10/return_dual_lr5e5/e008] [gmean] 2026-07-21T17:11:15 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10/return_dual_lr5e5/e008] [gmean] 2026-07-21T17:11:15 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] torch_deterministic=true
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b15_C/exact_candidate_nodes.txt nodes=7918
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.875631
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=1 node=N677 type=control1 q_typed_reliable_context=4.858065 sequence=4.858065
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=2 node=N2155 type=observe q_typed_reliable_context=3.256776 sequence=8.114841
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=3 node=N502 type=control1 q_typed_reliable_context=2.192107 sequence=10.306947
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=4 node=N762 type=control1 q_typed_reliable_context=1.446094 sequence=11.753041
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=5 node=N3742 type=control0 q_typed_reliable_context=0.899197 sequence=12.652238
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=6 node=N3644 type=control0 q_typed_reliable_context=1.489064 sequence=14.141302
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=7 node=N557 type=control1 q_typed_reliable_context=0.910940 sequence=15.052242
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=8 node=N3756 type=control0 q_typed_reliable_context=1.097941 sequence=16.150183
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=9 node=N564 type=control1 q_typed_reliable_context=1.366234 sequence=17.516417
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=10 node=N2336 type=control1 q_typed_reliable_context=1.557724 sequence=19.074141
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=11 node=N5143 type=observe q_typed_reliable_context=1.325577 sequence=20.399718
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=12 node=N7511 type=control1 q_typed_reliable_context=1.450593 sequence=21.850311
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=13 node=N580 type=control1 q_typed_reliable_context=1.255322 sequence=23.105633
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=14 node=N2082 type=observe q_typed_reliable_context=1.398669 sequence=24.504302
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.104678
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=0.948056 sequence=29.052734
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.797776
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.190352
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.188909
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.345606
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=39.045359
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.332262 sequence=41.377621
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_reliable_context=1.945775 sequence=43.323396
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=1.820234 sequence=45.143630
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=1.720757 sequence=46.864387
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.805797 sequence=48.670185
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.807750 sequence=49.477935
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=0.855900 sequence=50.333834
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_reliable_context=2.985732 sequence=53.319567
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.324663 sequence=53.644230
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_reliable_context=1.472114 sequence=55.116344
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=32 node=N4670 type=control0 q_typed_reliable_context=2.807887 sequence=57.924230
[b15-r10/return_dual_lr5e5/e008] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.746173 sequence=58.670403
