step,node,type,q_pred,q_pred_context,q_pred_type_context,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N1180,control1,1.888106107711792,2.6944164022803307,2.686363673210144,1.888106107711792,0.7165921926498413,2.429270823299885,2.292815041542053,0.007165921926498413,0.4242992699146271,0.04669531434774399,0.04669531434774399,1.0967400640249252,0.09646204113960266,0.21926899254322052,0.07132157683372498,98506.4296875,39555.23828125,58951.19140625,102295.140625,42907.65234375,59387.484375,-0.038461558520793915,-0.08475272357463837,-0.007400918751955032,-3.8461558520793915,10.409491620957851,2.0535864198207854,9.837025990709662,1.9485880696773528,2.508459821343422,2.6728035120666025,2.6944164022803307,2.6944164022803307,2.6944164022803307,greedy,2.6944164022803307,0.0,hard_fault_cluster
2,N2076,observe,1.7388014793395996,1.6337643567472695,1.3543973565101624,1.7388014793395996,0.7253576517105103,1.4707199549302459,1.2295718848705293,0.007253576517105103,0.39719972014427185,0.035968929529190063,0.035968929529190063,0.1337779054418206,0.09518826007843018,0.20070020854473114,0.06828666478395462,102299.25,42914.171875,59385.08203125,103709.71875,44340.77734375,59368.9375,-0.013787674717605114,-0.033243224024772644,0.0002718617324717343,-1.3787674717605114,10.280152589082718,1.6656493667513133,9.709157653152943,1.6353967312723399,1.4579119274392724,1.2715872066561134,1.6337643567472695,4.3281807590276005,4.3281807590276005,greedy,1.6337643567472695,0.0,hard_fault_cluster
3,N2075,observe,1.741011619567871,2.830166151933372,2.445122539997101,1.741011619567871,0.7238537073135376,2.5833644387312233,2.1002583384513853,0.007238537073135376,0.4032432734966278,0.03266783803701401,0.03266783803701401,0.0033897201530634913,0.09323759377002716,0.1973198801279068,0.06720321625471115,103709.734375,44340.796875,59368.9375,103994.203125,44684.4765625,59309.73046875,-0.0027429319452494383,-0.007750868331640959,0.0009972729021683335,-0.27429319452494383,10.080280922353268,3.1176378021761777,9.512889763340354,2.933646417669952,2.5970856870524583,2.311360483164899,2.830166151933372,7.158346910960972,7.158346910960972,greedy,2.830166151933372,0.0,hard_fault_cluster
4,N3076,control0,1.0658667087554932,1.111030761897564,1.1433554410934446,1.0658667087554932,0.5747242569923401,0.8424061556160449,0.3435133442282676,0.005747242569923401,0.4044248163700104,0.03906966745853424,0.03906966745853424,1.0199832496047019,0.08237311244010925,0.18573342263698578,0.055516961961984634,103992.4765625,44678.703125,59313.7734375,103296.3828125,43971.6484375,59324.734375,0.006693693343549967,0.015825318172574043,-0.0001847958192229271,0.6693693343549967,8.8511051684618,0.9237522374093533,8.390759725123644,0.9237522374093533,0.851005545258522,0.9213972199335694,1.111030761897564,8.269377672858536,8.269377672858536,greedy,1.111030761897564,0.0,hard_fault_cluster
5,N2077,observe,1.347231149673462,1.4980062119662763,1.504099929332733,1.347231149673462,0.6364718675613403,1.3410484615713358,1.320231282711029,0.006364718675613403,0.40591108798980713,0.03626699000597,0.03626699000597,-0.7387793651968242,0.08603429794311523,0.18846026062965393,0.05971213057637215,103299.234375,43977.94140625,59321.29296875,103570.2890625,44292.3828125,59277.90625,-0.002623975742608309,-0.007149979937821627,0.0007313852547667921,-0.2623975742608309,9.276168651878834,1.4362710903584957,8.771614508703351,1.4122976134717464,1.4679617401212455,1.5660426889918746,1.4980062119662763,9.767383884824811,9.767383884824811,greedy,1.4980062119662763,0.0,hard_fault_cluster
6,N6272,control0,1.04653000831604,0.8661823570728302,0.8264395654201507,1.04653000831604,0.5917555093765259,0.8899827569723129,0.7886885821819305,0.005917555093765259,0.40306568145751953,0.03874713182449341,0.03874713182449341,-0.3045304030179978,0.07145879417657852,0.17757724225521088,0.04829240217804909,103570.71875,44292.83203125,59277.88671875,102830.421875,43656.7265625,59173.69921875,0.0071477429009974,0.014361363835632801,0.001757611520588398,0.71477429009974,7.7763820588588715,0.9811668568849564,7.303505077958107,1.0027774149179458,0.9655785039067268,0.9723595766350627,0.8661823570728302,10.633566241897642,10.633566241897642,greedy,0.8661823570728302,0.0,hard_fault_cluster
7,N2078,observe,1.4540398120880127,1.7239576846361162,1.8372512102127074,1.4540398120880127,0.6658028364181519,1.6714599296450614,1.5964359879493712,0.006658028364181518,0.4232628345489502,0.035669855773448944,0.035669855773448944,-1.4617532989382744,0.0791504830121994,0.18949522078037262,0.053831830620765686,102830.0234375,43656.3515625,59173.671875,102689.5703125,43732.5078125,58957.0625,0.0013658766401931643,-0.0017444483237341046,0.0036605701316148043,0.13658766401931643,8.616520993411541,2.095435057282448,8.09041647426784,2.103583179116249,1.9416706755757334,1.8198015076667073,1.7239576846361162,12.357523926533759,12.357523926533759,greedy,1.7239576846361162,0.0,hard_fault_cluster
8,N3861,control0,1.172001600265503,0.9883734509348869,0.9933800220489502,1.172001600265503,0.6478832960128784,1.0464966490864755,1.1433463394641876,0.006478832960128784,0.431348592042923,0.03963111340999603,0.03963111340999603,-0.5091415578126908,0.07069174200296402,0.18132522702217102,0.0471062995493412,102689.6484375,43732.5625,58957.0859375,101732.5,42956.10546875,58776.3984375,0.009320788085460663,0.01775466650724411,0.0030647290404886007,0.9320788085460663,7.756688609719276,0.8754404693841934,7.241052802652121,0.9016763895750045,1.1670386508107184,1.1641978491842746,0.9883734509348869,13.345897377468646,13.345897377468646,greedy,0.9883734509348869,0.0,hard_fault_cluster
9,N5343,control0,0.9707573056221008,1.136814011633396,0.6176390528678893,0.9707573056221008,0.6117062568664551,1.0396801726520062,0.3197306036949158,0.006117062568664551,0.4513190686702728,0.0450805202126503,0.0450805202126503,0.9759867495298385,0.07009122520685196,0.18801406025886536,0.04776623100042343,101731.84375,42955.3046875,58776.5390625,101418.890625,42609.00390625,58809.890625,0.0030762553215026855,0.008061885833740234,-0.0005674298736266792,0.30762553215026855,7.665909297764301,1.1738723677396774,7.173319214954972,1.2051827055215836,0.9781750783324242,0.6462421113997698,1.136814011633396,14.482711389102041,14.482711389102041,greedy,1.136814011633396,0.0,hard_fault_cluster
10,N5215,control1,0.8257783651351929,0.9470327898859978,0.8477908611297608,0.8257783651351929,0.6144629716873169,0.9741968736052513,0.9095719575881958,0.006144629716873169,0.4515179395675659,0.04690512269735336,0.04690512269735336,0.7409231984615325,0.06750956922769547,0.18150240182876587,0.04555535688996315,101419.53125,42609.6015625,58809.92578125,101461.359375,42684.140625,58777.22265625,-0.00041242671431973577,-0.0017493489431217313,0.0005560817080549896,-0.04124267143197358,7.412325017154217,1.0093862462043763,6.916298946365714,0.9955793070793152,0.8219993799924851,0.9158885381370783,0.9470327898859978,15.42974417898804,15.42974417898804,greedy,0.9470327898859978,0.0,hard_fault_cluster
