[typed-five-r3/b20_C] [gmean] 2026-07-20T22:00:13 out_dir=autoresearch/loop-260720-0945/typed_winner_round3_five/b20_C
[typed-five-r3/b20_C] [gmean] 2026-07-20T22:00:13 budgets=iscas99__b20:616
[typed-five-r3/b20_C] [gmean] 2026-07-20T22:00:13 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b20_C] [gmean] 2026-07-20T22:00:13 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_typed_residual_context
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] torch_deterministic=true
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b20_C/exact_candidate_nodes.txt nodes=19175
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.929140
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=1 node=N1762 type=control0 q_typed_residual_context=6.837018 sequence=6.837018
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=2 node=N4805 type=control1 q_typed_residual_context=1.691296 sequence=8.528314
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=3 node=N1911 type=control0 q_typed_residual_context=2.104940 sequence=10.633253
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=4 node=N3980 type=control0 q_typed_residual_context=1.443848 sequence=12.077101
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=5 node=N4134 type=observe q_typed_residual_context=1.291486 sequence=13.368587
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=6 node=N3410 type=control0 q_typed_residual_context=1.572950 sequence=14.941536
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=7 node=N5778 type=control0 q_typed_residual_context=1.744885 sequence=16.686421
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=8 node=N2900 type=control0 q_typed_residual_context=1.494309 sequence=18.180730
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=9 node=N4143 type=control0 q_typed_residual_context=1.897415 sequence=20.078145
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=10 node=N4175 type=observe q_typed_residual_context=1.506248 sequence=21.584393
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=11 node=N4561 type=observe q_typed_residual_context=1.508886 sequence=23.093279
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=12 node=N4581 type=observe q_typed_residual_context=1.646585 sequence=24.739863
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=13 node=N1665 type=control1 q_typed_residual_context=1.858056 sequence=26.597920
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=14 node=N4587 type=observe q_typed_residual_context=1.401176 sequence=27.999095
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=15 node=N4144 type=observe q_typed_residual_context=1.187156 sequence=29.186251
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=16 node=N4618 type=control1 q_typed_residual_context=1.112495 sequence=30.298746
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=17 node=N4130 type=control0 q_typed_residual_context=1.554579 sequence=31.853325
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=18 node=N4181 type=observe q_typed_residual_context=1.180969 sequence=33.034294
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=19 node=N3995 type=control0 q_typed_residual_context=1.720332 sequence=34.754626
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=20 node=N3408 type=control0 q_typed_residual_context=2.325331 sequence=37.079957
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=21 node=N4160 type=observe q_typed_residual_context=1.213463 sequence=38.293420
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=22 node=N4145 type=observe q_typed_residual_context=0.922456 sequence=39.215876
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=23 node=N3333 type=control0 q_typed_residual_context=2.283502 sequence=41.499378
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=24 node=N826 type=observe q_typed_residual_context=1.029469 sequence=42.528847
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=25 node=N4161 type=observe q_typed_residual_context=1.436771 sequence=43.965618
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=26 node=N4162 type=observe q_typed_residual_context=1.391835 sequence=45.357454
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=27 node=N2682 type=control0 q_typed_residual_context=1.009531 sequence=46.366985
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=28 node=N4801 type=control1 q_typed_residual_context=1.187342 sequence=47.554328
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=29 node=N4165 type=observe q_typed_residual_context=1.115404 sequence=48.669731
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=30 node=N4164 type=observe q_typed_residual_context=1.318828 sequence=49.988559
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=31 node=N4166 type=observe q_typed_residual_context=1.344509 sequence=51.333068
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=32 node=N4147 type=observe q_typed_residual_context=0.926839 sequence=52.259907
