node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__tpi_cp_13___buf_split_285,2,0,1,0,1
__tpi_cp_28_II1452,2,0,0,0,2
C_19,1,0,1,0,0
II1219_4,1,1,0,0,0
II1484,1,0,1,0,0
II1528,1,0,1,0,0
II1528_PO,1,0,0,0,1
II1532,1,0,1,0,0
II1532_PO,1,0,0,0,1
II1533,1,1,0,0,0
__aig_not_382,1,0,1,0,0
__aig_not_383,1,1,0,0,0
__aig_not_429,1,0,1,0,0
__buf_split_283,1,1,0,0,0
__buf_split_285,1,0,1,0,0
__buf_split_289,1,0,1,0,0
__buf_split_364,1,0,1,0,0
__tpi_cp_0_II1465,1,0,0,1,0
__tpi_cp_10_II1416,1,0,0,0,1
__tpi_cp_16_II1971,1,0,0,0,1
__tpi_cp_1___buf_split_283,1,0,0,1,0
__tpi_cp_20___buf_split_349,1,0,0,0,1
__tpi_cp_23_II1223,1,0,0,0,1
__tpi_cp_24___buf_split_57,1,0,0,0,1
__tpi_cp_29___aig_not_349,1,0,0,0,1
__tpi_cp_2_II1219_4,1,0,0,1,0
__tpi_cp_30___buf_split_55,1,0,0,0,1
__tpi_cp_31___buf_split_68,1,0,0,0,1
__tpi_cp_4_II1533,1,0,0,1,0
__tpi_cp_7___buf_split_350,1,0,0,0,1
__tpi_cp_8_II1389,1,0,0,1,0
__tpi_cp_9___buf_split_61,1,0,0,0,1
