[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 out_dir=autoresearch/loop-260720-0945/typed_winner_round7_five/b22_C
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 budgets=iscas99__b22:915
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] torch_deterministic=true
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b22_C/exact_candidate_nodes.txt nodes=28412
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.953114
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=1 node=N1180 type=control1 q_typed_reliable_context=2.740055 sequence=2.740055
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=2 node=N2076 type=observe q_typed_reliable_context=2.018432 sequence=4.758487
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=3 node=N2080 type=observe q_typed_reliable_context=2.392686 sequence=7.151173
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=4 node=N2075 type=observe q_typed_reliable_context=1.969061 sequence=9.120234
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=5 node=N2078 type=observe q_typed_reliable_context=1.645571 sequence=10.765805
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=6 node=N2079 type=observe q_typed_reliable_context=1.472112 sequence=12.237917
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=7 node=N2081 type=observe q_typed_reliable_context=1.562866 sequence=13.800783
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=8 node=N2077 type=observe q_typed_reliable_context=1.228048 sequence=15.028831
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=9 node=N3861 type=control0 q_typed_reliable_context=0.772744 sequence=15.801574
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=10 node=N5343 type=control0 q_typed_reliable_context=0.966382 sequence=16.767956
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=11 node=N6272 type=control0 q_typed_reliable_context=1.251042 sequence=18.018998
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=12 node=N4430 type=control0 q_typed_reliable_context=1.368254 sequence=19.387252
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=13 node=N3865 type=control0 q_typed_reliable_context=1.112093 sequence=20.499344
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=14 node=N3076 type=control0 q_typed_reliable_context=1.242885 sequence=21.742230
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=15 node=N6279 type=control0 q_typed_reliable_context=1.135406 sequence=22.877636
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=16 node=N5215 type=control1 q_typed_reliable_context=1.010549 sequence=23.888185
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=17 node=N3819 type=control0 q_typed_reliable_context=1.565999 sequence=25.454183
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=18 node=N1253 type=observe q_typed_reliable_context=1.788553 sequence=27.242736
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=19 node=N3715 type=control0 q_typed_reliable_context=1.323270 sequence=28.566007
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=20 node=N1169 type=observe q_typed_reliable_context=1.291092 sequence=29.857099
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=21 node=N1252 type=observe q_typed_reliable_context=2.260167 sequence=32.117265
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=22 node=N2092 type=observe q_typed_reliable_context=1.642672 sequence=33.759937
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=23 node=N2099 type=observe q_typed_reliable_context=2.252791 sequence=36.012728
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=24 node=N3736 type=control0 q_typed_reliable_context=1.166691 sequence=37.179419
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=25 node=N3739 type=control0 q_typed_reliable_context=0.970250 sequence=38.149669
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=26 node=N1257 type=observe q_typed_reliable_context=0.902383 sequence=39.052052
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=27 node=N7064 type=control0 q_typed_reliable_context=1.154196 sequence=40.206248
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=28 node=N1256 type=observe q_typed_reliable_context=0.829881 sequence=41.036130
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=29 node=N2102 type=observe q_typed_reliable_context=1.146940 sequence=42.183070
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=30 node=N6887 type=control0 q_typed_reliable_context=1.055278 sequence=43.238348
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=31 node=N1254 type=observe q_typed_reliable_context=0.957316 sequence=44.195664
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=32 node=N2100 type=observe q_typed_reliable_context=1.021855 sequence=45.217519
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=33 node=N2101 type=observe q_typed_reliable_context=1.108585 sequence=46.326104
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=34 node=N1255 type=observe q_typed_reliable_context=0.932178 sequence=47.258281
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=35 node=N2104 type=observe q_typed_reliable_context=1.078009 sequence=48.336291
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=36 node=N3289 type=control0 q_typed_reliable_context=0.925265 sequence=49.261555
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=37 node=N7010 type=control0 q_typed_reliable_context=1.358462 sequence=50.620017
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=38 node=N3068 type=control0 q_typed_reliable_context=1.863403 sequence=52.483420
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=39 node=N7028 type=control0 q_typed_reliable_context=4.075347 sequence=56.558767
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=40 node=N7025 type=control0 q_typed_reliable_context=1.414723 sequence=57.973490
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=41 node=N7031 type=control0 q_typed_reliable_context=1.629778 sequence=59.603268
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=42 node=N7034 type=control0 q_typed_reliable_context=1.733145 sequence=61.336413
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=43 node=N7043 type=control0 q_typed_reliable_context=1.820148 sequence=63.156561
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=44 node=N7046 type=control0 q_typed_reliable_context=1.961341 sequence=65.117902
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=45 node=N6907 type=control0 q_typed_reliable_context=1.912121 sequence=67.030023
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=46 node=N7022 type=control0 q_typed_reliable_context=2.100599 sequence=69.130622
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=47 node=N7055 type=control0 q_typed_reliable_context=2.080208 sequence=71.210830
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=48 node=N7037 type=control0 q_typed_reliable_context=1.865270 sequence=73.076100
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=49 node=N4392 type=control1 q_typed_reliable_context=0.942282 sequence=74.018382
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=50 node=N7040 type=control0 q_typed_reliable_context=0.951387 sequence=74.969769
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=51 node=N19316 type=control1 q_typed_reliable_context=1.198022 sequence=76.167791
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=52 node=N6964 type=control0 q_typed_reliable_context=0.928844 sequence=77.096635
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=53 node=N6967 type=control0 q_typed_reliable_context=0.983843 sequence=78.080478
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=54 node=N4542 type=control0 q_typed_reliable_context=1.026243 sequence=79.106721
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=55 node=N7049 type=control0 q_typed_reliable_context=0.975437 sequence=80.082159
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=56 node=N4544 type=control0 q_typed_reliable_context=1.190005 sequence=81.272163
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=57 node=N4543 type=control0 q_typed_reliable_context=1.126951 sequence=82.399114
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=58 node=N6970 type=control0 q_typed_reliable_context=1.928356 sequence=84.327470
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=59 node=N4541 type=control0 q_typed_reliable_context=1.010795 sequence=85.338265
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=60 node=N4539 type=control0 q_typed_reliable_context=1.397948 sequence=86.736213
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=61 node=N4540 type=control0 q_typed_reliable_context=1.249618 sequence=87.985830
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=62 node=N4525 type=control0 q_typed_reliable_context=1.175752 sequence=89.161582
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=63 node=N2295 type=control0 q_typed_reliable_context=1.074487 sequence=90.236069
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=64 node=N3857 type=control0 q_typed_reliable_context=1.017284 sequence=91.253354
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=65 node=N3853 type=control0 q_typed_reliable_context=1.018638 sequence=92.271991
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=66 node=N3849 type=control0 q_typed_reliable_context=0.956860 sequence=93.228852
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=67 node=N3718 type=control0 q_typed_reliable_context=0.855023 sequence=94.083874
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=68 node=N5250 type=observe q_typed_reliable_context=0.872632 sequence=94.956506
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=69 node=N3844 type=observe q_typed_reliable_context=1.219408 sequence=96.175914
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=70 node=N3822 type=control0 q_typed_reliable_context=1.117824 sequence=97.293739
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=71 node=N7119 type=control0 q_typed_reliable_context=1.123284 sequence=98.417022
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=72 node=N7008 type=observe q_typed_reliable_context=1.211755 sequence=99.628778
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=73 node=N3848 type=observe q_typed_reliable_context=1.154336 sequence=100.783114
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=74 node=N5523 type=control0 q_typed_reliable_context=1.055340 sequence=101.838454
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=75 node=N6999 type=observe q_typed_reliable_context=1.306848 sequence=103.145302
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=76 node=N3976 type=control0 q_typed_reliable_context=1.762733 sequence=104.908035
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=77 node=N7123 type=control0 q_typed_reliable_context=1.741943 sequence=106.649977
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=78 node=N3980 type=control0 q_typed_reliable_context=1.206475 sequence=107.856453
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=79 node=N1181 type=control1 q_typed_reliable_context=1.516916 sequence=109.373369
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=80 node=N1520 type=control0 q_typed_reliable_context=1.019028 sequence=110.392397
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=81 node=N1270 type=control1 q_typed_reliable_context=1.026774 sequence=111.419172
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=82 node=N3938 type=control0 q_typed_reliable_context=1.255567 sequence=112.674739
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=83 node=N12943 type=control0 q_typed_reliable_context=1.636126 sequence=114.310865
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=84 node=N12944 type=control0 q_typed_reliable_context=1.364370 sequence=115.675235
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=85 node=N12848 type=control0 q_typed_reliable_context=1.165955 sequence=116.841190
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=86 node=N12847 type=control0 q_typed_reliable_context=1.082385 sequence=117.923575
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=87 node=N19254 type=control0 q_typed_reliable_context=1.410446 sequence=119.334020
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=88 node=N19255 type=control0 q_typed_reliable_context=1.439409 sequence=120.773430
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=89 node=N12965 type=control0 q_typed_reliable_context=1.816923 sequence=122.590353
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=90 node=N19276 type=control0 q_typed_reliable_context=2.167812 sequence=124.758165
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=91 node=N12942 type=control0 q_typed_reliable_context=2.632687 sequence=127.390852
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=92 node=N8431 type=control0 q_typed_reliable_context=2.220043 sequence=129.610894
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=93 node=N19251 type=control0 q_typed_reliable_context=1.344105 sequence=130.954999
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=94 node=N5000 type=control1 q_typed_reliable_context=1.857557 sequence=132.812556
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=95 node=N1592 type=control0 q_typed_reliable_context=1.521481 sequence=134.334037
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=96 node=N18387 type=control1 q_typed_reliable_context=1.288071 sequence=135.622108
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=97 node=N19253 type=control0 q_typed_reliable_context=1.585922 sequence=137.208030
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=98 node=N19314 type=control1 q_typed_reliable_context=1.183344 sequence=138.391374
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=99 node=N19310 type=control1 q_typed_reliable_context=1.141730 sequence=139.533103
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=100 node=N19301 type=control1 q_typed_reliable_context=0.999927 sequence=140.533030
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=101 node=N6885 type=observe q_typed_reliable_context=2.063859 sequence=142.596889
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=102 node=N2297 type=control1 q_typed_reliable_context=2.767240 sequence=145.364129
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=103 node=N3893 type=control0 q_typed_reliable_context=1.159141 sequence=146.523270
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=104 node=N3889 type=control0 q_typed_reliable_context=1.096303 sequence=147.619573
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=105 node=N8331 type=control1 q_typed_reliable_context=0.933143 sequence=148.552716
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=106 node=N13004 type=control1 q_typed_reliable_context=1.676427 sequence=150.229144
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=107 node=N8328 type=control1 q_typed_reliable_context=1.972440 sequence=152.201583
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=108 node=N13003 type=control1 q_typed_reliable_context=2.432465 sequence=154.634048
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=109 node=N26410 type=control1 q_typed_reliable_context=2.097632 sequence=156.731680
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=110 node=N5868 type=observe q_typed_reliable_context=2.770701 sequence=159.502381
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=111 node=N5887 type=observe q_typed_reliable_context=3.574787 sequence=163.077168
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=112 node=N3885 type=control0 q_typed_reliable_context=2.388442 sequence=165.465610
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=113 node=N1173 type=control1 q_typed_reliable_context=2.236767 sequence=167.702377
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=114 node=N1172 type=control1 q_typed_reliable_context=2.335621 sequence=170.037998
