[typed-five-r3/b20_C] [gmean] 2026-07-21T15:00:51 out_dir=autoresearch/loop-260720-0945/typed_winner_round7_five/b20_C
[typed-five-r3/b20_C] [gmean] 2026-07-21T15:00:51 budgets=iscas99__b20:616
[typed-five-r3/b20_C] [gmean] 2026-07-21T15:00:51 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b20_C] [gmean] 2026-07-21T15:00:51 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] torch_deterministic=true
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] candidate_allowlist=autoresearch/original-netlist-recovery-260712/exact_itc99/b20_C/exact_candidate_nodes.txt nodes=19175
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] latent_norm_clip_ratio=4 latent_norm_limit=30.929140
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=1 node=N1762 type=control0 q_typed_reliable_context=6.339326 sequence=6.339326
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=2 node=N4805 type=control1 q_typed_reliable_context=1.783701 sequence=8.123027
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=3 node=N1911 type=control0 q_typed_reliable_context=1.830779 sequence=9.953806
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=4 node=N3980 type=control0 q_typed_reliable_context=1.290057 sequence=11.243863
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=5 node=N4577 type=observe q_typed_reliable_context=1.824298 sequence=13.068162
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=6 node=N3410 type=control0 q_typed_reliable_context=1.844329 sequence=14.912491
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=7 node=N5778 type=control0 q_typed_reliable_context=1.756812 sequence=16.669303
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=8 node=N2900 type=control0 q_typed_reliable_context=1.260324 sequence=17.929627
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=9 node=N4143 type=control0 q_typed_reliable_context=2.127162 sequence=20.056789
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=10 node=N4557 type=observe q_typed_reliable_context=1.333253 sequence=21.390042
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=11 node=N4561 type=observe q_typed_reliable_context=1.247655 sequence=22.637697
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=12 node=N4144 type=observe q_typed_reliable_context=1.311333 sequence=23.949030
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=13 node=N4145 type=observe q_typed_reliable_context=2.758950 sequence=26.707980
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=14 node=N3995 type=control0 q_typed_reliable_context=1.471897 sequence=28.179877
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=15 node=N4175 type=observe q_typed_reliable_context=1.545296 sequence=29.725172
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=16 node=N3408 type=control0 q_typed_reliable_context=1.984657 sequence=31.709830
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=17 node=N3333 type=control0 q_typed_reliable_context=1.961378 sequence=33.671208
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=18 node=N4587 type=observe q_typed_reliable_context=1.434033 sequence=35.105241
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=19 node=N4160 type=observe q_typed_reliable_context=1.384340 sequence=36.489581
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=20 node=N4161 type=observe q_typed_reliable_context=1.474420 sequence=37.964001
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=21 node=N4167 type=observe q_typed_reliable_context=0.915310 sequence=38.879311
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=22 node=N4164 type=observe q_typed_reliable_context=1.442741 sequence=40.322052
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=23 node=N4165 type=observe q_typed_reliable_context=1.462475 sequence=41.784527
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=24 node=N4166 type=observe q_typed_reliable_context=1.450980 sequence=43.235508
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=25 node=N4142 type=observe q_typed_reliable_context=0.931644 sequence=44.167151
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=26 node=N4162 type=observe q_typed_reliable_context=1.522141 sequence=45.689292
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=27 node=N4182 type=observe q_typed_reliable_context=0.932798 sequence=46.622090
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=28 node=N7908 type=control1 q_typed_reliable_context=0.901136 sequence=47.523226
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=29 node=N826 type=observe q_typed_reliable_context=1.080926 sequence=48.604153
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=30 node=N4174 type=observe q_typed_reliable_context=0.941185 sequence=49.545338
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=31 node=N4176 type=observe q_typed_reliable_context=1.120065 sequence=50.665403
