node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
N14902,3,1,1,0,1
__tpi_cp_38_N15872,3,1,1,1,0
N10298,2,1,1,0,0
N10299,2,1,1,0,0
N10339,2,1,1,0,0
N10353,2,1,1,0,0
N10380,2,0,1,0,1
N10384,2,0,1,0,1
N10386,2,0,1,0,1
N10430,2,1,1,0,0
N10431,2,1,1,0,0
N10432,2,1,1,0,0
N10435,2,1,1,0,0
N10439,2,1,1,0,0
N12517,2,1,1,0,0
N12549,2,1,1,0,0
N12630,2,1,1,0,0
N12633,2,1,1,0,0
N12634,2,1,1,0,0
N12636,2,1,1,0,0
N12637,2,1,1,0,0
N12638,2,1,1,0,0
N1433,2,0,1,0,1
N1434,2,0,1,0,1
N14620,2,0,1,0,1
N14901,2,1,1,0,0
N15002,2,0,1,0,1
N15790,2,1,1,0,0
N15792,2,1,1,0,0
N15871,2,1,1,0,0
N15940,2,0,1,0,1
N15946,2,0,1,0,1
N1672,2,0,1,0,1
N21031,2,0,1,0,1
N21033,2,0,1,0,1
N21035,2,0,1,0,1
N21038,2,0,1,0,1
N21040,2,0,1,0,1
N21200,2,0,1,0,1
N21201,2,0,1,0,1
N21456,2,0,1,0,1
N21936,2,0,1,0,1
N22081,2,0,1,0,1
N22980,2,0,1,0,1
N23147,2,0,1,0,1
N23221,2,0,1,0,1
N23223,2,0,1,0,1
N23231,2,0,1,0,1
N4684,2,0,1,0,1
N8775,2,1,1,0,0
N8787,2,1,1,0,0
N8943,2,1,1,0,0
N8945,2,1,1,0,0
N8947,2,1,1,0,0
__tpi_cp_0_N1674,2,0,1,1,0
__tpi_cp_100_N7296,2,0,1,0,1
__tpi_cp_102_N6603,2,0,1,0,1
__tpi_cp_105_N6601,2,0,1,0,1
__tpi_cp_106_N8825,2,0,1,0,1
__tpi_cp_111_N8662,2,0,1,1,0
__tpi_cp_113_N7201,2,0,1,0,1
__tpi_cp_115_N8957,2,0,1,0,1
__tpi_cp_116_N7216,2,0,1,0,1
__tpi_cp_118_N7281,2,0,1,0,1
__tpi_cp_119_N6609,2,0,1,0,1
__tpi_cp_12_N1680,2,0,1,1,0
__tpi_cp_138_N7279,2,0,1,0,1
__tpi_cp_146_N7204,2,0,1,0,1
__tpi_cp_15_N4941,2,0,1,1,0
__tpi_cp_171_N7232,2,0,1,1,0
__tpi_cp_180_N8729,2,0,1,1,0
__tpi_cp_18_N3550,2,0,1,0,1
__tpi_cp_22_N8963,2,1,0,1,0
__tpi_cp_24_N4943,2,0,1,1,0
__tpi_cp_26_N4945,2,0,1,1,0
__tpi_cp_28_N3554,2,0,1,0,1
__tpi_cp_30_N4946,2,0,1,1,0
__tpi_cp_34_N4692,2,0,1,1,0
__tpi_cp_37_N2723,2,0,1,0,1
__tpi_cp_79_N10393,2,0,1,1,0
__tpi_cp_83_N15059,2,0,1,0,1
__tpi_cp_88_N8752,2,0,1,1,0
__tpi_cp_89_N6802,2,0,1,0,1
__tpi_cp_91_N8840,2,0,1,0,1
__tpi_cp_94_N10410,2,0,1,0,1
__tpi_cp_96_N7244,2,0,1,0,1
__tpi_cp_98_N6806,2,0,1,0,1
N10297,1,1,0,0,0
N10318,1,0,1,0,0
N10325,1,0,1,0,0
N10326,1,0,1,0,0
N10329,1,0,1,0,0
N10337,1,0,1,0,0
N10338,1,0,1,0,0
N10340,1,0,1,0,0
N10342,1,0,1,0,0
N10343,1,0,1,0,0
N10348,1,0,1,0,0
N10349,1,0,1,0,0
N10350,1,0,1,0,0
N10351,1,0,1,0,0
N10354,1,0,1,0,0
N10356,1,0,1,0,0
N10357,1,0,1,0,0
N10358,1,0,1,0,0
N10359,1,0,1,0,0
N10361,1,0,1,0,0
N10362,1,0,1,0,0
N10363,1,0,1,0,0
N10365,1,0,1,0,0
N10366,1,0,1,0,0
N10367,1,0,1,0,0
N10381,1,0,1,0,0
N10382,1,0,1,0,0
N10383,1,0,1,0,0
N10385,1,0,1,0,0
N10387,1,0,1,0,0
N10388,1,0,1,0,0
N10389,1,0,1,0,0
N10390,1,0,1,0,0
N10391,1,0,1,0,0
N10392,1,0,1,0,0
N10393,1,1,0,0,0
N10394,1,0,1,0,0
N10395,1,0,1,0,0
N10396,1,0,1,0,0
N10398,1,0,1,0,0
N10399,1,0,1,0,0
N10410,1,0,1,0,0
